Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
White,Not Hispanic or Latino,50-54 years,Male,1300,2005
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Male,52,2005
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Male,66,2005
Black or African American,Not Hispanic or Latino,55-59 years,Male,632,2005
White,Not Hispanic or Latino,55-59 years,Male,2011,2005
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Male,40,2005
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Male,76,2005
Black or African American,Not Hispanic or Latino,60-64 years ,Male,642,2005
White,Not Hispanic or Latino,60-64 years ,Male,2373,2005
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Male,54,2005
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Male,94,2005
Black or African American,Not Hispanic or Latino,65-69 years,Male,673,2005
White,Not Hispanic or Latino,65-69 years,Male,2677,2005
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,61,2005
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,82,2005
Black or African American,Not Hispanic or Latino,70-74 years,Male,740,2005
White,Not Hispanic or Latino,70-74 years,Male,3264,2005
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Male,38,2005
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Male,103,2005
Black or African American,Not Hispanic or Latino,75-79 years,Male,687,2005
White,Not Hispanic or Latino,75-79 years,Male,4092,2005
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Male,24,2005
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Male,102,2005
Black or African American,Not Hispanic or Latino,80-84 years,Male,549,2005
White,Not Hispanic or Latino,80-84 years,Male,4210,2005
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,20,2005
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,82,2005
Black or African American,Not Hispanic or Latino,85-89 years,Male,309,2005
White,Not Hispanic or Latino,85-89 years,Male,2979,2005
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,5,2005
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,42,2005
Black or African American,Not Hispanic or Latino,90-94 years,Male,142,2005
White,Not Hispanic or Latino,90-94 years,Male,1272,2005
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Male,5,2005
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,5,2005
Black or African American,Not Hispanic or Latino,95-99 years,Male,39,2005
White,Not Hispanic or Latino,95-99 years,Male,266,2005
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2005
Black or African American,Not Hispanic or Latino,100+ years,Male,5,2005
White,Not Hispanic or Latino,100+ years,Male,20,2005
White,Not Stated,35-39 years,Male,5,2005
Black or African American,Not Stated,40-44 years,Male,5,2005
White,Not Stated,40-44 years,Male,5,2005
American Indian or Alaska Native,Not Stated,45-49 years,Male,5,2005
Black or African American,Not Stated,45-49 years,Male,5,2005
White,Not Stated,45-49 years,Male,5,2005
White,Not Stated,50-54 years,Male,5,2005
Black or African American,Not Stated,55-59 years,Male,5,2005
White,Not Stated,55-59 years,Male,5,2005
Black or African American,Not Stated,60-64 years ,Male,5,2005
White,Not Stated,60-64 years ,Male,5,2005
Asian or Pacific Islander,Not Stated,65-69 years,Male,5,2005
Black or African American,Not Stated,65-69 years,Male,5,2005
White,Not Stated,65-69 years,Male,5,2005
White,Not Stated,70-74 years,Male,5,2005
Black or African American,Not Stated,75-79 years,Male,5,2005
White,Not Stated,75-79 years,Male,10,2005
Black or African American,Not Stated,80-84 years,Male,5,2005
White,Not Stated,80-84 years,Male,5,2005
Asian or Pacific Islander,Not Stated,85-89 years,Male,5,2005
White,Not Stated,85-89 years,Male,5,2005
White,Not Stated,90-94 years,Male,5,2005
White,Hispanic or Latino,5-9 years,Female,5,2006
White,Hispanic or Latino,10-14 years,Female,5,2006
White,Hispanic or Latino,15-19 years,Female,5,2006
White,Hispanic or Latino,20-24 years,Female,5,2006
Asian or Pacific Islander,Hispanic or Latino,25-29 years,Female,5,2006
White,Hispanic or Latino,25-29 years,Female,18,2006
White,Hispanic or Latino,30-34 years,Female,19,2006
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Female,5,2006
White,Hispanic or Latino,35-39 years,Female,24,2006
White,Hispanic or Latino,40-44 years,Female,42,2006
Black or African American,Hispanic or Latino,45-49 years,Female,5,2006
White,Hispanic or Latino,45-49 years,Female,84,2006
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2006
Black or African American,Hispanic or Latino,50-54 years,Female,5,2006
White,Hispanic or Latino,50-54 years,Female,137,2006
Black or African American,Hispanic or Latino,55-59 years,Female,5,2006
White,Hispanic or Latino,55-59 years,Female,211,2006
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,5,2006
Black or African American,Hispanic or Latino,60-64 years ,Female,5,2006
White,Hispanic or Latino,60-64 years ,Female,255,2006
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,2006
Black or African American,Hispanic or Latino,65-69 years,Female,5,2006
White,Hispanic or Latino,65-69 years,Female,350,2006
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2006
Black or African American,Hispanic or Latino,70-74 years,Female,5,2006
White,Hispanic or Latino,70-74 years,Female,425,2006
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2006
Black or African American,Hispanic or Latino,75-79 years,Female,5,2006
White,Hispanic or Latino,75-79 years,Female,504,2006
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,2006
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,2006
Black or African American,Hispanic or Latino,80-84 years,Female,10,2006
White,Hispanic or Latino,80-84 years,Female,416,2006
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Female,5,2006
Black or African American,Hispanic or Latino,85-89 years,Female,5,2006
White,Hispanic or Latino,85-89 years,Female,343,2006
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Female,5,2006
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Female,5,2006
Black or African American,Hispanic or Latino,90-94 years,Female,5,2006
White,Hispanic or Latino,90-94 years,Female,176,2006
Black or African American,Hispanic or Latino,95-99 years,Female,5,2006
White,Hispanic or Latino,95-99 years,Female,61,2006
Black or African American,Hispanic or Latino,100+ years,Female,5,2006
White,Hispanic or Latino,100+ years,Female,11,2006
Black or African American,Not Hispanic or Latino,< 1 year,Female,5,2006
White,Not Hispanic or Latino,< 1 year,Female,5,2006
Black or African American,Not Hispanic or Latino,1-4 years,Female,5,2006
White,Not Hispanic or Latino,1-4 years,Female,5,2006
White,Not Hispanic or Latino,5-9 years,Female,5,2006
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2006
White,Not Hispanic or Latino,10-14 years,Female,5,2006
Black or African American,Not Hispanic or Latino,15-19 years,Female,5,2006
White,Not Hispanic or Latino,15-19 years,Female,10,2006
Black or African American,Not Hispanic or Latino,20-24 years,Female,16,2006
White,Not Hispanic or Latino,20-24 years,Female,32,2006
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2006
Black or African American,Not Hispanic or Latino,25-29 years,Female,47,2006
White,Not Hispanic or Latino,25-29 years,Female,47,2006
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Female,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Female,5,2006
Black or African American,Not Hispanic or Latino,30-34 years,Female,55,2006
White,Not Hispanic or Latino,30-34 years,Female,98,2006
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2006
Black or African American,Not Hispanic or Latino,35-39 years,Female,88,2006
White,Not Hispanic or Latino,35-39 years,Female,168,2006
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,18,2006
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,5,2006
Black or African American,Not Hispanic or Latino,40-44 years,Female,147,2006
White,Not Hispanic or Latino,40-44 years,Female,312,2006
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Female,10,2006
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Female,17,2006
Black or African American,Not Hispanic or Latino,45-49 years,Female,225,2006
White,Not Hispanic or Latino,45-49 years,Female,462,2006
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Female,35,2006
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Female,23,2006
Black or African American,Not Hispanic or Latino,50-54 years,Female,385,2006
White,Not Hispanic or Latino,50-54 years,Female,792,2006
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Female,32,2006
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Female,38,2006
Black or African American,Not Hispanic or Latino,55-59 years,Female,557,2006
White,Not Hispanic or Latino,55-59 years,Female,1338,2006
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Female,52,2006
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Female,55,2006
Black or African American,Not Hispanic or Latino,60-64 years ,Female,629,2006
White,Not Hispanic or Latino,60-64 years ,Female,1574,2006
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Female,45,2006
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Female,85,2006
Black or African American,Not Hispanic or Latino,65-69 years,Female,762,2006
White,Not Hispanic or Latino,65-69 years,Female,1930,2006
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Female,62,2006
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Female,94,2006
Black or African American,Not Hispanic or Latino,70-74 years,Female,819,2006
White,Not Hispanic or Latino,70-74 years,Female,2545,2006
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,53,2006
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,135,2006
Black or African American,Not Hispanic or Latino,75-79 years,Female,952,2006
White,Not Hispanic or Latino,75-79 years,Female,3580,2006
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Female,63,2006
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Female,137,2006
Black or African American,Not Hispanic or Latino,80-84 years,Female,989,2006
White,Not Hispanic or Latino,80-84 years,Female,4596,2006
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Female,34,2006
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Female,120,2006
Black or African American,Not Hispanic or Latino,85-89 years,Female,728,2006
White,Not Hispanic or Latino,85-89 years,Female,4134,2006
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Female,16,2006
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Female,52,2006
Black or African American,Not Hispanic or Latino,90-94 years,Female,408,2006
White,Not Hispanic or Latino,90-94 years,Female,2414,2006
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Female,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Female,26,2006
Black or African American,Not Hispanic or Latino,95-99 years,Female,117,2006
White,Not Hispanic or Latino,95-99 years,Female,828,2006
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,Female,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Female,5,2006
Black or African American,Not Hispanic or Latino,100+ years,Female,29,2006
White,Not Hispanic or Latino,100+ years,Female,151,2006
Black or African American,Not Stated,25-29 years,Female,5,2006
White,Not Stated,35-39 years,Female,5,2006
Black or African American,Not Stated,40-44 years,Female,5,2006
Black or African American,Not Stated,50-54 years,Female,5,2006
White,Not Stated,50-54 years,Female,5,2006
White,Not Stated,55-59 years,Female,5,2006
Black or African American,Not Stated,60-64 years ,Female,5,2006
White,Not Stated,60-64 years ,Female,5,2006
Black or African American,Not Stated,65-69 years,Female,5,2006
White,Not Stated,65-69 years,Female,5,2006
Black or African American,Not Stated,70-74 years,Female,5,2006
White,Not Stated,70-74 years,Female,5,2006
American Indian or Alaska Native,Not Stated,75-79 years,Female,5,2006
Black or African American,Not Stated,75-79 years,Female,5,2006
White,Not Stated,75-79 years,Female,5,2006
Black or African American,Not Stated,80-84 years,Female,5,2006
White,Not Stated,80-84 years,Female,5,2006
Black or African American,Not Stated,85-89 years,Female,5,2006
White,Not Stated,85-89 years,Female,5,2006
White,Not Stated,95-99 years,Female,5,2006
White,Hispanic or Latino,< 1 year,Male,5,2006
White,Hispanic or Latino,1-4 years,Male,5,2006
White,Hispanic or Latino,10-14 years,Male,5,2006
White,Hispanic or Latino,15-19 years,Male,5,2006
Black or African American,Hispanic or Latino,20-24 years,Male,5,2006
White,Hispanic or Latino,20-24 years,Male,10,2006
Black or African American,Hispanic or Latino,25-29 years,Male,5,2006
White,Hispanic or Latino,25-29 years,Male,10,2006
White,Hispanic or Latino,30-34 years,Male,24,2006
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2006
Black or African American,Hispanic or Latino,35-39 years,Male,5,2006
White,Hispanic or Latino,35-39 years,Male,39,2006
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2006
White,Hispanic or Latino,40-44 years,Male,76,2006
Black or African American,Hispanic or Latino,45-49 years,Male,5,2006
White,Hispanic or Latino,45-49 years,Male,154,2006
Black or African American,Hispanic or Latino,50-54 years,Male,5,2006
White,Hispanic or Latino,50-54 years,Male,213,2006
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Male,5,2006
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Male,5,2006
Black or African American,Hispanic or Latino,55-59 years,Male,5,2006
White,Hispanic or Latino,55-59 years,Male,300,2006
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Male,5,2006
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Male,5,2006
Black or African American,Hispanic or Latino,60-64 years ,Male,5,2006
White,Hispanic or Latino,60-64 years ,Male,293,2006
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Male,5,2006
Black or African American,Hispanic or Latino,65-69 years,Male,5,2006
White,Hispanic or Latino,65-69 years,Male,381,2006
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Male,5,2006
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Male,5,2006
Black or African American,Hispanic or Latino,70-74 years,Male,5,2006
White,Hispanic or Latino,70-74 years,Male,437,2006
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2006
Black or African American,Hispanic or Latino,75-79 years,Male,5,2006
White,Hispanic or Latino,75-79 years,Male,433,2006
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Male,5,2006
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Male,5,2006
Black or African American,Hispanic or Latino,80-84 years,Male,5,2006
White,Hispanic or Latino,80-84 years,Male,373,2006
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Male,5,2006
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Male,5,2006
Black or African American,Hispanic or Latino,85-89 years,Male,5,2006
White,Hispanic or Latino,85-89 years,Male,225,2006
Asian or Pacific Islander,Hispanic or Latino,90-94 years,Male,5,2006
Black or African American,Hispanic or Latino,90-94 years,Male,5,2006
White,Hispanic or Latino,90-94 years,Male,79,2006
White,Hispanic or Latino,95-99 years,Male,23,2006
White,Hispanic or Latino,100+ years,Male,5,2006
White,Not Hispanic or Latino,< 1 year,Male,5,2006
White,Not Hispanic or Latino,1-4 years,Male,5,2006
Black or African American,Not Hispanic or Latino,5-9 years,Male,5,2006
White,Not Hispanic or Latino,5-9 years,Male,5,2006
Black or African American,Not Hispanic or Latino,10-14 years,Male,5,2006
White,Not Hispanic or Latino,10-14 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,5,2006
Black or African American,Not Hispanic or Latino,15-19 years,Male,5,2006
White,Not Hispanic or Latino,15-19 years,Male,12,2006
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,5,2006
Black or African American,Not Hispanic or Latino,20-24 years,Male,23,2006
White,Not Hispanic or Latino,20-24 years,Male,35,2006
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Male,5,2006
Black or African American,Not Hispanic or Latino,25-29 years,Male,50,2006
White,Not Hispanic or Latino,25-29 years,Male,67,2006
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2006
Black or African American,Not Hispanic or Latino,30-34 years,Male,85,2006
White,Not Hispanic or Latino,30-34 years,Male,122,2006
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2006
Black or African American,Not Hispanic or Latino,35-39 years,Male,128,2006
White,Not Hispanic or Latino,35-39 years,Male,242,2006
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,10,2006
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Male,15,2006
Black or African American,Not Hispanic or Latino,40-44 years,Male,215,2006
White,Not Hispanic or Latino,40-44 years,Male,535,2006
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Male,24,2006
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Male,23,2006
Black or African American,Not Hispanic or Latino,45-49 years,Male,307,2006
White,Not Hispanic or Latino,45-49 years,Male,866,2006
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Male,32,2006
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Male,49,2006
Black or African American,Not Hispanic or Latino,50-54 years,Male,485,2006
White,Not Hispanic or Latino,50-54 years,Male,1345,2006
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Male,51,2006
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Male,80,2006
Black or African American,Not Hispanic or Latino,55-59 years,Male,621,2006
White,Not Hispanic or Latino,55-59 years,Male,1980,2006
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Male,47,2006
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Male,84,2006
Black or African American,Not Hispanic or Latino,60-64 years ,Male,668,2006
White,Not Hispanic or Latino,60-64 years ,Male,2506,2006
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Male,40,2006
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Male,92,2006
Black or African American,Not Hispanic or Latino,65-69 years,Male,685,2006
White,Not Hispanic or Latino,65-69 years,Male,2684,2006
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,37,2006
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,95,2006
Black or African American,Not Hispanic or Latino,70-74 years,Male,711,2006
White,Not Hispanic or Latino,70-74 years,Male,3146,2006
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Male,33,2006
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Male,119,2006
Black or African American,Not Hispanic or Latino,75-79 years,Male,660,2006
White,Not Hispanic or Latino,75-79 years,Male,3971,2006
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Male,31,2006
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Male,104,2006
Black or African American,Not Hispanic or Latino,80-84 years,Male,542,2006
White,Not Hispanic or Latino,80-84 years,Male,4000,2006
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,16,2006
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,87,2006
Black or African American,Not Hispanic or Latino,85-89 years,Male,337,2006
White,Not Hispanic or Latino,85-89 years,Male,2943,2006
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,10,2006
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,29,2006
Black or African American,Not Hispanic or Latino,90-94 years,Male,139,2006
White,Not Hispanic or Latino,90-94 years,Male,1192,2006
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,5,2006
Black or African American,Not Hispanic or Latino,95-99 years,Male,31,2006
White,Not Hispanic or Latino,95-99 years,Male,247,2006
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2006
Black or African American,Not Hispanic or Latino,100+ years,Male,5,2006
White,Not Hispanic or Latino,100+ years,Male,24,2006
White,Not Hispanic or Latino,Not Stated,Male,5,2006
White,Not Stated,25-29 years,Male,5,2006
Black or African American,Not Stated,40-44 years,Male,5,2006
White,Not Stated,40-44 years,Male,5,2006
Black or African American,Not Stated,45-49 years,Male,5,2006
White,Not Stated,45-49 years,Male,5,2006
Black or African American,Not Stated,50-54 years,Male,5,2006
White,Not Stated,50-54 years,Male,5,2006
Black or African American,Not Stated,55-59 years,Male,5,2006
White,Not Stated,55-59 years,Male,5,2006
American Indian or Alaska Native,Not Stated,60-64 years ,Male,5,2006
Black or African American,Not Stated,60-64 years ,Male,5,2006
White,Not Stated,60-64 years ,Male,5,2006
Asian or Pacific Islander,Not Stated,65-69 years,Male,5,2006
Black or African American,Not Stated,65-69 years,Male,5,2006
White,Not Stated,65-69 years,Male,5,2006
Black or African American,Not Stated,70-74 years,Male,5,2006
White,Not Stated,70-74 years,Male,5,2006
Black or African American,Not Stated,75-79 years,Male,5,2006
White,Not Stated,75-79 years,Male,5,2006
Black or African American,Not Stated,80-84 years,Male,5,2006
White,Not Stated,80-84 years,Male,5,2006
Black or African American,Not Stated,85-89 years,Male,5,2006
White,Not Stated,85-89 years,Male,5,2006
Black or African American,Not Stated,90-94 years,Male,5,2006
White,Not Stated,90-94 years,Male,5,2006
Black or African American,Not Stated,95-99 years,Male,5,2006
White,Not Stated,95-99 years,Male,5,2006
White,Hispanic or Latino,< 1 year,Female,5,2007
White,Hispanic or Latino,10-14 years,Female,5,2007
White,Hispanic or Latino,15-19 years,Female,5,2007
White,Hispanic or Latino,20-24 years,Female,5,2007
White,Hispanic or Latino,25-29 years,Female,5,2007
White,Hispanic or Latino,30-34 years,Female,11,2007
Black or African American,Hispanic or Latino,35-39 years,Female,5,2007
White,Hispanic or Latino,35-39 years,Female,26,2007
Black or African American,Hispanic or Latino,40-44 years,Female,5,2007
White,Hispanic or Latino,40-44 years,Female,47,2007
Black or African American,Hispanic or Latino,45-49 years,Female,5,2007
White,Hispanic or Latino,45-49 years,Female,72,2007
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2007
Black or African American,Hispanic or Latino,50-54 years,Female,5,2007
White,Hispanic or Latino,50-54 years,Female,167,2007
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Female,5,2007
Black or African American,Hispanic or Latino,55-59 years,Female,5,2007
White,Hispanic or Latino,55-59 years,Female,194,2007
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,5,2007
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Female,5,2007
Black or African American,Hispanic or Latino,60-64 years ,Female,5,2007
White,Hispanic or Latino,60-64 years ,Female,259,2007
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Female,5,2007
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,2007
Black or African American,Hispanic or Latino,65-69 years,Female,5,2007
White,Hispanic or Latino,65-69 years,Female,308,2007
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2007
Black or African American,Hispanic or Latino,70-74 years,Female,5,2007
White,Hispanic or Latino,70-74 years,Female,399,2007
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2007
Black or African American,Hispanic or Latino,75-79 years,Female,5,2007
White,Hispanic or Latino,75-79 years,Female,522,2007
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,2007
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,2007
Black or African American,Hispanic or Latino,80-84 years,Female,5,2007
White,Hispanic or Latino,80-84 years,Female,511,2007
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Female,5,2007
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,5,2007
Black or African American,Hispanic or Latino,85-89 years,Female,5,2007
White,Hispanic or Latino,85-89 years,Female,370,2007
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Female,5,2007
White,Hispanic or Latino,90-94 years,Female,174,2007
White,Hispanic or Latino,95-99 years,Female,62,2007
White,Hispanic or Latino,100+ years,Female,11,2007
Black or African American,Not Hispanic or Latino,1-4 years,Female,5,2007
White,Not Hispanic or Latino,1-4 years,Female,5,2007
Black or African American,Not Hispanic or Latino,5-9 years,Female,5,2007
White,Not Hispanic or Latino,5-9 years,Female,5,2007
Black or African American,Not Hispanic or Latino,10-14 years,Female,5,2007
White,Not Hispanic or Latino,10-14 years,Female,5,2007
Black or African American,Not Hispanic or Latino,15-19 years,Female,12,2007
White,Not Hispanic or Latino,15-19 years,Female,11,2007
Black or African American,Not Hispanic or Latino,20-24 years,Female,22,2007
White,Not Hispanic or Latino,20-24 years,Female,21,2007
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,5,2007
Black or African American,Not Hispanic or Latino,25-29 years,Female,41,2007
White,Not Hispanic or Latino,25-29 years,Female,40,2007
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Female,5,2007
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Female,5,2007
Black or African American,Not Hispanic or Latino,30-34 years,Female,55,2007
White,Not Hispanic or Latino,30-34 years,Female,85,2007
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2007
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2007
Black or African American,Not Hispanic or Latino,35-39 years,Female,87,2007
White,Not Hispanic or Latino,35-39 years,Female,145,2007
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2007
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,5,2007
Black or African American,Not Hispanic or Latino,40-44 years,Female,158,2007
White,Not Hispanic or Latino,40-44 years,Female,264,2007
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Female,14,2007
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Female,15,2007
Black or African American,Not Hispanic or Latino,45-49 years,Female,218,2007
White,Not Hispanic or Latino,45-49 years,Female,464,2007
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Female,16,2007
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Female,23,2007
Black or African American,Not Hispanic or Latino,50-54 years,Female,410,2007
White,Not Hispanic or Latino,50-54 years,Female,827,2007
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Female,38,2007
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Female,45,2007
Black or African American,Not Hispanic or Latino,55-59 years,Female,547,2007
White,Not Hispanic or Latino,55-59 years,Female,1206,2007
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Female,34,2007
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Female,53,2007
Black or African American,Not Hispanic or Latino,60-64 years ,Female,637,2007
White,Not Hispanic or Latino,60-64 years ,Female,1623,2007
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Female,54,2007
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Female,79,2007
Black or African American,Not Hispanic or Latino,65-69 years,Female,692,2007
White,Not Hispanic or Latino,65-69 years,Female,1823,2007
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Female,47,2007
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Female,104,2007
Black or African American,Not Hispanic or Latino,70-74 years,Female,843,2007
White,Not Hispanic or Latino,70-74 years,Female,2465,2007
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,60,2007
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,129,2007
