Race	Hispanic Origin	Age_groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	50-54 years	Male	2004	610	1017168	59.9704276972929
Black or African American	Not Hispanic or Latino	50-54 years	Male	2005	662	1054056	62.8050122574133
Black or African American	Not Hispanic or Latino	50-54 years	Male	2006	681	1093251	62.2912762028116
Black or African American	Not Hispanic or Latino	50-54 years	Male	2007	676	1144327	59.0740234216269
Black or African American	Not Hispanic or Latino	50-54 years	Male	2008	675	1191230	56.6641202790393
Black or African American	Not Hispanic or Latino	50-54 years	Male	2009	697	1229480	56.6906334385269
Black or African American	Not Hispanic or Latino	50-54 years	Male	2010	705	1260649	55.9235758724276
Black or African American	Not Hispanic or Latino	50-54 years	Male	2011	734	1280547	57.3192549746319
Black or African American	Not Hispanic or Latino	50-54 years	Male	2012	780	1286971	60.6074262745625
Black or African American	Not Hispanic or Latino	50-54 years	Male	2013	735	1291678	56.9027265309156
Black or African American	Not Hispanic or Latino	50-54 years	Male	2014	722	1296563	55.6856859250187
Black or African American	Not Hispanic or Latino	50-54 years	Male	2015	746	1291152	57.7778603913404
Black or African American	Not Hispanic or Latino	50-54 years	Male	2016	761	1277354	59.5762803420195
Black or African American	Not Hispanic or Latino	50-54 years	Male	2017	722	1259223	57.3369450843893
Black or African American	Not Hispanic or Latino	50-54 years	Male	2018	775	1234617	62.7725035375343
Black or African American	Not Hispanic or Latino	50-54 years	Male	2019	718	1208849	59.3953421808679
Black or African American	Not Hispanic or Latino	50-54 years	Male	2020	913	1200964	76.0222621161001
Black or African American	Not Hispanic or Latino	50-54 years	Male	2021	969	1241322	78.0619371927671
Black or African American	Not Hispanic or Latino	50-54 years	Male	2022	866	1242380	69.704921199633
Black or African American	Not Hispanic or Latino	50-54 years	Male	2023	804	1231765	65.272190718197
Black or African American	Not Hispanic or Latino	55-59 years	Female	2000	345	721707	47.8033329315082
Black or African American	Not Hispanic or Latino	55-59 years	Female	2001	355	749059	47.3927954940799
Black or African American	Not Hispanic or Latino	55-59 years	Female	2002	396	799225	49.5479996246364
Black or African American	Not Hispanic or Latino	55-59 years	Female	2003	447	846733	52.7911395918194
Black or African American	Not Hispanic or Latino	55-59 years	Female	2004	439	906422	48.4321872152265
Black or African American	Not Hispanic or Latino	55-59 years	Female	2005	406	976118	41.5933319537187
Black or African American	Not Hispanic or Latino	55-59 years	Female	2006	450	1046312	43.0082040538577
Black or African American	Not Hispanic or Latino	55-59 years	Female	2007	488	1085461	44.9578566157605
Black or African American	Not Hispanic or Latino	55-59 years	Female	2008	499	1123799	44.402958180244
Black or African American	Not Hispanic or Latino	55-59 years	Female	2009	510	1164471	43.7967111246222
Black or African American	Not Hispanic or Latino	55-59 years	Female	2010	519	1194067	43.4648976983704
Black or African American	Not Hispanic or Latino	55-59 years	Female	2011	545	1242711	43.8557315417663
Black or African American	Not Hispanic or Latino	55-59 years	Female	2012	527	1292069	40.7872954153377
Black or African American	Not Hispanic or Latino	55-59 years	Female	2013	589	1330735	44.2612541189643
Black or African American	Not Hispanic or Latino	55-59 years	Female	2014	636	1364351	46.6155703334406
Black or African American	Not Hispanic or Latino	55-59 years	Female	2015	641	1395987	45.917333041067
Black or African American	Not Hispanic or Latino	55-59 years	Female	2016	623	1412482	44.1067567586702
Black or African American	Not Hispanic or Latino	55-59 years	Female	2017	665	1421202	46.791378002564
Black or African American	Not Hispanic or Latino	55-59 years	Female	2018	657	1426347	46.0617227084293
Black or African American	Not Hispanic or Latino	55-59 years	Female	2019	632	1428980	44.2273509776204
Black or African American	Not Hispanic or Latino	55-59 years	Female	2020	794	1421662	55.8501247131878
Black or African American	Not Hispanic or Latino	55-59 years	Female	2021	734	1417403	51.7848487691927
Black or African American	Not Hispanic or Latino	55-59 years	Female	2022	699	1384021	50.5050140135157
Black or African American	Not Hispanic or Latino	55-59 years	Female	2023	673	1371843	49.0580919245132
Black or African American	Not Hispanic or Latino	55-59 years	Male	2000	453	590653	76.694776797883
Black or African American	Not Hispanic or Latino	55-59 years	Male	2001	452	616383	73.3310295708999
Black or African American	Not Hispanic or Latino	55-59 years	Male	2002	549	662769	82.8342906804633
Black or African American	Not Hispanic or Latino	55-59 years	Male	2003	611	706655	86.4636916175503
Black or African American	Not Hispanic or Latino	55-59 years	Male	2004	643	758635	84.7574920745813
Black or African American	Not Hispanic or Latino	55-59 years	Male	2005	664	820971	80.8798361939703
Black or African American	Not Hispanic or Latino	55-59 years	Male	2006	688	881087	78.0853650093578
Black or African American	Not Hispanic or Latino	55-59 years	Male	2007	704	912345	77.1637922057993
Black or African American	Not Hispanic or Latino	55-59 years	Male	2008	773	945305	81.7725496003935
Black or African American	Not Hispanic or Latino	55-59 years	Male	2009	850	981716	86.5830851284893
Black or African American	Not Hispanic or Latino	55-59 years	Male	2010	840	1009656	83.1966531174974
Black or African American	Not Hispanic or Latino	55-59 years	Male	2011	794	1054879	75.2692962889583
Black or African American	Not Hispanic or Latino	55-59 years	Male	2012	934	1100716	84.8538587610246
Black or African American	Not Hispanic or Latino	55-59 years	Male	2013	943	1139012	82.7910504893715
Black or African American	Not Hispanic or Latino	55-59 years	Male	2014	1008	1171735	86.0262772725915
Black or African American	Not Hispanic or Latino	55-59 years	Male	2015	984	1200683	81.9533548821796
Black or African American	Not Hispanic or Latino	55-59 years	Male	2016	1051	1216592	86.3888633165433
Black or African American	Not Hispanic or Latino	55-59 years	Male	2017	1038	1224431	84.7740705682885
Black or African American	Not Hispanic or Latino	55-59 years	Male	2018	1141	1227043	92.9877763044979
Black or African American	Not Hispanic or Latino	55-59 years	Male	2019	1081	1228490	87.994204267027
Black or African American	Not Hispanic or Latino	55-59 years	Male	2020	1360	1221168	111.368787914521
Black or African American	Not Hispanic or Latino	55-59 years	Male	2021	1309	1245183	105.125110124375
Black or African American	Not Hispanic or Latino	55-59 years	Male	2022	1247	1217698	102.406343773251
Black or African American	Not Hispanic or Latino	55-59 years	Male	2023	1040	1197968	86.8136711498137
Black or African American	Not Hispanic or Latino	60-64 years	Female	2000	395	596149	66.2586031344513
Black or African American	Not Hispanic or Latino	60-64 years	Female	2001	394	610941	64.4906791326822
Black or African American	Not Hispanic or Latino	60-64 years	Female	2002	402	629297	63.8808066779279
Black or African American	Not Hispanic or Latino	60-64 years	Female	2003	443	653908	67.7465331514525
Black or African American	Not Hispanic or Latino	60-64 years	Female	2004	418	678186	61.635008684933
Black or African American	Not Hispanic or Latino	60-64 years	Female	2005	403	698748	57.6745836839605
Black or African American	Not Hispanic or Latino	60-64 years	Female	2006	437	720394	60.6612492608212
Black or African American	Not Hispanic or Latino	60-64 years	Female	2007	446	768767	58.0149772297718
Black or African American	Not Hispanic or Latino	60-64 years	Female	2008	497	815179	60.968204529312
Black or African American	Not Hispanic or Latino	60-64 years	Female	2009	559	873483	63.9966662201783
Black or African American	Not Hispanic or Latino	60-64 years	Female	2010	549	927423	59.1962890719769
Black or African American	Not Hispanic or Latino	60-64 years	Female	2011	536	1006503	53.2536912458284
Black or African American	Not Hispanic or Latino	60-64 years	Female	2012	592	1040236	56.9101626938502
Black or African American	Not Hispanic or Latino	60-64 years	Female	2013	630	1075039	58.6025251176934
Black or African American	Not Hispanic or Latino	60-64 years	Female	2014	699	1114807	62.7014362127256
Black or African American	Not Hispanic or Latino	60-64 years	Female	2015	734	1153658	63.6237082393569
Black or African American	Not Hispanic or Latino	60-64 years	Female	2016	705	1190046	59.2414074750052
Black or African American	Not Hispanic or Latino	60-64 years	Female	2017	808	1239642	65.1801084506656
Black or African American	Not Hispanic or Latino	60-64 years	Female	2018	858	1272746	67.4132937758202
Black or African American	Not Hispanic or Latino	60-64 years	Female	2019	823	1301964	63.2121932710889
Black or African American	Not Hispanic or Latino	60-64 years	Female	2020	1055	1329313	79.3643032152698
Black or African American	Not Hispanic or Latino	60-64 years	Female	2021	1015	1343674	75.5391560750599
Black or African American	Not Hispanic or Latino	60-64 years	Female	2022	962	1339506	71.8175207875142
Black or African American	Not Hispanic or Latino	60-64 years	Female	2023	861	1360597	63.2810450118588
Black or African American	Not Hispanic or Latino	60-64 years	Male	2000	499	470342	106.093013169141
Black or African American	Not Hispanic or Latino	60-64 years	Male	2001	449	483638	92.8380317510204
Black or African American	Not Hispanic or Latino	60-64 years	Male	2002	520	497980	104.421864331901
Black or African American	Not Hispanic or Latino	60-64 years	Male	2003	521	518313	100.518412619402
Black or African American	Not Hispanic or Latino	60-64 years	Male	2004	617	538700	114.534991646557
Black or African American	Not Hispanic or Latino	60-64 years	Male	2005	593	556778	106.505644978789
Black or African American	Not Hispanic or Latino	60-64 years	Male	2006	627	576788	108.705451569728
Black or African American	Not Hispanic or Latino	60-64 years	Male	2007	704	620088	113.532272838694
Black or African American	Not Hispanic or Latino	60-64 years	Male	2008	737	661596	111.397287770785
Black or African American	Not Hispanic or Latino	60-64 years	Male	2009	823	710808	115.783727813981
Black or African American	Not Hispanic or Latino	60-64 years	Male	2010	830	757918	109.510527524086
Black or African American	Not Hispanic or Latino	60-64 years	Male	2011	902	820245	109.967143963084
Black or African American	Not Hispanic or Latino	60-64 years	Male	2012	953	844889	112.795882062614
Black or African American	Not Hispanic or Latino	60-64 years	Male	2013	953	872930	109.172556791495
Black or African American	Not Hispanic or Latino	60-64 years	Male	2014	1018	904640	112.530951538734
Black or African American	Not Hispanic or Latino	60-64 years	Male	2015	1099	938589	117.090654162791
Black or African American	Not Hispanic or Latino	60-64 years	Male	2016	1128	971972	116.052725798686
Black or African American	Not Hispanic or Latino	60-64 years	Male	2017	1273	1015295	125.382278057116
Black or African American	Not Hispanic or Latino	60-64 years	Male	2018	1273	1048087	121.459382665752
Black or African American	Not Hispanic or Latino	60-64 years	Male	2019	1348	1076824	125.182945402406
Black or African American	Not Hispanic or Latino	60-64 years	Male	2020	1725	1102596	156.448962267231
Black or African American	Not Hispanic or Latino	60-64 years	Male	2021	1772	1145296	154.719827887289
Black or African American	Not Hispanic or Latino	60-64 years	Male	2022	1537	1142395	134.541905382989
Black or African American	Not Hispanic or Latino	60-64 years	Male	2023	1592	1155759	137.744979705977
Black or African American	Not Hispanic or Latino	65-69 years	Female	2000	472	508629	92.7984837671466
Black or African American	Not Hispanic or Latino	65-69 years	Female	2001	455	522334	87.1090145385902
Black or African American	Not Hispanic or Latino	65-69 years	Female	2002	478	530031	90.1834043669144
Black or African American	Not Hispanic or Latino	65-69 years	Female	2003	497	539527	92.1177253409004
Black or African American	Not Hispanic or Latino	65-69 years	Female	2004	449	548655	81.8364910553991
Black or African American	Not Hispanic or Latino	65-69 years	Female	2005	511	561769	90.9626554687069
Black or African American	Not Hispanic or Latino	65-69 years	Female	2006	458	574475	79.7249662735541
Black or African American	Not Hispanic or Latino	65-69 years	Female	2007	449	592733	75.7508017943998
Black or African American	Not Hispanic or Latino	65-69 years	Female	2008	505	617326	81.8044274823999
Black or African American	Not Hispanic or Latino	65-69 years	Female	2009	527	641482	82.1535132708322
Black or African American	Not Hispanic or Latino	65-69 years	Female	2010	520	657563	79.0798752362892
Black or African American	Not Hispanic or Latino	65-69 years	Female	2011	528	680703	77.5668683699058
Black or African American	Not Hispanic or Latino	65-69 years	Female	2012	574	729212	78.7151061693993
Black or African American	Not Hispanic or Latino	65-69 years	Female	2013	584	774692	75.384798087498
Black or African American	Not Hispanic or Latino	65-69 years	Female	2014	577	828528	69.6415812139119
Black or African American	Not Hispanic or Latino	65-69 years	Female	2015	677	885437	76.4594206024822
Black or African American	Not Hispanic or Latino	65-69 years	Female	2016	734	946010	77.5890318284162
Black or African American	Not Hispanic or Latino	65-69 years	Female	2017	781	978448	79.8202868215787
Black or African American	Not Hispanic or Latino	65-69 years	Female	2018	779	1007581	77.3138834495688
Black or African American	Not Hispanic or Latino	65-69 years	Female	2019	857	1042963	82.1697414002223
Black or African American	Not Hispanic or Latino	65-69 years	Female	2020	1131	1077483	104.966853305342
Black or African American	Not Hispanic or Latino	65-69 years	Female	2021	1222	1106116	110.476658867605
Black or African American	Not Hispanic or Latino	65-69 years	Female	2022	1112	1131633	98.2650735706718
Black or African American	Not Hispanic or Latino	65-69 years	Female	2023	1132	1176281	96.235508352171
Black or African American	Not Hispanic or Latino	65-69 years	Male	2000	455	375235	121.257345396885
Black or African American	Not Hispanic or Latino	65-69 years	Male	2001	505	388334	130.042695205673
Black or African American	Not Hispanic or Latino	65-69 years	Male	2002	496	396851	124.983936036447
Black or African American	Not Hispanic or Latino	65-69 years	Male	2003	573	406305	141.027060951748
Black or African American	Not Hispanic or Latino	65-69 years	Male	2004	552	415865	132.735382876655
Black or African American	Not Hispanic or Latino	65-69 years	Male	2005	572	427014	133.953453516747
Black or African American	Not Hispanic or Latino	65-69 years	Male	2006	597	436847	136.661119339265
Black or African American	Not Hispanic or Latino	65-69 years	Male	2007	563	450394	125.001665208684
Black or African American	Not Hispanic or Latino	65-69 years	Male	2008	630	470048	134.028865137177
Black or African American	Not Hispanic or Latino	65-69 years	Male	2009	644	489532	131.554219131742
Black or African American	Not Hispanic or Latino	65-69 years	Male	2010	686	503596	136.220303576677
Black or African American	Not Hispanic or Latino	65-69 years	Male	2011	702	524064	133.953104964279
Black or African American	Not Hispanic or Latino	65-69 years	Male	2012	722	564112	127.988768187878
Black or African American	Not Hispanic or Latino	65-69 years	Male	2013	854	601865	141.892284814701
Black or African American	Not Hispanic or Latino	65-69 years	Male	2014	830	642116	129.260133683011
Black or African American	Not Hispanic or Latino	65-69 years	Male	2015	875	686820	127.398736204537
Black or African American	Not Hispanic or Latino	65-69 years	Male	2016	1034	732181	141.221910975565
Black or African American	Not Hispanic or Latino	65-69 years	Male	2017	1087	753775	144.207488972173
Black or African American	Not Hispanic or Latino	65-69 years	Male	2018	1198	774325	154.715397281503
Black or African American	Not Hispanic or Latino	65-69 years	Male	2019	1275	800482	159.279034381785
Black or African American	Not Hispanic or Latino	65-69 years	Male	2020	1636	827816	197.628458498024
Black or African American	Not Hispanic or Latino	65-69 years	Male	2021	1719	874172	196.643223530381
Black or African American	Not Hispanic or Latino	65-69 years	Male	2022	1700	897110	189.497386050763
Black or African American	Not Hispanic or Latino	65-69 years	Male	2023	1749	939931	186.077488666721
Black or African American	Not Hispanic or Latino	70-74 years	Female	2000	618	440786	140.20408996656
Black or African American	Not Hispanic or Latino	70-74 years	Female	2001	583	440752	132.273931825607
Black or African American	Not Hispanic or Latino	70-74 years	Female	2002	603	442356	136.315546754198
Black or African American	Not Hispanic or Latino	70-74 years	Female	2003	612	446877	136.950436026021
Black or African American	Not Hispanic or Latino	70-74 years	Female	2004	609	450801	135.092868028243
Black or African American	Not Hispanic or Latino	70-74 years	Female	2005	567	456614	124.17490484304
Black or African American	Not Hispanic or Latino	70-74 years	Female	2006	553	466664	118.500677146727
Black or African American	Not Hispanic or Latino	70-74 years	Female	2007	548	472797	115.90598079091
Black or African American	Not Hispanic or Latino	70-74 years	Female	2008	581	480483	120.919990925798
Black or African American	Not Hispanic or Latino	70-74 years	Female	2009	572	487912	117.234255357523
Black or African American	Not Hispanic or Latino	70-74 years	Female	2010	529	496664	106.510638983297
Black or African American	Not Hispanic or Latino	70-74 years	Female	2011	538	515854	104.293075172432
Black or African American	Not Hispanic or Latino	70-74 years	Female	2012	494	531565	92.933131413844
Black or African American	Not Hispanic or Latino	70-74 years	Female	2013	609	556554	109.423344365506
Black or African American	Not Hispanic or Latino	70-74 years	Female	2014	615	581078	105.837770488644
Black or African American	Not Hispanic or Latino	70-74 years	Female	2015	654	603471	108.373061837271
Black or African American	Not Hispanic or Latino	70-74 years	Female	2016	696	621831	111.927517283635
Black or African American	Not Hispanic or Latino	70-74 years	Female	2017	722	668247	108.043881977772
Black or African American	Not Hispanic or Latino	70-74 years	Female	2018	807	708288	113.936703713744
Black or African American	Not Hispanic or Latino	70-74 years	Female	2019	867	756006	114.681629510877
Black or African American	Not Hispanic or Latino	70-74 years	Female	2020	1188	806836	147.241818659554
Black or African American	Not Hispanic or Latino	70-74 years	Female	2021	1150	849704	135.341248246448
Black or African American	Not Hispanic or Latino	70-74 years	Female	2022	1141	869073	131.289316317502
Black or African American	Not Hispanic or Latino	70-74 years	Female	2023	1226	902613	135.827868643594
Black or African American	Not Hispanic or Latino	70-74 years	Male	2000	510	292654	174.26722341058
Black or African American	Not Hispanic or Latino	70-74 years	Male	2001	488	295838	164.955144369554
Black or African American	Not Hispanic or Latino	70-74 years	Male	2002	507	299173	169.467164483426
Black or African American	Not Hispanic or Latino	70-74 years	Male	2003	560	304832	183.70774721814
Black or African American	Not Hispanic or Latino	70-74 years	Male	2004	528	309884	170.386338113617
Black or African American	Not Hispanic or Latino	70-74 years	Male	2005	565	316960	178.255931347804
Black or African American	Not Hispanic or Latino	70-74 years	Male	2006	581	325778	178.342306724211
Black or African American	Not Hispanic or Latino	70-74 years	Male	2007	530	332403	159.445011025773
Black or African American	Not Hispanic or Latino	70-74 years	Male	2008	605	339526	178.189593727726
Black or African American	Not Hispanic or Latino	70-74 years	Male	2009	569	346696	164.120728246072
Black or African American	Not Hispanic or Latino	70-74 years	Male	2010	585	353284	165.589157731457
Black or African American	Not Hispanic or Latino	70-74 years	Male	2011	580	368663	157.325253686972
Black or African American	Not Hispanic or Latino	70-74 years	Male	2012	631	380768	165.717707370367
Black or African American	Not Hispanic or Latino	70-74 years	Male	2013	692	400090	172.961083756155
Black or African American	Not Hispanic or Latino	70-74 years	Male	2014	721	417580	172.66152593515
Black or African American	Not Hispanic or Latino	70-74 years	Male	2015	722	434557	166.146213270066
Black or African American	Not Hispanic or Latino	70-74 years	Male	2016	877	449661	195.035815870178
Black or African American	Not Hispanic or Latino	70-74 years	Male	2017	851	485493	175.285740474116
Black or African American	Not Hispanic or Latino	70-74 years	Male	2018	951	516472	184.133893028083
Black or African American	Not Hispanic or Latino	70-74 years	Male	2019	1072	550140	194.859490311557
Black or African American	Not Hispanic or Latino	70-74 years	Male	2020	1418	586258	241.873032009798
Black or African American	Not Hispanic or Latino	70-74 years	Male	2021	1428	624975	228.489139565583
Black or African American	Not Hispanic or Latino	70-74 years	Male	2022	1471	629514	233.672324999921
Black or African American	Not Hispanic or Latino	70-74 years	Male	2023	1448	657759	220.141419577687
Black or African American	Not Hispanic or Latino	75-79 years	Female	2000	765	344364	222.148656654006
Black or African American	Not Hispanic or Latino	75-79 years	Female	2001	728	354673	205.259492546656
Black or African American	Not Hispanic or Latino	75-79 years	Female	2002	760	359611	211.339475155098
Black or African American	Not Hispanic or Latino	75-79 years	Female	2003	818	363417	225.085782998594
Black or African American	Not Hispanic or Latino	75-79 years	Female	2004	741	365192	202.906964007974
Black or African American	Not Hispanic or Latino	75-79 years	Female	2005	717	368751	194.440150670778
Black or African American	Not Hispanic or Latino	75-79 years	Female	2006	670	367499	182.31342126101
Black or African American	Not Hispanic or Latino	75-79 years	Female	2007	665	368272	180.573054698701
Black or African American	Not Hispanic or Latino	75-79 years	Female	2008	678	371717	182.396823389837
Black or African American	Not Hispanic or Latino	75-79 years	Female	2009	637	374583	170.05576868144
Black or African American	Not Hispanic or Latino	75-79 years	Female	2010	644	378077	170.335672363037
Black or African American	Not Hispanic or Latino	75-79 years	Female	2011	605	393168	153.878240345094
Black or African American	Not Hispanic or Latino	75-79 years	Female	2012	664	399504	166.206095558493
Black or African American	Not Hispanic or Latino	75-79 years	Female	2013	643	409261	157.11245391083
Black or African American	Not Hispanic or Latino	75-79 years	Female	2014	700	420226	166.577032358778
Black or African American	Not Hispanic or Latino	75-79 years	Female	2015	725	433526	167.233337792889
Black or African American	Not Hispanic or Latino	75-79 years	Female	2016	746	445948	167.284077964247
Black or African American	Not Hispanic or Latino	75-79 years	Female	2017	817	464257	175.980114462464
Black or African American	Not Hispanic or Latino	75-79 years	Female	2018	815	486475	167.531733388149
Black or African American	Not Hispanic or Latino	75-79 years	Female	2019	924	508214	181.813173190821
Black or African American	Not Hispanic or Latino	75-79 years	Female	2020	1107	526453	210.275181260245
Black or African American	Not Hispanic or Latino	75-79 years	Female	2021	1071	520718	205.677545235617
Black or African American	Not Hispanic or Latino	75-79 years	Female	2022	1110	560885	197.901530616793
Black or African American	Not Hispanic or Latino	75-79 years	Female	2023	1097	596810	183.810592986042
Black or African American	Not Hispanic or Latino	75-79 years	Male	2000	464	207597	223.509973650872
Black or African American	Not Hispanic or Latino	75-79 years	Male	2001	487	213265	228.354394767074
Black or African American	Not Hispanic or Latino	75-79 years	Male	2002	535	215637	248.102134605842
Black or African American	Not Hispanic or Latino	75-79 years	Male	2003	538	217510	247.344949657487
Black or African American	Not Hispanic or Latino	75-79 years	Male	2004	564	218650	257.946489823919
Black or African American	Not Hispanic or Latino	75-79 years	Male	2005	574	222432	258.056394763343
Black or African American	Not Hispanic or Latino	75-79 years	Male	2006	555	223131	248.732807185017
Black or African American	Not Hispanic or Latino	75-79 years	Male	2007	538	225410	238.67619005368
Black or African American	Not Hispanic or Latino	75-79 years	Male	2008	557	229456	242.748064988495
Black or African American	Not Hispanic or Latino	75-79 years	Male	2009	524	232999	224.893669071541
Black or African American	Not Hispanic or Latino	75-79 years	Male	2010	572	237296	241.049153799474
Black or African American	Not Hispanic or Latino	75-79 years	Male	2011	533	250497	212.776999325341
Black or African American	Not Hispanic or Latino	75-79 years	Male	2012	576	256353	224.690173315701
Black or African American	Not Hispanic or Latino	75-79 years	Male	2013	624	264953	235.513468426476
Black or African American	Not Hispanic or Latino	75-79 years	Male	2014	636	274892	231.363590064462
Black or African American	Not Hispanic or Latino	75-79 years	Male	2015	671	284937	235.490652319636
Black or African American	Not Hispanic or Latino	75-79 years	Male	2016	779	293691	265.244764054738
Black or African American	Not Hispanic or Latino	75-79 years	Male	2017	703	306720	229.199269692227
Black or African American	Not Hispanic or Latino	75-79 years	Male	2018	843	322123	261.701275599693
Black or African American	Not Hispanic or Latino	75-79 years	Male	2019	826	336433	245.516937993598
Black or African American	Not Hispanic or Latino	75-79 years	Male	2020	1088	349269	311.50774904157
Black or African American	Not Hispanic or Latino	75-79 years	Male	2021	1034	350902	294.669166889901
Black or African American	Not Hispanic or Latino	75-79 years	Male	2022	1105	375396	294.355826913446
Black or African American	Not Hispanic or Latino	75-79 years	Male	2023	1101	405183	271.729070568114
Black or African American	Not Hispanic or Latino	80-84 years	Female	2000	737	231454	318.421803036456
Black or African American	Not Hispanic or Latino	80-84 years	Female	2001	760	237908	319.451216436606
Black or African American	Not Hispanic or Latino	80-84 years	Female	2002	835	243879	342.382902996978
Black or African American	Not Hispanic or Latino	80-84 years	Female	2003	801	249644	320.856900225922
Black or African American	Not Hispanic or Latino	80-84 years	Female	2004	881	254780	345.788523431981
Black or African American	Not Hispanic or Latino	80-84 years	Female	2005	921	258762	355.925522294618
Black or African American	Not Hispanic or Latino	80-84 years	Female	2006	803	264538	303.548072488641
Black or African American	Not Hispanic or Latino	80-84 years	Female	2007	792	268871	294.565051641865
Black or African American	Not Hispanic or Latino	80-84 years	Female	2008	848	272279	311.445245501857
Black or African American	Not Hispanic or Latino	80-84 years	Female	2009	813	274423	296.257966715618
Black or African American	Not Hispanic or Latino	80-84 years	Female	2010	823	277702	296.360847239127
Black or African American	Not Hispanic or Latino	80-84 years	Female	2011	739	281890	262.158998190784
Black or African American	Not Hispanic or Latino	80-84 years	Female	2012	798	284580	280.413240565043
Black or African American	Not Hispanic or Latino	80-84 years	Female	2013	831	290087	286.46578440261
Black or African American	Not Hispanic or Latino	80-84 years	Female	2014	811	296006	273.980932818929
Black or African American	Not Hispanic or Latino	80-84 years	Female	2015	861	303164	284.004697127627
Black or African American	Not Hispanic or Latino	80-84 years	Female	2016	856	312789	273.666912839006
Black or African American	Not Hispanic or Latino	80-84 years	Female	2017	907	321524	282.094027195481
Black or African American	Not Hispanic or Latino	80-84 years	Female	2018	910	329857	275.877122510664
Black or African American	Not Hispanic or Latino	80-84 years	Female	2019	1007	341870	294.556410331413
Black or African American	Not Hispanic or Latino	80-84 years	Female	2020	1219	351927	346.378652390979
Black or African American	Not Hispanic or Latino	80-84 years	Female	2021	1160	342321	338.863230710357
Black or African American	Not Hispanic or Latino	80-84 years	Female	2022	1169	358127	326.420515627138
Black or African American	Not Hispanic or Latino	80-84 years	Female	2023	1159	369351	313.79365427466
Black or African American	Not Hispanic or Latino	80-84 years	Male	2000	411	116516	352.741254419994
Black or African American	Not Hispanic or Latino	80-84 years	Male	2001	432	120694	357.929971663877
Black or African American	Not Hispanic or Latino	80-84 years	Male	2002	457	124874	365.968896647821
Black or African American	Not Hispanic or Latino	80-84 years	Male	2003	429	128770	333.152131707696
Black or African American	Not Hispanic or Latino	80-84 years	Male	2004	476	131758	361.268385980358
Black or African American	Not Hispanic or Latino	80-84 years	Male	2005	501	134288	373.078756106279
Black or African American	Not Hispanic or Latino	80-84 years	Male	2006	522	137456	379.757886159935
Black or African American	Not Hispanic or Latino	80-84 years	Male	2007	487	139898	348.110766415531
Black or African American	Not Hispanic or Latino	80-84 years	Male	2008	493	141976	347.24178734434
Black or African American	Not Hispanic or Latino	80-84 years	Male	2009	507	143759	352.673571741595
Black or African American	Not Hispanic or Latino	80-84 years	Male	2010	490	146421	334.651450270112
Black or African American	Not Hispanic or Latino	80-84 years	Male	2011	478	150537	317.529909590333
Black or African American	Not Hispanic or Latino	80-84 years	Male	2012	540	153654	351.438947245109
Black or African American	Not Hispanic or Latino	80-84 years	Male	2013	585	159293	367.247776110689
Black or African American	Not Hispanic or Latino	80-84 years	Male	2014	555	165193	335.970652509489
Black or African American	Not Hispanic or Latino	80-84 years	Male	2015	621	171131	362.879899024724
Black or African American	Not Hispanic or Latino	80-84 years	Male	2016	638	178668	357.086887411288
Black or African American	Not Hispanic or Latino	80-84 years	Male	2017	644	185236	347.664600833531
Black or African American	Not Hispanic or Latino	80-84 years	Male	2018	690	191500	360.313315926893
Black or African American	Not Hispanic or Latino	80-84 years	Male	2019	740	201218	367.760339532249
Black or African American	Not Hispanic or Latino	80-84 years	Male	2020	905	207884	435.338939023686
Black or African American	Not Hispanic or Latino	80-84 years	Male	2021	913	204075	447.38453999755
Black or African American	Not Hispanic or Latino	80-84 years	Male	2022	859	208099	412.784299780393
Black or African American	Not Hispanic or Latino	80-84 years	Male	2023	951	220465	431.36098700474
White	Not Hispanic or Latino	20-24 years	Female	2000	4	5833546	0.0685689287441978
White	Not Hispanic or Latino	20-24 years	Female	2001	7	6061601	0.115481042054731
White	Not Hispanic or Latino	20-24 years	Female	2002	3	6182601	0.0485232671492144
White	Not Hispanic or Latino	20-24 years	Female	2003	7	6266378	0.111707273324399
White	Not Hispanic or Latino	20-24 years	Female	2004	5	6300025	0.079364764425538
White	Not Hispanic or Latino	20-24 years	Female	2005	6	6294311	0.0953241744807335
White	Not Hispanic or Latino	20-24 years	Female	2006	6	6266133	0.0957528351217569
White	Not Hispanic or Latino	20-24 years	Female	2007	3	6245242	0.0480365692794611
White	Not Hispanic or Latino	20-24 years	Female	2008	7	6233137	0.112303002484945
White	Not Hispanic or Latino	20-24 years	Female	2009	3	6245232	0.0480366461966505
White	Not Hispanic or Latino	20-24 years	Female	2010	5	6250991	0.079987317210983
White	Not Hispanic or Latino	20-24 years	Female	2011	4	6339561	0.0630958515897236
White	Not Hispanic or Latino	20-24 years	Female	2012	3	6381206	0.0470130567795492
White	Not Hispanic or Latino	20-24 years	Female	2013	4	6361813	0.0628751583864537
White	Not Hispanic or Latino	20-24 years	Female	2014	8	6307935	0.126824388646998
White	Not Hispanic or Latino	20-24 years	Female	2015	4	6190327	0.064616941883684
White	Not Hispanic or Latino	20-24 years	Female	2016	1	6053627	0.0165190223976469
White	Not Hispanic or Latino	20-24 years	Female	2017	9	5937916	0.151568328012724
White	Not Hispanic or Latino	20-24 years	Female	2018	9	5862672	0.153513619728342
