Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2013	35	1428396	2.45030089695015
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2014	46	1402364	3.28017547512629
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2015	49	1396052	3.50989791211216
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2016	53	1403832	3.77538052986397
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2017	49	1413393	3.46683477277728
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2018	53	1406949	3.76701643058846
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2019	46	1397316	3.29202556901946
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2020	61	1375619	4.43436736480086
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2021	73	1349300	5.41021270288298
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2022	59	1334539	4.42100230866239
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2000	46	1061019	4.33545487875335
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2001	43	1105384	3.89005087824684
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2002	48	1153639	4.16074699277677
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2003	44	1196401	3.67769669199541
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2004	48	1231607	3.89734712452917
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2005	41	1267913	3.2336603536678
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2006	48	1293433	3.71105422546046
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2007	46	1307530	3.5180837150964
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2008	52	1318543	3.94374699952903
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2009	64	1330207	4.81128125171496
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2010	77	1329666	5.7909279473191
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2011	54	1313392	4.11149146637105
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2012	56	1293068	4.3307853879301
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2013	66	1269490	5.19893815626748
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2014	59	1247238	4.73045240763992
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2015	58	1240517	4.67546998549798
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2016	56	1242735	4.50618997614133
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2017	67	1249902	5.36042025694814
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2018	74	1240961	5.96312051708313
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2019	64	1229131	5.20693075026177
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2020	97	1207681	8.03192233710723
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2021	72	1208836	5.95614293419455
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2022	73	1200224	6.08219798970859
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2000	34	1225916	2.77343635289857
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2001	22	1272430	1.72897526779469
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2002	25	1321076	1.89239680381749
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2003	40	1363748	2.93309321076915
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2004	29	1398644	2.07343684311376
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2005	25	1436071	1.74086100199781
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2006	29	1461455	1.98432384165096
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2007	31	1473530	2.1037915753327
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2008	42	1485776	2.82680565576507
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2009	41	1496992	2.73882559158633
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2010	30	1493767	2.00834534435424
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2011	26	1475059	1.76264135875243
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2012	27	1453232	1.85792770872098
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2013	36	1428396	2.52030949400586
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2014	23	1402364	1.64008773756314
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2015	26	1396052	1.86239481050849
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2016	36	1403832	2.56440941651138
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2017	24	1413393	1.6980415213603
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2018	31	1406949	2.2033492329857
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2019	25	1397316	1.78914433098884
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2020	40	1375619	2.90778187855794
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2021	39	1349300	2.89038760838954
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2022	38	1334539	2.84742521574866
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2000	24	1061019	2.26197645848001
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2001	29	1105384	2.62352268532926
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2002	27	1153639	2.34042018343693
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2003	41	1196401	3.4269446448139
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2004	45	1231607	3.6537629292461
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2005	48	1267913	3.78574870673303
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2006	50	1293433	3.86568148485465
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2007	33	1307530	2.52384266517785
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2008	33	1318543	2.50276251893188
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2009	46	1330207	3.45810839967013
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2010	46	1329666	3.45951539709972
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2011	37	1313392	2.81713304177275
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2012	36	1293068	2.78407632081221
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2013	39	1269490	3.0720998196126
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2014	38	1247238	3.04673205915792
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2015	34	1240517	2.74079275011951
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2016	50	1242735	4.02338390726905
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2017	35	1249902	2.80021953721172
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2018	56	1240961	4.5126317426575
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2019	53	1229131	4.31198952756053
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2020	58	1207681	4.80259273765175
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2021	62	1208836	5.12890086000086
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2022	55	1200224	4.58247793745168
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2000	148	1225916	12.0726053008526
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2001	147	1272430	11.5526983802645
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2002	179	1321076	13.5495611153333
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2003	222	1363748	16.2786673197688
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2004	216	1398644	15.4435295900887
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2005	199	1436071	13.8572535759026
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2006	177	1461455	12.1112179300765
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2007	175	1473530	11.8762427639749
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2008	215	1485776	14.4705527616545
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2009	200	1496992	13.3601248370065
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2010	194	1493767	12.9872998934908
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2011	201	1475059	13.6265735811246
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2012	177	1453232	12.1797483127264
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2013	187	1428396	13.0916076494193
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2014	183	1402364	13.0493937380024
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2015	204	1396052	14.6126362055282
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2016	189	1403832	13.4631494366847
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2017	171	1413393	12.0985458396921
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2018	178	1406949	12.6514891442405
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2019	167	1397316	11.9514841310054
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2020	218	1375619	15.8474112381408
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2021	194	1349300	14.3778255391685
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2022	199	1334539	14.9115162614206
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2000	209	1061019	19.6980449925967
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2001	253	1105384	22.8879737720105
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2002	258	1153639	22.3640150861751
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2003	315	1196401	26.328964954058
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2004	301	1231607	24.4396142600683
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2005	297	1267913	23.4243201229106
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2006	307	1293433	23.7352843170075
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2007	292	1307530	22.3321835827859
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2008	278	1318543	21.0838781897898
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2009	298	1330207	22.4025283282978
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2010	319	1329666	23.990987210322
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2011	294	1313392	22.3847868724646
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2012	313	1293068	24.205996900395
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2013	277	1269490	21.8197858982741
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2014	312	1247238	25.0152737488755
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2015	272	1240517	21.926342000956
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2016	308	1242735	24.7840448687773
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2017	301	1249902	24.0818880200208
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2018	290	1240961	23.3689858101907
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2019	340	1229131	27.6618196107657
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2020	410	1207681	33.9493624558141
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2021	389	1208836	32.1797166861344
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Male	2022	335	1200224	27.9114565281148
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2000	45	1225916	3.67072458471869
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2001	35	1272430	2.75064247149156
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2002	39	1321076	2.95213901395529
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2003	40	1363748	2.93309321076915
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2004	47	1398644	3.36039764228782
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2005	62	1436071	4.31733528495457
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2006	49	1461455	3.35282304278955
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2007	42	1473530	2.85029826335399
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2008	42	1485776	2.82680565576507
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2009	40	1496992	2.6720249674013
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2010	39	1493767	2.61084894766051
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2011	40	1475059	2.7117559365422
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2012	28	1453232	1.92673984608101
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2013	27	1428396	1.8902321205044
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2014	21	1402364	1.49747141255765
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2015	23	1396052	1.64750310160367
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2016	25	1403832	1.78083987257735
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2017	37	1413393	2.61781401209713
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2018	29	1406949	2.06119766956727
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2019	26	1397316	1.86071010422839
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2020	35	1375619	2.5443091437382
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2021	45	1349300	3.33506262506485
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Female	2022	23	1334539	1.72344157795314
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2000	48	1061019	4.52395291696002
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2001	70	1105384	6.33264096458787
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2002	59	1153639	5.11425151195478
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2003	71	1196401	5.93446511662896
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2004	72	1231607	5.84602068679376
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2005	84	1267913	6.62506023678281
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2006	68	1293433	5.25732681940232
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2007	68	1307530	5.20064549188164
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2008	78	1318543	5.91562049929354
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2009	62	1330207	4.66092871259887
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2010	50	1329666	3.76034282293448
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2011	66	1313392	5.02515623667572
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2012	54	1293068	4.17611448121831
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2013	67	1269490	5.27770994651395
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2014	55	1247238	4.40974376983382
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2015	53	1240517	4.27241222812747
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2016	77	1242735	6.19601121719433
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2017	65	1249902	5.20040771196462
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2018	54	1240961	4.35146632327688
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2019	54	1229131	4.39334782053337
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2020	65	1207681	5.38221599909248
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2021	70	1208836	5.79069451935581
Black or African American	Not Hispanic or Latino	45-49 years	I12.0	Male	2022	70	1200224	5.83224464766577
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2001	4	1272430	0.314359139599035
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2002	4	1321076	0.302783488610799
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2003	4	1363748	0.293309321076914
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2004	4	1398644	0.285991288705346
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2005	4	1436071	0.27853776031965
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2006	4	1461455	0.273699840227718
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2007	4	1473530	0.271456977462284
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2008	4	1485776	0.26921958626334
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2009	4	1496992	0.26720249674013
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2013	4	1428396	0.280034388222874
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2014	4	1402364	0.285232650010981
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2018	4	1406949	0.284303126836865
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2021	2	1349300	0.148225005558438
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Female	2022	6	1334539	0.449593455118209
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2000	4	1061019	0.376996076413335
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2002	4	1153639	0.346728916064731
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2003	4	1196401	0.334336062908674
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2004	4	1231607	0.324778927044098
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2005	4	1267913	0.315479058894419
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2006	4	1293433	0.309254518788372
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2009	4	1330207	0.300705078232185
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2011	4	1313392	0.304554923434892
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2015	4	1240517	0.322446205896413
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2016	4	1242735	0.321870712581524
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2017	4	1249902	0.320025089967053
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2019	4	1229131	0.325433171891361
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2020	4	1207681	0.331213292251845
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2021	2	1208836	0.165448414838737
Black or African American	Not Hispanic or Latino	45-49 years	I12.9	Male	2022	6	1200224	0.499906684085637
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2006	4	1461455	0.273699840227718
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2009	4	1496992	0.26720249674013
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2016	4	1403832	0.284934379612375
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2017	4	1413393	0.283006920226717
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2019	4	1397316	0.286263092958214
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2020	4	1375619	0.290778187855794
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2021	2	1349300	0.148225005558438
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Female	2022	6	1334539	0.449593455118209
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2006	4	1293433	0.309254518788372
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2007	4	1307530	0.305920323051861
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2008	4	1318543	0.303365153809925
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2009	4	1330207	0.300705078232185
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2012	4	1293068	0.309341813423579
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2015	4	1240517	0.322446205896413
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2018	4	1240961	0.32233083876125
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2019	4	1229131	0.325433171891361
Black or African American	Not Hispanic or Latino	45-49 years	I13.0	Male	2022	6	1200224	0.499906684085637
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2000	4	1225916	0.326286629752773
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2001	4	1272430	0.314359139599035
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2002	12	1321076	0.908350465832397
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2003	14	1363748	1.0265826237692
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2004	26	1398644	1.85894337658475
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2005	4	1436071	0.27853776031965
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2006	13	1461455	0.889524480740084
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2007	11	1473530	0.746506688021282
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2008	20	1485776	1.3460979313167
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2009	12	1496992	0.801607490220389
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2010	4	1493767	0.267779379247232
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2011	4	1475059	0.27117559365422
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2012	4	1453232	0.275248549440144
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2013	4	1428396	0.280034388222874
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2014	12	1402364	0.855697950032944
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2015	19	1396052	1.3609808230639
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2016	4	1403832	0.284934379612375
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2017	12	1413393	0.849020760680151
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2018	4	1406949	0.284303126836865
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2019	13	1397316	0.930355052114196
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2020	4	1375619	0.290778187855794
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2021	13	1349300	0.963462536129845
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Female	2022	18	1334539	1.34878036535463
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2000	23	1061019	2.16772743937667
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2001	29	1105384	2.62352268532926
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2002	29	1153639	2.5137846414693
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2003	34	1196401	2.84185653472373
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2004	31	1231607	2.51703668459176
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2005	29	1267913	2.28722317698454
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2006	22	1293433	1.70089985333604
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2007	18	1307530	1.37664145373338
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2008	22	1318543	1.66850834595459
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2009	33	1330207	2.48081689541553
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2010	24	1329666	1.80496455500855
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2011	21	1313392	1.59891334803318
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2012	23	1293068	1.77871542718558
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2013	20	1269490	1.57543580492954
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2014	21	1247238	1.68372034848201
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2015	19	1240517	1.53161947800796
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2016	21	1242735	1.689821241053
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2017	26	1249902	2.08016308478585
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2018	26	1240961	2.09515045194813
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2019	33	1229131	2.68482366810373
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2020	11	1207681	0.910836553692573
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2021	19	1208836	1.57175994096801
Black or African American	Not Hispanic or Latino	45-49 years	I13.1	Male	2022	26	1200224	2.16626229770443
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2000	4	1225916	0.326286629752773
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2001	4	1272430	0.314359139599035
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2002	4	1321076	0.302783488610799
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2003	4	1363748	0.293309321076914
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2004	4	1398644	0.285991288705346
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2005	4	1436071	0.27853776031965
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2006	4	1461455	0.273699840227718
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2007	4	1473530	0.271456977462284
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2008	4	1485776	0.26921958626334
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2009	4	1496992	0.26720249674013
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2010	4	1493767	0.267779379247232
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2011	4	1475059	0.27117559365422
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2012	4	1453232	0.275248549440144
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2013	4	1428396	0.280034388222874
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2014	4	1402364	0.285232650010981
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2015	4	1396052	0.286522278539768
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2016	4	1403832	0.284934379612375
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2017	4	1413393	0.283006920226717
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2018	10	1406949	0.710757817092162
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2019	11	1397316	0.787223505635089
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2020	11	1375619	0.799640016603435
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2021	10	1349300	0.741125027792189
Black or African American	Not Hispanic or Latino	45-49 years	I13.2	Female	2022	6	1334539	0.449593455118209
