Cause of death Code	Race	Gender	Gender Code	Five-Year Ages	Five-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
I132	Black or African American	Female	F	85+ years	85+	2007	2007	71	249077	28.5052413510681
I509	Black or African American	Female	F	85+ years	85+	2007	2007	132	249077	52.9956599766337
I501	Black or African American	Female	F	85+ years	85+	2007	2007	3	249077	1.20444681765077
I110	Black or African American	Female	F	85+ years	85+	2008	2008	446	257804	172.99964313975
I500	Black or African American	Female	F	85+ years	85+	2008	2008	1134	257804	439.869047803758
I132	Black or African American	Female	F	85+ years	85+	2008	2008	82	257804	31.8071092768149
I509	Black or African American	Female	F	85+ years	85+	2008	2008	110	257804	42.6680734201176
I501	Black or African American	Female	F	85+ years	85+	2008	2008	5	257804	1.93945788273262
I110	Black or African American	Female	F	85+ years	85+	2009	2009	450	267385	168.296650896647
I130	Black or African American	Female	F	85+ years	85+	2009	2009	2	267385	0.74798511509621
I132	Black or African American	Female	F	85+ years	85+	2009	2009	62	267385	23.1875385679825
I500	Black or African American	Female	F	85+ years	85+	2009	2009	1101	267385	411.765805860463
I501	Black or African American	Female	F	85+ years	85+	2009	2009	3	267385	1.12197767264431
I509	Black or African American	Female	F	85+ years	85+	2009	2009	114	267385	42.6351515604839
I110	Black or African American	Female	F	85+ years	85+	2010	2010	445	275593	161.469993795198
I130	Black or African American	Female	F	85+ years	85+	2010	2010	1	275593	0.362853918640894
I132	Black or African American	Female	F	85+ years	85+	2010	2010	63	275593	22.8597968743763
I500	Black or African American	Female	F	85+ years	85+	2010	2010	1149	275593	416.919152518388
I501	Black or African American	Female	F	85+ years	85+	2010	2010	5	275593	1.81426959320447
I509	Black or African American	Female	F	85+ years	85+	2010	2010	164	275593	59.5080426571067
I110	Black or African American	Female	F	85+ years	85+	2011	2011	395	284598	138.792261365154
I130	Black or African American	Female	F	85+ years	85+	2011	2011	2	284598	0.702745627165335
I132	Black or African American	Female	F	85+ years	85+	2011	2011	83	284598	29.1639435273614
I500	Black or African American	Female	F	85+ years	85+	2011	2011	1198	284598	420.944630672036
I501	Black or African American	Female	F	85+ years	85+	2011	2011	2	284598	0.702745627165335
I509	Black or African American	Female	F	85+ years	85+	2011	2011	132	284598	46.3812113929121
I110	Black or African American	Female	F	85+ years	85+	2012	2012	438	299097	146.440786768172
I130	Black or African American	Female	F	85+ years	85+	2012	2012	3	299097	1.00301908745323
I132	Black or African American	Female	F	85+ years	85+	2012	2012	93	299097	31.0935917110503
I500	Black or African American	Female	F	85+ years	85+	2012	2012	1254	299097	419.261978555452
I501	Black or African American	Female	F	85+ years	85+	2012	2012	2	299097	0.66867939163549
I509	Black or African American	Female	F	85+ years	85+	2012	2012	159	299097	53.1600116350214
I110	Black or African American	Female	F	85+ years	85+	2013	2013	411	309079	132.975711711245
I130	Black or African American	Female	F	85+ years	85+	2013	2013	3	309079	0.970625632928798
I132	Black or African American	Female	F	85+ years	85+	2013	2013	90	309079	29.1187689878639
I500	Black or African American	Female	F	85+ years	85+	2013	2013	1321	309079	427.398820366314
I501	Black or African American	Female	F	85+ years	85+	2013	2013	8	309079	2.58833502114346
I509	Black or African American	Female	F	85+ years	85+	2013	2013	145	309079	46.9135722582252
I110	Black or African American	Female	F	85+ years	85+	2014	2014	428	318456	134.398472630442
I130	Black or African American	Female	F	85+ years	85+	2014	2014	5	318456	1.57007561484161
I132	Black or African American	Female	F	85+ years	85+	2014	2014	82	318456	25.7492400834024
I500	Black or African American	Female	F	85+ years	85+	2014	2014	1370	318456	430.200718466601
I501	Black or African American	Female	F	85+ years	85+	2014	2014	4	318456	1.25606049187329
I509	Black or African American	Female	F	85+ years	85+	2014	2014	187	318456	58.7208279950762
I110	Black or African American	Female	F	85+ years	85+	2015	2015	441	328330	134.316084427253
I130	Black or African American	Female	F	85+ years	85+	2015	2015	7	328330	2.13200134011513
I132	Black or African American	Female	F	85+ years	85+	2015	2015	91	328330	27.7160174214967
I500	Black or African American	Female	F	85+ years	85+	2015	2015	1521	328330	463.253434045016
I501	Black or African American	Female	F	85+ years	85+	2015	2015	7	328330	2.13200134011513
I509	Black or African American	Female	F	85+ years	85+	2015	2015	229	328330	69.7469009837663
I110	Black or African American	Female	F	85+ years	85+	2016	2016	476	335598	141.836363744718
I130	Black or African American	Female	F	85+ years	85+	2016	2016	11	335598	3.27773109494097
I132	Black or African American	Female	F	85+ years	85+	2016	2016	113	335598	33.6712376116663
I500	Black or African American	Female	F	85+ years	85+	2016	2016	1466	335598	436.832162289406
I501	Black or African American	Female	F	85+ years	85+	2016	2016	3	335598	0.893926662256629
I509	Black or African American	Female	F	85+ years	85+	2016	2016	350	335598	104.29144392994
I110	Black or African American	Female	F	85+ years	85+	2017	2017	508	345025	147.235707557423
I130	Black or African American	Female	F	85+ years	85+	2017	2017	23	345025	6.66618360988334
I132	Black or African American	Female	F	85+ years	85+	2017	2017	121	345025	35.0699224693863
I500	Black or African American	Female	F	85+ years	85+	2017	2017	1449	345025	419.969567422651
I501	Black or African American	Female	F	85+ years	85+	2017	2017	6	345025	1.73900441996957
I509	Black or African American	Female	F	85+ years	85+	2017	2017	365	345025	105.789435548149
I110	Black or African American	Female	F	85+ years	85+	2018	2018	573	354052	161.840633579248
I130	Black or African American	Female	F	85+ years	85+	2018	2018	23	354052	6.49622089410595
I132	Black or African American	Female	F	85+ years	85+	2018	2018	154	354052	43.4964355518398
I500	Black or African American	Female	F	85+ years	85+	2018	2018	1508	354052	425.92613514399
I501	Black or African American	Female	F	85+ years	85+	2018	2018	13	354052	3.67177702710336
I509	Black or African American	Female	F	85+ years	85+	2018	2018	454	354052	128.229751561917
I110	Black or African American	Female	F	85+ years	85+	2019	2019	626	360819	173.494189607532
I130	Black or African American	Female	F	85+ years	85+	2019	2019	32	360819	8.86871256779715
I132	Black or African American	Female	F	85+ years	85+	2019	2019	198	360819	54.8751590132449
I500	Black or African American	Female	F	85+ years	85+	2019	2019	1505	360819	417.10663795421
I501	Black or African American	Female	F	85+ years	85+	2019	2019	6	360819	1.66288360646197
I509	Black or African American	Female	F	85+ years	85+	2019	2019	465	360819	128.873479500802
I110	Black or African American	Female	F	85+ years	85+	2020	2020	671	369171	181.758588838235
I130	Black or African American	Female	F	85+ years	85+	2020	2020	39	369171	10.5642100815069
I132	Black or African American	Female	F	85+ years	85+	2020	2020	247	369171	66.906663849544
I500	Black or African American	Female	F	85+ years	85+	2020	2020	1514	369171	410.108052907731
I501	Black or African American	Female	F	85+ years	85+	2020	2020	9	369171	2.43789463419391
I509	Black or African American	Female	F	85+ years	85+	2020	2020	472	369171	127.854029704392
I110	Black or African American	Female	F	85+ years	85+	2021	2021	725	333725	217.244737433516
I130	Black or African American	Female	F	85+ years	85+	2021	2021	34	333725	10.1880290658476
I132	Black or African American	Female	F	85+ years	85+	2021	2021	226	333725	67.7204284965166
I500	Black or African American	Female	F	85+ years	85+	2021	2021	1296	333725	388.343696157016
I501	Black or African American	Female	F	85+ years	85+	2021	2021	6	333725	1.7978874822084
I509	Black or African American	Female	F	85+ years	85+	2021	2021	517	333725	154.917971383624
	Black or African American	Female	F	85+ years	85+	2022	2022	2968	339046	875.397438695634
I110	Black or African American	Male	M	55-59 years	55-59	1999	1999	30	573942	5.2270090009095
I132	Black or African American	Male	M	55-59 years	55-59	1999	1999	10	573942	1.7423363336365
I509	Black or African American	Male	M	55-59 years	55-59	1999	1999	23	573942	4.00737356736395
I500	Black or African American	Male	M	55-59 years	55-59	1999	1999	88	573942	15.3325597360012
I110	Black or African American	Male	M	55-59 years	55-59	2000	2000	35	590653	5.92564500645895
I500	Black or African American	Male	M	55-59 years	55-59	2000	2000	71	590653	12.0205941559596
I132	Black or African American	Male	M	55-59 years	55-59	2000	2000	8	590653	1.35443314433347
I509	Black or African American	Male	M	55-59 years	55-59	2000	2000	18	590653	3.04747457475032
I501	Black or African American	Male	M	55-59 years	55-59	2000	2000	1	590653	0.169304143041684
I110	Black or African American	Male	M	55-59 years	55-59	2001	2001	32	616383	5.19157731475398
I500	Black or African American	Male	M	55-59 years	55-59	2001	2001	96	616383	15.5747319442619
I130	Black or African American	Male	M	55-59 years	55-59	2001	2001	1	616383	0.162236791086062
I132	Black or African American	Male	M	55-59 years	55-59	2001	2001	12	616383	1.94684149303274
I509	Black or African American	Male	M	55-59 years	55-59	2001	2001	24	616383	3.89368298606548
I110	Black or African American	Male	M	55-59 years	55-59	2002	2002	42	662769	6.33704956025402
I132	Black or African American	Male	M	55-59 years	55-59	2002	2002	20	662769	3.01764264774001
I509	Black or African American	Male	M	55-59 years	55-59	2002	2002	15	662769	2.26323198580501
I500	Black or African American	Male	M	55-59 years	55-59	2002	2002	93	662769	14.0320383119911
I110	Black or African American	Male	M	55-59 years	55-59	2003	2003	55	706655	7.78314736328194
I132	Black or African American	Male	M	55-59 years	55-59	2003	2003	22	706655	3.11325894531278
I509	Black or African American	Male	M	55-59 years	55-59	2003	2003	21	706655	2.97174717507129
I500	Black or African American	Male	M	55-59 years	55-59	2003	2003	117	706655	16.5568771182543
I110	Black or African American	Male	M	55-59 years	55-59	2004	2004	63	758635	8.30438880357484
I500	Black or African American	Male	M	55-59 years	55-59	2004	2004	135	758635	17.7951188648032
I132	Black or African American	Male	M	55-59 years	55-59	2004	2004	10	758635	1.31815695294839
I509	Black or African American	Male	M	55-59 years	55-59	2004	2004	22	758635	2.89994529648645
I501	Black or African American	Male	M	55-59 years	55-59	2004	2004	1	758635	0.131815695294839
I110	Black or African American	Male	M	55-59 years	55-59	2005	2005	51	820971	6.21215609321157
I132	Black or African American	Male	M	55-59 years	55-59	2005	2005	14	820971	1.70529775107769
I500	Black or African American	Male	M	55-59 years	55-59	2005	2005	133	820971	16.200328635238
I501	Black or African American	Male	M	55-59 years	55-59	2005	2005	1	820971	0.121806982219835
I509	Black or African American	Male	M	55-59 years	55-59	2005	2005	30	820971	3.65420946659504
I110	Black or African American	Male	M	55-59 years	55-59	2006	2006	58	881087	6.58277786416097
I500	Black or African American	Male	M	55-59 years	55-59	2006	2006	137	881087	15.5489752998285
I132	Black or African American	Male	M	55-59 years	55-59	2006	2006	19	881087	2.15642723136308
I509	Black or African American	Male	M	55-59 years	55-59	2006	2006	22	881087	2.4969157415783
I110	Black or African American	Male	M	55-59 years	55-59	2007	2007	59	912345	6.46685190361102
I500	Black or African American	Male	M	55-59 years	55-59	2007	2007	168	912345	18.4140867763839
I130	Black or African American	Male	M	55-59 years	55-59	2007	2007	1	912345	0.109607659383238
I132	Black or African American	Male	M	55-59 years	55-59	2007	2007	15	912345	1.64411489074857
I509	Black or African American	Male	M	55-59 years	55-59	2007	2007	37	912345	4.05548339717979
I501	Black or African American	Male	M	55-59 years	55-59	2007	2007	1	912345	0.109607659383238
I110	Black or African American	Male	M	55-59 years	55-59	2008	2008	61	945305	6.45294375889263
I132	Black or African American	Male	M	55-59 years	55-59	2008	2008	12	945305	1.26943155912642
I509	Black or African American	Male	M	55-59 years	55-59	2008	2008	25	945305	2.64464908151337
I500	Black or African American	Male	M	55-59 years	55-59	2008	2008	150	945305	15.8678944890802
I110	Black or African American	Male	M	55-59 years	55-59	2009	2009	79	981716	8.04713379429489
I500	Black or African American	Male	M	55-59 years	55-59	2009	2009	145	981716	14.7700556983894
I132	Black or African American	Male	M	55-59 years	55-59	2009	2009	17	981716	1.73166170256979
I509	Black or African American	Male	M	55-59 years	55-59	2009	2009	31	981716	3.15773604586255
I110	Black or African American	Male	M	55-59 years	55-59	2010	2010	70	1009656	6.93305442645812
I132	Black or African American	Male	M	55-59 years	55-59	2010	2010	13	1009656	1.28756725062794
I500	Black or African American	Male	M	55-59 years	55-59	2010	2010	156	1009656	15.4508070075352
I509	Black or African American	Male	M	55-59 years	55-59	2010	2010	38	1009656	3.76365811722012
I110	Black or African American	Male	M	55-59 years	55-59	2011	2011	66	1054879	6.25664175701668
I132	Black or African American	Male	M	55-59 years	55-59	2011	2011	19	1054879	1.80115444520177
I509	Black or African American	Male	M	55-59 years	55-59	2011	2011	32	1054879	3.0335232761293
I500	Black or African American	Male	M	55-59 years	55-59	2011	2011	171	1054879	16.2103900068159
I110	Black or African American	Male	M	55-59 years	55-59	2012	2012	91	1100716	8.26734598206985
I500	Black or African American	Male	M	55-59 years	55-59	2012	2012	179	1100716	16.2621420965989
I132	Black or African American	Male	M	55-59 years	55-59	2012	2012	20	1100716	1.81699911693843
I509	Black or African American	Male	M	55-59 years	55-59	2012	2012	42	1100716	3.8156981455707
I501	Black or African American	Male	M	55-59 years	55-59	2012	2012	1	1100716	0.0908499558469215
I110	Black or African American	Male	M	55-59 years	55-59	2013	2013	86	1139012	7.55040333201055
I500	Black or African American	Male	M	55-59 years	55-59	2013	2013	201	1139012	17.6468729038851
I132	Black or African American	Male	M	55-59 years	55-59	2013	2013	14	1139012	1.22913542614125
I509	Black or African American	Male	M	55-59 years	55-59	2013	2013	51	1139012	4.47756476665742
I501	Black or African American	Male	M	55-59 years	55-59	2013	2013	2	1139012	0.175590775163036
I110	Black or African American	Male	M	55-59 years	55-59	2014	2014	80	1171735	6.82748232322155
I509	Black or African American	Male	M	55-59 years	55-59	2014	2014	47	1171735	4.01114586489266
I130	Black or African American	Male	M	55-59 years	55-59	2014	2014	1	1171735	0.0853435290402693
I132	Black or African American	Male	M	55-59 years	55-59	2014	2014	17	1171735	1.45083999368458
I500	Black or African American	Male	M	55-59 years	55-59	2014	2014	194	1171735	16.5566446338123
I110	Black or African American	Male	M	55-59 years	55-59	2015	2015	87	1200683	7.24587588897319
I500	Black or African American	Male	M	55-59 years	55-59	2015	2015	255	1200683	21.2379120883697
I132	Black or African American	Male	M	55-59 years	55-59	2015	2015	24	1200683	1.9988623141995
I509	Black or African American	Male	M	55-59 years	55-59	2015	2015	49	1200683	4.08101055815732
I501	Black or African American	Male	M	55-59 years	55-59	2015	2015	2	1200683	0.166571859516625
I110	Black or African American	Male	M	55-59 years	55-59	2016	2016	96	1216592	7.89089522206294
I130	Black or African American	Male	M	55-59 years	55-59	2016	2016	1	1216592	0.0821968252298223
I132	Black or African American	Male	M	55-59 years	55-59	2016	2016	24	1216592	1.97272380551574
I500	Black or African American	Male	M	55-59 years	55-59	2016	2016	249	1216592	20.4670094822258
I501	Black or African American	Male	M	55-59 years	55-59	2016	2016	2	1216592	0.164393650459645
I509	Black or African American	Male	M	55-59 years	55-59	2016	2016	82	1216592	6.74013966884543
I110	Black or African American	Male	M	55-59 years	55-59	2017	2017	111	1224431	9.0654352919846
I130	Black or African American	Male	M	55-59 years	55-59	2017	2017	3	1224431	0.245011764648233
I132	Black or African American	Male	M	55-59 years	55-59	2017	2017	25	1224431	2.04176470540194
I500	Black or African American	Male	M	55-59 years	55-59	2017	2017	248	1224431	20.2543058775872
I501	Black or African American	Male	M	55-59 years	55-59	2017	2017	2	1224431	0.163341176432155
I509	Black or African American	Male	M	55-59 years	55-59	2017	2017	98	1224431	8.0037176451756
I110	Black or African American	Male	M	55-59 years	55-59	2018	2018	109	1227043	8.88314427448753
I130	Black or African American	Male	M	55-59 years	55-59	2018	2018	6	1227043	0.48898041877913
I132	Black or African American	Male	M	55-59 years	55-59	2018	2018	38	1227043	3.09687598560116
I500	Black or African American	Male	M	55-59 years	55-59	2018	2018	217	1227043	17.6847918125119
I501	Black or African American	Male	M	55-59 years	55-59	2018	2018	1	1227043	0.0814967364631883
I509	Black or African American	Male	M	55-59 years	55-59	2018	2018	95	1227043	7.74218996400289
I110	Black or African American	Male	M	55-59 years	55-59	2019	2019	121	1228490	9.84949002433882
I130	Black or African American	Male	M	55-59 years	55-59	2019	2019	2	1228490	0.1628014880056
I132	Black or African American	Male	M	55-59 years	55-59	2019	2019	32	1228490	2.60482380808961
I500	Black or African American	Male	M	55-59 years	55-59	2019	2019	233	1228490	18.9663733526524
I501	Black or African American	Male	M	55-59 years	55-59	2019	2019	5	1228490	0.407003720014001
I509	Black or African American	Male	M	55-59 years	55-59	2019	2019	120	1228490	9.76808928033602
I110	Black or African American	Male	M	55-59 years	55-59	2020	2020	134	1221168	10.9731011621661
I130	Black or African American	Male	M	55-59 years	55-59	2020	2020	6	1221168	0.491332887858182
I132	Black or African American	Male	M	55-59 years	55-59	2020	2020	45	1221168	3.68499665893636
I500	Black or African American	Male	M	55-59 years	55-59	2020	2020	265	1221168	21.700535880403
I501	Black or African American	Male	M	55-59 years	55-59	2020	2020	3	1221168	0.245666443929091
I509	Black or African American	Male	M	55-59 years	55-59	2020	2020	111	1221168	9.08965842537636
I110	Black or African American	Male	M	55-59 years	55-59	2021	2021	137	1225274	11.1811725377344
I130	Black or African American	Male	M	55-59 years	55-59	2021	2021	9	1225274	0.734529582770874
I132	Black or African American	Male	M	55-59 years	55-59	2021	2021	34	1225274	2.77488953491219
I500	Black or African American	Male	M	55-59 years	55-59	2021	2021	252	1225274	20.5668283175845
I501	Black or African American	Male	M	55-59 years	55-59	2021	2021	2	1225274	0.163228796171305
I509	Black or African American	Male	M	55-59 years	55-59	2021	2021	119	1225274	9.71211337219267
	Black or African American	Male	M	55-59 years	55-59	2022	2022	586	1245216	47.0601084470485
I110	Black or African American	Male	M	60-64 years	60-64	1999	1999	34	459389	7.40113498581812
I132	Black or African American	Male	M	60-64 years	60-64	1999	1999	18	459389	3.91824793366842
I500	Black or African American	Male	M	60-64 years	60-64	1999	1999	108	459389	23.5094876020105
I501	Black or African American	Male	M	60-64 years	60-64	1999	1999	2	459389	0.435360881518713
I509	Black or African American	Male	M	60-64 years	60-64	1999	1999	17	459389	3.70056749290906
I110	Black or African American	Male	M	60-64 years	60-64	2000	2000	53	470342	11.2683961883055
I132	Black or African American	Male	M	60-64 years	60-64	2000	2000	8	470342	1.70088999068763
I509	Black or African American	Male	M	60-64 years	60-64	2000	2000	17	470342	3.61439123021121
I500	Black or African American	Male	M	60-64 years	60-64	2000	2000	124	470342	26.3637948556582
I110	Black or African American	Male	M	60-64 years	60-64	2001	2001	38	483638	7.85711627291487
I500	Black or African American	Male	M	60-64 years	60-64	2001	2001	109	483638	22.5375177302032
I130	Black or African American	Male	M	60-64 years	60-64	2001	2001	1	483638	0.206766217708286
I132	Black or African American	Male	M	60-64 years	60-64	2001	2001	9	483638	1.86089595937457
I509	Black or African American	Male	M	60-64 years	60-64	2001	2001	19	483638	3.92855813645743
I110	Black or African American	Male	M	60-64 years	60-64	2002	2002	44	497980	8.83569621269931
I132	Black or African American	Male	M	60-64 years	60-64	2002	2002	12	497980	2.40973533073617
I509	Black or African American	Male	M	60-64 years	60-64	2002	2002	20	497980	4.01622555122696
I500	Black or African American	Male	M	60-64 years	60-64	2002	2002	138	497980	27.711956303466
I110	Black or African American	Male	M	60-64 years	60-64	2003	2003	37	518313	7.13854369849878
I500	Black or African American	Male	M	60-64 years	60-64	2003	2003	155	518313	29.9047100883057
I130	Black or African American	Male	M	60-64 years	60-64	2003	2003	1	518313	0.19293361347294
I132	Black or African American	Male	M	60-64 years	60-64	2003	2003	10	518313	1.9293361347294
I509	Black or African American	Male	M	60-64 years	60-64	2003	2003	26	518313	5.01627395029644
I501	Black or African American	Male	M	60-64 years	60-64	2003	2003	1	518313	0.19293361347294
I110	Black or African American	Male	M	60-64 years	60-64	2004	2004	51	538700	9.46723593837015
I500	Black or African American	Male	M	60-64 years	60-64	2004	2004	143	538700	26.545387042881
I132	Black or African American	Male	M	60-64 years	60-64	2004	2004	15	538700	2.78448115834416
I509	Black or African American	Male	M	60-64 years	60-64	2004	2004	21	538700	3.89827362168183
I110	Black or African American	Male	M	60-64 years	60-64	2005	2005	53	556778	9.51905427297774
I132	Black or African American	Male	M	60-64 years	60-64	2005	2005	18	556778	3.23288635686036
I500	Black or African American	Male	M	60-64 years	60-64	2005	2005	148	556778	26.5815100452963
I501	Black or African American	Male	M	60-64 years	60-64	2005	2005	1	556778	0.179604797603354
I509	Black or African American	Male	M	60-64 years	60-64	2005	2005	31	556778	5.56774872570396
I110	Black or African American	Male	M	60-64 years	60-64	2006	2006	54	576788	9.36219200122055
I500	Black or African American	Male	M	60-64 years	60-64	2006	2006	148	576788	25.6593410403823
I130	Black or African American	Male	M	60-64 years	60-64	2006	2006	1	576788	0.173373925948529
I132	Black or African American	Male	M	60-64 years	60-64	2006	2006	22	576788	3.81422637086763
I509	Black or African American	Male	M	60-64 years	60-64	2006	2006	29	576788	5.02784385250733
I110	Black or African American	Male	M	60-64 years	60-64	2007	2007	72	620088	11.6112551766846
I132	Black or African American	Male	M	60-64 years	60-64	2007	2007	16	620088	2.58027892815213
I509	Black or African American	Male	M	60-64 years	60-64	2007	2007	36	620088	5.8056275883423
I500	Black or African American	Male	M	60-64 years	60-64	2007	2007	158	620088	25.4802544155023
I110	Black or African American	Male	M	60-64 years	60-64	2008	2008	77	661596	11.6385226029178
I130	Black or African American	Male	M	60-64 years	60-64	2008	2008	1	661596	0.151149644193738
I132	Black or African American	Male	M	60-64 years	60-64	2008	2008	12	661596	1.81379573032485
I500	Black or African American	Male	M	60-64 years	60-64	2008	2008	184	661596	27.8115345316477
I501	Black or African American	Male	M	60-64 years	60-64	2008	2008	2	661596	0.302299288387475
I509	Black or African American	Male	M	60-64 years	60-64	2008	2008	38	661596	5.74368647936203
I110	Black or African American	Male	M	60-64 years	60-64	2009	2009	84	710808	11.8175372252423
I500	Black or African American	Male	M	60-64 years	60-64	2009	2009	193	710808	27.1521986246638
I130	Black or African American	Male	M	60-64 years	60-64	2009	2009	1	710808	0.14068496696717
I132	Black or African American	Male	M	60-64 years	60-64	2009	2009	15	710808	2.11027450450755
I509	Black or African American	Male	M	60-64 years	60-64	2009	2009	34	710808	4.78328887688377
I501	Black or African American	Male	M	60-64 years	60-64	2009	2009	1	710808	0.14068496696717
I110	Black or African American	Male	M	60-64 years	60-64	2010	2010	74	757918	9.76358920094258
I130	Black or African American	Male	M	60-64 years	60-64	2010	2010	3	757918	0.395821183821997
I132	Black or African American	Male	M	60-64 years	60-64	2010	2010	12	757918	1.58328473528799
I500	Black or African American	Male	M	60-64 years	60-64	2010	2010	174	757918	22.9576286616758
I501	Black or African American	Male	M	60-64 years	60-64	2010	2010	2	757918	0.263880789214664
I509	Black or African American	Male	M	60-64 years	60-64	2010	2010	44	757918	5.80537736272262
I110	Black or African American	Male	M	60-64 years	60-64	2011	2011	81	820245	9.87509829380246
I500	Black or African American	Male	M	60-64 years	60-64	2011	2011	163	820245	19.8721113813556
I132	Black or African American	Male	M	60-64 years	60-64	2011	2011	16	820245	1.95063670001036
I509	Black or African American	Male	M	60-64 years	60-64	2011	2011	35	820245	4.26701778127267
I110	Black or African American	Male	M	60-64 years	60-64	2012	2012	99	844889	11.7175155552978
I500	Black or African American	Male	M	60-64 years	60-64	2012	2012	211	844889	24.9736947693721
I132	Black or African American	Male	M	60-64 years	60-64	2012	2012	23	844889	2.72225108860454
I509	Black or African American	Male	M	60-64 years	60-64	2012	2012	66	844889	7.8116770368652
I501	Black or African American	Male	M	60-64 years	60-64	2012	2012	2	844889	0.236717485965612
I110	Black or African American	Male	M	60-64 years	60-64	2013	2013	107	872930	12.2575693354565
I509	Black or African American	Male	M	60-64 years	60-64	2013	2013	56	872930	6.41517647463141
I130	Black or African American	Male	M	60-64 years	60-64	2013	2013	2	872930	0.22911344552255
I132	Black or African American	Male	M	60-64 years	60-64	2013	2013	21	872930	2.40569117798678
I500	Black or African American	Male	M	60-64 years	60-64	2013	2013	270	872930	30.9303151455443
I110	Black or African American	Male	M	60-64 years	60-64	2014	2014	93	904640	10.280332507959
I130	Black or African American	Male	M	60-64 years	60-64	2014	2014	1	904640	0.110541209763
I132	Black or African American	Male	M	60-64 years	60-64	2014	2014	19	904640	2.10028298549699
I500	Black or African American	Male	M	60-64 years	60-64	2014	2014	264	904640	29.1828793774319
I501	Black or African American	Male	M	60-64 years	60-64	2014	2014	2	904640	0.221082419525999
I509	Black or African American	Male	M	60-64 years	60-64	2014	2014	70	904640	7.73788468340998
I110	Black or African American	Male	M	60-64 years	60-64	2015	2015	117	938589	12.4655200519077
I130	Black or African American	Male	M	60-64 years	60-64	2015	2015	3	938589	0.319628719279685
I132	Black or African American	Male	M	60-64 years	60-64	2015	2015	28	938589	2.98320137994372
I500	Black or African American	Male	M	60-64 years	60-64	2015	2015	328	938589	34.9460733079122
I501	Black or African American	Male	M	60-64 years	60-64	2015	2015	2	938589	0.213085812853123
I509	Black or African American	Male	M	60-64 years	60-64	2015	2015	70	938589	7.45800344985931
I110	Black or African American	Male	M	60-64 years	60-64	2016	2016	115	971972	11.8316165486249
I130	Black or African American	Male	M	60-64 years	60-64	2016	2016	4	971972	0.411534488647821
I132	Black or African American	Male	M	60-64 years	60-64	2016	2016	33	971972	3.39515953134452
I500	Black or African American	Male	M	60-64 years	60-64	2016	2016	298	971972	30.6593194042627
I501	Black or African American	Male	M	60-64 years	60-64	2016	2016	2	971972	0.205767244323911
I509	Black or African American	Male	M	60-64 years	60-64	2016	2016	105	971972	10.8027803270053
I110	Black or African American	Male	M	60-64 years	60-64	2017	2017	140	1015295	13.7890957800442
I130	Black or African American	Male	M	60-64 years	60-64	2017	2017	2	1015295	0.19698708257206
I132	Black or African American	Male	M	60-64 years	60-64	2017	2017	39	1015295	3.84124811015518
I500	Black or African American	Male	M	60-64 years	60-64	2017	2017	313	1015295	30.8284784225274
I501	Black or African American	Male	M	60-64 years	60-64	2017	2017	3	1015295	0.29548062385809
I509	Black or African American	Male	M	60-64 years	60-64	2017	2017	115	1015295	11.3267572478935
I110	Black or African American	Male	M	60-64 years	60-64	2018	2018	126	1048087	12.021902761889
I130	Black or African American	Male	M	60-64 years	60-64	2018	2018	3	1048087	0.286235780044977
I132	Black or African American	Male	M	60-64 years	60-64	2018	2018	32	1048087	3.05318165381309
I500	Black or African American	Male	M	60-64 years	60-64	2018	2018	368	1048087	35.1115890188505
I501	Black or African American	Male	M	60-64 years	60-64	2018	2018	4	1048087	0.381647706726636
I509	Black or African American	Male	M	60-64 years	60-64	2018	2018	93	1048087	8.87330918139429
I110	Black or African American	Male	M	60-64 years	60-64	2019	2019	157	1076824	14.5799127805472
I130	Black or African American	Male	M	60-64 years	60-64	2019	2019	5	1076824	0.464328432501504
I132	Black or African American	Male	M	60-64 years	60-64	2019	2019	42	1076824	3.90035883301264
I500	Black or African American	Male	M	60-64 years	60-64	2019	2019	385	1076824	35.7532893026158
I501	Black or African American	Male	M	60-64 years	60-64	2019	2019	4	1076824	0.371462746001204
I509	Black or African American	Male	M	60-64 years	60-64	2019	2019	157	1076824	14.5799127805472
I110	Black or African American	Male	M	60-64 years	60-64	2020	2020	192	1102596	17.4134497132223
I130	Black or African American	Male	M	60-64 years	60-64	2020	2020	7	1102596	0.634865354127895
I132	Black or African American	Male	M	60-64 years	60-64	2020	2020	48	1102596	4.35336242830556
I500	Black or African American	Male	M	60-64 years	60-64	2020	2020	419	1102596	38.001226197084
I501	Black or African American	Male	M	60-64 years	60-64	2020	2020	2	1102596	0.181390101179398
I509	Black or African American	Male	M	60-64 years	60-64	2020	2020	172	1102596	15.5995487014283
I110	Black or African American	Male	M	60-64 years	60-64	2021	2021	217	1127301	19.2495172096893
I130	Black or African American	Male	M	60-64 years	60-64	2021	2021	9	1127301	0.798367073212922
I132	Black or African American	Male	M	60-64 years	60-64	2021	2021	45	1127301	3.99183536606461
I500	Black or African American	Male	M	60-64 years	60-64	2021	2021	344	1127301	30.5153636872495
I501	Black or African American	Male	M	60-64 years	60-64	2021	2021	5	1127301	0.443537262896068
I509	Black or African American	Male	M	60-64 years	60-64	2021	2021	226	1127301	20.0478842829023
	Black or African American	Male	M	60-64 years	60-64	2022	2022	794	1145245	69.3301433317762
I110	Black or African American	Male	M	65-69 years	65-69	1999	1999	47	376469	12.4844276686792
