Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2003	723	539527	134.006268453664
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2004	708	548655	129.042841129672
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2005	679	561769	120.868186033761
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2006	653	574475	113.669002132382
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2007	592	592733	99.8763355507454
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2008	600	617326	97.1933791870098
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2009	572	641482	89.1685191478483
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2010	592	657563	90.0293964228523
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2011	548	680703	80.5050073233113
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2012	552	729212	75.6981508806767
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2013	598	774692	77.191967904664
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2014	625	828528	75.434988316629
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2015	595	885437	67.1984568072037
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2016	688	946010	72.7265039481612
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2017	697	978448	71.2352623746995
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2018	692	1007581	68.679341908988
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2019	734	1042963	70.3764179553829
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2020	860	1077483	79.8156444231603
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2021	780	1106116	70.5170162984714
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Female	2022	715	1131633	63.1830284199913
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	1999	989	376469	262.704233283484
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2000	933	375235	248.644182978667
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2001	962	388334	247.72489660962
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2002	922	396851	232.329010132266
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2003	966	406305	237.75242736368
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2004	891	415865	214.252221273731
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2005	905	427014	211.936845161985
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2006	872	436847	199.612221212461
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2007	858	450394	190.49987344414
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2008	912	470048	194.022738103343
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2009	920	489532	187.934598759632
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2010	852	503596	169.183234179779
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2011	819	524064	156.278622458326
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2012	826	564112	146.424823439317
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2013	866	601865	143.886087411629
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2014	909	642116	141.56320664802
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2015	1018	686820	148.21932966425
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2016	1090	732181	148.870293001321
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2017	1146	753775	152.034758382807
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2018	1145	774325	147.870726116295
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2019	1153	800482	144.038216974273
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2020	1267	827816	153.053335523836
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2021	1252	874172	143.221242501476
Black or African American	Not Hispanic or Latino	65-69 years	I25.1	Male	2022	1190	897110	132.648170235534
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Female	1999	5	507961	0.984327536956577
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Female	2000	5	508629	0.983034785668926
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Female	2001	5	522334	0.957241918006486
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Female	2005	5	561769	0.890045552531379
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Male	1999	5	376469	1.32813060305098
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Male	2001	5	388334	1.28755143767994
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Male	2002	5	396851	1.25991871004483
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Male	2003	5	406305	1.230602626106
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Male	2004	5	415865	1.20231325069434
Black or African American	Not Hispanic or Latino	65-69 years	I25.2	Male	2005	5	427014	1.17092179647506
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	1999	5	507961	0.984327536956577
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2000	5	508629	0.983034785668926
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2003	5	539527	0.92673767948592
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2008	5	617326	0.809944826558415
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2009	5	641482	0.779445097446226
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2010	5	657563	0.76038341573355
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2011	5	680703	0.734534738351381
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2012	5	729212	0.685671656527868
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2016	5	946010	0.528535639158148
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Female	2017	5	978448	0.511013359933282
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2001	5	388334	1.28755143767994
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2003	5	406305	1.230602626106
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2005	5	427014	1.17092179647506
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2008	5	470048	1.06372115188236
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2009	5	489532	1.02138368891104
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2011	5	524064	0.954081944190023
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2014	5	642116	0.778675504114521
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2016	5	732181	0.682891252299636
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2017	5	753775	0.663327916155351
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2019	5	800482	0.624623664242294
Black or African American	Not Hispanic or Latino	65-69 years	I25.3	Male	2021	2	874172	0.228787927318651
Black or African American	Not Hispanic or Latino	65-69 years	I25.4	Female	2008	5	617326	0.809944826558415
Black or African American	Not Hispanic or Latino	65-69 years	I25.4	Male	2011	5	524064	0.954081944190023
Black or African American	Not Hispanic or Latino	65-69 years	I25.4	Male	2022	6	897110	0.668814303708575
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	1999	44	507961	8.66208232521788
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2000	56	508629	11.009989599492
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2001	49	522334	9.38097079646356
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2002	38	530031	7.16939197895972
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2003	39	539527	7.22855389999018
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2004	40	548655	7.29055599602665
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2005	32	561769	5.69629153620082
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2006	21	574475	3.65551155402759
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2007	28	592733	4.72388073550823
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2008	33	617326	5.34563585528554
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2009	40	641482	6.23556077956981
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2010	21	657563	3.19361034608091
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2011	35	680703	5.14174316845967
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2012	45	729212	6.17104490875082
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2013	43	774692	5.55059300986715
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2014	54	828528	6.51758299055675
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2015	48	885437	5.42105197772399
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2016	51	946010	5.39106351941311
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2017	44	978448	4.49691756741288
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2018	38	1007581	3.77140894875945
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2019	53	1042963	5.08167595590639
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2020	42	1077483	3.89797333229387
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2021	47	1106116	4.24910226413866
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Female	2022	55	1131633	4.86023295538395
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	1999	49	376469	13.0156799098996
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2000	52	375235	13.8579823310725
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2001	62	388334	15.9656378272312
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2002	51	396851	12.8511708424572
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2003	61	406305	15.0133520384933
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2004	58	415865	13.9468337080543
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2005	49	427014	11.4750336054556
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2006	67	436847	15.3371775472877
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2007	66	450394	14.65383641878
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2008	62	470048	13.1901422833413
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2009	70	489532	14.2993716447546
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2010	70	503596	13.9000309772119
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2011	65	524064	12.4030652744703
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2012	77	564112	13.6497716765465
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2013	93	601865	15.4519701261911
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2014	72	642116	11.2129272592491
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2015	90	686820	13.1038700096095
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2016	91	732181	12.4286207918534
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2017	108	753775	14.3278829889556
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2018	110	774325	14.2059212862816
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2019	109	800482	13.616795880482
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2020	89	827816	10.7511814219585
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2021	95	874172	10.8674265476359
Black or African American	Not Hispanic or Latino	65-69 years	I25.5	Male	2022	93	897110	10.3666217074829
Black or African American	Not Hispanic or Latino	65-69 years	I25.6	Male	2022	6	897110	0.668814303708575
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	1999	5	507961	0.984327536956577
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2000	5	508629	0.983034785668926
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2001	10	522334	1.91448383601297
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2002	5	530031	0.943341049863121
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2003	5	539527	0.92673767948592
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2004	5	548655	0.911319499503331
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2005	5	561769	0.890045552531379
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2006	5	574475	0.870359893816093
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2007	5	592733	0.843550131340755
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2008	5	617326	0.809944826558415
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2009	12	641482	1.87066823387094
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2010	5	657563	0.76038341573355
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2011	5	680703	0.734534738351381
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2012	5	729212	0.685671656527868
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2013	5	774692	0.645417791845017
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2014	5	828528	0.603479906533032
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2015	11	885437	1.24232441156175
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2016	5	946010	0.528535639158148
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2017	15	978448	1.53304007979985
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2018	5	1007581	0.496238019573612
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2019	5	1042963	0.479403392066641
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2020	5	1077483	0.464044444320699
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2021	13	1106116	1.17528360497452
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Female	2022	14	1131633	1.237150206825
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	1999	10	376469	2.65626120610196
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2000	5	375235	1.33249830106467
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2001	12	388334	3.09012345043184
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2002	5	396851	1.25991871004483
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2003	5	406305	1.230602626106
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2004	12	415865	2.88555180166641
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2005	5	427014	1.17092179647506
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2006	5	436847	1.14456548860356
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2007	5	450394	1.11013912263485
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2008	11	470048	2.34018653414119
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2009	5	489532	1.02138368891104
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2010	5	503596	0.992859355515135
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2011	5	524064	0.954081944190023
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2012	14	564112	2.481776668463
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2013	12	601865	1.99380259692788
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2014	15	642116	2.33602651234356
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2015	13	686820	1.89278122361026
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2016	5	732181	0.682891252299636
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2017	5	753775	0.663327916155351
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2018	10	774325	1.29144738966196
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2019	13	800482	1.62402152702996
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2020	5	827816	0.603998956289803
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2021	10	874172	1.14393963659326
Black or African American	Not Hispanic or Latino	65-69 years	I25.8	Male	2022	17	897110	1.89497386050763
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	1999	54	507961	10.630737399131
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2000	52	508629	10.2235617709568
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2001	56	522334	10.7211094816726
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2002	37	530031	6.9807237689871
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2003	54	539527	10.0087669384479
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2004	47	548655	8.56640329533131
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2005	49	561769	8.72244641480751
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2006	41	574475	7.13695112929196
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2007	39	592733	6.57969102445789
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2008	48	617326	7.77547033496078
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2009	44	641482	6.85911685752679
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2010	39	657563	5.93099064272169
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2011	42	680703	6.1700918021516
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2012	37	729212	5.07397025830623
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2013	42	774692	5.42150945149814
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2014	48	828528	5.79340710271711
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2015	48	885437	5.42105197772399
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2016	56	946010	5.91959915857126
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2017	24	978448	2.45286412767975
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2018	47	1007581	4.66463738399196
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2019	36	1042963	3.45170442287981
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2020	49	1077483	4.54763555434285
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2021	44	1106116	3.977882970683
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Female	2022	31	1131633	2.73940402939822
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	1999	62	376469	16.4688194778322
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2000	64	375235	17.0559782536277
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2001	73	388334	18.7982509901271
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2002	70	396851	17.6388619406276
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2003	70	406305	17.2284367654841
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2004	87	415865	20.9202505620814
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2005	62	427014	14.5194302762907
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2006	70	436847	16.0239168404499
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2007	60	450394	13.3216694716182
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2008	76	470048	16.1685615086119
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2009	55	489532	11.2352205780215
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2010	58	503596	11.5171685239756
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2011	81	524064	15.4561274958784
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2012	70	564112	12.408883342315
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2013	74	601865	12.2951160143886
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2014	85	642116	13.2374835699469
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2015	84	686820	12.2302786756355
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2016	93	732181	12.7017772927732
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2017	78	753775	10.3479154920235
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2018	85	774325	10.9773028121267
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2019	74	800482	9.24443023078595
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2020	89	827816	10.7511814219585
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2021	83	874172	9.49469898372403
Black or African American	Not Hispanic or Latino	65-69 years	I25.9	Male	2022	67	897110	7.46842639141242
Black or African American	Not Hispanic or Latino	65-69 years	I46.0	Female	2018	5	1007581	0.496238019573612
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	1999	10	507961	1.96865507391315
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2000	19	508629	3.73553218554192
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2001	11	522334	2.10593221961427
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2002	14	530031	2.64135493961674
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2003	18	539527	3.33625564614931
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2004	16	548655	2.91622239841066
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2005	10	561769	1.78009110506276
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2006	18	574475	3.13329561773793
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2007	18	592733	3.03678047282672
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2008	15	617326	2.42983447967524
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2009	15	641482	2.33833529233868
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2010	25	657563	3.80191707866775
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2011	10	680703	1.46906947670276
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2012	5	729212	0.685671656527868
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2013	5	774692	0.645417791845017
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2014	5	828528	0.603479906533032
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2015	5	885437	0.564692914346249
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2016	13	946010	1.37419266181119
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2017	15	978448	1.53304007979985
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2018	12	1007581	1.19097124697667
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2019	5	1042963	0.479403392066641
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2020	14	1077483	1.29932444409796
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2021	16	1106116	1.44650289843018
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Female	2022	17	1131633	1.50225382257322
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	1999	17	376469	4.51564405037334
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2000	17	375235	4.53049422361986
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2001	24	388334	6.18024690086369
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2002	25	396851	6.29959355022414
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2003	16	406305	3.93792840353921
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2004	17	415865	4.08786505236074
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2005	14	427014	3.27858103013016
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2006	10	436847	2.28913097720712
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2007	20	450394	4.4405564905394
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2008	17	470048	3.61665191640003
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2009	11	489532	2.24704411560429
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2010	20	503596	3.97143742206054
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2011	16	524064	3.05306222140807
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2012	5	564112	0.886348810165357
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2013	5	601865	0.830751082053284
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2014	11	642116	1.71308610905195
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2015	5	686820	0.727992778311639
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2016	27	732181	3.68761276241804
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2017	30	753775	3.97996749693211
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2018	25	774325	3.22861847415491
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2019	25	800482	3.12311832121147
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2020	26	827816	3.14079457270698
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2021	32	874172	3.66060683709842
Black or African American	Not Hispanic or Latino	65-69 years	I46.1	Male	2022	24	897110	2.6752572148343
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	1999	86	507961	16.9304336356531
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2000	73	508629	14.3523078707663
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2001	120	522334	22.9738060321557
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2002	96	530031	18.1121481573719
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2003	88	539527	16.3105831589522
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2004	83	548655	15.1279036917553
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2005	87	561769	15.486792614046
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2006	88	574475	15.3183341311632
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2007	111	592733	18.7268129157648
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2008	93	617326	15.0649737739865
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2009	79	641482	12.3152325396504
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2010	100	657563	15.207668314671
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2011	98	680703	14.3968808716871
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2012	100	729212	13.7134331305574
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2013	116	774692	14.9736927708044
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2014	125	828528	15.0869976633258
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2015	113	885437	12.7620598642252
Black or African American	Not Hispanic or Latino	65-69 years	I46.9	Female	2016	143	946010	15.116119279923
