"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2019"	"2019"	11	374718	Unreliable	1.5	5.3	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2020 "	"2020"	18	376345	Unreliable	2.8	7.6	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2002"	"2002"	11	234640	Unreliable	2.3	8.4	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2004"	"2004"	10	228966	Unreliable	2.1	8.0	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2006"	"2006"	17	231569	Unreliable	4.3	11.8	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2007"	"2007"	15	236468	Unreliable	3.6	10.5	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2008"	"2008"	15	248855	Unreliable	3.4	9.9	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2009"	"2009"	14	265606	Unreliable	2.9	8.8	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2010"	"2010"	15	267105	Unreliable	3.1	9.3	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2011"	"2011"	14	266890	Unreliable	2.9	8.8	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2012"	"2012"	16	269890	Unreliable	3.4	9.6	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2014"	"2014"	21	285718	7.3	4.5	11.2	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2015"	"2015"	11	290319	Unreliable	1.9	6.8	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2016"	"2016"	12	298447	Unreliable	2.1	7.0	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2017"	"2017"	18	314791	Unreliable	3.4	9.0	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2018"	"2018"	16	338373	Unreliable	2.7	7.7	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2019"	"2019"	22	364852	6.0	3.8	9.1	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2020 "	"2020"	26	375624	6.9	4.5	10.1	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2000"	"2000"	16	261940	Unreliable	3.5	9.9	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2001"	"2001"	13	257239	Unreliable	2.7	8.6	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2003"	"2003"	12	236054	Unreliable	2.6	8.9	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2004"	"2004"	10	226430	Unreliable	2.1	8.1	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2005"	"2005"	10	233897	Unreliable	2.1	7.9	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2006"	"2006"	13	229353	Unreliable	3.0	9.7	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2007"	"2007"	13	239229	Unreliable	2.9	9.3	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2009"	"2009"	20	260011	7.7	4.7	11.9	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2010"	"2010"	18	275454	Unreliable	3.9	10.3	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2011"	"2011"	12	264562	Unreliable	2.3	7.9	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2012"	"2012"	15	268088	Unreliable	3.1	9.2	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2013"	"2013"	13	270768	Unreliable	2.6	8.2	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2014"	"2014"	14	270642	Unreliable	2.8	8.7	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2015"	"2015"	14	287322	Unreliable	2.7	8.2	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2016"	"2016"	10	290809	Unreliable	1.6	6.3	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2017"	"2017"	19	300167	Unreliable	3.8	9.9	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2018"	"2018"	16	315564	Unreliable	2.9	8.2	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2019"	"2019"	20	338666	5.9	3.6	9.1	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	"2020 "	"2020"	31	365843	8.5	5.8	12.0	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"1999"	"1999"	11	240076	Unreliable	2.3	8.2	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2000"	"2000"	11	239487	Unreliable	2.3	8.2	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2001"	"2001"	12	260540	Unreliable	2.4	8.0	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2002"	"2002"	23	254796	9.0	5.7	13.5	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2003"	"2003"	25	242653	10.3	6.7	15.2	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2004"	"2004"	14	233571	Unreliable	3.3	10.1	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2005"	"2005"	17	223169	Unreliable	4.4	12.2	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2006"	"2006"	18	230413	Unreliable	4.6	12.3	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2007"	"2007"	14	225172	Unreliable	3.4	10.4	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2008"	"2008"	24	234387	10.2	6.6	15.2	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2009"	"2009"	17	240382	Unreliable	4.1	11.3	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2010"	"2010"	11	250563	Unreliable	2.2	7.9	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2011"	"2011"	14	276566	Unreliable	2.8	8.5	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2012"	"2012"	19	265645	Unreliable	4.3	11.2	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2013"	"2013"	21	268775	7.8	4.8	11.9	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2014"	"2014"	17	272694	Unreliable	3.6	10.0	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2015"	"2015"	20	272051	7.4	4.5	11.4	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2016"	"2016"	19	287865	Unreliable	4.0	10.3	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2017"	"2017"	30	292274	10.3	6.9	14.7	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2018"	"2018"	23	300919	7.6	4.8	11.5	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2019"	"2019"	27	315842	8.5	5.6	12.4	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	"2020 "	"2020"	34	339420	10.0	6.9	14.0	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2001"	"2001"	11	241014	Unreliable	2.3	8.2	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2002"	"2002"	20	260969	7.7	4.7	11.8	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2003"	"2003"	20	255481	7.8	4.8	12.1	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2004"	"2004"	16	245666	Unreliable	3.7	10.6	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2005"	"2005"	14	236927	Unreliable	3.2	9.9	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2006"	"2006"	14	227397	Unreliable	3.4	10.3	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2007"	"2007"	16	235369	Unreliable	3.9	11.0	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2008"	"2008"	24	230894	10.4	6.7	15.5	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2009"	"2009"	24	241235	9.9	6.4	14.8	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2010"	"2010"	14	247238	Unreliable	3.1	9.5	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2011"	"2011"	13	256082	Unreliable	2.7	8.7	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2012"	"2012"	20	277598	7.2	4.4	11.1	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2013"	"2013"	16	266198	Unreliable	3.4	9.8	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2015"	"2015"	29	274239	10.6	7.1	15.2	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2016"	"2016"	19	272524	Unreliable	4.2	10.9	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2017"	"2017"	23	289210	8.0	5.0	11.9	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2018"	"2018"	23	292849	7.9	5.0	11.8	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2019"	"2019"	19	301267	Unreliable	3.8	9.8	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	"2020 "	"2020"	20	316526	6.3	3.9	9.8	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"1999"	"1999"	17	248829	Unreliable	4.0	10.9	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2000"	"2000"	15	242183	Unreliable	3.5	10.2	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2001"	"2001"	18	241750	Unreliable	4.4	11.8	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2002"	"2002"	16	240610	Unreliable	3.8	10.8	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2003"	"2003"	17	259999	Unreliable	3.8	10.5	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2004"	"2004"	18	256012	Unreliable	4.2	11.1	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2005"	"2005"	24	246055	9.8	6.2	14.5	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2006"	"2006"	23	237668	9.7	6.1	14.5	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2007"	"2007"	26	227868	11.4	7.5	16.7	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2008"	"2008"	14	236118	Unreliable	3.2	9.9	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2009"	"2009"	18	231654	Unreliable	4.6	12.3	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2010"	"2010"	26	237555	10.9	7.1	16.0	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2011"	"2011"	27	246515	11.0	7.2	15.9	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2012"	"2012"	13	257119	Unreliable	2.7	8.6	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2013"	"2013"	23	278401	8.3	5.2	12.4	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2014"	"2014"	27	268173	10.1	6.6	14.6	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2015"	"2015"	22	271934	8.1	5.1	12.2	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2016"	"2016"	28	274343	10.2	6.8	14.8	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2017"	"2017"	34	273858	12.4	8.6	17.3	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2018"	"2018"	25	289705	8.6	5.6	12.7	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2019"	"2019"	24	293061	8.2	5.2	12.2	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	"2020 "	"2020"	30	301835	9.9	6.7	14.2	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"1999"	"1999"	16	264395	Unreliable	3.5	9.8	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2000"	"2000"	18	258744	Unreliable	4.1	11.0	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2001"	"2001"	26	240699	10.8	7.1	15.8	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2002"	"2002"	25	241331	10.4	6.7	15.3	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2003"	"2003"	18	239715	Unreliable	4.5	11.9	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2004"	"2004"	20	260476	7.7	4.7	11.9	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2005"	"2005"	24	256286	9.4	6.0	13.9	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2006"	"2006"	25	246929	10.1	6.6	14.9	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2007"	"2007"	30	238241	12.6	8.5	18.0	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2008"	"2008"	25	228450	10.9	7.1	16.2	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2009"	"2009"	28	236963	11.8	7.9	17.1	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2010"	"2010"	22	234337	9.4	5.9	14.2	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2011"	"2011"	27	242297	11.1	7.3	16.2	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2012"	"2012"	23	247549	9.3	5.9	13.9	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2013"	"2013"	34	257781	13.2	9.1	18.4	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2014"	"2014"	27	279896	9.6	6.4	14.0	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2015"	"2015"	30	269111	11.1	7.5	15.9	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2016"	"2016"	25	272004	9.2	5.9	13.6	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2017"	"2017"	42	275850	15.2	11.0	20.6	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2018"	"2018"	28	274463	10.2	6.8	14.7	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2019"	"2019"	40	289742	13.8	9.9	18.8	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	"2020 "	"2020"	45	293621	15.3	11.2	20.5	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"1999"	"1999"	23	275893	8.3	5.3	12.5	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2000"	"2000"	21	275185	7.6	4.7	11.7	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2001"	"2001"	12	255184	Unreliable	2.4	8.2	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2002"	"2002"	17	241175	Unreliable	4.1	11.3	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2003"	"2003"	22	241776	9.1	5.7	13.8	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2004"	"2004"	38	241791	15.7	11.1	21.6	2.5
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2005"	"2005"	25	263040	9.5	6.2	14.0	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2006"	"2006"	23	259736	8.9	5.6	13.3	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2007"	"2007"	27	250511	10.8	7.1	15.7	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2008"	"2008"	27	242213	11.1	7.3	16.2	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2009"	"2009"	27	232677	11.6	7.6	16.9	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2010"	"2010"	22	240537	9.1	5.7	13.8	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2011"	"2011"	31	232889	13.3	9.0	18.9	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2012"	"2012"	23	243314	9.5	6.0	14.2	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2013"	"2013"	36	248389	14.5	10.2	20.1	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2014"	"2014"	32	259014	12.4	8.5	17.4	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2015"	"2015"	39	280597	13.9	9.9	19.0	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2016"	"2016"	33	269178	12.3	8.4	17.2	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2017"	"2017"	21	273451	7.7	4.8	11.7	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2018"	"2018"	38	276414	13.7	9.7	18.9	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2019"	"2019"	42	274208	15.3	11.0	20.7	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	"2020 "	"2020"	44	290207	15.2	11.0	20.4	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"1999"	"1999"	29	265218	10.9	7.3	15.7	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2000"	"2000"	17	265554	Unreliable	3.7	10.2	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2001"	"2001"	15	272353	Unreliable	3.1	9.1	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2002"	"2002"	28	254527	11.0	7.3	15.9	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2003"	"2003"	21	239857	8.8	5.4	13.4	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2004"	"2004"	22	241405	9.1	5.7	13.8	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2005"	"2005"	22	240934	9.1	5.7	13.8	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2006"	"2006"	25	262235	9.5	6.2	14.1	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2007"	"2007"	26	258585	10.1	6.6	14.7	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2008"	"2008"	34	249461	13.6	9.4	19.0	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2009"	"2009"	41	240955	17.0	12.2	23.1	2.7
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2010"	"2010"	27	230497	11.7	7.7	17.0	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2011"	"2011"	23	240588	9.6	6.1	14.3	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2012"	"2012"	31	233779	13.3	9.0	18.8	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2013"	"2013"	30	244060	12.3	8.3	17.5	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2014"	"2014"	35	249473	14.0	9.8	19.5	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2015"	"2015"	34	259587	13.1	9.1	18.3	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2016"	"2016"	42	280457	15.0	10.8	20.2	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2017"	"2017"	42	270570	15.5	11.2	21.0	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2018"	"2018"	45	273754	16.4	12.0	22.0	2.5
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2019"	"2019"	50	275921	18.1	13.4	23.9	2.6
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	"2020 "	"2020"	48	274422	17.5	12.9	23.2	2.5
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"1999"	"1999"	28	266704	10.5	7.0	15.2	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2000"	"2000"	19	264810	Unreliable	4.3	11.2	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2001"	"2001"	31	268179	11.6	7.9	16.4	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2002"	"2002"	27	271568	9.9	6.6	14.5	1.9
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2003"	"2003"	37	253185	14.6	10.3	20.1	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2004"	"2004"	39	239370	16.3	11.6	22.3	2.6
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2005"	"2005"	35	240410	14.6	10.1	20.2	2.5
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2006"	"2006"	33	240150	13.7	9.5	19.3	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2007"	"2007"	40	260902	15.3	11.0	20.9	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2008"	"2008"	44	257253	17.1	12.4	23.0	2.6
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2009"	"2009"	30	248111	12.1	8.2	17.3	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2010"	"2010"	28	242491	11.5	7.7	16.7	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2011"	"2011"	45	231652	19.4	14.2	26.0	2.9
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2012"	"2012"	30	241108	12.4	8.4	17.8	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2013"	"2013"	47	234141	20.1	14.7	26.7	2.9
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2014"	"2014"	40	244899	16.3	11.7	22.2	2.6
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2015"	"2015"	45	249884	18.0	13.1	24.1	2.7
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2016"	"2016"	39	259265	15.0	10.7	20.6	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2017"	"2017"	44	281644	15.6	11.4	21.0	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2018"	"2018"	61	270557	22.5	17.2	29.0	2.9
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2019"	"2019"	44	273251	16.1	11.7	21.6	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	"2020 "	"2020"	56	275932	20.3	15.3	26.4	2.7
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"1999"	"1999"	31	254974	12.2	8.3	17.3	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2000"	"2000"	29	261103	11.1	7.4	16.0	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2001"	"2001"	33	264075	12.5	8.6	17.5	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2002"	"2002"	51	267700	19.1	14.2	25.0	2.7
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2003"	"2003"	36	270974	13.3	9.3	18.4	2.2
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2004"	"2004"	33	253803	13.0	9.0	18.3	2.3
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2005"	"2005"	36	239705	15.0	10.5	20.8	2.5
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2006"	"2006"	39	241250	16.2	11.5	22.1	2.6
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2007"	"2007"	42	240988	17.4	12.6	23.6	2.7
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2008"	"2008"	44	261961	16.8	12.2	22.5	2.5
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2009"	"2009"	39	258569	15.1	10.7	20.6	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2010"	"2010"	42	250350	16.8	12.1	22.7	2.6
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2011"	"2011"	38	239261	15.9	11.2	21.8	2.6
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2012"	"2012"	51	232043	22.0	16.4	28.9	3.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2013"	"2013"	25	241240	10.4	6.7	15.3	2.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2014"	"2014"	52	235216	22.1	16.5	29.0	3.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2015"	"2015"	40	245401	16.3	11.6	22.2	2.6
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2016"	"2016"	56	249455	22.4	17.0	29.2	3.0
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	"2017"	"2017"	46	260199	17.7	12.9	23.6	2.6
