Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,13,2013
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2014
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,21,2015
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,23,2016
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,14,2017
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,15,2018
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,10,2019
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,19,2020
Black or African American,Not Hispanic or Latino,35-39 years,Female,144,1999
Black or African American,Not Hispanic or Latino,35-39 years,Female,154,2000
Black or African American,Not Hispanic or Latino,35-39 years,Female,115,2001
Black or African American,Not Hispanic or Latino,35-39 years,Female,135,2002
Black or African American,Not Hispanic or Latino,35-39 years,Female,119,2003
Black or African American,Not Hispanic or Latino,35-39 years,Female,83,2004
Black or African American,Not Hispanic or Latino,35-39 years,Female,95,2005
Black or African American,Not Hispanic or Latino,35-39 years,Female,104,2006
Black or African American,Not Hispanic or Latino,35-39 years,Female,90,2007
Black or African American,Not Hispanic or Latino,35-39 years,Female,100,2008
Black or African American,Not Hispanic or Latino,35-39 years,Female,73,2009
Black or African American,Not Hispanic or Latino,35-39 years,Female,95,2010
Black or African American,Not Hispanic or Latino,35-39 years,Female,96,2011
Black or African American,Not Hispanic or Latino,35-39 years,Female,68,2012
Black or African American,Not Hispanic or Latino,35-39 years,Female,84,2013
Black or African American,Not Hispanic or Latino,35-39 years,Female,67,2014
Black or African American,Not Hispanic or Latino,35-39 years,Female,88,2015
Black or African American,Not Hispanic or Latino,35-39 years,Female,88,2016
Black or African American,Not Hispanic or Latino,35-39 years,Female,86,2017
Black or African American,Not Hispanic or Latino,35-39 years,Female,71,2018
Black or African American,Not Hispanic or Latino,35-39 years,Female,90,2019
Black or African American,Not Hispanic or Latino,35-39 years,Female,98,2020
White,Not Hispanic or Latino,35-39 years,Female,262,1999
White,Not Hispanic or Latino,35-39 years,Female,235,2000
White,Not Hispanic or Latino,35-39 years,Female,229,2001
White,Not Hispanic or Latino,35-39 years,Female,217,2002
White,Not Hispanic or Latino,35-39 years,Female,180,2003
White,Not Hispanic or Latino,35-39 years,Female,198,2004
White,Not Hispanic or Latino,35-39 years,Female,179,2005
White,Not Hispanic or Latino,35-39 years,Female,165,2006
White,Not Hispanic or Latino,35-39 years,Female,176,2007
White,Not Hispanic or Latino,35-39 years,Female,152,2008
White,Not Hispanic or Latino,35-39 years,Female,146,2009
White,Not Hispanic or Latino,35-39 years,Female,128,2010
White,Not Hispanic or Latino,35-39 years,Female,132,2011
White,Not Hispanic or Latino,35-39 years,Female,123,2012
White,Not Hispanic or Latino,35-39 years,Female,102,2013
White,Not Hispanic or Latino,35-39 years,Female,138,2014
White,Not Hispanic or Latino,35-39 years,Female,142,2015
White,Not Hispanic or Latino,35-39 years,Female,144,2016
White,Not Hispanic or Latino,35-39 years,Female,148,2017
White,Not Hispanic or Latino,35-39 years,Female,160,2018
White,Not Hispanic or Latino,35-39 years,Female,146,2019
White,Not Hispanic or Latino,35-39 years,Female,138,2020
Black or African American,Not Stated,35-39 years,Female,5,2000
Black or African American,Not Stated,35-39 years,Female,5,2013
Black or African American,Not Stated,35-39 years,Female,5,2015
White,Not Stated,35-39 years,Female,5,1999
White,Not Stated,35-39 years,Female,5,2002
White,Not Stated,35-39 years,Female,5,2003
White,Not Stated,35-39 years,Female,5,2004
White,Not Stated,35-39 years,Female,5,2012
White,Not Stated,35-39 years,Female,5,2015
White,Not Stated,35-39 years,Female,5,2017
White,Not Stated,35-39 years,Female,5,2019
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2003
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2007
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2016
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2019
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2020
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2000
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2007
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2008
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2009
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2014
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2015
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2016
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2017
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2020
Black or African American,Hispanic or Latino,35-39 years,Male,5,1999
Black or African American,Hispanic or Latino,35-39 years,Male,5,2001
Black or African American,Hispanic or Latino,35-39 years,Male,5,2003
Black or African American,Hispanic or Latino,35-39 years,Male,5,2005
Black or African American,Hispanic or Latino,35-39 years,Male,5,2007
Black or African American,Hispanic or Latino,35-39 years,Male,5,2010
Black or African American,Hispanic or Latino,35-39 years,Male,5,2011
Black or African American,Hispanic or Latino,35-39 years,Male,5,2012
Black or African American,Hispanic or Latino,35-39 years,Male,5,2014
Black or African American,Hispanic or Latino,35-39 years,Male,5,2015
Black or African American,Hispanic or Latino,35-39 years,Male,5,2016
Black or African American,Hispanic or Latino,35-39 years,Male,5,2017
Black or African American,Hispanic or Latino,35-39 years,Male,5,2018
Black or African American,Hispanic or Latino,35-39 years,Male,5,2019
Black or African American,Hispanic or Latino,35-39 years,Male,5,2020
White,Hispanic or Latino,35-39 years,Male,48,1999
White,Hispanic or Latino,35-39 years,Male,52,2000
White,Hispanic or Latino,35-39 years,Male,57,2001
White,Hispanic or Latino,35-39 years,Male,57,2002
White,Hispanic or Latino,35-39 years,Male,46,2003
White,Hispanic or Latino,35-39 years,Male,75,2004
White,Hispanic or Latino,35-39 years,Male,70,2005
White,Hispanic or Latino,35-39 years,Male,68,2006
White,Hispanic or Latino,35-39 years,Male,70,2007
White,Hispanic or Latino,35-39 years,Male,59,2008
White,Hispanic or Latino,35-39 years,Male,76,2009
White,Hispanic or Latino,35-39 years,Male,60,2010
White,Hispanic or Latino,35-39 years,Male,52,2011
White,Hispanic or Latino,35-39 years,Male,68,2012
White,Hispanic or Latino,35-39 years,Male,56,2013
White,Hispanic or Latino,35-39 years,Male,67,2014
White,Hispanic or Latino,35-39 years,Male,67,2015
White,Hispanic or Latino,35-39 years,Male,79,2016
White,Hispanic or Latino,35-39 years,Male,91,2017
White,Hispanic or Latino,35-39 years,Male,75,2018
White,Hispanic or Latino,35-39 years,Male,71,2019
White,Hispanic or Latino,35-39 years,Male,97,2020
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,1999
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2000
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2001
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2002
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2003
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2004
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2005
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2006
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2007
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2008
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2009
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2010
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2011
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2012
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2013
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2014
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2015
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2016
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2017
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2018
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2019
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2020
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,21,1999
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,16,2000
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,29,2001
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,30,2002
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,26,2003
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,11,2004
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,18,2005
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,24,2006
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,18,2007
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,20,2008
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,24,2009
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,19,2010
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,17,2011
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,20,2012
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,20,2013
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,22,2014
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,24,2015
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,19,2016
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,24,2017
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,20,2018
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,30,2019
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,38,2020
Black or African American,Not Hispanic or Latino,35-39 years,Male,123,1999
Black or African American,Not Hispanic or Latino,35-39 years,Male,127,2000
Black or African American,Not Hispanic or Latino,35-39 years,Male,118,2001
Black or African American,Not Hispanic or Latino,35-39 years,Male,102,2002
Black or African American,Not Hispanic or Latino,35-39 years,Male,129,2003
Black or African American,Not Hispanic or Latino,35-39 years,Male,112,2004
Black or African American,Not Hispanic or Latino,35-39 years,Male,92,2005
Black or African American,Not Hispanic or Latino,35-39 years,Male,129,2006
Black or African American,Not Hispanic or Latino,35-39 years,Male,124,2007
Black or African American,Not Hispanic or Latino,35-39 years,Male,99,2008
Black or African American,Not Hispanic or Latino,35-39 years,Male,109,2009
Black or African American,Not Hispanic or Latino,35-39 years,Male,101,2010
Black or African American,Not Hispanic or Latino,35-39 years,Male,85,2011
Black or African American,Not Hispanic or Latino,35-39 years,Male,93,2012
Black or African American,Not Hispanic or Latino,35-39 years,Male,99,2013
Black or African American,Not Hispanic or Latino,35-39 years,Male,108,2014
Black or African American,Not Hispanic or Latino,35-39 years,Male,107,2015
Black or African American,Not Hispanic or Latino,35-39 years,Male,85,2016
Black or African American,Not Hispanic or Latino,35-39 years,Male,99,2017
Black or African American,Not Hispanic or Latino,35-39 years,Male,90,2018
Black or African American,Not Hispanic or Latino,35-39 years,Male,76,2019
Black or African American,Not Hispanic or Latino,35-39 years,Male,108,2020
White,Not Hispanic or Latino,35-39 years,Male,252,1999
White,Not Hispanic or Latino,35-39 years,Male,229,2000
White,Not Hispanic or Latino,35-39 years,Male,223,2001
White,Not Hispanic or Latino,35-39 years,Male,195,2002
White,Not Hispanic or Latino,35-39 years,Male,195,2003
White,Not Hispanic or Latino,35-39 years,Male,190,2004
White,Not Hispanic or Latino,35-39 years,Male,171,2005
White,Not Hispanic or Latino,35-39 years,Male,169,2006
White,Not Hispanic or Latino,35-39 years,Male,181,2007
White,Not Hispanic or Latino,35-39 years,Male,186,2008
White,Not Hispanic or Latino,35-39 years,Male,164,2009
White,Not Hispanic or Latino,35-39 years,Male,159,2010
White,Not Hispanic or Latino,35-39 years,Male,129,2011
White,Not Hispanic or Latino,35-39 years,Male,149,2012
White,Not Hispanic or Latino,35-39 years,Male,127,2013
White,Not Hispanic or Latino,35-39 years,Male,156,2014
White,Not Hispanic or Latino,35-39 years,Male,124,2015
White,Not Hispanic or Latino,35-39 years,Male,207,2016
White,Not Hispanic or Latino,35-39 years,Male,174,2017
White,Not Hispanic or Latino,35-39 years,Male,149,2018
White,Not Hispanic or Latino,35-39 years,Male,165,2019
White,Not Hispanic or Latino,35-39 years,Male,205,2020
Black or African American,Not Stated,35-39 years,Male,5,2001
Black or African American,Not Stated,35-39 years,Male,5,2013
White,Not Stated,35-39 years,Male,5,2000
White,Not Stated,35-39 years,Male,5,2001
White,Not Stated,35-39 years,Male,5,2002
White,Not Stated,35-39 years,Male,5,2003
White,Not Stated,35-39 years,Male,5,2006
White,Not Stated,35-39 years,Male,5,2012
White,Not Stated,35-39 years,Male,5,2014
White,Not Stated,35-39 years,Male,5,2015
White,Not Stated,35-39 years,Male,5,2017
White,Not Stated,35-39 years,Male,5,2019
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2003
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2011
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2012
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2013
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2014
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2018
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2019
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2000
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2006
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2009
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2011
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2013
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2014
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2016
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2017
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2018
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Female,5,2019
Black or African American,Hispanic or Latino,40-44 years,Female,5,1999
Black or African American,Hispanic or Latino,40-44 years,Female,5,2000
Black or African American,Hispanic or Latino,40-44 years,Female,5,2001
Black or African American,Hispanic or Latino,40-44 years,Female,5,2002
Black or African American,Hispanic or Latino,40-44 years,Female,5,2003
Black or African American,Hispanic or Latino,40-44 years,Female,5,2004
Black or African American,Hispanic or Latino,40-44 years,Female,5,2005
Black or African American,Hispanic or Latino,40-44 years,Female,5,2006
Black or African American,Hispanic or Latino,40-44 years,Female,5,2007
Black or African American,Hispanic or Latino,40-44 years,Female,5,2008
Black or African American,Hispanic or Latino,40-44 years,Female,5,2010
Black or African American,Hispanic or Latino,40-44 years,Female,5,2012
Black or African American,Hispanic or Latino,40-44 years,Female,5,2013
Black or African American,Hispanic or Latino,40-44 years,Female,5,2014
Black or African American,Hispanic or Latino,40-44 years,Female,5,2015
Black or African American,Hispanic or Latino,40-44 years,Female,5,2016
Black or African American,Hispanic or Latino,40-44 years,Female,5,2017
Black or African American,Hispanic or Latino,40-44 years,Female,5,2019
White,Hispanic or Latino,40-44 years,Female,54,1999
White,Hispanic or Latino,40-44 years,Female,77,2000
White,Hispanic or Latino,40-44 years,Female,79,2001
White,Hispanic or Latino,40-44 years,Female,64,2002
White,Hispanic or Latino,40-44 years,Female,71,2003
White,Hispanic or Latino,40-44 years,Female,81,2004
White,Hispanic or Latino,40-44 years,Female,77,2005
White,Hispanic or Latino,40-44 years,Female,80,2006
White,Hispanic or Latino,40-44 years,Female,61,2007
White,Hispanic or Latino,40-44 years,Female,62,2008
White,Hispanic or Latino,40-44 years,Female,64,2009
White,Hispanic or Latino,40-44 years,Female,78,2010
White,Hispanic or Latino,40-44 years,Female,62,2011
White,Hispanic or Latino,40-44 years,Female,55,2012
White,Hispanic or Latino,40-44 years,Female,78,2013
White,Hispanic or Latino,40-44 years,Female,80,2014
White,Hispanic or Latino,40-44 years,Female,69,2015
White,Hispanic or Latino,40-44 years,Female,73,2016
White,Hispanic or Latino,40-44 years,Female,70,2017
White,Hispanic or Latino,40-44 years,Female,68,2018
White,Hispanic or Latino,40-44 years,Female,79,2019
White,Hispanic or Latino,40-44 years,Female,62,2020
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,10,1999
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2000
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,10,2001
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,14,2002
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,12,2003
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2004
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2005
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2006
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,10,2007
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2008
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2009
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2010
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2011
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2012
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,10,2013
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2014
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2015
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,10,2016
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2017
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2018
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2019
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,5,2020
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,22,1999
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,33,2000
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,21,2001
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,30,2002
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,34,2003
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,20,2004
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,30,2005
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,33,2006
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,27,2007
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,26,2008
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,30,2009
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,32,2010
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,34,2011
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,32,2012
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,40,2013
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,25,2014
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,38,2015
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,28,2016
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,39,2017
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,25,2018
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,30,2019
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,30,2020
Black or African American,Not Hispanic or Latino,40-44 years,Female,277,1999
Black or African American,Not Hispanic or Latino,40-44 years,Female,281,2000
Black or African American,Not Hispanic or Latino,40-44 years,Female,288,2001
Black or African American,Not Hispanic or Latino,40-44 years,Female,275,2002
Black or African American,Not Hispanic or Latino,40-44 years,Female,282,2003
Black or African American,Not Hispanic or Latino,40-44 years,Female,271,2004
Black or African American,Not Hispanic or Latino,40-44 years,Female,259,2005
Black or African American,Not Hispanic or Latino,40-44 years,Female,248,2006
Black or African American,Not Hispanic or Latino,40-44 years,Female,228,2007
Black or African American,Not Hispanic or Latino,40-44 years,Female,211,2008
Black or African American,Not Hispanic or Latino,40-44 years,Female,182,2009
Black or African American,Not Hispanic or Latino,40-44 years,Female,171,2010
Black or African American,Not Hispanic or Latino,40-44 years,Female,151,2011
Black or African American,Not Hispanic or Latino,40-44 years,Female,141,2012
Black or African American,Not Hispanic or Latino,40-44 years,Female,137,2013
Black or African American,Not Hispanic or Latino,40-44 years,Female,140,2014
Black or African American,Not Hispanic or Latino,40-44 years,Female,137,2015
Black or African American,Not Hispanic or Latino,40-44 years,Female,133,2016
Black or African American,Not Hispanic or Latino,40-44 years,Female,136,2017
Black or African American,Not Hispanic or Latino,40-44 years,Female,133,2018
Black or African American,Not Hispanic or Latino,40-44 years,Female,132,2019
Black or African American,Not Hispanic or Latino,40-44 years,Female,174,2020
White,Not Hispanic or Latino,40-44 years,Female,432,1999
White,Not Hispanic or Latino,40-44 years,Female,449,2000
White,Not Hispanic or Latino,40-44 years,Female,420,2001
White,Not Hispanic or Latino,40-44 years,Female,454,2002
White,Not Hispanic or Latino,40-44 years,Female,422,2003
White,Not Hispanic or Latino,40-44 years,Female,405,2004
White,Not Hispanic or Latino,40-44 years,Female,398,2005
White,Not Hispanic or Latino,40-44 years,Female,363,2006
White,Not Hispanic or Latino,40-44 years,Female,330,2007
White,Not Hispanic or Latino,40-44 years,Female,328,2008
White,Not Hispanic or Latino,40-44 years,Female,300,2009
White,Not Hispanic or Latino,40-44 years,Female,313,2010
White,Not Hispanic or Latino,40-44 years,Female,270,2011
White,Not Hispanic or Latino,40-44 years,Female,280,2012
White,Not Hispanic or Latino,40-44 years,Female,233,2013
White,Not Hispanic or Latino,40-44 years,Female,238,2014
White,Not Hispanic or Latino,40-44 years,Female,242,2015
White,Not Hispanic or Latino,40-44 years,Female,240,2016
White,Not Hispanic or Latino,40-44 years,Female,237,2017
White,Not Hispanic or Latino,40-44 years,Female,218,2018
White,Not Hispanic or Latino,40-44 years,Female,228,2019
White,Not Hispanic or Latino,40-44 years,Female,222,2020
American Indian or Alaska Native,Not Stated,40-44 years,Female,5,2006
Asian or Pacific Islander,Not Stated,40-44 years,Female,5,2019
Black or African American,Not Stated,40-44 years,Female,5,1999
Black or African American,Not Stated,40-44 years,Female,5,2003
Black or African American,Not Stated,40-44 years,Female,5,2004
Black or African American,Not Stated,40-44 years,Female,5,2005
Black or African American,Not Stated,40-44 years,Female,5,2006
Black or African American,Not Stated,40-44 years,Female,5,2009
Black or African American,Not Stated,40-44 years,Female,5,2010
Black or African American,Not Stated,40-44 years,Female,5,2013
Black or African American,Not Stated,40-44 years,Female,5,2014
Black or African American,Not Stated,40-44 years,Female,5,2018
Black or African American,Not Stated,40-44 years,Female,5,2019
White,Not Stated,40-44 years,Female,5,1999
White,Not Stated,40-44 years,Female,5,2000
White,Not Stated,40-44 years,Female,5,2002
White,Not Stated,40-44 years,Female,5,2003
White,Not Stated,40-44 years,Female,5,2004
White,Not Stated,40-44 years,Female,5,2005
White,Not Stated,40-44 years,Female,5,2009
White,Not Stated,40-44 years,Female,5,2010
White,Not Stated,40-44 years,Female,5,2011
White,Not Stated,40-44 years,Female,5,2013
White,Not Stated,40-44 years,Female,5,2014
White,Not Stated,40-44 years,Female,5,2016
White,Not Stated,40-44 years,Female,5,2018
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2002
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2005
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2006
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2007
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2013
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2015
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2017
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,1999
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2002
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2004
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2005
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2007
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2009
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2016
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2017
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2018
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2019
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2020
Black or African American,Hispanic or Latino,40-44 years,Male,5,1999
Black or African American,Hispanic or Latino,40-44 years,Male,5,2000
Black or African American,Hispanic or Latino,40-44 years,Male,5,2001
Black or African American,Hispanic or Latino,40-44 years,Male,5,2005
Black or African American,Hispanic or Latino,40-44 years,Male,5,2006
Black or African American,Hispanic or Latino,40-44 years,Male,5,2007
Black or African American,Hispanic or Latino,40-44 years,Male,5,2008
Black or African American,Hispanic or Latino,40-44 years,Male,5,2009
Black or African American,Hispanic or Latino,40-44 years,Male,5,2011
Black or African American,Hispanic or Latino,40-44 years,Male,5,2012
Black or African American,Hispanic or Latino,40-44 years,Male,5,2013
Black or African American,Hispanic or Latino,40-44 years,Male,5,2014
Black or African American,Hispanic or Latino,40-44 years,Male,5,2015
Black or African American,Hispanic or Latino,40-44 years,Male,5,2016
Black or African American,Hispanic or Latino,40-44 years,Male,5,2017
Black or African American,Hispanic or Latino,40-44 years,Male,5,2018
Black or African American,Hispanic or Latino,40-44 years,Male,5,2019
Black or African American,Hispanic or Latino,40-44 years,Male,5,2020
White,Hispanic or Latino,40-44 years,Male,94,1999
White,Hispanic or Latino,40-44 years,Male,90,2000
White,Hispanic or Latino,40-44 years,Male,92,2001
White,Hispanic or Latino,40-44 years,Male,95,2002
White,Hispanic or Latino,40-44 years,Male,114,2003
White,Hispanic or Latino,40-44 years,Male,113,2004
White,Hispanic or Latino,40-44 years,Male,103,2005
White,Hispanic or Latino,40-44 years,Male,120,2006
White,Hispanic or Latino,40-44 years,Male,114,2007
White,Hispanic or Latino,40-44 years,Male,123,2008
White,Hispanic or Latino,40-44 years,Male,91,2009
White,Hispanic or Latino,40-44 years,Male,129,2010
White,Hispanic or Latino,40-44 years,Male,101,2011
White,Hispanic or Latino,40-44 years,Male,117,2012
White,Hispanic or Latino,40-44 years,Male,123,2013
White,Hispanic or Latino,40-44 years,Male,122,2014
White,Hispanic or Latino,40-44 years,Male,130,2015
White,Hispanic or Latino,40-44 years,Male,123,2016
White,Hispanic or Latino,40-44 years,Male,138,2017
White,Hispanic or Latino,40-44 years,Male,126,2018
White,Hispanic or Latino,40-44 years,Male,132,2019
White,Hispanic or Latino,40-44 years,Male,161,2020
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,11,1999
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,5,2000
