Race,Hispanic Origin,Five-Year Age Groups,Cause of death Code,Gender,Deaths,Year
White,Not Hispanic or Latino,100+ years,I10,Female,159,2001
White,Not Hispanic or Latino,100+ years,I10,Male,11,2001
White,Not Hispanic or Latino,100+ years,I11.0,Female,162,2001
White,Not Hispanic or Latino,100+ years,I11.0,Male,4,2001
White,Not Hispanic or Latino,100+ years,I11.9,Female,79,2001
White,Not Hispanic or Latino,100+ years,I11.9,Male,4,2001
White,Not Hispanic or Latino,100+ years,I12.0,Female,25,2001
White,Not Hispanic or Latino,100+ years,I12.0,Male,4,2001
White,Not Hispanic or Latino,100+ years,I12.9,Female,4,2001
White,Not Hispanic or Latino,100+ years,I12.9,Male,4,2001
White,Not Hispanic or Latino,100+ years,I13.1,Female,4,2001
White,Not Hispanic or Latino,100+ years,I13.1,Male,4,2001
White,Not Hispanic or Latino,100+ years,I13.2,Female,4,2001
White,Not Hispanic or Latino,100+ years,I13.9,Female,4,2001
White,Not Hispanic or Latino,Not Stated,I11.9,Female,4,2001
White,Not Hispanic or Latino,Not Stated,I11.9,Male,4,2001
White,Not Stated,30-34 years,I11.9,Male,4,2001
White,Not Stated,35-39 years,I11.9,Female,4,2001
White,Not Stated,40-44 years,I11.9,Male,4,2001
White,Not Stated,45-49 years,I10,Male,4,2001
White,Not Stated,45-49 years,I11.9,Female,4,2001
White,Not Stated,45-49 years,I11.9,Male,4,2001
White,Not Stated,50-54 years,I11.9,Female,4,2001
White,Not Stated,50-54 years,I11.9,Male,4,2001
White,Not Stated,55-59 years,I10,Male,4,2001
White,Not Stated,55-59 years,I11.9,Female,4,2001
White,Not Stated,55-59 years,I11.9,Male,4,2001
White,Not Stated,55-59 years,I12.0,Female,4,2001
White,Not Stated,60-64 years ,I11.9,Female,4,2001
White,Not Stated,60-64 years ,I11.9,Male,4,2001
White,Not Stated,60-64 years ,I12.0,Male,4,2001
White,Not Stated,60-64 years ,I12.9,Male,4,2001
White,Not Stated,65-69 years,I10,Female,4,2001
White,Not Stated,65-69 years,I10,Male,4,2001
White,Not Stated,65-69 years,I11.9,Male,4,2001
White,Not Stated,65-69 years,I13.1,Female,4,2001
White,Not Stated,70-74 years,I10,Female,4,2001
White,Not Stated,70-74 years,I10,Male,4,2001
White,Not Stated,70-74 years,I11.9,Male,4,2001
White,Not Stated,70-74 years,I12.0,Male,4,2001
White,Not Stated,70-74 years,I12.9,Male,4,2001
White,Not Stated,75-79 years,I10,Female,4,2001
White,Not Stated,75-79 years,I10,Male,4,2001
White,Not Stated,75-79 years,I11.0,Female,4,2001
White,Not Stated,75-79 years,I11.0,Male,4,2001
White,Not Stated,75-79 years,I11.9,Female,4,2001
White,Not Stated,75-79 years,I11.9,Male,4,2001
White,Not Stated,75-79 years,I12.0,Male,4,2001
White,Not Stated,75-79 years,I12.9,Male,4,2001
White,Not Stated,80-84 years,I10,Female,4,2001
White,Not Stated,80-84 years,I10,Male,4,2001
White,Not Stated,80-84 years,I11.0,Female,4,2001
White,Not Stated,80-84 years,I11.9,Female,4,2001
White,Not Stated,80-84 years,I11.9,Male,4,2001
White,Not Stated,80-84 years,I12.0,Female,4,2001
White,Not Stated,80-84 years,I12.0,Male,4,2001
White,Not Stated,80-84 years,I13.1,Female,4,2001
White,Not Stated,80-84 years,I13.2,Female,4,2001
White,Not Stated,85-89 years,I10,Female,4,2001
White,Not Stated,85-89 years,I10,Male,4,2001
White,Not Stated,85-89 years,I11.0,Female,4,2001
White,Not Stated,85-89 years,I11.9,Female,4,2001
White,Not Stated,85-89 years,I11.9,Male,4,2001
White,Not Stated,85-89 years,I12.0,Female,4,2001
White,Not Stated,85-89 years,I12.0,Male,4,2001
White,Not Stated,85-89 years,I13.2,Female,4,2001
White,Not Stated,85-89 years,I13.2,Male,4,2001
White,Not Stated,90-94 years,I10,Female,4,2001
White,Not Stated,90-94 years,I10,Male,4,2001
White,Not Stated,90-94 years,I11.0,Female,4,2001
White,Not Stated,90-94 years,I11.0,Male,4,2001
White,Not Stated,90-94 years,I11.9,Female,4,2001
White,Not Stated,90-94 years,I13.2,Female,4,2001
White,Not Stated,95-99 years,I11.0,Female,4,2001
White,Not Stated,95-99 years,I13.9,Female,4,2001
White,Not Stated,100+ years,I11.9,Female,4,2001
White,Not Stated,Not Stated,I11.9,Male,4,2001
American Indian or Alaska Native,Hispanic or Latino,20-24 years,I11.9,Male,4,2002
American Indian or Alaska Native,Hispanic or Latino,35-39 years,I11.9,Female,4,2002
American Indian or Alaska Native,Hispanic or Latino,35-39 years,I11.9,Male,4,2002
American Indian or Alaska Native,Hispanic or Latino,55-59 years,I11.9,Female,4,2002
American Indian or Alaska Native,Hispanic or Latino,65-69 years,I11.9,Male,4,2002
American Indian or Alaska Native,Hispanic or Latino,80-84 years,I13.2,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,I12.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,I10,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,I10,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,I11.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,I10,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,I11.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,I12.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,I10,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,I12.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,I13.2,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,I10,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,I12.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,I10,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,I11.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,I11.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,I12.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,I10,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,I11.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,I11.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,I11.9,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,I12.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,I10,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,I11.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,I11.9,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,I12.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,I13.2,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,I13.2,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,I11.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,I11.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,I12.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,I12.0,Male,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,I13.2,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,I12.0,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,I10,Female,4,2002
American Indian or Alaska Native,Not Hispanic or Latino,Not Stated,I11.9,Male,4,2002
Asian or Pacific Islander,Hispanic or Latino,45-49 years,I11.9,Male,4,2002
Asian or Pacific Islander,Hispanic or Latino,50-54 years,I11.9,Female,4,2002
Asian or Pacific Islander,Hispanic or Latino,50-54 years,I11.9,Male,4,2002
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,I12.0,Male,4,2002
Asian or Pacific Islander,Hispanic or Latino,70-74 years,I13.1,Male,4,2002
Asian or Pacific Islander,Hispanic or Latino,90-94 years,I10,Male,4,2002
Asian or Pacific Islander,Hispanic or Latino,90-94 years,I11.0,Female,4,2002
Asian or Pacific Islander,Hispanic or Latino,90-94 years,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,I13.2,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,I11.9,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,I12.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,I11.9,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,I12.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,I11.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,I11.9,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,I11.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,I11.9,Male,11,2002
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,I10,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,I11.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,I11.9,Male,11,2002
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,I12.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,I10,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,I11.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,I11.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,I11.9,Male,15,2002
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,I12.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I10,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I11.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I11.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I11.9,Male,18,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I12.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I10,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I11.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I11.9,Female,12,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I11.9,Male,16,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I12.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I12.9,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I13.1,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,I13.2,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I10,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I10,Male,10,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I11.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I11.9,Male,22,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I12.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I12.9,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I13.2,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I13.2,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,I13.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I10,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I11.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I11.9,Female,15,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I11.9,Male,16,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I12.0,Female,13,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I12.0,Male,14,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I13.1,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I13.2,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,I13.2,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I10,Female,13,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I10,Male,12,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I11.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I11.9,Female,20,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I11.9,Male,22,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I12.0,Female,20,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I12.0,Male,10,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I13.1,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I13.2,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,I13.2,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I10,Female,16,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I10,Male,16,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I11.0,Female,19,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I11.0,Male,12,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I11.9,Female,25,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I11.9,Male,18,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I12.0,Female,18,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I12.0,Male,14,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I12.9,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I13.1,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I13.2,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,I13.2,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I10,Female,27,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I10,Male,14,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I11.0,Female,17,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I11.9,Female,24,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I11.9,Male,16,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I12.0,Female,21,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I12.0,Male,13,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I12.9,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I13.1,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I13.2,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I13.2,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,I13.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I10,Female,24,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I11.0,Female,16,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I11.9,Female,15,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I11.9,Male,11,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I12.0,Female,15,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I12.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I13.1,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I13.2,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,I13.2,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I10,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I10,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I11.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I11.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I11.9,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I12.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I12.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,I13.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,I10,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,I11.0,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,I11.0,Male,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,I11.9,Female,4,2002
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,I11.9,Male,4,2002
Asian or Pacific Islander,Not Stated,55-59 years,I10,Male,4,2002
Asian or Pacific Islander,Not Stated,65-69 years,I11.9,Male,4,2002
Asian or Pacific Islander,Not Stated,75-79 years,I10,Male,4,2002
Black or African American,Hispanic or Latino,35-39 years,I12.0,Male,4,2002
Black or African American,Hispanic or Latino,40-44 years,I10,Female,4,2002
Black or African American,Hispanic or Latino,40-44 years,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,50-54 years,I10,Male,4,2002
Black or African American,Hispanic or Latino,50-54 years,I11.9,Female,4,2002
Black or African American,Hispanic or Latino,50-54 years,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,55-59 years,I10,Female,4,2002
Black or African American,Hispanic or Latino,55-59 years,I11.9,Female,4,2002
Black or African American,Hispanic or Latino,55-59 years,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,55-59 years,I13.1,Female,4,2002
Black or African American,Hispanic or Latino,60-64 years ,I10,Female,4,2002
Black or African American,Hispanic or Latino,60-64 years ,I11.9,Female,4,2002
Black or African American,Hispanic or Latino,60-64 years ,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,60-64 years ,I12.0,Male,4,2002
Black or African American,Hispanic or Latino,65-69 years,I11.9,Female,4,2002
Black or African American,Hispanic or Latino,65-69 years,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,65-69 years,I12.0,Female,4,2002
Black or African American,Hispanic or Latino,70-74 years,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,75-79 years,I11.0,Female,4,2002
Black or African American,Hispanic or Latino,75-79 years,I11.9,Female,4,2002
Black or African American,Hispanic or Latino,75-79 years,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,75-79 years,I12.0,Female,4,2002
Black or African American,Hispanic or Latino,80-84 years,I11.0,Female,4,2002
Black or African American,Hispanic or Latino,80-84 years,I11.9,Female,4,2002
Black or African American,Hispanic or Latino,80-84 years,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,80-84 years,I12.0,Male,4,2002
Black or African American,Hispanic or Latino,85-89 years,I11.0,Male,4,2002
Black or African American,Hispanic or Latino,85-89 years,I11.9,Female,4,2002
Black or African American,Hispanic or Latino,85-89 years,I11.9,Male,4,2002
Black or African American,Hispanic or Latino,85-89 years,I12.0,Female,4,2002
Black or African American,Hispanic or Latino,90-94 years,I10,Female,4,2002
Black or African American,Hispanic or Latino,90-94 years,I10,Male,4,2002
Black or African American,Hispanic or Latino,90-94 years,I11.0,Female,4,2002
Black or African American,Hispanic or Latino,90-94 years,I11.9,Female,4,2002
Black or African American,Hispanic or Latino,90-94 years,I12.0,Male,4,2002
Black or African American,Hispanic or Latino,95-99 years,I11.9,Female,4,2002
Black or African American,Not Hispanic or Latino,< 1 year,I10,Female,4,2002
Black or African American,Not Hispanic or Latino,10-14 years,I11.9,Female,4,2002
Black or African American,Not Hispanic or Latino,15-19 years,I10,Female,4,2002
Black or African American,Not Hispanic or Latino,15-19 years,I11.9,Male,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I10,Female,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I10,Male,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I11.0,Male,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I11.9,Female,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I11.9,Male,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I12.0,Female,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I12.0,Male,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I13.1,Female,4,2002
Black or African American,Not Hispanic or Latino,20-24 years,I13.1,Male,4,2002
Black or African American,Not Hispanic or Latino,25-29 years,I10,Female,4,2002
Black or African American,Not Hispanic or Latino,25-29 years,I10,Male,4,2002
Black or African American,Not Hispanic or Latino,25-29 years,I11.0,Female,4,2002
Black or African American,Not Hispanic or Latino,25-29 years,I11.9,Female,4,2002
Black or African American,Not Hispanic or Latino,25-29 years,I11.9,Male,30,2002
Black or African American,Not Hispanic or Latino,25-29 years,I12.0,Female,4,2002
Black or African American,Not Hispanic or Latino,25-29 years,I12.0,Male,4,2002
Black or African American,Not Hispanic or Latino,25-29 years,I13.1,Male,4,2002
Black or African American,Not Hispanic or Latino,25-29 years,I13.2,Male,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I10,Female,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I10,Male,4,2002
Black or African American,Not Hispanic or Latino,30-34 years,I11.0,Female,4,2002
