Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2004	5	1510161	0.331090526109468
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2005	5	1506129	0.331976875818738
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2006	5	1494626	0.334531849439258
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2007	5	1471651	0.339754466242336
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2008	5	1446445	0.345675086159515
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2009	5	1414333	0.353523533708115
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2011	5	1410151	0.354571957187564
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2013	5	1412452	0.353994330426804
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2014	5	1406532	0.355484269110123
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2015	5	1386639	0.360584117423497
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2016	5	1352538	0.369675380654739
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2017	5	1351467	0.369968338109625
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2018	5	1354893	0.369032831374876
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2019	5	1378109	0.362816003668795
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2020	5	1414368	0.353514785402385
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2021	2	1459174	0.13706384570997
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Female	2022	6	1472391	0.407500453344254
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	1999	5	1248357	0.400526451968467
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2000	5	1273647	0.392573452455822
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2001	5	1304062	0.383417352855922
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2002	5	1314793	0.380287999707939
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2003	5	1321512	0.378354490916465
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2004	5	1331998	0.375375939002911
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2005	5	1329094	0.376196115549389
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2006	5	1324308	0.377555674359741
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2007	5	1305269	0.383062801614073
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2008	5	1286275	0.38871936405512
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2009	5	1262389	0.396074427137752
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2010	5	1257524	0.397606725597285
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2011	5	1256689	0.397870913169448
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2013	5	1254873	0.398446695402642
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2014	5	1246955	0.400976779434703
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2015	5	1226949	0.407514900782347
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2016	5	1199479	0.416847648020516
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2018	5	1203743	0.415371055117247
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2019	5	1228028	0.40715684007205
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2020	5	1265505	0.395099189651562
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2021	2	1329536	0.15042842014056
Black or African American	Not Hispanic or Latino	40-44 years	I12.9	Male	2022	6	1354606	0.442933221911021
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Female	2006	5	1494626	0.334531849439258
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Female	2013	5	1412452	0.353994330426804
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Female	2014	5	1406532	0.355484269110123
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Female	2017	5	1351467	0.369968338109625
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Female	2019	5	1378109	0.362816003668795
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Female	2021	2	1459174	0.13706384570997
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2007	5	1305269	0.383062801614073
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2011	5	1256689	0.397870913169448
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2012	5	1261822	0.396252403270826
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2015	5	1226949	0.407514900782347
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2016	5	1199479	0.416847648020516
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2017	5	1197949	0.417380038716172
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2018	5	1203743	0.415371055117247
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2019	5	1228028	0.40715684007205
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2021	2	1329536	0.15042842014056
Black or African American	Not Hispanic or Latino	40-44 years	I13.0	Male	2022	6	1354606	0.442933221911021
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	1999	25	1420696	1.75970087900578
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2000	12	1442018	0.832167143544671
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2001	14	1475496	0.948833477013831
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2002	21	1487168	1.41207987261695
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2003	17	1498869	1.13418851147098
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2004	14	1510161	0.92705347310651
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2005	15	1506129	0.995930627456214
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2006	11	1494626	0.735970068766367
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2007	14	1471651	0.951312505478541
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2008	15	1446445	1.03702525847855
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2009	18	1414333	1.27268472134922
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2010	12	1404513	0.854388674223734
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2011	14	1410151	0.992801480125178
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2012	5	1415866	0.353140763320823
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2013	12	1412452	0.849586393024329
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2014	11	1406532	0.782065392042271
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2015	14	1386639	1.00963552878579
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2016	13	1352538	0.961155989702323
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2017	10	1351467	0.739936676219249
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2018	14	1354893	1.03329192784965
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2019	5	1378109	0.362816003668795
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2020	11	1414368	0.777732527885246
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2021	18	1459174	1.23357461138973
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Female	2022	19	1472391	1.29041810225681
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	1999	30	1248357	2.4031587118108
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2000	24	1273647	1.88435257178794
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2001	32	1304062	2.4538710582779
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2002	28	1314793	2.12961279836446
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2003	38	1321512	2.87549413096514
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2004	27	1331998	2.02703007061572
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2005	30	1329094	2.25717669329634
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2006	20	1324308	1.51022269743896
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2007	24	1305269	1.83870144774755
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2008	24	1286275	1.86585294746458
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2009	21	1262389	1.66351259397856
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2010	27	1257524	2.14707631822534
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2011	25	1256689	1.98935456584724
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2012	20	1261822	1.5850096130833
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2013	24	1254873	1.91254413793268
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2014	24	1246955	1.92468854128657
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2015	29	1226949	2.36358642453761
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2016	16	1199479	1.33391247366565
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2017	15	1197949	1.25214011614852
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2018	22	1203743	1.82763264251589
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2019	32	1228028	2.60580377646112
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2020	34	1265505	2.68667448963062
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2021	32	1329536	2.40685472224897
Black or African American	Not Hispanic or Latino	40-44 years	I13.1	Male	2022	36	1354606	2.65759933146612
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	1999	5	1420696	0.351940175801157
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2000	5	1442018	0.34673630981028
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2001	5	1475496	0.338869098933511
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2002	5	1487168	0.336209493480225
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2003	5	1498869	0.333584856314995
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2006	5	1494626	0.334531849439258
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2007	5	1471651	0.339754466242336
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2008	5	1446445	0.345675086159515
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2009	5	1414333	0.353523533708115
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2010	5	1404513	0.355995280926556
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2011	5	1410151	0.354571957187564
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2012	5	1415866	0.353140763320823
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2013	5	1412452	0.353994330426804
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2014	5	1406532	0.355484269110123
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2015	5	1386639	0.360584117423497
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2016	5	1352538	0.369675380654739
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2017	5	1351467	0.369968338109625
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2018	5	1354893	0.369032831374876
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2019	5	1378109	0.362816003668795
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2020	5	1414368	0.353514785402385
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2021	11	1459174	0.753851151404836
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Female	2022	6	1472391	0.407500453344254
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	1999	10	1248357	0.801052903936935
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2000	5	1273647	0.392573452455822
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2001	5	1304062	0.383417352855922
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2002	5	1314793	0.380287999707939
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2003	5	1321512	0.378354490916465
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2004	5	1331998	0.375375939002911
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2005	5	1329094	0.376196115549389
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2006	10	1324308	0.755111348719482
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2007	5	1305269	0.383062801614073
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2008	5	1286275	0.38871936405512
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2009	5	1262389	0.396074427137752
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2010	5	1257524	0.397606725597285
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2011	5	1256689	0.397870913169448
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2012	5	1261822	0.396252403270826
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2013	5	1254873	0.398446695402642
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2014	5	1246955	0.400976779434703
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2015	5	1226949	0.407514900782347
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2016	5	1199479	0.416847648020516
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2017	5	1197949	0.417380038716172
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2018	5	1203743	0.415371055117247
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2019	12	1228028	0.977176416172921
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2020	14	1265505	1.10627773102437
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2021	25	1329536	1.880355251757
Black or African American	Not Hispanic or Latino	40-44 years	I13.2	Male	2022	15	1354606	1.10733305477755
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	1999	5	1420696	0.351940175801157
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2001	5	1475496	0.338869098933511
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2005	5	1506129	0.331976875818738
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2007	5	1471651	0.339754466242336
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2008	5	1446445	0.345675086159515
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2009	5	1414333	0.353523533708115
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2010	5	1404513	0.355995280926556
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2011	5	1410151	0.354571957187564
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2013	5	1412452	0.353994330426804
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2015	5	1386639	0.360584117423497
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2017	5	1351467	0.369968338109625
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2018	5	1354893	0.369032831374876
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2020	5	1414368	0.353514785402385
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2021	2	1459174	0.13706384570997
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Female	2022	6	1472391	0.407500453344254
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	1999	5	1248357	0.400526451968467
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2000	5	1273647	0.392573452455822
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2002	5	1314793	0.380287999707939
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2004	5	1331998	0.375375939002911
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2006	5	1324308	0.377555674359741
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2007	5	1305269	0.383062801614073
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2011	5	1256689	0.397870913169448
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2012	5	1261822	0.396252403270826
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2013	5	1254873	0.398446695402642
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2014	5	1246955	0.400976779434703
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2016	5	1199479	0.416847648020516
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2017	5	1197949	0.417380038716172
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2020	5	1265505	0.395099189651562
Black or African American	Not Hispanic or Latino	40-44 years	I13.9	Male	2021	2	1329536	0.15042842014056
Black or African American	Not Hispanic or Latino	40-44 years	I15.0	Female	2021	2	1459174	0.13706384570997
Black or African American	Not Hispanic or Latino	40-44 years	I15.9	Male	2022	6	1354606	0.442933221911021
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	1999	212	1192724	17.774439015229
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2000	565	1225916	46.0879864525791
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2001	570	1272430	44.7961773928625
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2002	593	1321076	44.887652186551
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2003	624	1363748	45.7562540879987
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2004	621	1398644	44.400147571505
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2005	615	1436071	42.8251806491462
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2006	650	1461455	44.4762240370042
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2007	606	1473530	41.1257320855361
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2008	687	1485776	46.2384639407286
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2009	636	1496992	42.4851969816806
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2010	616	1493767	41.2380244040737
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2011	646	1475059	43.7948583751565
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2012	694	1453232	47.7556233278651
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2013	537	1428396	37.5946166189208
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2014	522	1402364	37.2228608264331
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2015	521	1396052	37.3195267798048
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2016	555	1403832	39.5346451712171
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2017	536	1413393	37.9229273103801
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2018	554	1406949	39.3759830669058
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2019	508	1397316	36.3554128056932
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2020	770	1375619	55.9748011622404
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2021	824	1349300	61.0687022900763
Black or African American	Not Hispanic or Latino	45-49 years	I10	Female	2022	663	1334539	49.6800767905621
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	1999	237	1027188	23.0726994474235
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2000	668	1061019	62.9583447610269
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2001	716	1105384	64.7738704377845
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2002	742	1153639	64.3182139300076
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2003	750	1196401	62.6880117953763
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2004	810	1231607	65.7677327264298
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2005	858	1267913	67.670258132853
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2006	788	1293433	60.9231402013092
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2007	785	1307530	60.0368633989277
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2008	739	1318543	56.0467121663836
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2009	770	1330207	57.8857275596956
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2010	784	1329666	58.9621754636127
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2011	875	1313392	66.6213895013827
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2012	830	1293068	64.1884262853926
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2013	755	1269490	59.4727016360901
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2014	708	1247238	56.7654288916791
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2015	652	1240517	52.5587315611152
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2016	718	1242735	57.7757929083835
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2017	707	1249902	56.5644346516767
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2018	755	1240961	60.839945816186
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2019	743	1229131	60.4492116788202
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2020	1123	1207681	92.9881317997054
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2021	1101	1208836	91.079352368725
Black or African American	Not Hispanic or Latino	45-49 years	I10	Male	2022	935	1200224	77.9021249366785
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	1999	26	1192724	2.17988403016959
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2000	27	1225916	2.20243475083122
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2001	15	1272430	1.17884677349638
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2002	12	1321076	0.908350465832397
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2003	27	1363748	1.97983791726917
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2004	24	1398644	1.71594773223208
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2005	13	1436071	0.905247721038862
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2006	39	1461455	2.66857344222025
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2007	40	1473530	2.71456977462284
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2008	47	1485776	3.16333013859424
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2009	47	1496992	3.13962933669652
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2010	40	1493767	2.67779379247232
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2011	34	1475059	2.30499254606087
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2012	35	1453232	2.40842480760126
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2013	45	1428396	3.15038686750733
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2014	31	1402364	2.21055303758511
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2015	32	1396052	2.29217822831814
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2016	40	1403832	2.84934379612375
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2017	32	1413393	2.26405536181373
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2018	41	1406949	2.91410705007786
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2019	38	1397316	2.71949938310303
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2020	59	1375619	4.28897827087297
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2021	57	1349300	4.22441265841548
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Female	2022	50	1334539	3.74661212598508
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	1999	18	1027188	1.75235692005748
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2000	24	1061019	2.26197645848001
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2001	17	1105384	1.53792709139991
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2002	19	1153639	1.64696235130747
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2003	27	1196401	2.25676842463355
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2004	28	1231607	2.27345248930868
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2005	35	1267913	2.76044176532617
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2006	62	1293433	4.79344504121976
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2007	40	1307530	3.05920323051861
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2008	47	1318543	3.56454055726662
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2009	59	1330207	4.43539990392473
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2010	61	1329666	4.58761824398007
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2011	46	1313392	3.50238161950126
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2012	48	1293068	3.71210176108294
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2013	51	1269490	4.01736130257032
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2014	53	1247238	4.24938945093078
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2015	49	1240517	3.94996602223105
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2016	70	1242735	5.63273747017667
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2017	57	1249902	4.56035753203051
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2018	82	1240961	6.60778219460563
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2019	70	1229131	5.69508050809881
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2020	95	1207681	7.86631569098131
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2021	95	1208836	7.85879970484003
Black or African American	Not Hispanic or Latino	45-49 years	I11.0	Male	2022	81	1200224	6.7487402351561
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	1999	174	1192724	14.5884546634427
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2000	251	1225916	20.4744860169865
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2001	225	1272430	17.6827016024457
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2002	289	1321076	21.8761070521302
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2003	343	1363748	25.1512742823454
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2004	355	1398644	25.3817268725995
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2005	311	1436071	21.6563108648528
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2006	335	1461455	22.9223616190714
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2007	335	1473530	22.7345218624663
Black or African American	Not Hispanic or Latino	45-49 years	I11.9	Female	2008	362	1485776	24.3643725568323
