Race	Gender	Year	Hispanic Origin	Cause of death Code	AA_rate	Deaths	Population	Crude Rate
Black or African American	M	2004	Not Hispanic or Latino	I11.9	50.6166001812085	4591	11064474	41.4931609039887
Black or African American	M	2004	Not Hispanic or Latino	I12.0	18.4082678267641	1527	11064474	13.8009271837053
Black or African American	M	2004	Not Hispanic or Latino	I12.9	0.6984321889935	60	8424798	0.71218324759834
Black or African American	M	2004	Not Hispanic or Latino	I13.1	4.56931456251861	400	11064474	3.61517411491952
Black or African American	M	2004	Not Hispanic or Latino	I13.2	0.92984117140928	75	8658162	0.86623465811797
Black or African American	M	2004	Not Hispanic or Latino	I13.9	0.583121697254242	50	7202643	0.694189619005135
Black or African American	M	2005	Not Hispanic or Latino	I10	181.049368520237	14410	11251257	128.074578689297
Black or African American	M	2005	Not Hispanic or Latino	I11.0	3.43573004345403	300	8564680	3.50275783800446
Black or African American	M	2005	Not Hispanic or Latino	I11.9	51.4806376550643	4803	11251257	42.6885635978273
Black or African American	M	2005	Not Hispanic or Latino	I12.0	18.4270284980278	1586	11251257	14.0962027620558
Black or African American	M	2005	Not Hispanic or Latino	I12.9	0.687998392560242	57	7368346	0.773579308029237
Black or African American	M	2005	Not Hispanic or Latino	I13.0	0.0710312511572857	5	316960	1.57748611812216
Black or African American	M	2005	Not Hispanic or Latino	I13.1	5.03394384140749	450	11251257	3.99955311659844
Black or African American	M	2005	Not Hispanic or Latino	I13.2	0.67434776799066	56	7296767	0.767463179240888
Black or African American	M	2005	Not Hispanic or Latino	I13.9	0.133438866919669	15	2431805	0.616825773448118
Black or African American	M	2006	Not Hispanic or Latino	I10	179.993190157695	14769	11449862	128.988454183989
Black or African American	M	2006	Not Hispanic or Latino	I11.0	8.05200186043611	677	9969288	6.79085607718425
Black or African American	M	2006	Not Hispanic or Latino	I11.9	54.9186091071837	5245	11449862	45.8084123633979
Black or African American	M	2006	Not Hispanic or Latino	I12.0	23.4934225912023	2047	11449862	17.8779447298142
Black or African American	M	2006	Not Hispanic or Latino	I12.9	0.701689453510588	62	7463839	0.830671722688552
Black or African American	M	2006	Not Hispanic or Latino	I13.0	0.156211858568788	15	2195999	0.683060420337168
Black or African American	M	2006	Not Hispanic or Latino	I13.1	4.21900522268301	395	11449862	3.44982323804427
Black or African American	M	2006	Not Hispanic or Latino	I13.2	1.93118859582242	158	9969288	1.58486744489677
Black or African American	M	2006	Not Hispanic or Latino	I13.9	0.421923929968364	35	4622040	0.757241391247155
Black or African American	M	2006	Not Hispanic or Latino	I15.0	0.0388570526420351	5	881087	0.567480850358705
Black or African American	M	2007	Not Hispanic or Latino	I10	178.321486785406	14960	11638754	128.53609587418
Black or African American	M	2007	Not Hispanic or Latino	I11.0	7.99648746636637	686	11638754	5.89410172257271
Black or African American	M	2007	Not Hispanic or Latino	I11.9	53.6704135614493	5334	11638754	45.8296480877592
Black or African American	M	2007	Not Hispanic or Latino	I12.0	22.0005053054117	1969	11638754	16.917618501087
Black or African American	M	2007	Not Hispanic or Latino	I12.9	0.832421571193418	70	8857193	0.790318106424914
Black or African American	M	2007	Not Hispanic or Latino	I13.0	0.27164281205543	25	4082957	0.612301329649075
Black or African American	M	2007	Not Hispanic or Latino	I13.1	4.279830269046	413	11638754	3.54848981256928
Black or African American	M	2007	Not Hispanic or Latino	I13.2	1.8257802720925	164	10343690	1.58550768632857
Black or African American	M	2007	Not Hispanic or Latino	I13.9	0.368203429763929	35	5871183	0.59613198907273
Black or African American	M	2007	Not Hispanic or Latino	I15.0	0.0980961190680695	10	1070482	0.934158631345506
Black or African American	M	2007	Not Hispanic or Latino	I15.9	0.122685784099854	10	1369737	0.730067158877945
Black or African American	M	2008	Not Hispanic or Latino	I10	175.773005846809	15230	11837625	128.657564334062
Black or African American	M	2008	Not Hispanic or Latino	I11.0	8.33379865597726	726	10339669	7.02150136527581
Black or African American	M	2008	Not Hispanic or Latino	I11.9	52.2993298171349	5315	11837625	44.8992090896611
Black or African American	M	2008	Not Hispanic or Latino	I12.0	21.4495493966906	1963	11837625	16.5827182395117
Black or African American	M	2008	Not Hispanic or Latino	I12.9	0.665810517313761	60	9013197	0.66569054243461
Black or African American	M	2008	Not Hispanic or Latino	I13.0	0.0802472792348459	10	1980139	0.505015051973624
Black or African American	M	2008	Not Hispanic or Latino	I13.1	4.27145541412522	420	11837625	3.5480089967371
Black or African American	M	2008	Not Hispanic or Latino	I13.2	1.56062441569683	139	9013197	1.54218308997351
Black or African American	M	2008	Not Hispanic or Latino	I13.9	0.403806336837331	35	3979137	0.879587709596327
Black or African American	M	2008	Not Hispanic or Latino	I15.9	0.0515534657033241	5	470048	1.06372115188236
Black or African American	M	2009	Not Hispanic or Latino	I10	170.044990077625	15188	12046014	126.083200633836
Black or African American	M	2009	Not Hispanic or Latino	I11.0	8.38157504560785	769	12046014	6.38385444346985
Black or African American	M	2009	Not Hispanic or Latino	I11.9	54.3245039725047	5692	12046014	47.2521449833945
Black or African American	M	2009	Not Hispanic or Latino	I12.0	20.2441128060463	1921	12046014	15.9471838568343
Black or African American	M	2009	Not Hispanic or Latino	I12.9	0.653132811421849	60	9182130	0.653443155346309
Black or African American	M	2009	Not Hispanic or Latino	I13.0	0.307363343455721	30	4723431	0.635131538917368
Black or African American	M	2009	Not Hispanic or Latino	I13.1	4.05118892689472	407	12046014	3.3787109993397
Black or African American	M	2009	Not Hispanic or Latino	I13.2	1.67018597498183	151	9182130	1.64449860762154
Black or African American	M	2009	Not Hispanic or Latino	I13.9	0.467773584727873	45	6806477	0.661134974818838
Black or African American	M	2009	Not Hispanic or Latino	I15.0	0.0386399081117157	5	710808	0.703424834835849
Black or African American	M	2009	Not Hispanic or Latino	I15.9	0.0363563346563424	5	1229480	0.406675993102775
Black or African American	M	2010	Not Hispanic or Latino	I10	168.957390761947	15468	12219977	126.57961631188
Black or African American	M	2010	Not Hispanic or Latino	I11.0	7.56076858036139	722	12219977	5.90835809265435
Black or African American	M	2010	Not Hispanic or Latino	I11.9	54.5093134882836	5845	12219977	47.8315139218347
Black or African American	M	2010	Not Hispanic or Latino	I12.0	20.3482469112758	1950	12219977	15.9574768430415
Black or African American	M	2010	Not Hispanic or Latino	I12.9	0.628383450348642	65	10669740	0.609199474401438
Black or African American	M	2010	Not Hispanic or Latino	I13.0	0.281003029940123	25	2987461	0.836831008003117
Black or African American	M	2010	Not Hispanic or Latino	I13.1	3.78081113465662	399	10669740	3.73954754286421
Black or African American	M	2010	Not Hispanic or Latino	I13.2	1.45998910500488	136	10669740	1.27463274643993
Black or African American	M	2010	Not Hispanic or Latino	I13.9	0.348828174408758	30	3259164	0.920481448616885
Black or African American	M	2010	Not Hispanic or Latino	I15.0	0.0858501013954631	5	146421	3.41481071704195
Black or African American	M	2010	Not Hispanic or Latino	I15.9	0.143163336178061	10	590580	1.69325070269904
Black or African American	M	2011	Not Hispanic or Latino	I10	184.738513148624	17722	12521774	141.529466990859
Black or African American	M	2011	Not Hispanic or Latino	I11.0	8.12034216921572	796	12521774	6.35692674216928
Black or African American	M	2011	Not Hispanic or Latino	I11.9	54.1676849136684	6112	12521774	48.8109751861038
Black or African American	M	2011	Not Hispanic or Latino	I12.0	8.8306295028272	860	12521774	6.86803642998189
Black or African American	M	2011	Not Hispanic or Latino	I12.9	0.763912952996517	84	12521774	0.670831465254045
Black or African American	M	2011	Not Hispanic or Latino	I13.0	0.346359468879185	30	3830997	0.783085969526993
Black or African American	M	2011	Not Hispanic or Latino	I13.1	3.22827655248398	346	10867599	3.18377591959365
Black or African American	M	2011	Not Hispanic or Latino	I13.2	1.43969214314764	141	9867392	1.42894900699192
Black or African American	M	2011	Not Hispanic or Latino	I13.9	0.496652221283592	50	8268185	0.604727639741975
Black or African American	M	2011	Not Hispanic or Latino	I15.0	0.0683910542196732	10	2100792	0.476010952059985
Black or African American	M	2012	Not Hispanic or Latino	I10	183.981487294408	18108	12786047	141.623130276308
Black or African American	M	2012	Not Hispanic or Latino	I11.0	8.02367560393266	826	11048681	7.47600550690168
Black or African American	M	2012	Not Hispanic or Latino	I11.9	56.1742110776372	6501	12786047	50.8444869630152
Black or African American	M	2012	Not Hispanic or Latino	I12.0	8.50059148796891	840	12786047	6.56966144422901
Black or African American	M	2012	Not Hispanic or Latino	I12.9	0.669308883377878	66	7070290	0.933483633627475
Black or African American	M	2012	Not Hispanic or Latino	I13.0	0.373231373722901	35	5010493	0.698534056429178
Black or African American	M	2012	Not Hispanic or Latino	I13.1	3.23854843748796	363	12786047	2.83903226697039
Black or African American	M	2012	Not Hispanic or Latino	I13.2	1.98789858207801	193	12786047	1.5094579270669
Black or African American	M	2012	Not Hispanic or Latino	I13.9	0.443197201026643	50	9813125	0.509521686516782
Black or African American	M	2012	Not Hispanic or Latino	I15.0	0.106038132831397	10	1101242	0.908065620453997
Black or African American	M	2013	Not Hispanic or Latino	I10	157.735532961082	16201	13032785	124.309577730316
Black or African American	M	2013	Not Hispanic or Latino	I11.0	8.7530675659835	919	11238626	8.1771561754969
Black or African American	M	2013	Not Hispanic or Latino	I11.9	56.8571486880891	6704	13032785	51.4395042962805
Black or African American	M	2013	Not Hispanic or Latino	I12.0	30.7485487015422	3034	13032785	23.2797517951842
Black or African American	M	2013	Not Hispanic or Latino	I12.9	0.674517541311987	68	8454127	0.804340885818252
Black or African American	M	2013	Not Hispanic or Latino	I13.0	0.376868718650903	40	6172397	0.648046455858235
Black or African American	M	2013	Not Hispanic or Latino	I13.1	4.09719835238451	463	13032785	3.5525791302473
Black or African American	M	2013	Not Hispanic or Latino	I13.2	1.71390969232406	171	10038683	1.7034106964031
Black or African American	M	2013	Not Hispanic or Latino	I13.9	0.511305157848413	57	8596107	0.663090861944832
Black or African American	M	2014	Not Hispanic or Latino	I10	149.343808425615	15972	13303517	120.05847776945
Black or African American	M	2014	Not Hispanic or Latino	I11.0	8.70621617010801	936	11477145	8.1553382831706
Black or African American	M	2014	Not Hispanic or Latino	I11.9	58.178692014322	7057	13303517	53.0461230665545
Black or African American	M	2014	Not Hispanic or Latino	I12.0	30.4212983482892	3127	13303517	23.505062608632
Black or African American	M	2014	Not Hispanic or Latino	I12.9	0.528649933653768	56	8597983	0.651315546913735
Black or African American	M	2014	Not Hispanic or Latino	I13.0	0.330374544387572	35	4872719	0.718284801565615
Black or African American	M	2014	Not Hispanic or Latino	I13.1	4.43488310235349	511	11477145	4.45232677638908
Black or African American	M	2014	Not Hispanic or Latino	I13.2	1.95973524768804	200	13303517	1.50336185536501
Black or African American	M	2014	Not Hispanic or Latino	I13.9	0.502224372956751	55	9960135	0.552201350684504
Black or African American	M	2014	Not Hispanic or Latino	I15.9	0.0916542433523397	10	1059696	0.943666862949374
Black or African American	M	2015	Not Hispanic or Latino	I10	149.156494726372	16474	13535982	121.705244584397
Black or African American	M	2015	Not Hispanic or Latino	I11.0	8.40287794077277	940	11720342	8.02024377786928
Black or African American	M	2015	Not Hispanic or Latino	I11.9	58.9646194132703	7344	13535982	54.2553912970629
Black or African American	M	2015	Not Hispanic or Latino	I12.0	31.2782581947098	3331	13535982	24.6084842606912
Black or African American	M	2015	Not Hispanic or Latino	I12.9	0.886291697463623	99	10345685	0.956920687223707
Black or African American	M	2015	Not Hispanic or Latino	I13.0	0.423642391736084	45	7545962	0.596345436141873
Black or African American	M	2015	Not Hispanic or Latino	I13.1	4.18394646332892	487	11720342	4.15516885087483
Black or African American	M	2015	Not Hispanic or Latino	I13.2	2.0109068265665	214	10121302	2.11435248152856
Black or African American	M	2015	Not Hispanic or Latino	I13.9	0.360265422094357	40	6248386	0.640165316291279
Black or African American	M	2015	Not Hispanic or Latino	I15.9	0.081071835576207	10	1373146	0.728254679400443
Black or African American	M	2016	Not Hispanic or Latino	I10	151.295314437652	17299	13719610	126.089590010212
Black or African American	M	2016	Not Hispanic or Latino	I11.0	8.9807696727528	1026	13719610	7.47834668769739
Black or African American	M	2016	Not Hispanic or Latino	I11.9	62.5199084878282	7969	13719610	58.0847414758874
Black or African American	M	2016	Not Hispanic or Latino	I12.0	33.6813490749758	3687	13719610	26.8739417519886
Black or African American	M	2016	Not Hispanic or Latino	I12.9	0.895922195199282	96	10263159	0.935384514650898
Black or African American	M	2016	Not Hispanic or Latino	I13.0	0.430207537271505	50	9305972	0.537289387932824
Black or African American	M	2016	Not Hispanic or Latino	I13.1	4.6824875279724	561	11946252	4.69603353419968
Black or African American	M	2016	Not Hispanic or Latino	I13.2	2.1013865769512	231	8865614	2.60557249616327
Black or African American	M	2016	Not Hispanic or Latino	I13.9	0.435052007023452	50	8959878	0.55804331264332
Black or African American	M	2016	Not Hispanic or Latino	I15.0	0.120580908493196	15	2482255	0.604289245061446
Black or African American	M	2016	Not Hispanic or Latino	I15.9	0.0282575586591717	5	971972	0.514418110809776
Black or African American	M	2017	Not Hispanic or Latino	I10	152.949480141418	18058	13944456	129.499494279304
Black or African American	M	2017	Not Hispanic or Latino	I11.0	9.78604342019163	1187	13944456	8.51234354355595
Black or African American	M	2017	Not Hispanic or Latino	I11.9	62.5335003581667	8222	13944456	58.9625009394414
Black or African American	M	2017	Not Hispanic or Latino	I12.0	33.4635609836849	3815	13944456	27.3585430654304
Black or African American	M	2017	Not Hispanic or Latino	I12.9	0.823033129826717	90	6480075	1.38887281397206
Black or African American	M	2017	Not Hispanic or Latino	I13.0	0.653544718226773	73	10445526	0.698863800635794
Black or African American	M	2017	Not Hispanic or Latino	I13.1	4.82372162805818	593	13944456	4.25258611737883
Black or African American	M	2017	Not Hispanic or Latino	I13.2	2.1787066969462	258	12211165	2.11282052121972
Black or African American	M	2017	Not Hispanic or Latino	I13.9	0.640462352050802	73	7678024	0.950765457362467
Black or African American	M	2017	Not Hispanic or Latino	I15.0	0.0550129036973628	10	2239726	0.446483185889703
Black or African American	M	2017	Not Hispanic or Latino	I15.9	0.0408603040061032	5	1249902	0.400031362458817
Black or African American	M	2018	Not Hispanic or Latino	I10	156.366303756254	19008	14109868	134.714229785849
Black or African American	M	2018	Not Hispanic or Latino	I11.0	11.5733138618706	1398	14109868	9.90795945079004
Black or African American	M	2018	Not Hispanic or Latino	I11.9	65.4489945523413	8799	14109868	62.3606117364103
Black or African American	M	2018	Not Hispanic or Latino	I12.0	33.4821044081876	3943	14109868	27.9449814838806
Black or African American	M	2018	Not Hispanic or Latino	I12.9	0.833678890918867	102	9120510	1.11835851284632
Black or African American	M	2018	Not Hispanic or Latino	I13.0	0.852264583791726	95	10944940	0.867981003093667
Black or African American	M	2018	Not Hispanic or Latino	I13.1	5.09964293251126	653	12418440	5.25830941728591
Black or African American	M	2018	Not Hispanic or Latino	I13.2	2.15700519835482	266	12418440	2.14197596477496
Black or African American	M	2018	Not Hispanic or Latino	I13.9	0.838034141034347	89	9853058	0.903272872239258
Black or African American	M	2018	Not Hispanic or Latino	I15.0	0.0656410323573112	5	191500	2.61096605744125
Black or African American	M	2018	Not Hispanic or Latino	I15.9	0.0411546984134364	5	1240961	0.402913548451563
Black or African American	M	2019	Not Hispanic or Latino	I10	155.228608929974	19468	14278463	136.345207463857
Black or African American	M	2019	Not Hispanic or Latino	I11.0	11.8085067448959	1494	14278463	10.4633110720671
Black or African American	M	2019	Not Hispanic or Latino	I11.9	68.7711124991301	9393	14278463	65.7843914992811
Black or African American	M	2019	Not Hispanic or Latino	I12.0	33.4922888298799	4080	14278463	28.5745041325526
Black or African American	M	2019	Not Hispanic or Latino	I12.9	1.40910118563393	164	12618123	1.29971787404513
Black or African American	M	2019	Not Hispanic or Latino	I13.0	0.809070078468459	98	12618123	0.776660680831848
Black or African American	M	2019	Not Hispanic or Latino	I13.1	5.72784300981656	750	14278463	5.25266620083688
Black or African American	M	2019	Not Hispanic or Latino	I13.2	2.76314923557536	334	10772249	3.10055959530828
Black or African American	M	2019	Not Hispanic or Latino	I13.9	0.615900456453438	81	11204561	0.722919889498571
Black or African American	M	2019	Not Hispanic or Latino	I15.9	0.0369768154114201	5	1208849	0.413616589003258
Black or African American	M	2020	Not Hispanic or Latino	I10	217.863409375789	28168	14453199	194.891110265624
Black or African American	M	2020	Not Hispanic or Latino	I11.0	15.0456434570011	1954	14453199	13.519498347736
Black or African American	M	2020	Not Hispanic or Latino	I11.9	92.4075954118745	12776	14453199	88.3956555223518
Black or African American	M	2020	Not Hispanic or Latino	I12.0	46.1313659056361	5757	14453199	39.8320122763134
Black or African American	M	2020	Not Hispanic or Latino	I12.9	1.2485804918917	158	10970235	1.44026085129443
Black or African American	M	2020	Not Hispanic or Latino	I13.0	0.914688053327946	115	9704730	1.18498917538149
Black or African American	M	2020	Not Hispanic or Latino	I13.1	8.1661834795537	1064	14453199	7.3616920378665
Black or African American	M	2020	Not Hispanic or Latino	I13.2	3.4135082358358	425	10970235	3.87411937848186
Black or African American	M	2020	Not Hispanic or Latino	I13.9	1.00928498387022	128	11183569	1.14453623883395
Black or African American	M	2020	Not Hispanic or Latino	I15.9	0.114436655153081	10	557153	1.79483911959552
Black or African American	M	2021	Not Hispanic or Latino	I10	214.301858727103	28552	14716384	194.015051523526
Black or African American	M	2021	Not Hispanic or Latino	I11.0	14.5515741754397	1956	14716384	13.2913085170922
Black or African American	M	2021	Not Hispanic or Latino	I11.9	87.8635621572218	12638	14716384	85.877074150824
Black or African American	M	2021	Not Hispanic or Latino	I12.0	43.029500549727	5532	14716384	37.5907559900584
Black or African American	M	2021	Not Hispanic or Latino	I12.9	1.04966638820306	134	11337408	1.1819280032967
Black or African American	M	2021	Not Hispanic or Latino	I13.0	0.673846558151647	93	9658610	0.962871469083025
Black or African American	M	2021	Not Hispanic or Latino	I13.1	7.24973009232009	988	14716384	6.71360573358238
Black or African American	M	2021	Not Hispanic or Latino	I13.2	3.27359509805634	406	13073824	3.10544183553335
Black or African American	M	2021	Not Hispanic or Latino	I13.9	1.20583254838497	147	11395026	1.29003654752521
Black or African American	M	2021	Not Hispanic or Latino	I15.0	0.0110882542323095	2	874172	0.228787927318651
Black or African American	M	2021	Not Hispanic or Latino	I15.9	0.0254920548040482	4	2115494	0.189081131877472
Black or African American	M	2022	Not Hispanic or Latino	I10	191.300086735412	25720	14883794	172.805401633481
Black or African American	M	2022	Not Hispanic or Latino	I11.0	13.2467278430615	1796	14883794	12.0668157594764
Black or African American	M	2022	Not Hispanic or Latino	I11.9	83.6441642742411	12094	14883794	81.2561635830219
Black or African American	M	2022	Not Hispanic or Latino	I12.0	41.8817010938164	5479	14883794	36.8118505268213
Black or African American	M	2022	Not Hispanic or Latino	I12.9	1.50654202527877	191	11460697	1.66656530575758
Black or African American	M	2022	Not Hispanic or Latino	I13.0	1.01152602949322	132	13165353	1.00263168028992
Black or African American	M	2022	Not Hispanic or Latino	I13.1	7.32568909832781	1009	13165353	7.6640557985798
Black or African American	M	2022	Not Hispanic or Latino	I13.2	5.21989245655344	689	13165353	5.2334335433315
Black or African American	M	2022	Not Hispanic or Latino	I13.9	0.703082137223512	93	10106091	0.920237112450303
Black or African American	M	2022	Not Hispanic or Latino	I15.0	0.084800696257692	12	2417922	0.49629392511421
Black or African American	M	2022	Not Hispanic or Latino	I15.9	0.141090622107118	18	3437907	0.523574372430668
White	F	1999	Not Hispanic or Latino	I10	21.9733608481933	20908	73505734	28.4440394813281
White	F	1999	Not Hispanic or Latino	I11.0	1.28884730612709	1259	54690152	2.30205979314155
White	F	1999	Not Hispanic or Latino	I11.9	4.25079144613703	3883	73505734	5.2825810840825
White	F	1999	Not Hispanic or Latino	I12.0	1.98438931641333	1859	73505734	2.52905440002817
White	F	1999	Not Hispanic or Latino	I12.9	0.174335840070271	158	60457280	0.26134156217415
White	F	1999	Not Hispanic or Latino	I13.0	0.0337507931748071	30	24378580	0.123058849202866
White	F	1999	Not Hispanic or Latino	I13.1	0.280015534413324	265	54690152	0.484547931042503
White	F	1999	Not Hispanic or Latino	I13.2	0.565237988400675	544	54690152	0.994694620706119
White	F	1999	Not Hispanic or Latino	I13.9	0.0490509403342683	43	32444167	0.132535379934396
White	F	2000	Not Hispanic or Latino	I10	54.0519410024737	51810	73642282	70.3536047402768
White	F	2000	Not Hispanic or Latino	I11.0	0.911095958133693	882	61077324	1.44407112531649
White	F	2000	Not Hispanic or Latino	I11.9	6.5848410245384	6046	73642282	8.20995742636004
White	F	2000	Not Hispanic or Latino	I12.0	1.71828151497726	1574	73642282	2.13735907857934
White	F	2000	Not Hispanic or Latino	I12.9	0.292889656047664	270	61077324	0.4420625893826
White	F	2000	Not Hispanic or Latino	I13.1	0.382517342902631	352	67808736	0.519107154570762
White	F	2000	Not Hispanic or Latino	I13.2	0.169438398463875	165	38942164	0.42370526712383
White	F	2000	Not Hispanic or Latino	I13.9	0.0690658779942806	63	38942164	0.161778374720008
White	F	2001	Not Hispanic or Latino	I10	54.9165104683496	53078	73986596	71.740021665546
White	F	2001	Not Hispanic or Latino	I11.0	0.870881645645591	856	61241225	1.3977512696717
White	F	2001	Not Hispanic or Latino	I11.9	6.56247421923211	6035	73986596	8.15688290349241
White	F	2001	Not Hispanic or Latino	I12.0	1.76152982910782	1635	73986596	2.20985974270258
White	F	2001	Not Hispanic or Latino	I12.9	0.22521693957647	213	55514995	0.383680121019555
White	F	2001	Not Hispanic or Latino	I13.1	0.366857357965938	339	68260366	0.49662786748023
White	F	2001	Not Hispanic or Latino	I13.2	0.174939891587842	168	47909520	0.350660995977417
White	F	2001	Not Hispanic or Latino	I13.9	0.0600291010731661	52	47294812	0.109948634535221
White	F	2002	Not Hispanic or Latino	I10	56.956727758771	55478	74229884	74.7380933533454
White	F	2002	Not Hispanic or Latino	I11.0	0.843188291021338	824	62429451	1.31988987056766
White	F	2002	Not Hispanic or Latino	I11.9	6.90864349545042	6385	74229884	8.6016569822472
White	F	2002	Not Hispanic or Latino	I12.0	1.88565677269583	1750	74229884	2.35754106796125
White	F	2002	Not Hispanic or Latino	I12.9	0.283164622796657	264	67648241	0.390254049621187
White	F	2002	Not Hispanic or Latino	I13.0	0.0163609891900908	15	13962766	0.10742857110117
White	F	2002	Not Hispanic or Latino	I13.1	0.362895271508953	341	66898774	0.509725335175799
White	F	2002	Not Hispanic or Latino	I13.2	0.156446262390282	156	32471545	0.480420626736424
White	F	2002	Not Hispanic or Latino	I13.9	0.0568281779670759	50	48516698	0.103057302044752
White	F	2003	Not Hispanic or Latino	I10	58.4941638020107	57229	74444229	76.8749985979437
White	F	2003	Not Hispanic or Latino	I11.0	0.87158157015339	867	56135880	1.5444667474706
White	F	2003	Not Hispanic or Latino	I11.9	7.16416586690815	6634	74444229	8.9113690733502
White	F	2003	Not Hispanic or Latino	I12.0	1.99620529025775	1880	74444229	2.52538044285474
White	F	2003	Not Hispanic or Latino	I12.9	0.271286424793057	254	62561368	0.406001352144346
White	F	2003	Not Hispanic or Latino	I13.0	0.0160882329724409	15	10853825	0.138200127604784
White	F	2003	Not Hispanic or Latino	I13.1	0.379727796386985	358	74444229	0.480896914118084
White	F	2003	Not Hispanic or Latino	I13.2	0.131127291373736	131	33013031	0.39681300393169
White	F	2003	Not Hispanic or Latino	I13.9	0.0605869030560635	52	47437364	0.109618232581389
White	F	2004	Not Hispanic or Latino	I10	58.7407950673224	57713	74660144	77.3009492186353
White	F	2004	Not Hispanic or Latino	I11.0	0.842598964526592	838	62666840	1.33723034383096
White	F	2004	Not Hispanic or Latino	I11.9	7.07193264085585	6582	74660144	8.81594870751923
White	F	2004	Not Hispanic or Latino	I12.0	1.96290139997124	1859	74660144	2.4899496577451
White	F	2004	Not Hispanic or Latino	I12.9	0.217654551732744	201	62666840	0.320743793687379
White	F	2004	Not Hispanic or Latino	I13.0	0.0265961261320956	25	19657615	0.127177177902813
White	F	2004	Not Hispanic or Latino	I13.1	0.35052993660719	331	67838756	0.487921682997843
White	F	2004	Not Hispanic or Latino	I13.2	0.142267226382653	138	44462859	0.310371404591864
White	F	2004	Not Hispanic or Latino	I13.9	0.0582462284064423	53	49633470	0.106782781860708
White	F	2005	Not Hispanic or Latino	I10	60.8949975452889	59965	74885877	80.0751789285982
White	F	2005	Not Hispanic or Latino	I11.0	0.817640216022802	815	62782162	1.29813943011392
White	F	2005	Not Hispanic or Latino	I11.9	7.23456608960626	6762	74885877	9.02974001359429
White	F	2005	Not Hispanic or Latino	I12.0	2.03619153986693	1942	74885877	2.59327937095535
White	F	2005	Not Hispanic or Latino	I12.9	0.249251499217211	233	62782162	0.371124524192079
White	F	2005	Not Hispanic or Latino	I13.0	0.00961642176732537	10	6469271	0.154576922191078
White	F	2005	Not Hispanic or Latino	I13.1	0.34091882059559	324	62782162	0.516070153812161
White	F	2005	Not Hispanic or Latino	I13.2	0.15744787644911	153	50105196	0.305357552138904
White	F	2005	Not Hispanic or Latino	I13.9	0.0513265819641334	45	43265224	0.104009631384319
White	F	2006	Not Hispanic or Latino	I10	60.4934449815279	59568	75109863	79.3078267231029
White	F	2006	Not Hispanic or Latino	I11.0	1.89701024818309	1915	68843730	2.78166217896677
White	F	2006	Not Hispanic or Latino	I11.9	7.75890436017726	7270	75109863	9.67915492004026
White	F	2006	Not Hispanic or Latino	I12.0	3.12332581337794	3026	75109863	4.02876517029461
White	F	2006	Not Hispanic or Latino	I12.9	0.248199135450238	233	62862187	0.370652074195255
White	F	2006	Not Hispanic or Latino	I13.0	0.032607024240408	30	28091115	0.10679533368469
White	F	2006	Not Hispanic or Latino	I13.1	0.290598574163556	280	57140826	0.490017417669111
White	F	2006	Not Hispanic or Latino	I13.2	0.337016485392246	334	57140826	0.584520776791011
White	F	2006	Not Hispanic or Latino	I13.9	0.0518661784098606	45	49589243	0.0907454868790798
White	F	2006	Not Hispanic or Latino	I15.0	0.0260761767215125	25	21658615	0.115427510023148
White	F	2006	Not Hispanic or Latino	I15.9	0.00540574699183299	5	3486974	0.14339080245508
White	F	2007	Not Hispanic or Latino	I10	60.4429370626853	59659	75315096	79.2125392763225
White	F	2007	Not Hispanic or Latino	I11.0	1.87905391035907	1893	62978775	3.00577456452591
White	F	2007	Not Hispanic or Latino	I11.9	8.18186505043028	7681	75315096	10.1984866354018
White	F	2007	Not Hispanic or Latino	I12.0	2.99550392061886	2906	75315096	3.85845621175335
White	F	2007	Not Hispanic or Latino	I12.9	0.218450597356589	205	63448340	0.323097499477528
White	F	2007	Not Hispanic or Latino	I13.0	0.0260284443471677	25	21687498	0.115273785846574
White	F	2007	Not Hispanic or Latino	I13.1	0.336673924236579	321	69069854	0.464746892327295
White	F	2007	Not Hispanic or Latino	I13.2	0.341872450760765	335	56866131	0.589102852803543
White	F	2007	Not Hispanic or Latino	I13.9	0.0505503357882605	45	50775052	0.0886262017023636
White	F	2007	Not Hispanic or Latino	I15.0	0.0192952605096338	20	19336215	0.1034328590161
White	F	2007	Not Hispanic or Latino	I15.9	0.0155343260846106	15	14157054	0.105954247260765
White	F	2008	Not Hispanic or Latino	I10	61.2872702899187	60730	75540582	80.3938735870476
White	F	2008	Not Hispanic or Latino	I11.0	1.85349724043584	1872	69307445	2.701008528016
White	F	2008	Not Hispanic or Latino	I11.9	8.46052404915835	7956	75540582	10.5320872428544
White	F	2008	Not Hispanic or Latino	I12.0	2.85235830194513	2794	75540582	3.6986741775434
White	F	2008	Not Hispanic or Latino	I12.9	0.246609737918909	232	63139543	0.367440100097018
White	F	2008	Not Hispanic or Latino	I13.0	0.0302009016674236	30	28136098	0.106624593076126
White	F	2008	Not Hispanic or Latino	I13.1	0.302714879044519	291	63139543	0.460883918656174
White	F	2008	Not Hispanic or Latino	I13.2	0.267313367471083	262	57509679	0.455575486693292
White	F	2008	Not Hispanic or Latino	I13.9	0.0392097307973128	35	35896260	0.0975031939260525
White	F	2008	Not Hispanic or Latino	I15.0	0.0209469867266196	20	14833208	0.134832599933878
