"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	7422	241177	3077.4
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	7295	249077	2928.8
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	7136	257804	2768.0
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	6664	267385	2492.3
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	6669	275593	2419.9
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	6439	284598	2262.5
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	6508	299097	2175.9
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	6421	309079	2077.5
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	6087	318456	1911.4
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	6127	328330	1866.1
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	5834	335598	1738.4
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	5903	345025	1710.9
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2018"	"2018"	5830	354052	1646.7
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2019"	"2019"	5845	360819	1619.9
	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2020 "	"2020"	6429	369171	1741.5
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"1999"	"1999"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2000"	"2000"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2003"	"2003"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2010"	"2010"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2011"	"2011"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2014"	"2014"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2015"	"2015"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2017"	"2017"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	"2020 "	"2020"	0	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"1999"	"1999"	10	288647	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2000"	"2000"	Suppressed	293061	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2001"	"2001"	Suppressed	305923	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2002"	"2002"	Suppressed	298109	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2003"	"2003"	Suppressed	293639	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2004"	"2004"	Suppressed	295174	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2005"	"2005"	Suppressed	295852	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2006"	"2006"	Suppressed	301673	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2007"	"2007"	Suppressed	317712	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2008"	"2008"	Suppressed	317859	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2009"	"2009"	Suppressed	311773	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2010"	"2010"	Suppressed	306745	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	Suppressed	316146	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2012"	"2012"	Suppressed	311273	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2013"	"2013"	Suppressed	310153	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	Suppressed	310364	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2015"	"2015"	Suppressed	313992	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2016"	"2016"	Suppressed	311234	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2017"	"2017"	Suppressed	309368	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2018"	"2018"	Suppressed	302160	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2019"	"2019"	Suppressed	296282	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2020 "	"2020"	Suppressed	300818	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"1999"	"1999"	Suppressed	1192859	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2000"	"2000"	Suppressed	1197035	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2001"	"2001"	Suppressed	1183503	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2002"	"2002"	Suppressed	1191655	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2003"	"2003"	Suppressed	1192641	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2004"	"2004"	Suppressed	1193287	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2005"	"2005"	Suppressed	1194518	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2006"	"2006"	Suppressed	1186672	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2007"	"2007"	Suppressed	1192359	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2008"	"2008"	Suppressed	1218361	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2009"	"2009"	Suppressed	1242823	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2010"	"2010"	Suppressed	1255739	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2011"	"2011"	Suppressed	1258786	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2012"	"2012"	Suppressed	1252341	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2013"	"2013"	Suppressed	1241198	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2014"	"2014"	Suppressed	1241447	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2015"	"2015"	Suppressed	1242287	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2016"	"2016"	Suppressed	1244085	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2017"	"2017"	Suppressed	1246451	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2018"	"2018"	Suppressed	1243447	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2019"	"2019"	0	1225510	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"1-4 years"	"1-4"	"2020 "	"2020"	Suppressed	1230226	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"1999"	"1999"	11	3266786	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2000"	"2000"	Suppressed	3290079	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2001"	"2001"	Suppressed	3304182	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2002"	"2002"	Suppressed	3305780	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2003"	"2003"	Suppressed	3298199	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2004"	"2004"	Suppressed	3273364	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2005"	"2005"	Suppressed	3232274	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2006"	"2006"	Suppressed	3206712	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2007"	"2007"	Suppressed	3180107	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2008"	"2008"	Suppressed	3151764	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2009"	"2009"	Suppressed	3138490	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2010"	"2010"	Suppressed	3136109	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2011"	"2011"	Suppressed	3129328	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2012"	"2012"	Suppressed	3140114	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2013"	"2013"	Suppressed	3144780	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2014"	"2014"	Suppressed	3146635	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2015"	"2015"	Suppressed	3136487	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2016"	"2016"	Suppressed	3134000	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2017"	"2017"	Suppressed	3142997	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2018"	"2018"	Suppressed	3156980	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2019"	"2019"	Suppressed	3164694	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"5-14 years"	"5-14"	"2020 "	"2020"	Suppressed	3182224	Suppressed
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	33	2761490	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2000"	"2000"	20	2790462	0.7
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	41	2889333	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2002"	"2002"	27	2954659	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2003"	"2003"	35	3011309	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2004"	"2004"	46	3083806	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	35	3152728	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	29	3215782	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2007"	"2007"	44	3262016	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2008"	"2008"	51	3302084	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2009"	"2009"	28	3329214	0.8
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2010"	"2010"	19	3336709	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	35	3392008	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2012"	"2012"	28	3431874	0.8
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2013"	"2013"	38	3450319	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2014"	"2014"	32	3458870	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2015"	"2015"	40	3445451	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2016"	"2016"	25	3403782	0.7
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2017"	"2017"	30	3358458	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2018"	"2018"	28	3298478	0.8
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2019"	"2019"	27	3253059	0.8
	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2020 "	"2020"	23	3227129	0.7
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	169	2475549	6.8
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	166	2461099	6.7
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	190	2417609	7.9
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	154	2405197	6.4
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	178	2390447	7.4
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	189	2406312	7.9
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	177	2415631	7.3
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	192	2432795	7.9
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	204	2460943	8.3
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	189	2502166	7.6
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	172	2551525	6.7
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	184	2587488	7.1
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	182	2654382	6.9
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	191	2716569	7.0
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	209	2784499	7.5
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	197	2879162	6.8
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	175	2973697	5.9
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	193	3080638	6.3
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	205	3196998	6.4
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2018"	"2018"	203	3297930	6.2
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2019"	"2019"	217	3384452	6.4
	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2020 "	"2020"	221	3447824	6.4
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	1105	2582569	42.8
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	1010	2606831	38.7
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	1041	2626810	39.6
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	1010	2613610	38.6
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	1005	2594620	38.7
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	911	2580376	35.3
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	924	2567934	36.0
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	898	2568722	35.0
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	847	2558919	33.1
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	813	2539823	32.0
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	815	2506688	32.5
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	745	2483766	30.0
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	765	2450393	31.2
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	807	2451581	32.9
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	785	2454816	32.0
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	740	2478026	29.9
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	757	2498259	30.3
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	782	2502760	31.2
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	714	2534092	28.2
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2018"	"2018"	804	2565382	31.3
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2019"	"2019"	828	2602104	31.8
	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2020 "	"2020"	913	2649354	34.5
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	3074	1815245	169.3
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	3068	1896006	161.8
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	3144	2018023	155.8
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	3227	2099359	153.7
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	3372	2176117	155.0
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	3268	2248775	145.3
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	3340	2321969	143.8
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	3279	2386684	137.4
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	3162	2451857	129.0
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	2935	2509773	116.9
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	2972	2559687	116.1
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	2923	2590315	112.8
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	2820	2593939	108.7
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	2730	2580039	105.8
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	2677	2561168	104.5
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	2617	2543801	102.9
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	2476	2531669	97.8
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	2596	2520089	103.0
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	2583	2509125	102.9
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2018"	"2018"	2508	2475578	101.3
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2019"	"2019"	2333	2437980	95.7
	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2020 "	"2020"	2831	2408645	117.5
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	4976	1033331	481.5
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	4926	1060995	464.3
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	4826	1100021	438.7
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	4959	1160749	427.2
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	4867	1224968	397.3
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	4857	1297335	374.4
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	5069	1377749	367.9
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	5100	1457875	349.8
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	5121	1532433	334.2
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	5026	1606901	312.8
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	5141	1692524	303.7
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	5081	1767574	287.5
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	5211	1875124	277.9
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	5444	1945605	279.8
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	5479	2011942	272.3
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	5536	2076375	266.6
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	5623	2139272	262.8
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	5769	2188564	263.6
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	5976	2239726	266.8
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	6062	2275130	266.4
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2019"	"2019"	6009	2305314	260.7
	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2020 "	"2020"	6806	2323764	292.9
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	6739	665317	1012.9
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	6399	667889	958.1
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	6347	684172	927.7
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	6083	696024	874.0
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	6089	711137	856.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	5665	725749	780.6
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	5374	743974	722.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	5479	762625	718.4
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	5207	782797	665.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	5272	809574	651.2
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	5171	836228	618.4
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	4934	856880	575.8
	"Black or African American"	"2054-5"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	5093	892727	570.5
