"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2010"	"2010"	311	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2011"	"2011"	278	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2012"	"2012"	295	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2013"	"2013"	296	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2014"	"2014"	274	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2015"	"2015"	315	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2016"	"2016"	244	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2017"	"2017"	307	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2018"	"2018"	278	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2019"	"2019"	286	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	"2020 "	"2020"	300	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"1999"	"1999"	350	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2000"	"2000"	290	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2001"	"2001"	358	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2002"	"2002"	326	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2003"	"2003"	323	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2004"	"2004"	318	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2005"	"2005"	323	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2006"	"2006"	280	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2007"	"2007"	293	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2008"	"2008"	284	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2009"	"2009"	299	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2010"	"2010"	289	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2011"	"2011"	234	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2012"	"2012"	258	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2013"	"2013"	257	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2014"	"2014"	245	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2015"	"2015"	244	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2016"	"2016"	230	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2017"	"2017"	260	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2018"	"2018"	250	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2019"	"2019"	220	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	"2020 "	"2020"	258	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"1999"	"1999"	277	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2000"	"2000"	282	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2001"	"2001"	296	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2002"	"2002"	288	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2003"	"2003"	285	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2004"	"2004"	242	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2005"	"2005"	248	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2006"	"2006"	236	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2007"	"2007"	277	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2008"	"2008"	222	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2009"	"2009"	212	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2010"	"2010"	246	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2011"	"2011"	226	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2012"	"2012"	204	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2013"	"2013"	206	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2014"	"2014"	178	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2015"	"2015"	206	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2016"	"2016"	210	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2017"	"2017"	235	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2018"	"2018"	219	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2019"	"2019"	225	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	"2020 "	"2020"	224	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"1999"	"1999"	244	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2000"	"2000"	203	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2001"	"2001"	238	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2002"	"2002"	217	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2003"	"2003"	218	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2004"	"2004"	223	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2005"	"2005"	183	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2006"	"2006"	203	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2007"	"2007"	183	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2008"	"2008"	199	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2009"	"2009"	172	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2010"	"2010"	177	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2011"	"2011"	175	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2012"	"2012"	178	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2013"	"2013"	170	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2014"	"2014"	158	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2015"	"2015"	157	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2016"	"2016"	170	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2017"	"2017"	149	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2018"	"2018"	179	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2019"	"2019"	165	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	"2020 "	"2020"	194	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"1999"	"1999"	184	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2000"	"2000"	190	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2001"	"2001"	182	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2002"	"2002"	177	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2003"	"2003"	161	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2004"	"2004"	184	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2005"	"2005"	160	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2006"	"2006"	155	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2007"	"2007"	170	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2008"	"2008"	140	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2009"	"2009"	145	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2010"	"2010"	140	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2011"	"2011"	152	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2012"	"2012"	139	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2013"	"2013"	125	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2014"	"2014"	126	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2015"	"2015"	124	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2016"	"2016"	151	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2017"	"2017"	132	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2018"	"2018"	117	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2019"	"2019"	128	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	"2020 "	"2020"	157	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"1999"	"1999"	500	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2000"	"2000"	486	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2001"	"2001"	529	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2002"	"2002"	541	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2003"	"2003"	544	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2004"	"2004"	455	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2005"	"2005"	476	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2006"	"2006"	449	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2007"	"2007"	412	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2008"	"2008"	410	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2009"	"2009"	396	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2010"	"2010"	406	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2011"	"2011"	377	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2012"	"2012"	407	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2013"	"2013"	408	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2014"	"2014"	366	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2015"	"2015"	375	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2016"	"2016"	347	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2017"	"2017"	405	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2018"	"2018"	324	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2019"	"2019"	346	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	"2020 "	"2020"	441	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	"1999"	"1999"	10	288647	Unreliable	1.7	6.4	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	"2004"	"2004"	10	302436	Unreliable	1.6	6.1	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	"2008"	"2008"	11	297547	Unreliable	1.8	6.6	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	"2003"	"2003"	12	260645	Unreliable	2.4	8.0	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	"2008"	"2008"	12	278926	Unreliable	2.2	7.5	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	"2013"	"2013"	11	332299	Unreliable	1.7	5.9	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"2004"	"2004"	13	258359	Unreliable	2.7	8.6	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"2010"	"2010"	10	277225	Unreliable	1.7	6.6	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"2013"	"2013"	10	309181	Unreliable	1.6	5.9	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	"2014"	"2014"	11	334236	Unreliable	1.6	5.9	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"1999"	"1999"	11	234818	Unreliable	2.3	8.4	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2001"	"2001"	13	235227	Unreliable	2.9	9.5	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2007"	"2007"	12	265697	Unreliable	2.3	7.9	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2010"	"2010"	10	264944	Unreliable	1.8	6.9	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2012"	"2012"	13	286235	Unreliable	2.4	7.8	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2013"	"2013"	14	294542	Unreliable	2.6	8.0	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2015"	"2015"	13	335628	Unreliable	2.1	6.6	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2018"	"2018"	14	375525	Unreliable	2.0	6.3	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	"2020 "	"2020"	12	360985	Unreliable	1.7	5.8	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"1999"	"1999"	11	250857	Unreliable	2.2	7.8	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2002"	"2002"	13	232673	Unreliable	3.0	9.6	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2003"	"2003"	11	224845	Unreliable	2.4	8.8	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2004"	"2004"	13	233562	Unreliable	3.0	9.5	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2005"	"2005"	16	237820	Unreliable	3.8	10.9	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2006"	"2006"	15	250167	Unreliable	3.4	9.9	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2007"	"2007"	16	266371	Unreliable	3.4	9.8	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2008"	"2008"	13	264999	Unreliable	2.6	8.4	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2011"	"2011"	10	266515	Unreliable	1.8	6.9	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2012"	"2012"	12	282721	Unreliable	2.2	7.4	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2013"	"2013"	11	286714	Unreliable	1.9	6.9	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2014"	"2014"	11	296755	Unreliable	1.9	6.6	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2015"	"2015"	14	312742	Unreliable	2.4	7.5	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2017"	"2017"	16	364040	Unreliable	2.5	7.1	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2018"	"2018"	11	374793	Unreliable	1.5	5.3	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2019"	"2019"	11	375310	Unreliable	1.5	5.2	0.9
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	"2020 "	"2020"	13	371676	Unreliable	1.9	6.0	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2000"	"2000"	15	248457	Unreliable	3.4	10.0	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2001"	"2001"	15	236637	Unreliable	3.5	10.5	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2003"	"2003"	11	229761	Unreliable	2.4	8.6	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2005"	"2005"	14	232068	Unreliable	3.3	10.1	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2006"	"2006"	12	237008	Unreliable	2.6	8.8	1.5
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2007"	"2007"	18	249112	Unreliable	4.3	11.4	1.7
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2008"	"2008"	17	265696	Unreliable	3.7	10.2	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2009"	"2009"	11	264549	Unreliable	2.1	7.4	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2010"	"2010"	10	264355	Unreliable	1.8	7.0	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2011"	"2011"	10	268698	Unreliable	1.8	6.8	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2012"	"2012"	13	267752	Unreliable	2.6	8.3	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2013"	"2013"	11	283647	Unreliable	1.9	6.9	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2014"	"2014"	12	288980	Unreliable	2.1	7.3	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2015"	"2015"	12	298167	Unreliable	2.1	7.0	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2016"	"2016"	11	313014	Unreliable	1.8	6.3	1.1
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2017"	"2017"	18	337703	Unreliable	3.2	8.4	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2018"	"2018"	18	364732	Unreliable	2.9	7.8	1.2
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2019"	"2019"	23	374718	6.1	3.9	9.2	1.3
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	"2020 "	"2020"	13	376345	Unreliable	1.8	5.9	1.0
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"1999"	"1999"	13	250526	Unreliable	2.8	8.9	1.4
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	"2000"	"2000"	18	260056	Unreliable	4.1	10.9	1.6
