Cause of death Code	Race	Gender	Gender Code	Five-Year Ages	Five-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
	Black or African American	Female	F	70-74 years	70-74	2022	2022	2547	849725	299.744034834799
I200	Black or African American	Female	F	75-79 years	75-79	1999	1999	2	343390	0.582428142927866
I258	Black or African American	Female	F	75-79 years	75-79	1999	1999	11	343390	3.20335478610326
I249	Black or African American	Female	F	75-79 years	75-79	1999	1999	10	343390	2.91214071463933
I209	Black or African American	Female	F	75-79 years	75-79	1999	1999	4	343390	1.16485628585573
I250	Black or African American	Female	F	75-79 years	75-79	1999	1999	718	343390	209.091703311104
I461	Black or African American	Female	F	75-79 years	75-79	1999	1999	19	343390	5.53306735781473
I251	Black or African American	Female	F	75-79 years	75-79	1999	1999	1475	343390	429.540755409301
I213	Black or African American	Female	F	75-79 years	75-79	1999	1999	1	343390	0.291214071463933
I252	Black or African American	Female	F	75-79 years	75-79	1999	1999	2	343390	0.582428142927866
I214	Black or African American	Female	F	75-79 years	75-79	1999	1999	5	343390	1.45607035731967
I253	Black or African American	Female	F	75-79 years	75-79	1999	1999	2	343390	0.582428142927866
I219	Black or African American	Female	F	75-79 years	75-79	1999	1999	1510	343390	439.733247910539
I255	Black or African American	Female	F	75-79 years	75-79	1999	1999	85	343390	24.7531960744343
I248	Black or African American	Female	F	75-79 years	75-79	1999	1999	18	343390	5.2418532863508
I259	Black or African American	Female	F	75-79 years	75-79	1999	1999	84	343390	24.4619820029704
I469	Black or African American	Female	F	75-79 years	75-79	1999	1999	186	343390	54.1658172922916
I200	Black or African American	Female	F	75-79 years	75-79	2000	2000	2	344364	0.580780801709819
I255	Black or African American	Female	F	75-79 years	75-79	2000	2000	72	344364	20.9081088615535
I248	Black or African American	Female	F	75-79 years	75-79	2000	2000	16	344364	4.64624641367855
I208	Black or African American	Female	F	75-79 years	75-79	2000	2000	1	344364	0.290390400854909
I209	Black or African American	Female	F	75-79 years	75-79	2000	2000	2	344364	0.580780801709819
I259	Black or African American	Female	F	75-79 years	75-79	2000	2000	85	344364	24.6831840726673
I250	Black or African American	Female	F	75-79 years	75-79	2000	2000	625	344364	181.494000534318
I219	Black or African American	Female	F	75-79 years	75-79	2000	2000	1493	344364	433.55286847638
I251	Black or African American	Female	F	75-79 years	75-79	2000	2000	1490	344364	432.681697273815
I214	Black or African American	Female	F	75-79 years	75-79	2000	2000	2	344364	0.580780801709819
I252	Black or African American	Female	F	75-79 years	75-79	2000	2000	1	344364	0.290390400854909
I469	Black or African American	Female	F	75-79 years	75-79	2000	2000	150	344364	43.5585601282364
I253	Black or African American	Female	F	75-79 years	75-79	2000	2000	1	344364	0.290390400854909
I249	Black or African American	Female	F	75-79 years	75-79	2000	2000	12	344364	3.48468481025891
I258	Black or African American	Female	F	75-79 years	75-79	2000	2000	12	344364	3.48468481025891
I461	Black or African American	Female	F	75-79 years	75-79	2000	2000	30	344364	8.71171202564728
I200	Black or African American	Female	F	75-79 years	75-79	2001	2001	2	354673	0.563899704798505
I219	Black or African American	Female	F	75-79 years	75-79	2001	2001	1409	354673	397.267342030546
I250	Black or African American	Female	F	75-79 years	75-79	2001	2001	680	354673	191.725899631492
I209	Black or African American	Female	F	75-79 years	75-79	2001	2001	2	354673	0.563899704798505
I251	Black or African American	Female	F	75-79 years	75-79	2001	2001	1465	354673	413.056533764905
I249	Black or African American	Female	F	75-79 years	75-79	2001	2001	2	354673	0.563899704798505
I252	Black or African American	Female	F	75-79 years	75-79	2001	2001	3	354673	0.845849557197757
I214	Black or African American	Female	F	75-79 years	75-79	2001	2001	5	354673	1.40974926199626
I258	Black or African American	Female	F	75-79 years	75-79	2001	2001	15	354673	4.22924778598878
I469	Black or African American	Female	F	75-79 years	75-79	2001	2001	142	354673	40.0368790406938
I255	Black or African American	Female	F	75-79 years	75-79	2001	2001	67	354673	18.8906401107499
I248	Black or African American	Female	F	75-79 years	75-79	2001	2001	13	354673	3.66534808119028
I259	Black or African American	Female	F	75-79 years	75-79	2001	2001	79	354673	22.2740383395409
I461	Black or African American	Female	F	75-79 years	75-79	2001	2001	13	354673	3.66534808119028
I200	Black or African American	Female	F	75-79 years	75-79	2002	2002	1	359611	0.278078256783024
I249	Black or African American	Female	F	75-79 years	75-79	2002	2002	3	359611	0.834234770349072
I259	Black or African American	Female	F	75-79 years	75-79	2002	2002	72	359611	20.0216344883777
I209	Black or African American	Female	F	75-79 years	75-79	2002	2002	4	359611	1.1123130271321
I461	Black or African American	Female	F	75-79 years	75-79	2002	2002	20	359611	5.56156513566048
I251	Black or African American	Female	F	75-79 years	75-79	2002	2002	1488	359611	413.78044609314
I469	Black or African American	Female	F	75-79 years	75-79	2002	2002	142	359611	39.4871124631894
I214	Black or African American	Female	F	75-79 years	75-79	2002	2002	4	359611	1.1123130271321
I253	Black or African American	Female	F	75-79 years	75-79	2002	2002	1	359611	0.278078256783024
I219	Black or African American	Female	F	75-79 years	75-79	2002	2002	1356	359611	377.07411619778
I255	Black or African American	Female	F	75-79 years	75-79	2002	2002	54	359611	15.0162258662833
I248	Black or African American	Female	F	75-79 years	75-79	2002	2002	22	359611	6.11772164922653
I258	Black or African American	Female	F	75-79 years	75-79	2002	2002	11	359611	3.05886082461326
I250	Black or African American	Female	F	75-79 years	75-79	2002	2002	647	359611	179.916632138616
I209	Black or African American	Female	F	75-79 years	75-79	2003	2003	3	363417	0.825497981657435
I214	Black or African American	Female	F	75-79 years	75-79	2003	2003	3	363417	0.825497981657435
I253	Black or African American	Female	F	75-79 years	75-79	2003	2003	3	363417	0.825497981657435
I219	Black or African American	Female	F	75-79 years	75-79	2003	2003	1214	363417	334.051516577375
I255	Black or African American	Female	F	75-79 years	75-79	2003	2003	55	363417	15.1341296637196
I248	Black or African American	Female	F	75-79 years	75-79	2003	2003	14	363417	3.85232391440136
I258	Black or African American	Female	F	75-79 years	75-79	2003	2003	9	363417	2.4764939449723
I249	Black or African American	Female	F	75-79 years	75-79	2003	2003	6	363417	1.65099596331487
I259	Black or African American	Female	F	75-79 years	75-79	2003	2003	74	363417	20.3622835475501
I250	Black or African American	Female	F	75-79 years	75-79	2003	2003	591	363417	162.623102386515
I461	Black or African American	Female	F	75-79 years	75-79	2003	2003	32	363417	8.80531180434597
I251	Black or African American	Female	F	75-79 years	75-79	2003	2003	1394	363417	383.581395476821
I469	Black or African American	Female	F	75-79 years	75-79	2003	2003	118	363417	32.4695872785258
I252	Black or African American	Female	F	75-79 years	75-79	2003	2003	1	363417	0.275165993885812
I200	Black or African American	Female	F	75-79 years	75-79	2004	2004	1	365192	0.27382856141427
I250	Black or African American	Female	F	75-79 years	75-79	2004	2004	554	365192	151.701023023505
I209	Black or African American	Female	F	75-79 years	75-79	2004	2004	1	365192	0.27382856141427
I251	Black or African American	Female	F	75-79 years	75-79	2004	2004	1259	365192	344.750158820566
I249	Black or African American	Female	F	75-79 years	75-79	2004	2004	6	365192	1.64297136848562
I252	Black or African American	Female	F	75-79 years	75-79	2004	2004	5	365192	1.36914280707135
I248	Black or African American	Female	F	75-79 years	75-79	2004	2004	16	365192	4.38125698262832
I219	Black or African American	Female	F	75-79 years	75-79	2004	2004	1132	365192	309.973931520953
I461	Black or African American	Female	F	75-79 years	75-79	2004	2004	24	365192	6.57188547394247
I258	Black or African American	Female	F	75-79 years	75-79	2004	2004	10	365192	2.7382856141427
I259	Black or African American	Female	F	75-79 years	75-79	2004	2004	78	365192	21.358627790313
I255	Black or African American	Female	F	75-79 years	75-79	2004	2004	56	365192	15.3343994391991
I253	Black or African American	Female	F	75-79 years	75-79	2004	2004	1	365192	0.27382856141427
I469	Black or African American	Female	F	75-79 years	75-79	2004	2004	135	365192	36.9668557909264
I200	Black or African American	Female	F	75-79 years	75-79	2005	2005	1	368751	0.271185705259104
I213	Black or African American	Female	F	75-79 years	75-79	2005	2005	1	368751	0.271185705259104
I249	Black or African American	Female	F	75-79 years	75-79	2005	2005	16	368751	4.33897128414567
I209	Black or African American	Female	F	75-79 years	75-79	2005	2005	1	368751	0.271185705259104
I250	Black or African American	Female	F	75-79 years	75-79	2005	2005	529	368751	143.457238082066
I219	Black or African American	Female	F	75-79 years	75-79	2005	2005	1104	368751	299.389018606051
I251	Black or African American	Female	F	75-79 years	75-79	2005	2005	1283	368751	347.931259847431
I214	Black or African American	Female	F	75-79 years	75-79	2005	2005	2	368751	0.542371410518209
I255	Black or African American	Female	F	75-79 years	75-79	2005	2005	53	368751	14.3728423787325
I248	Black or African American	Female	F	75-79 years	75-79	2005	2005	8	368751	2.16948564207284
I253	Black or African American	Female	F	75-79 years	75-79	2005	2005	1	368751	0.271185705259104
I229	Black or African American	Female	F	75-79 years	75-79	2005	2005	1	368751	0.271185705259104
I461	Black or African American	Female	F	75-79 years	75-79	2005	2005	16	368751	4.33897128414567
I258	Black or African American	Female	F	75-79 years	75-79	2005	2005	11	368751	2.98304275785015
I259	Black or African American	Female	F	75-79 years	75-79	2005	2005	71	368751	19.2541850733964
I469	Black or African American	Female	F	75-79 years	75-79	2005	2005	137	368751	37.1524416204973
I209	Black or African American	Female	F	75-79 years	75-79	2006	2006	1	367499	0.272109583971657
I214	Black or African American	Female	F	75-79 years	75-79	2006	2006	2	367499	0.544219167943314
I219	Black or African American	Female	F	75-79 years	75-79	2006	2006	975	367499	265.306844372366
I255	Black or African American	Female	F	75-79 years	75-79	2006	2006	46	367499	12.5170408626962
I258	Black or African American	Female	F	75-79 years	75-79	2006	2006	8	367499	2.17687667177326
I248	Black or African American	Female	F	75-79 years	75-79	2006	2006	13	367499	3.53742459163154
I259	Black or African American	Female	F	75-79 years	75-79	2006	2006	68	367499	18.5034517100727
I249	Black or African American	Female	F	75-79 years	75-79	2006	2006	11	367499	2.99320542368823
I461	Black or African American	Female	F	75-79 years	75-79	2006	2006	25	367499	6.80273959929143
I250	Black or African American	Female	F	75-79 years	75-79	2006	2006	460	367499	125.170408626962
I469	Black or African American	Female	F	75-79 years	75-79	2006	2006	137	367499	37.279013004117
I251	Black or African American	Female	F	75-79 years	75-79	2006	2006	1119	367499	304.490624464284
I214	Black or African American	Female	F	75-79 years	75-79	2007	2007	3	368272	0.814615284355042
I249	Black or African American	Female	F	75-79 years	75-79	2007	2007	15	368272	4.07307642177521
I255	Black or African American	Female	F	75-79 years	75-79	2007	2007	47	368272	12.7623061215623
I248	Black or African American	Female	F	75-79 years	75-79	2007	2007	14	368272	3.80153799365686
I258	Black or African American	Female	F	75-79 years	75-79	2007	2007	9	368272	2.44384585306513
I251	Black or African American	Female	F	75-79 years	75-79	2007	2007	1086	368272	294.890732936525
I259	Black or African American	Female	F	75-79 years	75-79	2007	2007	67	368272	18.1930746839293
I250	Black or African American	Female	F	75-79 years	75-79	2007	2007	427	368272	115.946908806534
I461	Black or African American	Female	F	75-79 years	75-79	2007	2007	24	368272	6.51692227484034
I219	Black or African American	Female	F	75-79 years	75-79	2007	2007	853	368272	231.62227918495
I469	Black or African American	Female	F	75-79 years	75-79	2007	2007	133	368272	36.1146109397402
I253	Black or African American	Female	F	75-79 years	75-79	2007	2007	1	368272	0.271538428118347
I253	Black or African American	Female	F	75-79 years	75-79	2008	2008	1	371717	0.269021863406839
I219	Black or African American	Female	F	75-79 years	75-79	2008	2008	831	371717	223.557168491083
I255	Black or African American	Female	F	75-79 years	75-79	2008	2008	59	371717	15.8722899410035
I229	Black or African American	Female	F	75-79 years	75-79	2008	2008	1	371717	0.269021863406839
I258	Black or African American	Female	F	75-79 years	75-79	2008	2008	8	371717	2.15217490725471
I248	Black or African American	Female	F	75-79 years	75-79	2008	2008	13	371717	3.49728422428891
I259	Black or African American	Female	F	75-79 years	75-79	2008	2008	55	371717	14.7962024873761
I249	Black or African American	Female	F	75-79 years	75-79	2008	2008	14	371717	3.76630608769575
I461	Black or African American	Female	F	75-79 years	75-79	2008	2008	21	371717	5.64945913154362
I250	Black or African American	Female	F	75-79 years	75-79	2008	2008	373	371717	100.345155050751
I469	Black or African American	Female	F	75-79 years	75-79	2008	2008	109	371717	29.3233831113455
I251	Black or African American	Female	F	75-79 years	75-79	2008	2008	1079	371717	290.274590615979
I209	Black or African American	Female	F	75-79 years	75-79	2009	2009	1	374583	0.266963530112151
I469	Black or African American	Female	F	75-79 years	75-79	2009	2009	134	374583	35.7731130350283
I251	Black or African American	Female	F	75-79 years	75-79	2009	2009	984	374583	262.692113630357
I214	Black or African American	Female	F	75-79 years	75-79	2009	2009	1	374583	0.266963530112151
I253	Black or African American	Female	F	75-79 years	75-79	2009	2009	1	374583	0.266963530112151
I219	Black or African American	Female	F	75-79 years	75-79	2009	2009	845	374583	225.584182944768
I255	Black or African American	Female	F	75-79 years	75-79	2009	2009	44	374583	11.7463953249347
I229	Black or African American	Female	F	75-79 years	75-79	2009	2009	1	374583	0.266963530112151
I258	Black or African American	Female	F	75-79 years	75-79	2009	2009	4	374583	1.06785412044861
I248	Black or African American	Female	F	75-79 years	75-79	2009	2009	18	374583	4.80534354201872
I259	Black or African American	Female	F	75-79 years	75-79	2009	2009	61	374583	16.2847753368412
I249	Black or African American	Female	F	75-79 years	75-79	2009	2009	7	374583	1.86874471078506
I461	Black or African American	Female	F	75-79 years	75-79	2009	2009	25	374583	6.67408825280378
I250	Black or African American	Female	F	75-79 years	75-79	2009	2009	369	374583	98.5095426113838
I253	Black or African American	Female	F	75-79 years	75-79	2010	2010	1	378077	0.26449638565689
I219	Black or African American	Female	F	75-79 years	75-79	2010	2010	788	378077	208.423151897629
I255	Black or African American	Female	F	75-79 years	75-79	2010	2010	44	378077	11.6378409689032
I214	Black or African American	Female	F	75-79 years	75-79	2010	2010	1	378077	0.26449638565689
I258	Black or African American	Female	F	75-79 years	75-79	2010	2010	14	378077	3.70294939919646
I248	Black or African American	Female	F	75-79 years	75-79	2010	2010	7	378077	1.85147469959823
I259	Black or African American	Female	F	75-79 years	75-79	2010	2010	53	378077	14.0183084398152
I249	Black or African American	Female	F	75-79 years	75-79	2010	2010	21	378077	5.55442409879469
I461	Black or African American	Female	F	75-79 years	75-79	2010	2010	29	378077	7.67039518404981
I250	Black or African American	Female	F	75-79 years	75-79	2010	2010	329	378077	87.0193108811168
I469	Black or African American	Female	F	75-79 years	75-79	2010	2010	125	378077	33.0620482071113
I251	Black or African American	Female	F	75-79 years	75-79	2010	2010	934	378077	247.039624203535
I249	Black or African American	Female	F	75-79 years	75-79	2011	2011	14	393168	3.56081878484516
I255	Black or African American	Female	F	75-79 years	75-79	2011	2011	52	393168	13.2258983437106
I248	Black or African American	Female	F	75-79 years	75-79	2011	2011	10	393168	2.54344198917511
I258	Black or African American	Female	F	75-79 years	75-79	2011	2011	9	393168	2.2890977902576
I251	Black or African American	Female	F	75-79 years	75-79	2011	2011	908	393168	230.9445326171
I259	Black or African American	Female	F	75-79 years	75-79	2011	2011	56	393168	14.2432751393806
I250	Black or African American	Female	F	75-79 years	75-79	2011	2011	361	393168	91.8182558092215
I461	Black or African American	Female	F	75-79 years	75-79	2011	2011	6	393168	1.52606519350507
I219	Black or African American	Female	F	75-79 years	75-79	2011	2011	738	393168	187.706018801123
I469	Black or African American	Female	F	75-79 years	75-79	2011	2011	139	393168	35.353843649534
I253	Black or African American	Female	F	75-79 years	75-79	2011	2011	1	393168	0.254344198917511
I209	Black or African American	Female	F	75-79 years	75-79	2012	2012	2	399504	0.500620769754496
I249	Black or African American	Female	F	75-79 years	75-79	2012	2012	14	399504	3.50434538828147
I258	Black or African American	Female	F	75-79 years	75-79	2012	2012	6	399504	1.50186230926349
I248	Black or African American	Female	F	75-79 years	75-79	2012	2012	11	399504	2.75341423364973
I219	Black or African American	Female	F	75-79 years	75-79	2012	2012	700	399504	175.217269414073
I251	Black or African American	Female	F	75-79 years	75-79	2012	2012	928	399504	232.288037166086
I461	Black or African American	Female	F	75-79 years	75-79	2012	2012	7	399504	1.75217269414073
I250	Black or African American	Female	F	75-79 years	75-79	2012	2012	311	399504	77.8465296968241
I259	Black or African American	Female	F	75-79 years	75-79	2012	2012	42	399504	10.5130361648444
I255	Black or African American	Female	F	75-79 years	75-79	2012	2012	58	399504	14.5180023228804
I469	Black or African American	Female	F	75-79 years	75-79	2012	2012	125	399504	31.288798109656
I253	Black or African American	Female	F	75-79 years	75-79	2013	2013	1	409261	0.244342852116376
I219	Black or African American	Female	F	75-79 years	75-79	2013	2013	695	409261	169.818282220881
I255	Black or African American	Female	F	75-79 years	75-79	2013	2013	59	409261	14.4162282748662
I258	Black or African American	Female	F	75-79 years	75-79	2013	2013	18	409261	4.39817133809476
I248	Black or African American	Female	F	75-79 years	75-79	2013	2013	21	409261	5.13119989444389
I259	Black or African American	Female	F	75-79 years	75-79	2013	2013	49	409261	11.9727997537024
I249	Black or African American	Female	F	75-79 years	75-79	2013	2013	12	409261	2.93211422539651
I461	Black or African American	Female	F	75-79 years	75-79	2013	2013	6	409261	1.46605711269825
I250	Black or African American	Female	F	75-79 years	75-79	2013	2013	354	409261	86.497369649197
I469	Black or African American	Female	F	75-79 years	75-79	2013	2013	138	409261	33.7193135920598
I251	Black or African American	Female	F	75-79 years	75-79	2013	2013	853	409261	208.424452855268
I200	Black or African American	Female	F	75-79 years	75-79	2014	2014	1	420226	0.237967189083969
I251	Black or African American	Female	F	75-79 years	75-79	2014	2014	855	420226	203.461946666794
I255	Black or African American	Female	F	75-79 years	75-79	2014	2014	49	420226	11.6603922651145
I253	Black or African American	Female	F	75-79 years	75-79	2014	2014	1	420226	0.237967189083969
I248	Black or African American	Female	F	75-79 years	75-79	2014	2014	14	420226	3.33154064717557
I219	Black or African American	Female	F	75-79 years	75-79	2014	2014	698	420226	166.10109798061
I249	Black or African American	Female	F	75-79 years	75-79	2014	2014	16	420226	3.80747502534351
I259	Black or African American	Female	F	75-79 years	75-79	2014	2014	57	420226	13.5641297777862
I250	Black or African American	Female	F	75-79 years	75-79	2014	2014	334	420226	79.4810411540457
I258	Black or African American	Female	F	75-79 years	75-79	2014	2014	8	420226	1.90373751267175
I469	Black or African American	Female	F	75-79 years	75-79	2014	2014	144	420226	34.2672752280915
I461	Black or African American	Female	F	75-79 years	75-79	2014	2014	11	420226	2.61763907992366
I200	Black or African American	Female	F	75-79 years	75-79	2015	2015	1	433526	0.230666672817778
I255	Black or African American	Female	F	75-79 years	75-79	2015	2015	61	433526	14.0706670418845
I251	Black or African American	Female	F	75-79 years	75-79	2015	2015	921	433526	212.444005665174
I258	Black or African American	Female	F	75-79 years	75-79	2015	2015	12	433526	2.76800007381334
I214	Black or African American	Female	F	75-79 years	75-79	2015	2015	16	433526	3.69066676508445
I248	Black or African American	Female	F	75-79 years	75-79	2015	2015	11	433526	2.53733340099556
I219	Black or African American	Female	F	75-79 years	75-79	2015	2015	619	433526	142.782670474205
I249	Black or African American	Female	F	75-79 years	75-79	2015	2015	21	433526	4.84400012917334
I461	Black or African American	Female	F	75-79 years	75-79	2015	2015	14	433526	3.22933341944889
I250	Black or African American	Female	F	75-79 years	75-79	2015	2015	325	433526	74.9666686657778
I259	Black or African American	Female	F	75-79 years	75-79	2015	2015	61	433526	14.0706670418845
I469	Black or African American	Female	F	75-79 years	75-79	2015	2015	123	433526	28.3720007565867
I253	Black or African American	Female	F	75-79 years	75-79	2016	2016	1	445948	0.224241391372985
I219	Black or African American	Female	F	75-79 years	75-79	2016	2016	664	445948	148.896283871662
I255	Black or African American	Female	F	75-79 years	75-79	2016	2016	61	445948	13.6787248737521
I214	Black or African American	Female	F	75-79 years	75-79	2016	2016	32	445948	7.17572452393553
I258	Black or African American	Female	F	75-79 years	75-79	2016	2016	7	445948	1.5696897396109
I248	Black or African American	Female	F	75-79 years	75-79	2016	2016	20	445948	4.4848278274597
I259	Black or African American	Female	F	75-79 years	75-79	2016	2016	55	445948	12.3332765255142
I249	Black or African American	Female	F	75-79 years	75-79	2016	2016	16	445948	3.58786226196776
I461	Black or African American	Female	F	75-79 years	75-79	2016	2016	10	445948	2.24241391372985
I250	Black or African American	Female	F	75-79 years	75-79	2016	2016	340	445948	76.242073066815
I469	Black or African American	Female	F	75-79 years	75-79	2016	2016	138	445948	30.945312009472
I251	Black or African American	Female	F	75-79 years	75-79	2016	2016	882	445948	197.780907190973
I208	Black or African American	Female	F	75-79 years	75-79	2017	2017	1	464257	0.21539793691856
I214	Black or African American	Female	F	75-79 years	75-79	2017	2017	53	464257	11.4160906566837
I255	Black or African American	Female	F	75-79 years	75-79	2017	2017	68	464257	14.6470597104621
I219	Black or African American	Female	F	75-79 years	75-79	2017	2017	577	464257	124.284609602009
I258	Black or African American	Female	F	75-79 years	75-79	2017	2017	9	464257	1.93858143226704
I248	Black or African American	Female	F	75-79 years	75-79	2017	2017	14	464257	3.01557111685984
I259	Black or African American	Female	F	75-79 years	75-79	2017	2017	57	464257	12.2776824043579
I249	Black or African American	Female	F	75-79 years	75-79	2017	2017	25	464257	5.384948422964
I461	Black or African American	Female	F	75-79 years	75-79	2017	2017	13	464257	2.80017317994128
I250	Black or African American	Female	F	75-79 years	75-79	2017	2017	355	464257	76.4662676060889
I469	Black or African American	Female	F	75-79 years	75-79	2017	2017	132	464257	28.4325276732499
I251	Black or African American	Female	F	75-79 years	75-79	2017	2017	900	464257	193.858143226704
I249	Black or African American	Female	F	75-79 years	75-79	2018	2018	27	486475	5.55013104476078
I248	Black or African American	Female	F	75-79 years	75-79	2018	2018	14	486475	2.877845726913
I255	Black or African American	Female	F	75-79 years	75-79	2018	2018	61	486475	12.5391849529781
I251	Black or African American	Female	F	75-79 years	75-79	2018	2018	921	486475	189.321136749062
I258	Black or African American	Female	F	75-79 years	75-79	2018	2018	6	486475	1.23336245439128
I250	Black or African American	Female	F	75-79 years	75-79	2018	2018	368	486475	75.6462305359988
I259	Black or African American	Female	F	75-79 years	75-79	2018	2018	43	486475	8.8390975898042
I219	Black or African American	Female	F	75-79 years	75-79	2018	2018	575	486475	118.197235212498
I461	Black or African American	Female	F	75-79 years	75-79	2018	2018	16	486475	3.28896654504342
I214	Black or African American	Female	F	75-79 years	75-79	2018	2018	52	486475	10.6891412713911
I469	Black or African American	Female	F	75-79 years	75-79	2018	2018	163	486475	33.5063466776299
I209	Black or African American	Female	F	75-79 years	75-79	2018	2018	1	486475	0.205560409065214
I253	Black or African American	Female	F	75-79 years	75-79	2019	2019	1	508214	0.19676750345327
I219	Black or African American	Female	F	75-79 years	75-79	2019	2019	586	508214	115.305757023616
I255	Black or African American	Female	F	75-79 years	75-79	2019	2019	54	508214	10.6254451864766
I214	Black or African American	Female	F	75-79 years	75-79	2019	2019	58	508214	11.4125152002896
I258	Black or African American	Female	F	75-79 years	75-79	2019	2019	5	508214	0.983837517266348
I248	Black or African American	Female	F	75-79 years	75-79	2019	2019	19	508214	3.73858256561212
I259	Black or African American	Female	F	75-79 years	75-79	2019	2019	51	508214	10.0351426761168
I249	Black or African American	Female	F	75-79 years	75-79	2019	2019	25	508214	4.91918758633174
I461	Black or African American	Female	F	75-79 years	75-79	2019	2019	10	508214	1.9676750345327
I250	Black or African American	Female	F	75-79 years	75-79	2019	2019	393	508214	77.329628857135
I469	Black or African American	Female	F	75-79 years	75-79	2019	2019	170	508214	33.4504755870558
I251	Black or African American	Female	F	75-79 years	75-79	2019	2019	941	508214	185.158220749527
I208	Black or African American	Female	F	75-79 years	75-79	2020	2020	2	526453	0.379900959819775
I250	Black or African American	Female	F	75-79 years	75-79	2020	2020	510	526453	96.8747447540426
I209	Black or African American	Female	F	75-79 years	75-79	2020	2020	1	526453	0.189950479909888
I251	Black or African American	Female	F	75-79 years	75-79	2020	2020	1059	526453	201.157558224571
I212	Black or African American	Female	F	75-79 years	75-79	2020	2020	1	526453	0.189950479909888
I213	Black or African American	Female	F	75-79 years	75-79	2020	2020	1	526453	0.189950479909888
I214	Black or African American	Female	F	75-79 years	75-79	2020	2020	76	526453	14.4362364731515
I258	Black or African American	Female	F	75-79 years	75-79	2020	2020	3	526453	0.569851439729662
I219	Black or African American	Female	F	75-79 years	75-79	2020	2020	638	526453	121.188406182508
I259	Black or African American	Female	F	75-79 years	75-79	2020	2020	61	526453	11.5869792745031
I248	Black or African American	Female	F	75-79 years	75-79	2020	2020	13	526453	2.46935623882854
I461	Black or African American	Female	F	75-79 years	75-79	2020	2020	15	526453	2.84925719864831
I249	Black or African American	Female	F	75-79 years	75-79	2020	2020	25	526453	4.74876199774719
I469	Black or African American	Female	F	75-79 years	75-79	2020	2020	179	526453	34.0011359038699
I253	Black or African American	Female	F	75-79 years	75-79	2020	2020	1	526453	0.189950479909888
I256	Black or African American	Female	F	75-79 years	75-79	2020	2020	1	526453	0.189950479909888
I255	Black or African American	Female	F	75-79 years	75-79	2020	2020	45	526453	8.54777159594494
I209	Black or African American	Female	F	75-79 years	75-79	2021	2021	1	512535	0.195108626727931
I219	Black or African American	Female	F	75-79 years	75-79	2021	2021	637	512535	124.284195225692
I255	Black or African American	Female	F	75-79 years	75-79	2021	2021	58	512535	11.31630035022
I214	Black or African American	Female	F	75-79 years	75-79	2021	2021	81	512535	15.8037987649624
I258	Black or African American	Female	F	75-79 years	75-79	2021	2021	10	512535	1.95108626727931
I248	Black or African American	Female	F	75-79 years	75-79	2021	2021	12	512535	2.34130352073517
I259	Black or African American	Female	F	75-79 years	75-79	2021	2021	50	512535	9.75543133639654
I249	Black or African American	Female	F	75-79 years	75-79	2021	2021	30	512535	5.85325880183792
I461	Black or African American	Female	F	75-79 years	75-79	2021	2021	15	512535	2.92662940091896
I250	Black or African American	Female	F	75-79 years	75-79	2021	2021	484	512535	94.4325753363185
I469	Black or African American	Female	F	75-79 years	75-79	2021	2021	176	512535	34.3391183041158
I251	Black or African American	Female	F	75-79 years	75-79	2021	2021	966	512535	188.474933419181
	Black or African American	Female	F	75-79 years	75-79	2022	2022	2441	520724	468.770404283267
I209	Black or African American	Female	F	80-84 years	80-84	1999	1999	1	227780	0.439020107120906
I212	Black or African American	Female	F	80-84 years	80-84	1999	1999	1	227780	0.439020107120906
I214	Black or African American	Female	F	80-84 years	80-84	1999	1999	1	227780	0.439020107120906
I219	Black or African American	Female	F	80-84 years	80-84	1999	1999	1529	227780	671.261743787865
I255	Black or African American	Female	F	80-84 years	80-84	1999	1999	79	227780	34.6825884625516
I248	Black or African American	Female	F	80-84 years	80-84	1999	1999	27	227780	11.8535428922645
I258	Black or African American	Female	F	80-84 years	80-84	1999	1999	9	227780	3.95118096408816
I249	Black or African American	Female	F	80-84 years	80-84	1999	1999	1	227780	0.439020107120906
I259	Black or African American	Female	F	80-84 years	80-84	1999	1999	76	227780	33.3655281411889
I250	Black or African American	Female	F	80-84 years	80-84	1999	1999	665	227780	291.948371235403
I461	Black or African American	Female	F	80-84 years	80-84	1999	1999	7	227780	3.07314074984634
I251	Black or African American	Female	F	80-84 years	80-84	1999	1999	1583	227780	694.968829572394
I469	Black or African American	Female	F	80-84 years	80-84	1999	1999	196	227780	86.0479409956976
I252	Black or African American	Female	F	80-84 years	80-84	1999	1999	3	227780	1.31706032136272
I200	Black or African American	Female	F	80-84 years	80-84	2000	2000	1	231454	0.43205129312952
I461	Black or African American	Female	F	80-84 years	80-84	2000	2000	17	231454	7.34487198320185
I209	Black or African American	Female	F	80-84 years	80-84	2000	2000	1	231454	0.43205129312952
I469	Black or African American	Female	F	80-84 years	80-84	2000	2000	173	231454	74.744873711407
I252	Black or African American	Female	F	80-84 years	80-84	2000	2000	1	231454	0.43205129312952
I214	Black or African American	Female	F	80-84 years	80-84	2000	2000	4	231454	1.72820517251808
I253	Black or African American	Female	F	80-84 years	80-84	2000	2000	1	231454	0.43205129312952
I219	Black or African American	Female	F	80-84 years	80-84	2000	2000	1444	231454	623.882067279027
I255	Black or African American	Female	F	80-84 years	80-84	2000	2000	49	231454	21.1705133633465
