Race	Gender	Gender Code	Five-Year Ages	Five-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black	Male	M	30-34 years	30-34	2003	2003	92	1233902	7.45602162894622
Black	Male	M	30-34 years	30-34	2004	2004	78	1222155	6.38216920112424
Black	Male	M	30-34 years	30-34	2005	2005	89	1196334	7.43939401538366
Black	Male	M	30-34 years	30-34	2006	2006	93	1171760	7.93677886256571
Black	Male	M	30-34 years	30-34	2007	2007	99	1165879	8.49144722565549
Black	Male	M	30-34 years	30-34	2008	2008	97	1175694	8.25044611948347
Black	Male	M	30-34 years	30-34	2009	2009	107	1210245	8.8411850493082
Black	Male	M	30-34 years	30-34	2010	2010	91	1245147	7.30837403133927
Black	Male	M	30-34 years	30-34	2011	2011	93	1286022	7.23160256978497
Black	Male	M	30-34 years	30-34	2012	2012	90	1315999	6.83891097181685
Black	Male	M	30-34 years	30-34	2013	2013	107	1341923	7.97363187008495
Black	Male	M	30-34 years	30-34	2014	2014	94	1362152	6.90084513328909
Black	Male	M	30-34 years	30-34	2015	2015	116	1374657	8.43846865072524
Black	Male	M	30-34 years	30-34	2016	2016	101	1397545	7.22695870258203
Black	Male	M	30-34 years	30-34	2017	2017	148	1431359	10.3398239016208
Black	Male	M	30-34 years	30-34	2018	2018	116	1473500	7.87241262300645
Black	Male	M	30-34 years	30-34	2019	2019	130	1538578	8.44936038341898
Black	Male	M	30-34 years	30-34	2020	2020	162	1617245	10.0170351430983
Black	Male	M	30-34 years	30-34	2021	2021	111	1617641	6.86184388254254
Black	Male	M	35-39 years	35-39	1999	1999	154	1334212	11.5423935626422
Black	Male	M	35-39 years	35-39	2000	2000	116	1333184	8.70097450914502
Black	Male	M	35-39 years	35-39	2001	2001	124	1322748	9.37442354855195
Black	Male	M	35-39 years	35-39	2002	2002	175	1298817	13.4737996191919
Black	Male	M	35-39 years	35-39	2003	2003	146	1273108	11.4679980017406
Black	Male	M	35-39 years	35-39	2004	2004	181	1248378	14.498813660606
Black	Male	M	35-39 years	35-39	2005	2005	164	1238840	13.2381905653676
Black	Male	M	35-39 years	35-39	2006	2006	167	1244414	13.4199711671518
Black	Male	M	35-39 years	35-39	2007	2007	176	1253650	14.0390061021816
Black	Male	M	35-39 years	35-39	2008	2008	183	1253548	14.5985634375389
Black	Male	M	35-39 years	35-39	2009	2009	187	1244299	15.0285421751524
Black	Male	M	35-39 years	35-39	2010	2010	162	1226242	13.2110953629055
Black	Male	M	35-39 years	35-39	2011	2011	172	1193704	14.4089321975967
Black	Male	M	35-39 years	35-39	2012	2012	189	1189759	15.8855701028528
Black	Male	M	35-39 years	35-39	2013	2013	193	1199943	16.0840973279564
Black	Male	M	35-39 years	35-39	2014	2014	199	1231071	16.1647865963864
Black	Male	M	35-39 years	35-39	2015	2015	225	1271310	17.6982797272105
Black	Male	M	35-39 years	35-39	2016	2016	219	1303281	16.8037437820393
Black	Male	M	35-39 years	35-39	2017	2017	207	1336143	15.4923537375865
Black	Male	M	35-39 years	35-39	2018	2018	243	1361639	17.846139835889
Black	Male	M	35-39 years	35-39	2019	2019	247	1374076	17.9757160448185
Black	Male	M	35-39 years	35-39	2020	2020	277	1383849	20.0166347628968
Black	Male	M	35-39 years	35-39	2021	2021	228	1389062	16.4139541647529
Black	Male	M	40-44 years	40-44	1999	1999	257	1248357	20.5870596311792
Black	Male	M	40-44 years	40-44	2000	2000	250	1273647	19.6286726227911
Black	Male	M	40-44 years	40-44	2001	2001	295	1304062	22.6216238184994
Black	Male	M	40-44 years	40-44	2002	2002	271	1314793	20.6116095841703
Black	Male	M	40-44 years	40-44	2003	2003	293	1321512	22.1715731677049
Black	Male	M	40-44 years	40-44	2004	2004	283	1331998	21.2462781475648
Black	Male	M	40-44 years	40-44	2005	2005	310	1329094	23.3241591640621
Black	Male	M	40-44 years	40-44	2006	2006	279	1324308	21.0676066292736
Black	Male	M	40-44 years	40-44	2007	2007	326	1305269	24.9756946652376
Black	Male	M	40-44 years	40-44	2008	2008	293	1286275	22.7789547336301
Black	Male	M	40-44 years	40-44	2009	2009	318	1262389	25.190333565961
Black	Male	M	40-44 years	40-44	2010	2010	283	1257524	22.5045406688063
Black	Male	M	40-44 years	40-44	2011	2011	334	1256689	26.5777769997191
Black	Male	M	40-44 years	40-44	2012	2012	281	1261822	22.2693850638204
Black	Male	M	40-44 years	40-44	2013	2013	323	1254873	25.7396565230107
Black	Male	M	40-44 years	40-44	2014	2014	321	1246955	25.7427092397079
Black	Male	M	40-44 years	40-44	2015	2015	363	1226949	29.5855817967984
Black	Male	M	40-44 years	40-44	2016	2016	321	1199479	26.7616190029171
Black	Male	M	40-44 years	40-44	2017	2017	341	1197949	28.465318640443
Black	Male	M	40-44 years	40-44	2018	2018	358	1203743	29.7405675463949
Black	Male	M	40-44 years	40-44	2019	2019	407	1228028	33.1425667818649
Black	Male	M	40-44 years	40-44	2020	2020	440	1265505	34.7687286893375
Black	Male	M	40-44 years	40-44	2021	2021	417	1292454	32.2642043740048
Black	Male	M	45-49 years	45-49	1999	1999	351	1027188	34.1709599411208
Black	Male	M	45-49 years	45-49	2000	2000	359	1061019	33.8353978580968
Black	Male	M	45-49 years	45-49	2001	2001	428	1105384	38.7195761834801
Black	Male	M	45-49 years	45-49	2002	2002	430	1153639	37.2733584769586
Black	Male	M	45-49 years	45-49	2003	2003	515	1196401	43.0457680994917
Black	Male	M	45-49 years	45-49	2004	2004	513	1231607	41.6528973934055
Black	Male	M	45-49 years	45-49	2005	2005	509	1267913	40.1447102443149
Black	Male	M	45-49 years	45-49	2006	2006	503	1293433	38.8887557376377
Black	Male	M	45-49 years	45-49	2007	2007	472	1307530	36.0985981201196
Black	Male	M	45-49 years	45-49	2008	2008	470	1318543	35.6454055726662
Black	Male	M	45-49 years	45-49	2009	2009	515	1330207	38.7157788223938
Black	Male	M	45-49 years	45-49	2010	2010	523	1329666	39.3331859278947
Black	Male	M	45-49 years	45-49	2011	2011	480	1313392	36.5465908121871
Black	Male	M	45-49 years	45-49	2012	2012	490	1293068	37.8943721443884
Black	Male	M	45-49 years	45-49	2013	2013	479	1269490	37.7316875280625
Black	Male	M	45-49 years	45-49	2014	2014	497	1247238	39.8480482474075
Black	Male	M	45-49 years	45-49	2015	2015	459	1240517	37.0007021266133
Black	Male	M	45-49 years	45-49	2016	2016	529	1242735	42.5674017389065
Black	Male	M	45-49 years	45-49	2017	2017	511	1249902	40.8832052432911
Black	Male	M	45-49 years	45-49	2018	2018	516	1240961	41.5806782002013
Black	Male	M	45-49 years	45-49	2019	2019	563	1229131	45.804718943709
Black	Male	M	45-49 years	45-49	2020	2020	660	1207681	54.6501932215544
Black	Male	M	45-49 years	45-49	2021	2021	531	1180757	44.9711498640279
Black	Male	M	50-54 years	50-54	1999	1999	415	788057	52.6611653725555
Black	Male	M	50-54 years	50-54	2000	2000	463	834987	55.4499650892768
Black	Male	M	50-54 years	50-54	2001	2001	509	912639	55.7723261881204
Black	Male	M	50-54 years	50-54	2002	2002	546	945720	57.7337901281563
Black	Male	M	50-54 years	50-54	2003	2003	616	979716	62.8753638809614
Black	Male	M	50-54 years	50-54	2004	2004	610	1017168	59.9704276972929
Black	Male	M	50-54 years	50-54	2005	2005	662	1054056	62.8050122574133
Black	Male	M	50-54 years	50-54	2006	2006	684	1093251	62.565687111194
Black	Male	M	50-54 years	50-54	2007	2007	677	1144327	59.1614110302387
Black	Male	M	50-54 years	50-54	2008	2008	677	1191230	56.832013968755
Black	Male	M	50-54 years	50-54	2009	2009	697	1229480	56.6906334385269
Black	Male	M	50-54 years	50-54	2010	2010	706	1260649	56.0029000935233
Black	Male	M	50-54 years	50-54	2011	2011	740	1280547	57.7878047428169
Black	Male	M	50-54 years	50-54	2012	2012	783	1286971	60.8405317602339
Black	Male	M	50-54 years	50-54	2013	2013	735	1291678	56.9027265309156
Black	Male	M	50-54 years	50-54	2014	2014	723	1296563	55.7628129138345
Black	Male	M	50-54 years	50-54	2015	2015	746	1291152	57.7778603913404
Black	Male	M	50-54 years	50-54	2016	2016	764	1277354	59.8111408427108
Black	Male	M	50-54 years	50-54	2017	2017	725	1259223	57.5751872384796
Black	Male	M	50-54 years	50-54	2018	2018	775	1234617	62.7725035375343
Black	Male	M	50-54 years	50-54	2019	2019	719	1208849	59.4780654986686
Black	Male	M	50-54 years	50-54	2020	2020	914	1200964	76.1055285587245
Black	Male	M	50-54 years	50-54	2021	2021	821	1217518	67.4322679418292
Black	Male	M	55-59 years	55-59	1999	1999	439	573942	76.4885650466423
Black	Male	M	55-59 years	55-59	2000	2000	453	590653	76.694776797883
Black	Male	M	55-59 years	55-59	2001	2001	452	616383	73.3310295708999
Black	Male	M	55-59 years	55-59	2002	2002	550	662769	82.9851728128503
Black	Male	M	55-59 years	55-59	2003	2003	611	706655	86.4636916175503
Black	Male	M	55-59 years	55-59	2004	2004	643	758635	84.7574920745813
Black	Male	M	55-59 years	55-59	2005	2005	665	820971	81.0016431761902
Black	Male	M	55-59 years	55-59	2006	2006	688	881087	78.0853650093578
Black	Male	M	55-59 years	55-59	2007	2007	707	912345	77.4926151839491
Black	Male	M	55-59 years	55-59	2008	2008	774	945305	81.8783355636541
Black	Male	M	55-59 years	55-59	2009	2009	851	981716	86.6849475815816
Black	Male	M	55-59 years	55-59	2010	2010	842	1009656	83.3947403868248
Black	Male	M	55-59 years	55-59	2011	2011	795	1054879	75.3640938913373
Black	Male	M	55-59 years	55-59	2012	2012	936	1100716	85.0355586727185
Black	Male	M	55-59 years	55-59	2013	2013	944	1139012	82.878845876953
Black	Male	M	55-59 years	55-59	2014	2014	1009	1171735	86.1116208016318
Black	Male	M	55-59 years	55-59	2015	2015	987	1200683	82.2032126714545
Black	Male	M	55-59 years	55-59	2016	2016	1054	1216592	86.6354537922327
Black	Male	M	55-59 years	55-59	2017	2017	1041	1224431	85.0190823329367
Black	Male	M	55-59 years	55-59	2018	2018	1151	1227043	93.8027436691298
Black	Male	M	55-59 years	55-59	2019	2019	1086	1228490	88.401207987041
Black	Male	M	55-59 years	55-59	2020	2020	1367	1221168	111.942009617022
Black	Male	M	55-59 years	55-59	2021	2021	1139	1225274	92.9587994195584
Black	Male	M	60-64 years	60-64	1999	1999	427	459389	92.9495482042452
Black	Male	M	60-64 years	60-64	2000	2000	500	470342	106.305624417977
Black	Male	M	60-64 years	60-64	2001	2001	450	483638	93.0447979687287
Black	Male	M	60-64 years	60-64	2002	2002	520	497980	104.421864331901
Black	Male	M	60-64 years	60-64	2003	2003	521	518313	100.518412619402
Black	Male	M	60-64 years	60-64	2004	2004	617	538700	114.534991646557
Black	Male	M	60-64 years	60-64	2005	2005	594	556778	106.685249776392
Black	Male	M	60-64 years	60-64	2006	2006	628	576788	108.878825495676
Black	Male	M	60-64 years	60-64	2007	2007	704	620088	113.532272838694
Black	Male	M	60-64 years	60-64	2008	2008	740	661596	111.850736703366
Black	Male	M	60-64 years	60-64	2009	2009	825	710808	116.065097747915
Black	Male	M	60-64 years	60-64	2010	2010	833	757918	109.906348707908
Black	Male	M	60-64 years	60-64	2011	2011	903	820245	110.089058756835
Black	Male	M	60-64 years	60-64	2012	2012	953	844889	112.795882062614
Black	Male	M	60-64 years	60-64	2013	2013	954	872930	109.287113514257
Black	Male	M	60-64 years	60-64	2014	2014	1019	904640	112.641492748497
Black	Male	M	60-64 years	60-64	2015	2015	1102	938589	117.410282882071
Black	Male	M	60-64 years	60-64	2016	2016	1130	971972	116.258493043009
Black	Male	M	60-64 years	60-64	2017	2017	1278	1015295	125.874745763547
Black	Male	M	60-64 years	60-64	2018	2018	1280	1048087	122.127266152524
Black	Male	M	60-64 years	60-64	2019	2019	1355	1076824	125.833005207908
Black	Male	M	60-64 years	60-64	2020	2020	1733	1102596	157.174522671949
Black	Male	M	60-64 years	60-64	2021	2021	1579	1127301	140.069067622578
Black	Male	M	65-69 years	65-69	1999	1999	480	376469	127.500537892894
Black	Male	M	65-69 years	65-69	2000	2000	455	375235	121.257345396885
Black	Male	M	65-69 years	65-69	2001	2001	505	388334	130.042695205673
Black	Male	M	65-69 years	65-69	2002	2002	496	396851	124.983936036447
Black	Male	M	65-69 years	65-69	2003	2003	574	406305	141.273181476969
Black	Male	M	65-69 years	65-69	2004	2004	553	415865	132.975845526794
Black	Male	M	65-69 years	65-69	2005	2005	574	427014	134.421822235337
Black	Male	M	65-69 years	65-69	2006	2006	597	436847	136.661119339265
Black	Male	M	65-69 years	65-69	2007	2007	564	450394	125.223693033211
Black	Male	M	65-69 years	65-69	2008	2008	632	470048	134.45435359793
Black	Male	M	65-69 years	65-69	2009	2009	645	489532	131.758495869524
Black	Male	M	65-69 years	65-69	2010	2010	686	503596	136.220303576677
Black	Male	M	65-69 years	65-69	2011	2011	704	524064	134.334737741955
Black	Male	M	65-69 years	65-69	2012	2012	725	564112	128.520577473977
Black	Male	M	65-69 years	65-69	2013	2013	854	601865	141.892284814701
Black	Male	M	65-69 years	65-69	2014	2014	833	642116	129.727338985479
Black	Male	M	65-69 years	65-69	2015	2015	876	686820	127.544334760199
Black	Male	M	65-69 years	65-69	2016	2016	1036	732181	141.495067476485
Black	Male	M	65-69 years	65-69	2017	2017	1092	753775	144.870816888329
Black	Male	M	65-69 years	65-69	2018	2018	1203	774325	155.361120976334
Black	Male	M	65-69 years	65-69	2019	2019	1278	800482	159.65380858033
Black	Male	M	65-69 years	65-69	2020	2020	1641	827816	198.232457454314
Black	Male	M	65-69 years	65-69	2021	2021	1561	860401	181.427032279135
Black	Male	M	70-74 years	70-74	1999	1999	496	288848	171.716612197419
Black	Male	M	70-74 years	70-74	2000	2000	511	292654	174.60892384864
Black	Male	M	70-74 years	70-74	2001	2001	488	295838	164.955144369554
Black	Male	M	70-74 years	70-74	2002	2002	508	299173	169.801419245721
Black	Male	M	70-74 years	70-74	2003	2003	562	304832	184.363846315347
Black	Male	M	70-74 years	70-74	2004	2004	532	309884	171.677143705387
Black	Male	M	70-74 years	70-74	2005	2005	565	316960	178.255931347804
Black	Male	M	70-74 years	70-74	2006	2006	584	325778	179.263179220205
Black	Male	M	70-74 years	70-74	2007	2007	532	332403	160.046690312663
Black	Male	M	70-74 years	70-74	2008	2008	607	339526	178.778650235917
Black	Male	M	70-74 years	70-74	2009	2009	570	346696	164.409165378314
Black	Male	M	70-74 years	70-74	2010	2010	586	353284	165.872216120741
Black	Male	M	70-74 years	70-74	2011	2011	580	368663	157.325253686972
Black	Male	M	70-74 years	70-74	2012	2012	631	380768	165.717707370367
Black	Male	M	70-74 years	70-74	2013	2013	693	400090	173.211027518808
Black	Male	M	70-74 years	70-74	2014	2014	721	417580	172.66152593515
Black	Male	M	70-74 years	70-74	2015	2015	722	434557	166.146213270066
Black	Male	M	70-74 years	70-74	2016	2016	878	449661	195.258205626016
Black	Male	M	70-74 years	70-74	2017	2017	855	485493	176.109645247202
Black	Male	M	70-74 years	70-74	2018	2018	959	516472	185.682863737047
Black	Male	M	70-74 years	70-74	2019	2019	1075	550140	195.404806049369
Black	Male	M	70-74 years	70-74	2020	2020	1423	586258	242.725898836349
Black	Male	M	70-74 years	70-74	2021	2021	1281	614962	208.305553839099
Black	Male	M	75-79 years	75-79	1999	1999	523	206886	252.796225940856
Black	Male	M	75-79 years	75-79	2000	2000	464	207597	223.509973650872
Black	Male	M	75-79 years	75-79	2001	2001	487	213265	228.354394767074
Black	Male	M	75-79 years	75-79	2002	2002	535	215637	248.102134605842
Black	Male	M	75-79 years	75-79	2003	2003	538	217510	247.344949657487
Black	Male	M	75-79 years	75-79	2004	2004	564	218650	257.946489823919
Black	Male	M	75-79 years	75-79	2005	2005	575	222432	258.505970363976
Black	Male	M	75-79 years	75-79	2006	2006	555	223131	248.732807185017
Black	Male	M	75-79 years	75-79	2007	2007	540	225410	239.563462135664
Black	Male	M	75-79 years	75-79	2008	2008	561	229456	244.49131859703
Black	Male	M	75-79 years	75-79	2009	2009	524	232999	224.893669071541
Black	Male	M	75-79 years	75-79	2010	2010	574	237296	241.891983008563
Black	Male	M	75-79 years	75-79	2011	2011	534	250497	213.176205703062
Black	Male	M	75-79 years	75-79	2012	2012	576	256353	224.690173315701
Black	Male	M	75-79 years	75-79	2013	2013	624	264953	235.513468426476
Black	Male	M	75-79 years	75-79	2014	2014	638	274892	232.091148523784
Black	Male	M	75-79 years	75-79	2015	2015	671	284937	235.490652319636
Black	Male	M	75-79 years	75-79	2016	2016	781	293691	265.9257518957
Black	Male	M	75-79 years	75-79	2017	2017	705	306720	229.851330203443
Black	Male	M	75-79 years	75-79	2018	2018	844	322123	262.01171602152
Black	Male	M	75-79 years	75-79	2019	2019	826	336433	245.516937993598
Black	Male	M	75-79 years	75-79	2020	2020	1090	349269	312.080373580249
Black	Male	M	75-79 years	75-79	2021	2021	920	344967	266.6921763531
Black	Male	M	80-84 years	80-84	1999	1999	399	112918	353.3537611364
Black	Male	M	80-84 years	80-84	2000	2000	411	116516	352.741254419994
Black	Male	M	80-84 years	80-84	2001	2001	432	120694	357.929971663877
Black	Male	M	80-84 years	80-84	2002	2002	457	124874	365.968896647821
Black	Male	M	80-84 years	80-84	2003	2003	429	128770	333.152131707696
Black	Male	M	80-84 years	80-84	2004	2004	476	131758	361.268385980358
Black	Male	M	80-84 years	80-84	2005	2005	501	134288	373.078756106279
Black	Male	M	80-84 years	80-84	2006	2006	522	137456	379.757886159935
Black	Male	M	80-84 years	80-84	2007	2007	488	139898	348.825572917411
Black	Male	M	80-84 years	80-84	2008	2008	493	141976	347.24178734434
Black	Male	M	80-84 years	80-84	2009	2009	508	143759	353.36918036436
Black	Male	M	80-84 years	80-84	2010	2010	491	146421	335.33441241352
Black	Male	M	80-84 years	80-84	2011	2011	478	150537	317.529909590333
Black	Male	M	80-84 years	80-84	2012	2012	541	153654	352.089760110378
Black	Male	M	80-84 years	80-84	2013	2013	585	159293	367.247776110689
Black	Male	M	80-84 years	80-84	2014	2014	556	165193	336.576005036533
Black	Male	M	80-84 years	80-84	2015	2015	621	171131	362.879899024724
Black	Male	M	80-84 years	80-84	2016	2016	638	178668	357.086887411288
Black	Male	M	80-84 years	80-84	2017	2017	645	185236	348.20445269818
Black	Male	M	80-84 years	80-84	2018	2018	691	191500	360.835509138381
Black	Male	M	80-84 years	80-84	2019	2019	740	201218	367.760339532249
Black	Male	M	80-84 years	80-84	2020	2020	908	207884	436.782051528737
Black	Male	M	80-84 years	80-84	2021	2021	819	200559	408.358637607886
Black	Male	M	85+ years	85+	1999	1999	501	84140	595.436177798907
Black	Male	M	85+ years	85+	2000	2000	520	85165	610.579463394587
Black	Male	M	85+ years	85+	2001	2001	530	82735	640.599504441893
Black	Male	M	85+ years	85+	2002	2002	552	81399	678.141009103306
Black	Male	M	85+ years	85+	2003	2003	585	81395	718.717365931568
Black	Male	M	85+ years	85+	2004	2004	573	82755	692.405292731557
Black	Male	M	85+ years	85+	2005	2005	682	86445	788.940945109607
Black	Male	M	85+ years	85+	2006	2006	648	89393	724.888973409551
Black	Male	M	85+ years	85+	2007	2007	645	93512	689.75104799384
Black	Male	M	85+ years	85+	2008	2008	693	98066	706.666938592377
Black	Male	M	85+ years	85+	2009	2009	690	103138	669.006573716768
Black	Male	M	85+ years	85+	2010	2010	741	107218	691.115297804473
Black	Male	M	85+ years	85+	2011	2011	664	110893	598.775396102549
Black	Male	M	85+ years	85+	2012	2012	770	119700	643.27485380117
Black	Male	M	85+ years	85+	2013	2013	794	125196	634.205565673025
Black	Male	M	85+ years	85+	2014	2014	780	131605	592.682648835531
Black	Male	M	85+ years	85+	2015	2015	900	137328	655.365256903181
Black	Male	M	85+ years	85+	2016	2016	923	141899	650.462653013763
Black	Male	M	85+ years	85+	2017	2017	1092	147833	738.671338605048
Black	Male	M	85+ years	85+	2018	2018	1064	153453	693.371911920914
Black	Male	M	85+ years	85+	2019	2019	1116	158499	704.105388677531
Black	Male	M	85+ years	85+	2020	2020	1359	163597	830.699829458976
Black	Male	M	85+ years	85+	2021	2021	1178	148429	793.645446644524
White	Female	F	20-24 years	20-24	1999	1999	4	5767128	0.0693586131606581
White	Female	F	20-24 years	20-24	2000	2000	4	5833546	0.0685689287441978
White	Female	F	20-24 years	20-24	2001	2001	3	6061601	0.0494918751663133
White	Female	F	20-24 years	20-24	2002	2002	2	6182601	0.0323488447661429
White	Female	F	20-24 years	20-24	2003	2003	6	6266378	0.0957490914209133
White	Female	F	20-24 years	20-24	2004	2004	4	6300025	0.0634918115404304
White	Female	F	20-24 years	20-24	2005	2005	4	6294311	0.0635494496538223
White	Female	F	20-24 years	20-24	2006	2006	9	6266133	0.143629252682635
White	Female	F	20-24 years	20-24	2007	2007	2	6245242	0.0320243795196407
White	Female	F	20-24 years	20-24	2008	2008	4	6233137	0.0641731442771112
White	Female	F	20-24 years	20-24	2009	2009	9	6245232	0.144109938589951
White	Female	F	20-24 years	20-24	2010	2010	2	6250991	0.0319949268843932
White	Female	F	20-24 years	20-24	2011	2011	5	6339561	0.0788698144871545
White	Female	F	20-24 years	20-24	2012	2012	4	6381206	0.0626840757060656
White	Female	F	20-24 years	20-24	2013	2013	4	6361813	0.0628751583864537
White	Female	F	20-24 years	20-24	2014	2014	4	6307935	0.0634121943234989
White	Female	F	20-24 years	20-24	2015	2015	6	6190327	0.096925412825526
White	Female	F	20-24 years	20-24	2016	2016	7	6053627	0.115633156783528
White	Female	F	20-24 years	20-24	2017	2017	9	5937916	0.151568328012724
White	Female	F	20-24 years	20-24	2018	2018	6	5862672	0.102342413152228
White	Female	F	20-24 years	20-24	2019	2019	4	5794653	0.069029154981325
White	Female	F	20-24 years	20-24	2020	2020	6	5765196	0.104072784342458
White	Female	F	20-24 years	20-24	2021	2021	2	5559432	0.0359748981550633
White	Female	F	25-29 years	25-29	1999	1999	5	6213778	0.0804663443077625
White	Female	F	25-29 years	25-29	2000	2000	13	6046122	0.215013855162036
White	Female	F	25-29 years	25-29	2001	2001	14	5726230	0.244488956957719
White	Female	F	25-29 years	25-29	2002	2002	11	5617832	0.195805072134589
White	Female	F	25-29 years	25-29	2003	2003	14	5616483	0.249266311319735
White	Female	F	25-29 years	25-29	2004	2004	4	5693279	0.0702582817388714
White	Female	F	25-29 years	25-29	2005	2005	13	5809404	0.223775106706299
White	Female	F	25-29 years	25-29	2006	2006	11	5981543	0.183899037422284
White	Female	F	25-29 years	25-29	2007	2007	20	6091079	0.328349049486963
White	Female	F	25-29 years	25-29	2008	2008	8	6167902	0.129703746914267
White	Female	F	25-29 years	25-29	2009	2009	20	6189856	0.323109293657235
White	Female	F	25-29 years	25-29	2010	2010	15	6173965	0.242955701886875
White	Female	F	25-29 years	25-29	2011	2011	16	6197345	0.258175073358027
White	Female	F	25-29 years	25-29	2012	2012	10	6194866	0.161423992060522
White	Female	F	25-29 years	25-29	2013	2013	19	6208491	0.306032496463311
White	Female	F	25-29 years	25-29	2014	2014	14	6264882	0.223467896123183
White	Female	F	25-29 years	25-29	2015	2015	24	6331715	0.379044224195182
White	Female	F	25-29 years	25-29	2016	2016	16	6399370	0.250024611797724
White	Female	F	25-29 years	25-29	2017	2017	20	6424521	0.311307255435853
White	Female	F	25-29 years	25-29	2018	2018	20	6398908	0.312553329411831
White	Female	F	25-29 years	25-29	2019	2019	18	6329978	0.284361177874552
White	Female	F	25-29 years	25-29	2020	2020	13	6213978	0.209205761591045
White	Female	F	25-29 years	25-29	2021	2021	23	5854957	0.39282952889321
White	Female	F	30-34 years	30-34	1999	1999	17	6834676	0.248731615075828
White	Female	F	30-34 years	30-34	2000	2000	18	6731412	0.267403035202718
White	Female	F	30-34 years	30-34	2001	2001	25	6683770	0.374040399355454
White	Female	F	30-34 years	30-34	2002	2002	29	6581643	0.440619462343977
White	Female	F	30-34 years	30-34	2003	2003	39	6425488	0.60695779059894
White	Female	F	30-34 years	30-34	2004	2004	28	6211982	0.450741808331061
White	Female	F	30-34 years	30-34	2005	2005	31	5970540	0.519216017311667
White	Female	F	30-34 years	30-34	2006	2006	27	5721361	0.47191568579574
White	Female	F	30-34 years	30-34	2007	2007	31	5621514	0.55145286483321
White	Female	F	30-34 years	30-34	2008	2008	30	5629864	0.532872552516366
White	Female	F	30-34 years	30-34	2009	2009	31	5713926	0.542534152524901
White	Female	F	30-34 years	30-34	2010	2010	27	5798092	0.465670430893473
White	Female	F	30-34 years	30-34	2011	2011	30	5956676	0.503636591951619
White	Female	F	30-34 years	30-34	2012	2012	48	6059124	0.792193723053035
White	Female	F	30-34 years	30-34	2013	2013	34	6149466	0.552893535796442
White	Female	F	30-34 years	30-34	2014	2014	44	6195268	0.710219477188073
White	Female	F	30-34 years	30-34	2015	2015	48	6219254	0.771796746040602
White	Female	F	30-34 years	30-34	2016	2016	54	6233319	0.86631215248249
White	Female	F	30-34 years	30-34	2017	2017	61	6220020	0.980704242108546
White	Female	F	30-34 years	30-34	2018	2018	52	6227598	0.834992881685684
White	Female	F	30-34 years	30-34	2019	2019	43	6273542	0.685418221476799
White	Female	F	30-34 years	30-34	2020	2020	49	6341955	0.772632413821921
White	Female	F	30-34 years	30-34	2021	2021	58	6263828	0.925951351154597
White	Female	F	35-39 years	35-39	1999	1999	50	8065587	0.619917682370793
White	Female	F	35-39 years	35-39	2000	2000	52	7922913	0.656324258514514
White	Female	F	35-39 years	35-39	2001	2001	61	7605475	0.802053783622982
White	Female	F	35-39 years	35-39	2002	2002	65	7331110	0.886632447201038
White	Female	F	35-39 years	35-39	2003	2003	64	7053358	0.907369227536728
White	Female	F	35-39 years	35-39	2004	2004	52	6821388	0.762308198859235
White	Female	F	35-39 years	35-39	2005	2005	62	6706426	0.924486455229656
White	Female	F	35-39 years	35-39	2006	2006	65	6677963	0.973350705896394
White	Female	F	35-39 years	35-39	2007	2007	54	6582209	0.820393275266708
White	Female	F	35-39 years	35-39	2008	2008	78	6433106	1.2124780782409
White	Female	F	35-39 years	35-39	2009	2009	75	6225356	1.20475037893415
White	Female	F	35-39 years	35-39	2010	2010	84	6048449	1.38878578624041
White	Female	F	35-39 years	35-39	2011	2011	83	5749992	1.44348026918994
White	Female	F	35-39 years	35-39	2012	2012	82	5665167	1.44744188476703
White	Female	F	35-39 years	35-39	2013	2013	81	5673580	1.42767000729698
White	Female	F	35-39 years	35-39	2014	2014	87	5731690	1.51787692635156
White	Female	F	35-39 years	35-39	2015	2015	125	5833729	2.14271180577637
White	Female	F	35-39 years	35-39	2016	2016	93	5961787	1.55993496580807
White	Female	F	35-39 years	35-39	2017	2017	102	6056650	1.68409929581534
White	Female	F	35-39 years	35-39	2018	2018	118	6141169	1.92145827610346
White	Female	F	35-39 years	35-39	2019	2019	107	6181915	1.73085524469359
White	Female	F	35-39 years	35-39	2020	2020	131	6204534	2.11135920924924
White	Female	F	35-39 years	35-39	2021	2021	111	6176169	1.79723061334623
White	Female	F	40-44 years	40-44	1999	1999	98	8133518	1.20489067584285
White	Female	F	40-44 years	40-44	2000	2000	138	8166125	1.68990800410231
White	Female	F	40-44 years	40-44	2001	2001	113	8220183	1.37466525988533
White	Female	F	40-44 years	40-44	2002	2002	134	8166129	1.64092435963233
White	Female	F	40-44 years	40-44	2003	2003	161	8080271	1.99250742951567
White	Female	F	40-44 years	40-44	2004	2004	172	7996027	2.15106827428172
White	Female	F	40-44 years	40-44	2005	2005	170	7823510	2.17293772232668
White	Female	F	40-44 years	40-44	2006	2006	175	7551583	2.31739490912038
White	Female	F	40-44 years	40-44	2007	2007	180	7278629	2.4729931969331
White	Female	F	40-44 years	40-44	2008	2008	181	7003322	2.58448776166511
White	Female	F	40-44 years	40-44	2009	2009	170	6772049	2.51031851659668
White	Female	F	40-44 years	40-44	2010	2010	165	6669786	2.47384248909935
White	Female	F	40-44 years	40-44	2011	2011	164	6638515	2.47043201679894
