Cause of death Code	Race	Gender	Gender Code	Five-Year Ages	Five-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
I12.0	Black	Female	F	75-79 years	75-79	2009	2009	133	374583	35.5061495049161
I12.9	Black	Female	F	75-79 years	75-79	2009	2009	3	374583	0.800890590336454
I13.0	Black	Female	F	75-79 years	75-79	2009	2009	1	374583	0.266963530112151
I13.1	Black	Female	F	75-79 years	75-79	2009	2009	29	374583	7.74194237325239
I10	Black	Female	F	75-79 years	75-79	2010	2010	150	378077	39.6744578485335
I13.2	Black	Female	F	75-79 years	75-79	2010	2010	19	378077	5.02543132748091
I11.0	Black	Female	F	75-79 years	75-79	2010	2010	97	378077	25.6561494087183
I11.9	Black	Female	F	75-79 years	75-79	2010	2010	218	378077	57.660212073202
I12.0	Black	Female	F	75-79 years	75-79	2010	2010	133	378077	35.1780192923664
I12.9	Black	Female	F	75-79 years	75-79	2010	2010	2	378077	0.52899277131378
I13.0	Black	Female	F	75-79 years	75-79	2010	2010	1	378077	0.26449638565689
I13.1	Black	Female	F	75-79 years	75-79	2010	2010	26	378077	6.87690602707914
I10	Black	Female	F	75-79 years	75-79	2011	2011	140	393168	35.6081878484515
I13.2	Black	Female	F	75-79 years	75-79	2011	2011	23	393168	5.84991657510276
I11.0	Black	Female	F	75-79 years	75-79	2011	2011	84	393168	21.3649127090709
I13.1	Black	Female	F	75-79 years	75-79	2011	2011	18	393168	4.5781955805152
I11.9	Black	Female	F	75-79 years	75-79	2011	2011	203	393168	51.6318723802547
I12.0	Black	Female	F	75-79 years	75-79	2011	2011	131	393168	33.319090058194
I13.9	Black	Female	F	75-79 years	75-79	2011	2011	2	393168	0.508688397835022
I12.9	Black	Female	F	75-79 years	75-79	2011	2011	5	393168	1.27172099458756
I10	Black	Female	F	75-79 years	75-79	2012	2012	154	399504	38.5477992710962
I13.2	Black	Female	F	75-79 years	75-79	2012	2012	25	399504	6.2577596219312
I11.0	Black	Female	F	75-79 years	75-79	2012	2012	90	399504	22.5279346389523
I13.9	Black	Female	F	75-79 years	75-79	2012	2012	2	399504	0.500620769754496
I11.9	Black	Female	F	75-79 years	75-79	2012	2012	214	399504	53.566422363731
I12.0	Black	Female	F	75-79 years	75-79	2012	2012	154	399504	38.5477992710962
I12.9	Black	Female	F	75-79 years	75-79	2012	2012	3	399504	0.750931154631743
I13.0	Black	Female	F	75-79 years	75-79	2012	2012	1	399504	0.250310384877248
I13.1	Black	Female	F	75-79 years	75-79	2012	2012	23	399504	5.7571388521767
I10	Black	Female	F	75-79 years	75-79	2013	2013	163	409261	39.8278848949692
I13.2	Black	Female	F	75-79 years	75-79	2013	2013	23	409261	5.61988559867664
I11.0	Black	Female	F	75-79 years	75-79	2013	2013	102	409261	24.9229709158703
I13.1	Black	Female	F	75-79 years	75-79	2013	2013	15	409261	3.66514278174563
I11.9	Black	Female	F	75-79 years	75-79	2013	2013	201	409261	49.1129132753915
I15.9	Black	Female	F	75-79 years	75-79	2013	2013	1	409261	0.244342852116376
I12.0	Black	Female	F	75-79 years	75-79	2013	2013	136	409261	33.2306278878271
I13.9	Black	Female	F	75-79 years	75-79	2013	2013	1	409261	0.244342852116376
I12.9	Black	Female	F	75-79 years	75-79	2013	2013	2	409261	0.488685704232751
I10	Black	Female	F	75-79 years	75-79	2014	2014	179	420226	42.5961268460305
I13.2	Black	Female	F	75-79 years	75-79	2014	2014	30	420226	7.13901567251907
I11.0	Black	Female	F	75-79 years	75-79	2014	2014	99	420226	23.5587517193129
I13.1	Black	Female	F	75-79 years	75-79	2014	2014	27	420226	6.42511410526717
I11.9	Black	Female	F	75-79 years	75-79	2014	2014	234	420226	55.6843222456488
I12.0	Black	Female	F	75-79 years	75-79	2014	2014	129	420226	30.697767391832
I13.9	Black	Female	F	75-79 years	75-79	2014	2014	1	420226	0.237967189083969
I12.9	Black	Female	F	75-79 years	75-79	2014	2014	1	420226	0.237967189083969
I10	Black	Female	F	75-79 years	75-79	2015	2015	198	433526	45.67200121792
I13.2	Black	Female	F	75-79 years	75-79	2015	2015	29	433526	6.68933351171556
I11.0	Black	Female	F	75-79 years	75-79	2015	2015	94	433526	21.6826672448711
I13.9	Black	Female	F	75-79 years	75-79	2015	2015	2	433526	0.461333345635556
I11.9	Black	Female	F	75-79 years	75-79	2015	2015	232	433526	53.5146680937245
I12.0	Black	Female	F	75-79 years	75-79	2015	2015	138	433526	31.8320008488534
I12.9	Black	Female	F	75-79 years	75-79	2015	2015	7	433526	1.61466670972445
I13.0	Black	Female	F	75-79 years	75-79	2015	2015	4	433526	0.922666691271112
I13.1	Black	Female	F	75-79 years	75-79	2015	2015	22	433526	5.07466680199111
I10	Black	Female	F	75-79 years	75-79	2016	2016	195	445948	43.7270713177321
I13.2	Black	Female	F	75-79 years	75-79	2016	2016	28	445948	6.27875895844359
I11.0	Black	Female	F	75-79 years	75-79	2016	2016	103	445948	23.0968633114175
I13.9	Black	Female	F	75-79 years	75-79	2016	2016	3	445948	0.672724174118956
I11.9	Black	Female	F	75-79 years	75-79	2016	2016	231	445948	51.7997614071596
I12.0	Black	Female	F	75-79 years	75-79	2016	2016	156	445948	34.9816570541857
I12.9	Black	Female	F	75-79 years	75-79	2016	2016	7	445948	1.5696897396109
I13.0	Black	Female	F	75-79 years	75-79	2016	2016	1	445948	0.224241391372985
I13.1	Black	Female	F	75-79 years	75-79	2016	2016	23	445948	5.15755200157866
I10	Black	Female	F	75-79 years	75-79	2017	2017	168	464257	36.1868534023181
I13.2	Black	Female	F	75-79 years	75-79	2017	2017	32	464257	6.89273398139393
I11.0	Black	Female	F	75-79 years	75-79	2017	2017	138	464257	29.7249152947613
I13.9	Black	Female	F	75-79 years	75-79	2017	2017	4	464257	0.861591747674241
I11.9	Black	Female	F	75-79 years	75-79	2017	2017	253	464257	54.4956780403957
I12.0	Black	Female	F	75-79 years	75-79	2017	2017	176	464257	37.9100368976666
I12.9	Black	Female	F	75-79 years	75-79	2017	2017	13	464257	2.80017317994128
I13.0	Black	Female	F	75-79 years	75-79	2017	2017	6	464257	1.29238762151136
I13.1	Black	Female	F	75-79 years	75-79	2017	2017	28	464257	6.03114223371969
I10	Black	Female	F	75-79 years	75-79	2018	2018	194	486475	39.8787193586515
I13.2	Black	Female	F	75-79 years	75-79	2018	2018	38	486475	7.81129554447813
I11.0	Black	Female	F	75-79 years	75-79	2018	2018	109	486475	22.4060845881083
I13.9	Black	Female	F	75-79 years	75-79	2018	2018	3	486475	0.616681227195642
I11.9	Black	Female	F	75-79 years	75-79	2018	2018	258	486475	53.0345855388252
I12.0	Black	Female	F	75-79 years	75-79	2018	2018	158	486475	32.4785446323038
I12.9	Black	Female	F	75-79 years	75-79	2018	2018	7	486475	1.4389228634565
I13.0	Black	Female	F	75-79 years	75-79	2018	2018	11	486475	2.26116449971735
I13.1	Black	Female	F	75-79 years	75-79	2018	2018	39	486475	8.01685595354335
I10	Black	Female	F	75-79 years	75-79	2019	2019	226	508214	44.4694557804389
I13.2	Black	Female	F	75-79 years	75-79	2019	2019	53	508214	10.4286776830233
I11.0	Black	Female	F	75-79 years	75-79	2019	2019	145	508214	28.5312880007241
I13.9	Black	Female	F	75-79 years	75-79	2019	2019	6	508214	1.18060502071962
I11.9	Black	Female	F	75-79 years	75-79	2019	2019	260	508214	51.1595508978501
I12.0	Black	Female	F	75-79 years	75-79	2019	2019	189	508214	37.189058152668
I12.9	Black	Female	F	75-79 years	75-79	2019	2019	9	508214	1.77090753107943
I13.0	Black	Female	F	75-79 years	75-79	2019	2019	10	508214	1.9676750345327
I13.1	Black	Female	F	75-79 years	75-79	2019	2019	26	508214	5.11595508978501
I10	Black	Female	F	75-79 years	75-79	2020	2020	250	526453	47.4876199774719
I13.2	Black	Female	F	75-79 years	75-79	2020	2020	54	526453	10.2573259151339
I11.0	Black	Female	F	75-79 years	75-79	2020	2020	187	526453	35.520739743149
I13.9	Black	Female	F	75-79 years	75-79	2020	2020	4	526453	0.75980191963955
I11.9	Black	Female	F	75-79 years	75-79	2020	2020	357	526453	67.8123213278298
I12.0	Black	Female	F	75-79 years	75-79	2020	2020	186	526453	35.3307892632391
I12.9	Black	Female	F	75-79 years	75-79	2020	2020	14	526453	2.65930671873842
I13.0	Black	Female	F	75-79 years	75-79	2020	2020	12	526453	2.27940575891865
I13.1	Black	Female	F	75-79 years	75-79	2020	2020	44	526453	8.35782111603505
I10	Black	Female	F	75-79 years	75-79	2021	2021	192	512535	37.4608563317627
I13.2	Black	Female	F	75-79 years	75-79	2021	2021	61	512535	11.9016262304038
I11.0	Black	Female	F	75-79 years	75-79	2021	2021	171	512535	33.3635751704762
I13.9	Black	Female	F	75-79 years	75-79	2021	2021	8	512535	1.56086901382345
I11.9	Black	Female	F	75-79 years	75-79	2021	2021	288	512535	56.1912844976441
I12.0	Black	Female	F	75-79 years	75-79	2021	2021	168	512535	32.7782492902924
I12.9	Black	Female	F	75-79 years	75-79	2021	2021	6	512535	1.17065176036758
I13.0	Black	Female	F	75-79 years	75-79	2021	2021	7	512535	1.36576038709552
I13.1	Black	Female	F	75-79 years	75-79	2021	2021	38	512535	7.41412781566137
I10	Black	Female	F	80-84 years	80-84	1999	1999	127	227780	55.7555536043551
I13.2	Black	Female	F	80-84 years	80-84	1999	1999	60	227780	26.3412064272544
I11.0	Black	Female	F	80-84 years	80-84	1999	1999	134	227780	58.8286943542014
I13.9	Black	Female	F	80-84 years	80-84	1999	1999	4	227780	1.75608042848362
I11.9	Black	Female	F	80-84 years	80-84	1999	1999	228	227780	100.096584423567
I12.0	Black	Female	F	80-84 years	80-84	1999	1999	172	227780	75.5114584247959
I12.9	Black	Female	F	80-84 years	80-84	1999	1999	2	227780	0.878040214241812
I13.0	Black	Female	F	80-84 years	80-84	1999	1999	1	227780	0.439020107120906
I13.1	Black	Female	F	80-84 years	80-84	1999	1999	23	227780	10.0974624637808
I10	Black	Female	F	80-84 years	80-84	2000	2000	125	231454	54.00641164119
I13.2	Black	Female	F	80-84 years	80-84	2000	2000	33	231454	14.2576926732742
I11.0	Black	Female	F	80-84 years	80-84	2000	2000	142	231454	61.3512836243919
I13.1	Black	Female	F	80-84 years	80-84	2000	2000	36	231454	15.5538465526627
I11.9	Black	Female	F	80-84 years	80-84	2000	2000	228	231454	98.5076948335306
I12.0	Black	Female	F	80-84 years	80-84	2000	2000	172	231454	74.3128224182775
I13.9	Black	Female	F	80-84 years	80-84	2000	2000	1	231454	0.43205129312952
I12.9	Black	Female	F	80-84 years	80-84	2000	2000	2	231454	0.864102586259041
I10	Black	Female	F	80-84 years	80-84	2001	2001	156	237908	65.5715654790928
I13.2	Black	Female	F	80-84 years	80-84	2001	2001	30	237908	12.6099164382871
I11.0	Black	Female	F	80-84 years	80-84	2001	2001	130	237908	54.6429712325773
I13.1	Black	Female	F	80-84 years	80-84	2001	2001	30	237908	12.6099164382871
I11.9	Black	Female	F	80-84 years	80-84	2001	2001	224	237908	94.1540427392101
I12.0	Black	Female	F	80-84 years	80-84	2001	2001	186	237908	78.1814819173798
I12.9	Black	Female	F	80-84 years	80-84	2001	2001	5	237908	2.10165273971451
I10	Black	Female	F	80-84 years	80-84	2002	2002	157	243879	64.3761865515276
I13.2	Black	Female	F	80-84 years	80-84	2002	2002	29	243879	11.8911427388172
I11.0	Black	Female	F	80-84 years	80-84	2002	2002	160	243879	65.606304765888
I13.1	Black	Female	F	80-84 years	80-84	2002	2002	29	243879	11.8911427388172
I11.9	Black	Female	F	80-84 years	80-84	2002	2002	257	243879	105.380127030208
I12.0	Black	Female	F	80-84 years	80-84	2002	2002	201	243879	82.4179203621468
I12.9	Black	Female	F	80-84 years	80-84	2002	2002	1	243879	0.4100394047868
I10	Black	Female	F	80-84 years	80-84	2003	2003	192	249644	76.9095191552771
I13.2	Black	Female	F	80-84 years	80-84	2003	2003	42	249644	16.8239573152169
I11.0	Black	Female	F	80-84 years	80-84	2003	2003	146	249644	58.483280190992
I13.1	Black	Female	F	80-84 years	80-84	2003	2003	19	249644	7.6108378330743
I11.9	Black	Female	F	80-84 years	80-84	2003	2003	223	249644	89.3272019355562
I12.0	Black	Female	F	80-84 years	80-84	2003	2003	175	249644	70.099822146737
I13.9	Black	Female	F	80-84 years	80-84	2003	2003	1	249644	0.400570412267068
I12.9	Black	Female	F	80-84 years	80-84	2003	2003	3	249644	1.20171123680121
I10	Black	Female	F	80-84 years	80-84	2004	2004	174	254780	68.2942146165319
I13.2	Black	Female	F	80-84 years	80-84	2004	2004	43	254780	16.877305910982
I11.0	Black	Female	F	80-84 years	80-84	2004	2004	168	254780	65.9392416987205
I13.9	Black	Female	F	80-84 years	80-84	2004	2004	1	254780	0.392495486301908
I11.9	Black	Female	F	80-84 years	80-84	2004	2004	263	254780	103.226312897402
I12.0	Black	Female	F	80-84 years	80-84	2004	2004	207	254780	81.2465656644949
I12.9	Black	Female	F	80-84 years	80-84	2004	2004	3	254780	1.17748645890572
I13.0	Black	Female	F	80-84 years	80-84	2004	2004	3	254780	1.17748645890572
I13.1	Black	Female	F	80-84 years	80-84	2004	2004	20	254780	7.84990972603815
I10	Black	Female	F	80-84 years	80-84	2005	2005	191	258762	73.8130019090902
I13.2	Black	Female	F	80-84 years	80-84	2005	2005	40	258762	15.4582202950974
I11.0	Black	Female	F	80-84 years	80-84	2005	2005	173	258762	66.8568027762964
I13.1	Black	Female	F	80-84 years	80-84	2005	2005	29	258762	11.2072097139456
I11.9	Black	Female	F	80-84 years	80-84	2005	2005	272	258762	105.115898006663
I12.0	Black	Female	F	80-84 years	80-84	2005	2005	211	258762	81.5421120566389
I13.9	Black	Female	F	80-84 years	80-84	2005	2005	1	258762	0.386455507377436
I12.9	Black	Female	F	80-84 years	80-84	2005	2005	5	258762	1.93227753688718
I10	Black	Female	F	80-84 years	80-84	2006	2006	193	264538	72.9573823042436
I13.2	Black	Female	F	80-84 years	80-84	2006	2006	37	264538	13.9866484210208
I11.0	Black	Female	F	80-84 years	80-84	2006	2006	143	264538	54.0565060596209
I11.9	Black	Female	F	80-84 years	80-84	2006	2006	229	264538	86.566013200372
I12.0	Black	Female	F	80-84 years	80-84	2006	2006	179	264538	67.6651369557493
I12.9	Black	Female	F	80-84 years	80-84	2006	2006	5	264538	1.89008762446227
I13.0	Black	Female	F	80-84 years	80-84	2006	2006	1	264538	0.378017524892454
I13.1	Black	Female	F	80-84 years	80-84	2006	2006	17	264538	6.42629792317172
I10	Black	Female	F	80-84 years	80-84	2007	2007	179	268871	66.5746770756236
I13.2	Black	Female	F	80-84 years	80-84	2007	2007	36	268871	13.3893205291757
I11.0	Black	Female	F	80-84 years	80-84	2007	2007	140	268871	52.0695798356833
I13.1	Black	Female	F	80-84 years	80-84	2007	2007	23	268871	8.55428811586225
I11.9	Black	Female	F	80-84 years	80-84	2007	2007	229	268871	85.1709555883676
I12.0	Black	Female	F	80-84 years	80-84	2007	2007	181	268871	67.3185282161334
I13.9	Black	Female	F	80-84 years	80-84	2007	2007	1	268871	0.371925570254881
I12.9	Black	Female	F	80-84 years	80-84	2007	2007	3	268871	1.11577671076464
I10	Black	Female	F	80-84 years	80-84	2008	2008	213	272279	78.2285817121409
I13.2	Black	Female	F	80-84 years	80-84	2008	2008	35	272279	12.8544617836851
I11.0	Black	Female	F	80-84 years	80-84	2008	2008	154	272279	56.5596318482145
I13.1	Black	Female	F	80-84 years	80-84	2008	2008	22	272279	8.07994740688779
I11.9	Black	Female	F	80-84 years	80-84	2008	2008	242	272279	88.8794214757657
I12.0	Black	Female	F	80-84 years	80-84	2008	2008	178	272279	65.3741199284557
I13.9	Black	Female	F	80-84 years	80-84	2008	2008	1	272279	0.367270336676718
I12.9	Black	Female	F	80-84 years	80-84	2008	2008	4	272279	1.46908134670687
I10	Black	Female	F	80-84 years	80-84	2009	2009	210	274423	76.5241980446245
I13.2	Black	Female	F	80-84 years	80-84	2009	2009	29	274423	10.5676273490196
I11.0	Black	Female	F	80-84 years	80-84	2009	2009	147	274423	53.5669386312372
I13.9	Black	Female	F	80-84 years	80-84	2009	2009	1	274423	0.364400943069641
I11.9	Black	Female	F	80-84 years	80-84	2009	2009	233	274423	84.9054197352263
I12.0	Black	Female	F	80-84 years	80-84	2009	2009	174	274423	63.4057640941175
I12.9	Black	Female	F	80-84 years	80-84	2009	2009	2	274423	0.728801886139281
I13.0	Black	Female	F	80-84 years	80-84	2009	2009	1	274423	0.364400943069641
I13.1	Black	Female	F	80-84 years	80-84	2009	2009	19	274423	6.92361791832317
I10	Black	Female	F	80-84 years	80-84	2010	2010	217	277702	78.1413169512643
I13.2	Black	Female	F	80-84 years	80-84	2010	2010	36	277702	12.9635364527443
I11.0	Black	Female	F	80-84 years	80-84	2010	2010	144	277702	51.8541458109772
I13.1	Black	Female	F	80-84 years	80-84	2010	2010	18	277702	6.48176822637215
I11.9	Black	Female	F	80-84 years	80-84	2010	2010	240	277702	86.4235763516287
I12.0	Black	Female	F	80-84 years	80-84	2010	2010	163	277702	58.6960122721478
I13.9	Black	Female	F	80-84 years	80-84	2010	2010	1	277702	0.360098234798453
I12.9	Black	Female	F	80-84 years	80-84	2010	2010	4	277702	1.44039293919381
I10	Black	Female	F	80-84 years	80-84	2011	2011	204	281890	72.3686544396751
I13.2	Black	Female	F	80-84 years	80-84	2011	2011	29	281890	10.2877008762283
I11.0	Black	Female	F	80-84 years	80-84	2011	2011	131	281890	46.4720280960658
I13.1	Black	Female	F	80-84 years	80-84	2011	2011	26	281890	9.2234559579978
I11.9	Black	Female	F	80-84 years	80-84	2011	2011	188	281890	66.6926815424456
I12.0	Black	Female	F	80-84 years	80-84	2011	2011	161	281890	57.114477278371
I12.9	Black	Female	F	80-84 years	80-84	2011	2011	1	281890	0.354748306076838
I10	Black	Female	F	80-84 years	80-84	2012	2012	210	284580	73.7929580434324
I13.2	Black	Female	F	80-84 years	80-84	2012	2012	38	284580	13.3530114554782
I11.0	Black	Female	F	80-84 years	80-84	2012	2012	161	284580	56.5746011666315
I13.1	Black	Female	F	80-84 years	80-84	2012	2012	21	284580	7.37929580434324
I11.9	Black	Female	F	80-84 years	80-84	2012	2012	211	284580	74.1443530817345
I12.0	Black	Female	F	80-84 years	80-84	2012	2012	152	284580	53.412045821913
I12.9	Black	Female	F	80-84 years	80-84	2012	2012	5	284580	1.7569751915103
I10	Black	Female	F	80-84 years	80-84	2013	2013	205	290087	70.668454636023
I13.2	Black	Female	F	80-84 years	80-84	2013	2013	46	290087	15.8573117719856
I11.0	Black	Female	F	80-84 years	80-84	2013	2013	130	290087	44.8141419643073
I13.9	Black	Female	F	80-84 years	80-84	2013	2013	1	290087	0.34472416895621
I11.9	Black	Female	F	80-84 years	80-84	2013	2013	236	290087	81.3549038736655
I12.0	Black	Female	F	80-84 years	80-84	2013	2013	176	290087	60.6714537362929
I12.9	Black	Female	F	80-84 years	80-84	2013	2013	4	290087	1.37889667582484
I13.0	Black	Female	F	80-84 years	80-84	2013	2013	1	290087	0.34472416895621
I13.1	Black	Female	F	80-84 years	80-84	2013	2013	32	290087	11.0311734065987
I10	Black	Female	F	80-84 years	80-84	2014	2014	212	296006	71.6201698614217
I13.2	Black	Female	F	80-84 years	80-84	2014	2014	31	296006	10.4727606872834
I11.0	Black	Female	F	80-84 years	80-84	2014	2014	135	296006	45.6071836381695
I13.9	Black	Female	F	80-84 years	80-84	2014	2014	3	296006	1.0134929697371
I11.9	Black	Female	F	80-84 years	80-84	2014	2014	225	296006	76.0119727302825
I12.0	Black	Female	F	80-84 years	80-84	2014	2014	173	296006	58.4447612548394
I12.9	Black	Female	F	80-84 years	80-84	2014	2014	7	296006	2.36481692938657
I13.0	Black	Female	F	80-84 years	80-84	2014	2014	3	296006	1.0134929697371
I13.1	Black	Female	F	80-84 years	80-84	2014	2014	22	296006	7.43228177807207
I10	Black	Female	F	80-84 years	80-84	2015	2015	219	303164	72.2381285376892
I13.2	Black	Female	F	80-84 years	80-84	2015	2015	42	303164	13.8538876647623
I11.0	Black	Female	F	80-84 years	80-84	2015	2015	138	303164	45.5199166127904
I13.9	Black	Female	F	80-84 years	80-84	2015	2015	3	303164	0.989563404625879
I11.9	Black	Female	F	80-84 years	80-84	2015	2015	232	303164	76.5262366244013
I12.0	Black	Female	F	80-84 years	80-84	2015	2015	204	303164	67.2903115145598
I12.9	Black	Female	F	80-84 years	80-84	2015	2015	1	303164	0.329854468208626
I13.0	Black	Female	F	80-84 years	80-84	2015	2015	1	303164	0.329854468208626
I13.1	Black	Female	F	80-84 years	80-84	2015	2015	24	303164	7.91650723700703
I10	Black	Female	F	80-84 years	80-84	2016	2016	223	312789	71.2940672466103
I13.2	Black	Female	F	80-84 years	80-84	2016	2016	39	312789	12.4684691597211
I11.0	Black	Female	F	80-84 years	80-84	2016	2016	152	312789	48.5950592891694
I13.9	Black	Female	F	80-84 years	80-84	2016	2016	3	312789	0.959113012286238
I11.9	Black	Female	F	80-84 years	80-84	2016	2016	227	312789	72.5728845963253
I15.0	Black	Female	F	80-84 years	80-84	2016	2016	1	312789	0.319704337428746
I12.0	Black	Female	F	80-84 years	80-84	2016	2016	164	312789	52.4315113383143
I12.9	Black	Female	F	80-84 years	80-84	2016	2016	10	312789	3.19704337428746
I13.0	Black	Female	F	80-84 years	80-84	2016	2016	6	312789	1.91822602457248
I13.1	Black	Female	F	80-84 years	80-84	2016	2016	32	312789	10.2305387977199
I10	Black	Female	F	80-84 years	80-84	2017	2017	225	321524	69.9792239459574
I13.2	Black	Female	F	80-84 years	80-84	2017	2017	49	321524	15.2399198815641
I11.0	Black	Female	F	80-84 years	80-84	2017	2017	154	321524	47.8968910563442
I13.9	Black	Female	F	80-84 years	80-84	2017	2017	8	321524	2.48815018474515
I11.9	Black	Female	F	80-84 years	80-84	2017	2017	236	321524	73.400430449982
I12.0	Black	Female	F	80-84 years	80-84	2017	2017	192	321524	59.7156044338836
I12.9	Black	Female	F	80-84 years	80-84	2017	2017	7	321524	2.17713141165201
I13.0	Black	Female	F	80-84 years	80-84	2017	2017	4	321524	1.24407509237258
I13.1	Black	Female	F	80-84 years	80-84	2017	2017	33	321524	10.2636195120737
I10	Black	Female	F	80-84 years	80-84	2018	2018	215	329857	65.1797597140579
I13.2	Black	Female	F	80-84 years	80-84	2018	2018	41	329857	12.4296285966343
I11.0	Black	Female	F	80-84 years	80-84	2018	2018	160	329857	48.5058676941826
I13.9	Black	Female	F	80-84 years	80-84	2018	2018	12	329857	3.6379400770637
I11.9	Black	Female	F	80-84 years	80-84	2018	2018	261	329857	79.1251966761354
I12.0	Black	Female	F	80-84 years	80-84	2018	2018	175	329857	53.0532927905123
I12.9	Black	Female	F	80-84 years	80-84	2018	2018	8	329857	2.42529338470913
I13.0	Black	Female	F	80-84 years	80-84	2018	2018	5	329857	1.51580836544321
I13.1	Black	Female	F	80-84 years	80-84	2018	2018	36	329857	10.9138202311911
I10	Black	Female	F	80-84 years	80-84	2019	2019	236	341870	69.0320882206687
I13.2	Black	Female	F	80-84 years	80-84	2019	2019	74	341870	21.6456547810571
I11.0	Black	Female	F	80-84 years	80-84	2019	2019	198	341870	57.9167519817474
I13.9	Black	Female	F	80-84 years	80-84	2019	2019	2	341870	0.585017696785328
I11.9	Black	Female	F	80-84 years	80-84	2019	2019	243	341870	71.0796501594173
I12.0	Black	Female	F	80-84 years	80-84	2019	2019	195	341870	57.0392254365695
I12.9	Black	Female	F	80-84 years	80-84	2019	2019	14	341870	4.09512387749729
I13.0	Black	Female	F	80-84 years	80-84	2019	2019	10	341870	2.92508848392664
I13.1	Black	Female	F	80-84 years	80-84	2019	2019	37	341870	10.8228273905286
I10	Black	Female	F	80-84 years	80-84	2020	2020	271	351927	77.0046060688722
I13.2	Black	Female	F	80-84 years	80-84	2020	2020	75	351927	21.3112378419388
I11.0	Black	Female	F	80-84 years	80-84	2020	2020	238	351927	67.6276614184192
I13.9	Black	Female	F	80-84 years	80-84	2020	2020	5	351927	1.42074918946259
I11.9	Black	Female	F	80-84 years	80-84	2020	2020	315	351927	89.507198936143
I12.0	Black	Female	F	80-84 years	80-84	2020	2020	228	351927	64.786163039494
I12.9	Black	Female	F	80-84 years	80-84	2020	2020	17	351927	4.8305472441728
I13.0	Black	Female	F	80-84 years	80-84	2020	2020	17	351927	4.8305472441728
I13.1	Black	Female	F	80-84 years	80-84	2020	2020	54	351927	15.3440912461959
I10	Black	Female	F	80-84 years	80-84	2021	2021	217	337044	64.3832852683923
I13.2	Black	Female	F	80-84 years	80-84	2021	2021	63	337044	18.6919215295332
I11.0	Black	Female	F	80-84 years	80-84	2021	2021	210	337044	62.3064050984441
I13.9	Black	Female	F	80-84 years	80-84	2021	2021	10	337044	2.96697167135448
I11.9	Black	Female	F	80-84 years	80-84	2021	2021	266	337044	78.9214464580292
I12.0	Black	Female	F	80-84 years	80-84	2021	2021	196	337044	58.1526447585478
I12.9	Black	Female	F	80-84 years	80-84	2021	2021	6	337044	1.78018300281269
I13.0	Black	Female	F	80-84 years	80-84	2021	2021	21	337044	6.23064050984441
I13.1	Black	Female	F	80-84 years	80-84	2021	2021	32	337044	9.49430934833434
I10	Black	Female	F	85+ years	85+	1999	1999	344	225142	152.792459869771
I13.2	Black	Female	F	85+ years	85+	1999	1999	98	225142	43.5280844977836
I11.0	Black	Female	F	85+ years	85+	1999	1999	332	225142	147.46249033943
I13.9	Black	Female	F	85+ years	85+	1999	1999	4	225142	1.77665651011362
I11.9	Black	Female	F	85+ years	85+	1999	1999	398	225142	176.777322756305
I12.0	Black	Female	F	85+ years	85+	1999	1999	263	225142	116.81516553997
I12.9	Black	Female	F	85+ years	85+	1999	1999	10	225142	4.44164127528404
I13.0	Black	Female	F	85+ years	85+	1999	1999	1	225142	0.444164127528404
I13.1	Black	Female	F	85+ years	85+	1999	1999	50	225142	22.2082063764202
I10	Black	Female	F	85+ years	85+	2000	2000	368	229308	160.482844035097
I13.2	Black	Female	F	85+ years	85+	2000	2000	66	229308	28.7822492019467
I11.0	Black	Female	F	85+ years	85+	2000	2000	363	229308	158.302370610707
I13.9	Black	Female	F	85+ years	85+	2000	2000	1	229308	0.436094684877981
I11.9	Black	Female	F	85+ years	85+	2000	2000	485	229308	211.505922165821
I12.0	Black	Female	F	85+ years	85+	2000	2000	295	229308	128.647932039004
I12.9	Black	Female	F	85+ years	85+	2000	2000	7	229308	3.05266279414586
I13.0	Black	Female	F	85+ years	85+	2000	2000	1	229308	0.436094684877981
I13.1	Black	Female	F	85+ years	85+	2000	2000	37	229308	16.1355033404853
I10	Black	Female	F	85+ years	85+	2001	2001	373	226836	164.435980179513
I13.2	Black	Female	F	85+ years	85+	2001	2001	88	226836	38.7945476026733
I11.0	Black	Female	F	85+ years	85+	2001	2001	368	226836	162.23174452027
I11.9	Black	Female	F	85+ years	85+	2001	2001	435	226836	191.768502354124
I12.0	Black	Female	F	85+ years	85+	2001	2001	316	226836	139.307693664145
I12.9	Black	Female	F	85+ years	85+	2001	2001	5	226836	2.2042356592428
I13.0	Black	Female	F	85+ years	85+	2001	2001	1	226836	0.44084713184856
I13.1	Black	Female	F	85+ years	85+	2001	2001	34	226836	14.988802482851
I10	Black	Female	F	85+ years	85+	2002	2002	421	225501	186.695402681141
I13.2	Black	Female	F	85+ years	85+	2002	2002	78	225501	34.589647052563
I11.0	Black	Female	F	85+ years	85+	2002	2002	359	225501	159.201067844489
I13.9	Black	Female	F	85+ years	85+	2002	2002	3	225501	1.33037104048319
I11.9	Black	Female	F	85+ years	85+	2002	2002	464	225501	205.7640542614
I12.0	Black	Female	F	85+ years	85+	2002	2002	352	225501	156.096868750028
I12.9	Black	Female	F	85+ years	85+	2002	2002	7	225501	3.10419909446078
I13.0	Black	Female	F	85+ years	85+	2002	2002	2	225501	0.886914026988794
