Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,21,2000
Black or African American,Not Hispanic or Latino,95-99 years,Male,219,2000
White,Not Hispanic or Latino,95-99 years,Male,1507,2000
American Indian or Alaska Native,Not Hispanic or Latino,100+ years,Male,5,2000
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2000
Black or African American,Not Hispanic or Latino,100+ years,Male,38,2000
White,Not Hispanic or Latino,100+ years,Male,144,2000
Asian or Pacific Islander,Not Hispanic or Latino,Not Stated,Male,5,2000
Black or African American,Not Hispanic or Latino,Not Stated,Male,5,2000
White,Not Hispanic or Latino,Not Stated,Male,5,2000
Black or African American,Not Stated,1-4 years,Male,5,2000
White,Not Stated,1-4 years,Male,5,2000
White,Not Stated,10-14 years,Male,5,2000
White,Not Stated,15-19 years,Male,5,2000
Black or African American,Not Stated,25-29 years,Male,5,2000
White,Not Stated,25-29 years,Male,5,2000
Black or African American,Not Stated,30-34 years,Male,5,2000
White,Not Stated,30-34 years,Male,5,2000
Black or African American,Not Stated,35-39 years,Male,5,2000
White,Not Stated,35-39 years,Male,5,2000
Black or African American,Not Stated,40-44 years,Male,5,2000
White,Not Stated,40-44 years,Male,12,2000
Asian or Pacific Islander,Not Stated,45-49 years,Male,5,2000
Black or African American,Not Stated,45-49 years,Male,5,2000
White,Not Stated,45-49 years,Male,18,2000
Black or African American,Not Stated,50-54 years,Male,14,2000
White,Not Stated,50-54 years,Male,39,2000
Black or African American,Not Stated,55-59 years,Male,19,2000
White,Not Stated,55-59 years,Male,44,2000
Asian or Pacific Islander,Not Stated,60-64 years ,Male,5,2000
Black or African American,Not Stated,60-64 years ,Male,11,2000
White,Not Stated,60-64 years ,Male,63,2000
Asian or Pacific Islander,Not Stated,65-69 years,Male,5,2000
Black or African American,Not Stated,65-69 years,Male,23,2000
White,Not Stated,65-69 years,Male,83,2000
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2000
Black or African American,Not Stated,70-74 years,Male,25,2000
White,Not Stated,70-74 years,Male,92,2000
Asian or Pacific Islander,Not Stated,75-79 years,Male,5,2000
Black or African American,Not Stated,75-79 years,Male,20,2000
White,Not Stated,75-79 years,Male,98,2000
Black or African American,Not Stated,80-84 years,Male,14,2000
White,Not Stated,80-84 years,Male,70,2000
Black or African American,Not Stated,85-89 years,Male,5,2000
White,Not Stated,85-89 years,Male,36,2000
Black or African American,Not Stated,90-94 years,Male,5,2000
White,Not Stated,90-94 years,Male,17,2000
Asian or Pacific Islander,Not Stated,95-99 years,Male,5,2000
White,Not Stated,95-99 years,Male,5,2000
Asian or Pacific Islander,Hispanic or Latino,< 1 year,Female,5,2001
White,Hispanic or Latino,< 1 year,Female,5,2001
Black or African American,Hispanic or Latino,1-4 years,Female,5,2001
White,Hispanic or Latino,1-4 years,Female,39,2001
Asian or Pacific Islander,Hispanic or Latino,5-9 years,Female,5,2001
Black or African American,Hispanic or Latino,5-9 years,Female,5,2001
White,Hispanic or Latino,5-9 years,Female,36,2001
American Indian or Alaska Native,Hispanic or Latino,10-14 years,Female,5,2001
White,Hispanic or Latino,10-14 years,Female,48,2001
White,Hispanic or Latino,15-19 years,Female,48,2001
White,Hispanic or Latino,20-24 years,Female,42,2001
White,Hispanic or Latino,25-29 years,Female,104,2001
American Indian or Alaska Native,Hispanic or Latino,30-34 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,30-34 years,Female,5,2001
Black or African American,Hispanic or Latino,30-34 years,Female,5,2001
White,Hispanic or Latino,30-34 years,Female,157,2001
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Female,5,2001
Black or African American,Hispanic or Latino,35-39 years,Female,5,2001
White,Hispanic or Latino,35-39 years,Female,303,2001
Black or African American,Hispanic or Latino,40-44 years,Female,5,2001
White,Hispanic or Latino,40-44 years,Female,469,2001
American Indian or Alaska Native,Hispanic or Latino,45-49 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,45-49 years,Female,5,2001
Black or African American,Hispanic or Latino,45-49 years,Female,5,2001
White,Hispanic or Latino,45-49 years,Female,596,2001
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Female,5,2001
Black or African American,Hispanic or Latino,50-54 years,Female,11,2001
White,Hispanic or Latino,50-54 years,Female,820,2001
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Female,5,2001
Black or African American,Hispanic or Latino,55-59 years,Female,5,2001
White,Hispanic or Latino,55-59 years,Female,853,2001
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Female,5,2001
Black or African American,Hispanic or Latino,60-64 years ,Female,19,2001
White,Hispanic or Latino,60-64 years ,Female,1031,2001
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Female,5,2001
Black or African American,Hispanic or Latino,65-69 years,Female,19,2001
White,Hispanic or Latino,65-69 years,Female,1116,2001
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Female,5,2001
Black or African American,Hispanic or Latino,70-74 years,Female,17,2001
White,Hispanic or Latino,70-74 years,Female,1337,2001
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Female,5,2001
Black or African American,Hispanic or Latino,75-79 years,Female,13,2001
White,Hispanic or Latino,75-79 years,Female,1250,2001
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Female,5,2001
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Female,5,2001
Black or African American,Hispanic or Latino,80-84 years,Female,13,2001
White,Hispanic or Latino,80-84 years,Female,965,2001
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Female,5,2001
Black or African American,Hispanic or Latino,85-89 years,Female,5,2001
White,Hispanic or Latino,85-89 years,Female,671,2001
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Female,5,2001
Black or African American,Hispanic or Latino,90-94 years,Female,5,2001
White,Hispanic or Latino,90-94 years,Female,338,2001
Black or African American,Hispanic or Latino,95-99 years,Female,5,2001
White,Hispanic or Latino,95-99 years,Female,111,2001
White,Hispanic or Latino,100+ years,Female,11,2001
Asian or Pacific Islander,Not Hispanic or Latino,< 1 year,Female,5,2001
Black or African American,Not Hispanic or Latino,< 1 year,Female,5,2001
White,Not Hispanic or Latino,< 1 year,Female,21,2001
American Indian or Alaska Native,Not Hispanic or Latino,1-4 years,Female,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Female,5,2001
Black or African American,Not Hispanic or Latino,1-4 years,Female,17,2001
White,Not Hispanic or Latino,1-4 years,Female,124,2001
Asian or Pacific Islander,Not Hispanic or Latino,5-9 years,Female,10,2001
Black or African American,Not Hispanic or Latino,5-9 years,Female,35,2001
White,Not Hispanic or Latino,5-9 years,Female,156,2001
American Indian or Alaska Native,Not Hispanic or Latino,10-14 years,Female,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,10-14 years,Female,5,2001
Black or African American,Not Hispanic or Latino,10-14 years,Female,37,2001
White,Not Hispanic or Latino,10-14 years,Female,141,2001
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Female,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Female,10,2001
Black or African American,Not Hispanic or Latino,15-19 years,Female,45,2001
White,Not Hispanic or Latino,15-19 years,Female,178,2001
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Female,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Female,19,2001
Black or African American,Not Hispanic or Latino,20-24 years,Female,64,2001
White,Not Hispanic or Latino,20-24 years,Female,266,2001
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Female,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Female,31,2001
Black or African American,Not Hispanic or Latino,25-29 years,Female,135,2001
White,Not Hispanic or Latino,25-29 years,Female,416,2001
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Female,10,2001
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Female,59,2001
Black or African American,Not Hispanic or Latino,30-34 years,Female,289,2001
White,Not Hispanic or Latino,30-34 years,Female,918,2001
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,27,2001
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,99,2001
Black or African American,Not Hispanic or Latino,35-39 years,Female,584,2001
White,Not Hispanic or Latino,35-39 years,Female,2107,2001
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Female,32,2001
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Female,171,2001
Black or African American,Not Hispanic or Latino,40-44 years,Female,1165,2001
White,Not Hispanic or Latino,40-44 years,Female,4284,2001
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Female,56,2001
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Female,299,2001
Black or African American,Not Hispanic or Latino,45-49 years,Female,1742,2001
White,Not Hispanic or Latino,45-49 years,Female,7089,2001
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Female,88,2001
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Female,407,2001
Black or African American,Not Hispanic or Latino,50-54 years,Female,2237,2001
White,Not Hispanic or Latino,50-54 years,Female,11068,2001
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Female,101,2001
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Female,379,2001
Black or African American,Not Hispanic or Latino,55-59 years,Female,2561,2001
White,Not Hispanic or Latino,55-59 years,Female,14498,2001
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Female,124,2001
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Female,418,2001
Black or African American,Not Hispanic or Latino,60-64 years ,Female,2883,2001
White,Not Hispanic or Latino,60-64 years ,Female,18007,2001
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Female,136,2001
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Female,554,2001
Black or African American,Not Hispanic or Latino,65-69 years,Female,3447,2001
White,Not Hispanic or Latino,65-69 years,Female,22934,2001
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Female,127,2001
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Female,627,2001
Black or African American,Not Hispanic or Latino,70-74 years,Female,3811,2001
White,Not Hispanic or Latino,70-74 years,Female,31041,2001
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Female,133,2001
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Female,575,2001
Black or African American,Not Hispanic or Latino,75-79 years,Female,3731,2001
White,Not Hispanic or Latino,75-79 years,Female,36210,2001
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Female,89,2001
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Female,476,2001
Black or African American,Not Hispanic or Latino,80-84 years,Female,3023,2001
White,Not Hispanic or Latino,80-84 years,Female,32665,2001
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Female,63,2001
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Female,301,2001
Black or African American,Not Hispanic or Latino,85-89 years,Female,1946,2001
White,Not Hispanic or Latino,85-89 years,Female,23491,2001
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Female,26,2001
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Female,98,2001
Black or African American,Not Hispanic or Latino,90-94 years,Female,1046,2001
White,Not Hispanic or Latino,90-94 years,Female,11485,2001
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Female,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Female,29,2001
Black or African American,Not Hispanic or Latino,95-99 years,Female,364,2001
White,Not Hispanic or Latino,95-99 years,Female,3212,2001
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Female,5,2001
Black or African American,Not Hispanic or Latino,100+ years,Female,79,2001
White,Not Hispanic or Latino,100+ years,Female,394,2001
Black or African American,Not Hispanic or Latino,Not Stated,Female,5,2001
White,Not Stated,1-4 years,Female,5,2001
Black or African American,Not Stated,5-9 years,Female,5,2001
White,Not Stated,10-14 years,Female,5,2001
White,Not Stated,15-19 years,Female,5,2001
White,Not Stated,25-29 years,Female,5,2001
Black or African American,Not Stated,30-34 years,Female,5,2001
White,Not Stated,30-34 years,Female,5,2001
Black or African American,Not Stated,35-39 years,Female,5,2001
White,Not Stated,35-39 years,Female,5,2001
Black or African American,Not Stated,40-44 years,Female,5,2001
White,Not Stated,40-44 years,Female,5,2001
American Indian or Alaska Native,Not Stated,45-49 years,Female,5,2001
Asian or Pacific Islander,Not Stated,45-49 years,Female,5,2001
Black or African American,Not Stated,45-49 years,Female,5,2001
White,Not Stated,45-49 years,Female,21,2001
Asian or Pacific Islander,Not Stated,50-54 years,Female,5,2001
Black or African American,Not Stated,50-54 years,Female,5,2001
White,Not Stated,50-54 years,Female,23,2001
Asian or Pacific Islander,Not Stated,55-59 years,Female,5,2001
Black or African American,Not Stated,55-59 years,Female,10,2001
White,Not Stated,55-59 years,Female,21,2001
Asian or Pacific Islander,Not Stated,60-64 years ,Female,5,2001
Black or African American,Not Stated,60-64 years ,Female,11,2001
White,Not Stated,60-64 years ,Female,38,2001
American Indian or Alaska Native,Not Stated,65-69 years,Female,5,2001
Asian or Pacific Islander,Not Stated,65-69 years,Female,5,2001
Black or African American,Not Stated,65-69 years,Female,17,2001
White,Not Stated,65-69 years,Female,39,2001
American Indian or Alaska Native,Not Stated,70-74 years,Female,5,2001
Asian or Pacific Islander,Not Stated,70-74 years,Female,5,2001
Black or African American,Not Stated,70-74 years,Female,14,2001
White,Not Stated,70-74 years,Female,62,2001
Asian or Pacific Islander,Not Stated,75-79 years,Female,5,2001
Black or African American,Not Stated,75-79 years,Female,21,2001
White,Not Stated,75-79 years,Female,75,2001
Asian or Pacific Islander,Not Stated,80-84 years,Female,5,2001
Black or African American,Not Stated,80-84 years,Female,5,2001
White,Not Stated,80-84 years,Female,58,2001
Black or African American,Not Stated,85-89 years,Female,5,2001
White,Not Stated,85-89 years,Female,52,2001
Asian or Pacific Islander,Not Stated,90-94 years,Female,5,2001
Black or African American,Not Stated,90-94 years,Female,5,2001
White,Not Stated,90-94 years,Female,27,2001
Black or African American,Not Stated,95-99 years,Female,5,2001
White,Not Stated,95-99 years,Female,5,2001
White,Not Stated,100+ years,Female,5,2001
Black or African American,Hispanic or Latino,< 1 year,Male,5,2001
White,Hispanic or Latino,< 1 year,Male,5,2001
Black or African American,Hispanic or Latino,1-4 years,Male,5,2001
White,Hispanic or Latino,1-4 years,Male,43,2001
Asian or Pacific Islander,Hispanic or Latino,5-9 years,Male,5,2001
White,Hispanic or Latino,5-9 years,Male,48,2001
Black or African American,Hispanic or Latino,10-14 years,Male,5,2001
White,Hispanic or Latino,10-14 years,Male,39,2001
American Indian or Alaska Native,Hispanic or Latino,15-19 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,15-19 years,Male,5,2001
Black or African American,Hispanic or Latino,15-19 years,Male,5,2001
White,Hispanic or Latino,15-19 years,Male,90,2001
American Indian or Alaska Native,Hispanic or Latino,20-24 years,Male,5,2001
Black or African American,Hispanic or Latino,20-24 years,Male,5,2001
White,Hispanic or Latino,20-24 years,Male,102,2001
Black or African American,Hispanic or Latino,25-29 years,Male,5,2001
White,Hispanic or Latino,25-29 years,Male,99,2001
Asian or Pacific Islander,Hispanic or Latino,30-34 years,Male,5,2001
White,Hispanic or Latino,30-34 years,Male,132,2001
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2001
Black or African American,Hispanic or Latino,35-39 years,Male,5,2001
White,Hispanic or Latino,35-39 years,Male,231,2001
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,40-44 years,Male,5,2001
Black or African American,Hispanic or Latino,40-44 years,Male,5,2001
White,Hispanic or Latino,40-44 years,Male,371,2001
Asian or Pacific Islander,Hispanic or Latino,45-49 years,Male,5,2001
Black or African American,Hispanic or Latino,45-49 years,Male,5,2001
White,Hispanic or Latino,45-49 years,Male,565,2001
American Indian or Alaska Native,Hispanic or Latino,50-54 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,50-54 years,Male,5,2001
Black or African American,Hispanic or Latino,50-54 years,Male,12,2001
White,Hispanic or Latino,50-54 years,Male,778,2001
American Indian or Alaska Native,Hispanic or Latino,55-59 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,55-59 years,Male,5,2001
Black or African American,Hispanic or Latino,55-59 years,Male,14,2001
White,Hispanic or Latino,55-59 years,Male,929,2001
American Indian or Alaska Native,Hispanic or Latino,60-64 years ,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,60-64 years ,Male,10,2001
Black or African American,Hispanic or Latino,60-64 years ,Male,25,2001
White,Hispanic or Latino,60-64 years ,Male,1217,2001
American Indian or Alaska Native,Hispanic or Latino,65-69 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,65-69 years,Male,5,2001
Black or African American,Hispanic or Latino,65-69 years,Male,17,2001
White,Hispanic or Latino,65-69 years,Male,1441,2001
American Indian or Alaska Native,Hispanic or Latino,70-74 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,70-74 years,Male,5,2001
Black or African American,Hispanic or Latino,70-74 years,Male,26,2001
White,Hispanic or Latino,70-74 years,Male,1718,2001
American Indian or Alaska Native,Hispanic or Latino,75-79 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,75-79 years,Male,5,2001
Black or African American,Hispanic or Latino,75-79 years,Male,25,2001
White,Hispanic or Latino,75-79 years,Male,1680,2001
American Indian or Alaska Native,Hispanic or Latino,80-84 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,80-84 years,Male,5,2001
Black or African American,Hispanic or Latino,80-84 years,Male,14,2001
White,Hispanic or Latino,80-84 years,Male,1073,2001
American Indian or Alaska Native,Hispanic or Latino,85-89 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,85-89 years,Male,5,2001
Black or African American,Hispanic or Latino,85-89 years,Male,5,2001
White,Hispanic or Latino,85-89 years,Male,634,2001
American Indian or Alaska Native,Hispanic or Latino,90-94 years,Male,5,2001
Black or African American,Hispanic or Latino,90-94 years,Male,5,2001
White,Hispanic or Latino,90-94 years,Male,264,2001
Black or African American,Hispanic or Latino,95-99 years,Male,5,2001
White,Hispanic or Latino,95-99 years,Male,108,2001
White,Hispanic or Latino,100+ years,Male,11,2001
American Indian or Alaska Native,Not Hispanic or Latino,< 1 year,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,< 1 year,Male,5,2001
Black or African American,Not Hispanic or Latino,< 1 year,Male,5,2001
White,Not Hispanic or Latino,< 1 year,Male,21,2001
American Indian or Alaska Native,Not Hispanic or Latino,1-4 years,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,1-4 years,Male,5,2001
Black or African American,Not Hispanic or Latino,1-4 years,Male,29,2001
White,Not Hispanic or Latino,1-4 years,Male,144,2001
Asian or Pacific Islander,Not Hispanic or Latino,5-9 years,Male,14,2001
Black or African American,Not Hispanic or Latino,5-9 years,Male,43,2001
White,Not Hispanic or Latino,5-9 years,Male,146,2001
American Indian or Alaska Native,Not Hispanic or Latino,10-14 years,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,10-14 years,Male,15,2001
Black or African American,Not Hispanic or Latino,10-14 years,Male,57,2001
White,Not Hispanic or Latino,10-14 years,Male,164,2001
American Indian or Alaska Native,Not Hispanic or Latino,15-19 years,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,15-19 years,Male,11,2001
Black or African American,Not Hispanic or Latino,15-19 years,Male,65,2001
White,Not Hispanic or Latino,15-19 years,Male,270,2001
American Indian or Alaska Native,Not Hispanic or Latino,20-24 years,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,20-24 years,Male,20,2001
Black or African American,Not Hispanic or Latino,20-24 years,Male,83,2001
White,Not Hispanic or Latino,20-24 years,Male,362,2001
American Indian or Alaska Native,Not Hispanic or Latino,25-29 years,Male,12,2001
Asian or Pacific Islander,Not Hispanic or Latino,25-29 years,Male,26,2001
Black or African American,Not Hispanic or Latino,25-29 years,Male,106,2001
White,Not Hispanic or Latino,25-29 years,Male,449,2001
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,51,2001
Black or African American,Not Hispanic or Latino,30-34 years,Male,161,2001
White,Not Hispanic or Latino,30-34 years,Male,811,2001
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,16,2001
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,82,2001
Black or African American,Not Hispanic or Latino,35-39 years,Male,365,2001
White,Not Hispanic or Latino,35-39 years,Male,1621,2001
American Indian or Alaska Native,Not Hispanic or Latino,40-44 years,Male,34,2001
Asian or Pacific Islander,Not Hispanic or Latino,40-44 years,Male,159,2001
Black or African American,Not Hispanic or Latino,40-44 years,Male,836,2001
White,Not Hispanic or Latino,40-44 years,Male,3539,2001
American Indian or Alaska Native,Not Hispanic or Latino,45-49 years,Male,47,2001
Asian or Pacific Islander,Not Hispanic or Latino,45-49 years,Male,260,2001
Black or African American,Not Hispanic or Latino,45-49 years,Male,1628,2001
White,Not Hispanic or Latino,45-49 years,Male,6840,2001
American Indian or Alaska Native,Not Hispanic or Latino,50-54 years,Male,87,2001
Asian or Pacific Islander,Not Hispanic or Latino,50-54 years,Male,362,2001
Black or African American,Not Hispanic or Latino,50-54 years,Male,2568,2001
White,Not Hispanic or Latino,50-54 years,Male,11839,2001
American Indian or Alaska Native,Not Hispanic or Latino,55-59 years,Male,106,2001
Asian or Pacific Islander,Not Hispanic or Latino,55-59 years,Male,433,2001
Black or African American,Not Hispanic or Latino,55-59 years,Male,3133,2001
White,Not Hispanic or Latino,55-59 years,Male,16696,2001
American Indian or Alaska Native,Not Hispanic or Latino,60-64 years ,Male,134,2001
Asian or Pacific Islander,Not Hispanic or Latino,60-64 years ,Male,562,2001
Black or African American,Not Hispanic or Latino,60-64 years ,Male,3619,2001
White,Not Hispanic or Latino,60-64 years ,Male,22188,2001
American Indian or Alaska Native,Not Hispanic or Latino,65-69 years,Male,153,2001
Asian or Pacific Islander,Not Hispanic or Latino,65-69 years,Male,584,2001
Black or African American,Not Hispanic or Latino,65-69 years,Male,4430,2001
White,Not Hispanic or Latino,65-69 years,Male,29183,2001
American Indian or Alaska Native,Not Hispanic or Latino,70-74 years,Male,164,2001
Asian or Pacific Islander,Not Hispanic or Latino,70-74 years,Male,677,2001
Black or African American,Not Hispanic or Latino,70-74 years,Male,4704,2001
White,Not Hispanic or Latino,70-74 years,Male,38371,2001
American Indian or Alaska Native,Not Hispanic or Latino,75-79 years,Male,123,2001
Asian or Pacific Islander,Not Hispanic or Latino,75-79 years,Male,741,2001
Black or African American,Not Hispanic or Latino,75-79 years,Male,4432,2001
White,Not Hispanic or Latino,75-79 years,Male,40816,2001
American Indian or Alaska Native,Not Hispanic or Latino,80-84 years,Male,96,2001
Asian or Pacific Islander,Not Hispanic or Latino,80-84 years,Male,576,2001
Black or African American,Not Hispanic or Latino,80-84 years,Male,3268,2001
White,Not Hispanic or Latino,80-84 years,Male,33069,2001
American Indian or Alaska Native,Not Hispanic or Latino,85-89 years,Male,45,2001
Asian or Pacific Islander,Not Hispanic or Latino,85-89 years,Male,327,2001
Black or African American,Not Hispanic or Latino,85-89 years,Male,1830,2001
White,Not Hispanic or Latino,85-89 years,Male,20248,2001
American Indian or Alaska Native,Not Hispanic or Latino,90-94 years,Male,22,2001
Asian or Pacific Islander,Not Hispanic or Latino,90-94 years,Male,138,2001
Black or African American,Not Hispanic or Latino,90-94 years,Male,734,2001
White,Not Hispanic or Latino,90-94 years,Male,7441,2001
American Indian or Alaska Native,Not Hispanic or Latino,95-99 years,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,95-99 years,Male,31,2001
Black or African American,Not Hispanic or Latino,95-99 years,Male,203,2001
White,Not Hispanic or Latino,95-99 years,Male,1599,2001
Asian or Pacific Islander,Not Hispanic or Latino,100+ years,Male,5,2001
Black or African American,Not Hispanic or Latino,100+ years,Male,37,2001
White,Not Hispanic or Latino,100+ years,Male,183,2001
Black or African American,Not Hispanic or Latino,Not Stated,Male,5,2001
White,Not Hispanic or Latino,Not Stated,Male,5,2001
White,Not Stated,1-4 years,Male,5,2001
White,Not Stated,5-9 years,Male,5,2001
Black or African American,Not Stated,20-24 years,Male,5,2001
White,Not Stated,25-29 years,Male,5,2001
Black or African American,Not Stated,30-34 years,Male,5,2001
White,Not Stated,30-34 years,Male,5,2001
Black or African American,Not Stated,35-39 years,Male,5,2001
White,Not Stated,35-39 years,Male,5,2001
Black or African American,Not Stated,40-44 years,Male,5,2001
White,Not Stated,40-44 years,Male,12,2001
Asian or Pacific Islander,Not Stated,45-49 years,Male,5,2001
Black or African American,Not Stated,45-49 years,Male,5,2001
White,Not Stated,45-49 years,Male,16,2001
Asian or Pacific Islander,Not Stated,50-54 years,Male,5,2001
Black or African American,Not Stated,50-54 years,Male,13,2001
White,Not Stated,50-54 years,Male,31,2001
Asian or Pacific Islander,Not Stated,55-59 years,Male,5,2001
Black or African American,Not Stated,55-59 years,Male,17,2001
White,Not Stated,55-59 years,Male,54,2001
Asian or Pacific Islander,Not Stated,60-64 years ,Male,5,2001
Black or African American,Not Stated,60-64 years ,Male,25,2001
White,Not Stated,60-64 years ,Male,71,2001
American Indian or Alaska Native,Not Stated,65-69 years,Male,5,2001
Asian or Pacific Islander,Not Stated,65-69 years,Male,5,2001
Black or African American,Not Stated,65-69 years,Male,21,2001
White,Not Stated,65-69 years,Male,60,2001
American Indian or Alaska Native,Not Stated,70-74 years,Male,5,2001
Asian or Pacific Islander,Not Stated,70-74 years,Male,5,2001
Black or African American,Not Stated,70-74 years,Male,24,2001
White,Not Stated,70-74 years,Male,102,2001
Asian or Pacific Islander,Not Stated,75-79 years,Male,5,2001
Black or African American,Not Stated,75-79 years,Male,29,2001
White,Not Stated,75-79 years,Male,89,2001
Asian or Pacific Islander,Not Stated,80-84 years,Male,5,2001
Black or African American,Not Stated,80-84 years,Male,14,2001
White,Not Stated,80-84 years,Male,55,2001
Black or African American,Not Stated,85-89 years,Male,5,2001
White,Not Stated,85-89 years,Male,40,2001
Black or African American,Not Stated,90-94 years,Male,5,2001
White,Not Stated,90-94 years,Male,17,2001
White,Not Stated,95-99 years,Male,5,2001
White,Not Stated,100+ years,Male,5,2001
Black or African American,Not Stated,Not Stated,Male,5,2001
White,Hispanic or Latino,< 1 year,Female,5,2002
Black or African American,Hispanic or Latino,1-4 years,Female,5,2002
White,Hispanic or Latino,1-4 years,Female,35,2002
American Indian or Alaska Native,Hispanic or Latino,5-9 years,Female,5,2002
Asian or Pacific Islander,Hispanic or Latino,5-9 years,Female,5,2002
Black or African American,Hispanic or Latino,5-9 years,Female,5,2002
White,Hispanic or Latino,5-9 years,Female,49,2002
White,Hispanic or Latino,10-14 years,Female,50,2002
Black or African American,Hispanic or Latino,15-19 years,Female,5,2002
White,Hispanic or Latino,15-19 years,Female,39,2002
Asian or Pacific Islander,Hispanic or Latino,20-24 years,Female,5,2002
Black or African American,Hispanic or Latino,20-24 years,Female,5,2002
White,Hispanic or Latino,20-24 years,Female,70,2002
White,Hispanic or Latino,25-29 years,Female,74,2002
