Race,Hispanic Origin,Five-Year Age Groups,Gender,Deaths,Year
Black or African American,Hispanic or Latino,30-34 years,Male,5,2014
Black or African American,Hispanic or Latino,30-34 years,Male,5,2015
Black or African American,Hispanic or Latino,30-34 years,Male,5,2018
Black or African American,Hispanic or Latino,30-34 years,Male,5,2019
Black or African American,Hispanic or Latino,30-34 years,Male,5,2020
White,Hispanic or Latino,30-34 years,Male,14,1999
White,Hispanic or Latino,30-34 years,Male,11,2000
White,Hispanic or Latino,30-34 years,Male,16,2001
White,Hispanic or Latino,30-34 years,Male,20,2002
White,Hispanic or Latino,30-34 years,Male,15,2003
White,Hispanic or Latino,30-34 years,Male,19,2004
White,Hispanic or Latino,30-34 years,Male,15,2005
White,Hispanic or Latino,30-34 years,Male,25,2006
White,Hispanic or Latino,30-34 years,Male,22,2007
White,Hispanic or Latino,30-34 years,Male,29,2008
White,Hispanic or Latino,30-34 years,Male,40,2009
White,Hispanic or Latino,30-34 years,Male,34,2010
White,Hispanic or Latino,30-34 years,Male,34,2011
White,Hispanic or Latino,30-34 years,Male,30,2012
White,Hispanic or Latino,30-34 years,Male,38,2013
White,Hispanic or Latino,30-34 years,Male,38,2014
White,Hispanic or Latino,30-34 years,Male,47,2015
White,Hispanic or Latino,30-34 years,Male,39,2016
White,Hispanic or Latino,30-34 years,Male,60,2017
White,Hispanic or Latino,30-34 years,Male,39,2018
White,Hispanic or Latino,30-34 years,Male,47,2019
White,Hispanic or Latino,30-34 years,Male,58,2020
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2001
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2003
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2004
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2005
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2006
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2007
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2008
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2010
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2011
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2012
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2013
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2014
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2015
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2016
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2017
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2018
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2019
American Indian or Alaska Native,Not Hispanic or Latino,30-34 years,Male,5,2020
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2000
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2002
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2003
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2004
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2005
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2007
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,12,2008
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2009
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2010
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2013
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2014
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2015
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2016
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2017
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,12,2018
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,30-34 years,Male,18,2020
Black or African American,Not Hispanic or Latino,30-34 years,Male,56,1999
Black or African American,Not Hispanic or Latino,30-34 years,Male,68,2000
Black or African American,Not Hispanic or Latino,30-34 years,Male,80,2001
Black or African American,Not Hispanic or Latino,30-34 years,Male,93,2002
Black or African American,Not Hispanic or Latino,30-34 years,Male,92,2003
Black or African American,Not Hispanic or Latino,30-34 years,Male,78,2004
Black or African American,Not Hispanic or Latino,30-34 years,Male,89,2005
Black or African American,Not Hispanic or Latino,30-34 years,Male,93,2006
Black or African American,Not Hispanic or Latino,30-34 years,Male,99,2007
Black or African American,Not Hispanic or Latino,30-34 years,Male,96,2008
Black or African American,Not Hispanic or Latino,30-34 years,Male,107,2009
Black or African American,Not Hispanic or Latino,30-34 years,Male,91,2010
Black or African American,Not Hispanic or Latino,30-34 years,Male,93,2011
Black or African American,Not Hispanic or Latino,30-34 years,Male,90,2012
Black or African American,Not Hispanic or Latino,30-34 years,Male,107,2013
Black or African American,Not Hispanic or Latino,30-34 years,Male,94,2014
Black or African American,Not Hispanic or Latino,30-34 years,Male,115,2015
Black or African American,Not Hispanic or Latino,30-34 years,Male,101,2016
Black or African American,Not Hispanic or Latino,30-34 years,Male,148,2017
Black or African American,Not Hispanic or Latino,30-34 years,Male,115,2018
Black or African American,Not Hispanic or Latino,30-34 years,Male,130,2019
Black or African American,Not Hispanic or Latino,30-34 years,Male,160,2020
White,Not Hispanic or Latino,30-34 years,Male,80,1999
White,Not Hispanic or Latino,30-34 years,Male,52,2000
White,Not Hispanic or Latino,30-34 years,Male,77,2001
White,Not Hispanic or Latino,30-34 years,Male,69,2002
White,Not Hispanic or Latino,30-34 years,Male,82,2003
White,Not Hispanic or Latino,30-34 years,Male,88,2004
White,Not Hispanic or Latino,30-34 years,Male,81,2005
White,Not Hispanic or Latino,30-34 years,Male,76,2006
White,Not Hispanic or Latino,30-34 years,Male,72,2007
White,Not Hispanic or Latino,30-34 years,Male,110,2008
White,Not Hispanic or Latino,30-34 years,Male,109,2009
White,Not Hispanic or Latino,30-34 years,Male,100,2010
White,Not Hispanic or Latino,30-34 years,Male,108,2011
White,Not Hispanic or Latino,30-34 years,Male,112,2012
White,Not Hispanic or Latino,30-34 years,Male,107,2013
White,Not Hispanic or Latino,30-34 years,Male,128,2014
White,Not Hispanic or Latino,30-34 years,Male,124,2015
White,Not Hispanic or Latino,30-34 years,Male,116,2016
White,Not Hispanic or Latino,30-34 years,Male,145,2017
White,Not Hispanic or Latino,30-34 years,Male,139,2018
White,Not Hispanic or Latino,30-34 years,Male,133,2019
White,Not Hispanic or Latino,30-34 years,Male,161,2020
Black or African American,Not Stated,30-34 years,Male,5,1999
Black or African American,Not Stated,30-34 years,Male,5,2001
Black or African American,Not Stated,30-34 years,Male,5,2003
Black or African American,Not Stated,30-34 years,Male,5,2006
Black or African American,Not Stated,30-34 years,Male,5,2009
Black or African American,Not Stated,30-34 years,Male,5,2010
Black or African American,Not Stated,30-34 years,Male,5,2012
Black or African American,Not Stated,30-34 years,Male,5,2015
Black or African American,Not Stated,30-34 years,Male,5,2016
Black or African American,Not Stated,30-34 years,Male,5,2017
Black or African American,Not Stated,30-34 years,Male,5,2018
White,Not Stated,30-34 years,Male,5,2001
White,Not Stated,30-34 years,Male,5,2009
White,Not Stated,30-34 years,Male,5,2011
White,Not Stated,30-34 years,Male,5,2012
White,Not Stated,30-34 years,Male,5,2016
White,Not Stated,30-34 years,Male,5,2019
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2002
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2012
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2014
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Female,5,2016
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Female,5,2017
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Female,5,2020
Black or African American,Hispanic or Latino,35-39 years,Female,5,2003
Black or African American,Hispanic or Latino,35-39 years,Female,5,2005
Black or African American,Hispanic or Latino,35-39 years,Female,5,2010
Black or African American,Hispanic or Latino,35-39 years,Female,5,2012
Black or African American,Hispanic or Latino,35-39 years,Female,5,2014
Black or African American,Hispanic or Latino,35-39 years,Female,5,2016
Black or African American,Hispanic or Latino,35-39 years,Female,5,2017
Black or African American,Hispanic or Latino,35-39 years,Female,5,2018
Black or African American,Hispanic or Latino,35-39 years,Female,5,2019
Black or African American,Hispanic or Latino,35-39 years,Female,5,2020
White,Hispanic or Latino,35-39 years,Female,10,1999
White,Hispanic or Latino,35-39 years,Female,11,2000
White,Hispanic or Latino,35-39 years,Female,5,2001
White,Hispanic or Latino,35-39 years,Female,13,2002
White,Hispanic or Latino,35-39 years,Female,5,2003
White,Hispanic or Latino,35-39 years,Female,12,2004
White,Hispanic or Latino,35-39 years,Female,17,2005
White,Hispanic or Latino,35-39 years,Female,12,2006
White,Hispanic or Latino,35-39 years,Female,15,2007
White,Hispanic or Latino,35-39 years,Female,16,2008
White,Hispanic or Latino,35-39 years,Female,11,2009
White,Hispanic or Latino,35-39 years,Female,19,2010
White,Hispanic or Latino,35-39 years,Female,15,2011
White,Hispanic or Latino,35-39 years,Female,16,2012
White,Hispanic or Latino,35-39 years,Female,12,2013
White,Hispanic or Latino,35-39 years,Female,20,2014
White,Hispanic or Latino,35-39 years,Female,11,2015
White,Hispanic or Latino,35-39 years,Female,25,2016
White,Hispanic or Latino,35-39 years,Female,28,2017
White,Hispanic or Latino,35-39 years,Female,24,2018
White,Hispanic or Latino,35-39 years,Female,22,2019
White,Hispanic or Latino,35-39 years,Female,23,2020
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,1999
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2000
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2001
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2002
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2003
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2004
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2005
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2007
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2008
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2009
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2010
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2011
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2012
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2013
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2014
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2015
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2016
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2017
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2018
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2019
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Female,5,2020
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2000
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2002
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2003
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2004
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2005
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2007
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2008
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2009
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2010
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2012
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2013
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2014
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2015
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2016
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2017
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2018
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2019
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Female,5,2020
Black or African American,Not Hispanic or Latino,35-39 years,Female,108,1999
Black or African American,Not Hispanic or Latino,35-39 years,Female,102,2000
Black or African American,Not Hispanic or Latino,35-39 years,Female,105,2001
Black or African American,Not Hispanic or Latino,35-39 years,Female,92,2002
Black or African American,Not Hispanic or Latino,35-39 years,Female,112,2003
Black or African American,Not Hispanic or Latino,35-39 years,Female,86,2004
Black or African American,Not Hispanic or Latino,35-39 years,Female,100,2005
Black or African American,Not Hispanic or Latino,35-39 years,Female,90,2006
Black or African American,Not Hispanic or Latino,35-39 years,Female,106,2007
Black or African American,Not Hispanic or Latino,35-39 years,Female,94,2008
Black or African American,Not Hispanic or Latino,35-39 years,Female,104,2009
Black or African American,Not Hispanic or Latino,35-39 years,Female,100,2010
Black or African American,Not Hispanic or Latino,35-39 years,Female,114,2011
Black or African American,Not Hispanic or Latino,35-39 years,Female,111,2012
Black or African American,Not Hispanic or Latino,35-39 years,Female,94,2013
Black or African American,Not Hispanic or Latino,35-39 years,Female,112,2014
Black or African American,Not Hispanic or Latino,35-39 years,Female,97,2015
Black or African American,Not Hispanic or Latino,35-39 years,Female,120,2016
Black or African American,Not Hispanic or Latino,35-39 years,Female,129,2017
Black or African American,Not Hispanic or Latino,35-39 years,Female,127,2018
Black or African American,Not Hispanic or Latino,35-39 years,Female,133,2019
Black or African American,Not Hispanic or Latino,35-39 years,Female,138,2020
White,Not Hispanic or Latino,35-39 years,Female,50,1999
White,Not Hispanic or Latino,35-39 years,Female,52,2000
White,Not Hispanic or Latino,35-39 years,Female,61,2001
White,Not Hispanic or Latino,35-39 years,Female,65,2002
White,Not Hispanic or Latino,35-39 years,Female,64,2003
White,Not Hispanic or Latino,35-39 years,Female,52,2004
White,Not Hispanic or Latino,35-39 years,Female,62,2005
White,Not Hispanic or Latino,35-39 years,Female,65,2006
White,Not Hispanic or Latino,35-39 years,Female,54,2007
White,Not Hispanic or Latino,35-39 years,Female,78,2008
White,Not Hispanic or Latino,35-39 years,Female,75,2009
White,Not Hispanic or Latino,35-39 years,Female,84,2010
White,Not Hispanic or Latino,35-39 years,Female,83,2011
White,Not Hispanic or Latino,35-39 years,Female,82,2012
White,Not Hispanic or Latino,35-39 years,Female,81,2013
White,Not Hispanic or Latino,35-39 years,Female,87,2014
White,Not Hispanic or Latino,35-39 years,Female,124,2015
White,Not Hispanic or Latino,35-39 years,Female,93,2016
White,Not Hispanic or Latino,35-39 years,Female,102,2017
White,Not Hispanic or Latino,35-39 years,Female,117,2018
White,Not Hispanic or Latino,35-39 years,Female,106,2019
White,Not Hispanic or Latino,35-39 years,Female,131,2020
American Indian or Alaska Native,Not Stated,35-39 years,Female,5,2019
Asian or Pacific Islander,Not Stated,35-39 years,Female,5,2001
Black or African American,Not Stated,35-39 years,Female,5,2009
Black or African American,Not Stated,35-39 years,Female,5,2010
Black or African American,Not Stated,35-39 years,Female,5,2011
Black or African American,Not Stated,35-39 years,Female,5,2012
Black or African American,Not Stated,35-39 years,Female,5,2013
Black or African American,Not Stated,35-39 years,Female,5,2014
Black or African American,Not Stated,35-39 years,Female,5,2015
Black or African American,Not Stated,35-39 years,Female,5,2020
White,Not Stated,35-39 years,Female,5,2001
White,Not Stated,35-39 years,Female,5,2003
White,Not Stated,35-39 years,Female,5,2004
White,Not Stated,35-39 years,Female,5,2009
White,Not Stated,35-39 years,Female,5,2015
White,Not Stated,35-39 years,Female,5,2016
White,Not Stated,35-39 years,Female,5,2017
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2002
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2011
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2012
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2014
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2015
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2016
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2018
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2019
American Indian or Alaska Native,Hispanic or Latino,35-39 years,Male,5,2020
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2001
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2008
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2012
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2017
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2018
Asian or Pacific Islander,Hispanic or Latino,35-39 years,Male,5,2020
Black or African American,Hispanic or Latino,35-39 years,Male,5,1999
Black or African American,Hispanic or Latino,35-39 years,Male,5,2001
Black or African American,Hispanic or Latino,35-39 years,Male,5,2002
Black or African American,Hispanic or Latino,35-39 years,Male,5,2004
Black or African American,Hispanic or Latino,35-39 years,Male,5,2005
Black or African American,Hispanic or Latino,35-39 years,Male,5,2006
Black or African American,Hispanic or Latino,35-39 years,Male,5,2007
Black or African American,Hispanic or Latino,35-39 years,Male,5,2008
Black or African American,Hispanic or Latino,35-39 years,Male,5,2009
Black or African American,Hispanic or Latino,35-39 years,Male,5,2012
Black or African American,Hispanic or Latino,35-39 years,Male,5,2014
Black or African American,Hispanic or Latino,35-39 years,Male,5,2017
Black or African American,Hispanic or Latino,35-39 years,Male,5,2018
Black or African American,Hispanic or Latino,35-39 years,Male,5,2019
Black or African American,Hispanic or Latino,35-39 years,Male,5,2020
White,Hispanic or Latino,35-39 years,Male,28,1999
White,Hispanic or Latino,35-39 years,Male,27,2000
White,Hispanic or Latino,35-39 years,Male,41,2001
White,Hispanic or Latino,35-39 years,Male,35,2002
White,Hispanic or Latino,35-39 years,Male,38,2003
White,Hispanic or Latino,35-39 years,Male,38,2004
White,Hispanic or Latino,35-39 years,Male,37,2005
White,Hispanic or Latino,35-39 years,Male,43,2006
White,Hispanic or Latino,35-39 years,Male,44,2007
White,Hispanic or Latino,35-39 years,Male,46,2008
White,Hispanic or Latino,35-39 years,Male,50,2009
White,Hispanic or Latino,35-39 years,Male,44,2010
White,Hispanic or Latino,35-39 years,Male,38,2011
White,Hispanic or Latino,35-39 years,Male,56,2012
White,Hispanic or Latino,35-39 years,Male,64,2013
White,Hispanic or Latino,35-39 years,Male,60,2014
White,Hispanic or Latino,35-39 years,Male,63,2015
White,Hispanic or Latino,35-39 years,Male,52,2016
White,Hispanic or Latino,35-39 years,Male,70,2017
White,Hispanic or Latino,35-39 years,Male,86,2018
White,Hispanic or Latino,35-39 years,Male,86,2019
White,Hispanic or Latino,35-39 years,Male,96,2020
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,1999
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2001
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2002
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2003
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2004
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2005
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2006
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2007
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2008
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2009
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2010
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2011
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2012
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2013
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2014
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2015
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,11,2016
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2017
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,5,2018
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,10,2019
American Indian or Alaska Native,Not Hispanic or Latino,35-39 years,Male,16,2020
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,1999
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2000
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2001
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2002
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2003
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2004
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,14,2005
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2006
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2007
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2008
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,10,2009
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2010
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,5,2011
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,11,2012
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,10,2013
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,14,2014
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,12,2015
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,12,2016
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,23,2017
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,23,2018
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,24,2019
Asian or Pacific Islander,Not Hispanic or Latino,35-39 years,Male,18,2020
Black or African American,Not Hispanic or Latino,35-39 years,Male,154,1999
Black or African American,Not Hispanic or Latino,35-39 years,Male,116,2000
Black or African American,Not Hispanic or Latino,35-39 years,Male,124,2001
Black or African American,Not Hispanic or Latino,35-39 years,Male,175,2002
Black or African American,Not Hispanic or Latino,35-39 years,Male,146,2003
Black or African American,Not Hispanic or Latino,35-39 years,Male,181,2004
Black or African American,Not Hispanic or Latino,35-39 years,Male,164,2005
Black or African American,Not Hispanic or Latino,35-39 years,Male,167,2006
Black or African American,Not Hispanic or Latino,35-39 years,Male,176,2007
Black or African American,Not Hispanic or Latino,35-39 years,Male,183,2008
Black or African American,Not Hispanic or Latino,35-39 years,Male,187,2009
Black or African American,Not Hispanic or Latino,35-39 years,Male,162,2010
Black or African American,Not Hispanic or Latino,35-39 years,Male,172,2011
Black or African American,Not Hispanic or Latino,35-39 years,Male,189,2012
Black or African American,Not Hispanic or Latino,35-39 years,Male,192,2013
Black or African American,Not Hispanic or Latino,35-39 years,Male,199,2014
Black or African American,Not Hispanic or Latino,35-39 years,Male,223,2015
Black or African American,Not Hispanic or Latino,35-39 years,Male,219,2016
Black or African American,Not Hispanic or Latino,35-39 years,Male,207,2017
Black or African American,Not Hispanic or Latino,35-39 years,Male,243,2018
Black or African American,Not Hispanic or Latino,35-39 years,Male,247,2019
Black or African American,Not Hispanic or Latino,35-39 years,Male,276,2020
White,Not Hispanic or Latino,35-39 years,Male,131,1999
White,Not Hispanic or Latino,35-39 years,Male,133,2000
White,Not Hispanic or Latino,35-39 years,Male,138,2001
White,Not Hispanic or Latino,35-39 years,Male,158,2002
White,Not Hispanic or Latino,35-39 years,Male,185,2003
White,Not Hispanic or Latino,35-39 years,Male,176,2004
White,Not Hispanic or Latino,35-39 years,Male,208,2005
White,Not Hispanic or Latino,35-39 years,Male,213,2006
White,Not Hispanic or Latino,35-39 years,Male,191,2007
White,Not Hispanic or Latino,35-39 years,Male,217,2008
White,Not Hispanic or Latino,35-39 years,Male,198,2009
White,Not Hispanic or Latino,35-39 years,Male,198,2010
White,Not Hispanic or Latino,35-39 years,Male,199,2011
White,Not Hispanic or Latino,35-39 years,Male,203,2012
White,Not Hispanic or Latino,35-39 years,Male,184,2013
White,Not Hispanic or Latino,35-39 years,Male,224,2014
White,Not Hispanic or Latino,35-39 years,Male,231,2015
White,Not Hispanic or Latino,35-39 years,Male,237,2016
White,Not Hispanic or Latino,35-39 years,Male,262,2017
White,Not Hispanic or Latino,35-39 years,Male,276,2018
White,Not Hispanic or Latino,35-39 years,Male,265,2019
White,Not Hispanic or Latino,35-39 years,Male,329,2020
American Indian or Alaska Native,Not Stated,35-39 years,Male,5,2004
Asian or Pacific Islander,Not Stated,35-39 years,Male,5,2019
Black or African American,Not Stated,35-39 years,Male,5,2000
Black or African American,Not Stated,35-39 years,Male,5,2001
Black or African American,Not Stated,35-39 years,Male,5,2002
Black or African American,Not Stated,35-39 years,Male,5,2003
Black or African American,Not Stated,35-39 years,Male,5,2004
Black or African American,Not Stated,35-39 years,Male,5,2005
Black or African American,Not Stated,35-39 years,Male,5,2006
Black or African American,Not Stated,35-39 years,Male,5,2007
Black or African American,Not Stated,35-39 years,Male,5,2008
Black or African American,Not Stated,35-39 years,Male,5,2010
Black or African American,Not Stated,35-39 years,Male,5,2012
Black or African American,Not Stated,35-39 years,Male,5,2013
Black or African American,Not Stated,35-39 years,Male,5,2014
Black or African American,Not Stated,35-39 years,Male,5,2015
Black or African American,Not Stated,35-39 years,Male,5,2016
Black or African American,Not Stated,35-39 years,Male,5,2018
Black or African American,Not Stated,35-39 years,Male,5,2019
White,Not Stated,35-39 years,Male,5,1999
White,Not Stated,35-39 years,Male,5,2000
White,Not Stated,35-39 years,Male,5,2003
White,Not Stated,35-39 years,Male,5,2005
White,Not Stated,35-39 years,Male,5,2006
White,Not Stated,35-39 years,Male,5,2009
White,Not Stated,35-39 years,Male,5,2011
White,Not Stated,35-39 years,Male,5,2015
White,Not Stated,35-39 years,Male,5,2016
White,Not Stated,35-39 years,Male,5,2017
White,Not Stated,35-39 years,Male,5,2018
White,Not Stated,35-39 years,Male,5,2019
White,Not Stated,35-39 years,Male,5,2020
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2007
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2012
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2013
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2018
American Indian or Alaska Native,Hispanic or Latino,40-44 years,Female,5,2020
