Race	Hispanic Origin	Age_groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	50-54 years	Male	2017	3780	1259223	300.185114153728
Black or African American	Not Hispanic or Latino	50-54 years	Male	2018	3792	1234617	307.139785050749
Black or African American	Not Hispanic or Latino	50-54 years	Male	2019	3650	1208849	301.940109972379
Black or African American	Not Hispanic or Latino	50-54 years	Male	2020	4318	1200964	359.544499252267
Black or African American	Not Hispanic or Latino	50-54 years	Male	2021	4374	1241322	352.36626757602
Black or African American	Not Hispanic or Latino	50-54 years	Male	2022	3991	1242380	321.238268484683
Black or African American	Not Hispanic or Latino	55-59 years	Female	2000	2529	721707	350.419214445751
Black or African American	Not Hispanic or Latino	55-59 years	Female	2001	2670	749059	356.447222448432
Black or African American	Not Hispanic or Latino	55-59 years	Female	2002	2728	799225	341.330664080828
Black or African American	Not Hispanic or Latino	55-59 years	Female	2003	2797	846733	330.328450645009
Black or African American	Not Hispanic or Latino	55-59 years	Female	2004	2800	906422	308.906888844269
Black or African American	Not Hispanic or Latino	55-59 years	Female	2005	2858	976118	292.792469762877
Black or African American	Not Hispanic or Latino	55-59 years	Female	2006	2972	1046312	284.045294329034
Black or African American	Not Hispanic or Latino	55-59 years	Female	2007	2958	1085461	272.510942355368
Black or African American	Not Hispanic or Latino	55-59 years	Female	2008	3042	1123799	270.688975519644
Black or African American	Not Hispanic or Latino	55-59 years	Female	2009	2991	1164471	256.854829360285
Black or African American	Not Hispanic or Latino	55-59 years	Female	2010	3042	1194067	254.75957379276
Black or African American	Not Hispanic or Latino	55-59 years	Female	2011	3062	1242711	246.396788955759
Black or African American	Not Hispanic or Latino	55-59 years	Female	2012	3060	1292069	236.829457250348
Black or African American	Not Hispanic or Latino	55-59 years	Female	2013	3320	1330735	249.486186205368
Black or African American	Not Hispanic or Latino	55-59 years	Female	2014	3285	1364351	240.773818467535
Black or African American	Not Hispanic or Latino	55-59 years	Female	2015	3418	1395987	244.84468694909
Black or African American	Not Hispanic or Latino	55-59 years	Female	2016	3397	1412482	240.498639982669
Black or African American	Not Hispanic or Latino	55-59 years	Female	2017	3506	1421202	246.69258838645
Black or African American	Not Hispanic or Latino	55-59 years	Female	2018	3460	1426347	242.577717764331
Black or African American	Not Hispanic or Latino	55-59 years	Female	2019	3409	1428980	238.561771333399
Black or African American	Not Hispanic or Latino	55-59 years	Female	2020	3740	1421662	263.072375853051
Black or African American	Not Hispanic or Latino	55-59 years	Female	2021	3704	1417403	261.322997058705
Black or African American	Not Hispanic or Latino	55-59 years	Female	2022	3449	1384021	249.201421076703
Black or African American	Not Hispanic or Latino	55-59 years	Male	2000	4048	590653	685.343171032738
Black or African American	Not Hispanic or Latino	55-59 years	Male	2001	3986	616383	646.675849269042
Black or African American	Not Hispanic or Latino	55-59 years	Male	2002	4236	662769	639.136712791335
Black or African American	Not Hispanic or Latino	55-59 years	Male	2003	4319	706655	611.189335672995
Black or African American	Not Hispanic or Latino	55-59 years	Male	2004	4474	758635	589.743420749109
Black or African American	Not Hispanic or Latino	55-59 years	Male	2005	4757	820971	579.435814419754
Black or African American	Not Hispanic or Latino	55-59 years	Male	2006	4942	881087	560.898072494544
Black or African American	Not Hispanic or Latino	55-59 years	Male	2007	5024	912345	550.668880741386
Black or African American	Not Hispanic or Latino	55-59 years	Male	2008	4949	945305	523.534732176388
Black or African American	Not Hispanic or Latino	55-59 years	Male	2009	5002	981716	509.515990367886
Black or African American	Not Hispanic or Latino	55-59 years	Male	2010	5002	1009656	495.416260587765
Black or African American	Not Hispanic or Latino	55-59 years	Male	2011	4936	1054879	467.920965342944
Black or African American	Not Hispanic or Latino	55-59 years	Male	2012	5239	1100716	475.962918682021
Black or African American	Not Hispanic or Latino	55-59 years	Male	2013	5345	1139012	469.266346623214
Black or African American	Not Hispanic or Latino	55-59 years	Male	2014	5425	1171735	462.988645043461
Black or African American	Not Hispanic or Latino	55-59 years	Male	2015	5574	1200683	464.235772472834
Black or African American	Not Hispanic or Latino	55-59 years	Male	2016	5670	1216592	466.055999053093
Black or African American	Not Hispanic or Latino	55-59 years	Male	2017	5766	1224431	470.912611653903
Black or African American	Not Hispanic or Latino	55-59 years	Male	2018	5835	1227043	475.533457262704
Black or African American	Not Hispanic or Latino	55-59 years	Male	2019	5761	1228490	468.949686200132
Black or African American	Not Hispanic or Latino	55-59 years	Male	2020	6575	1221168	538.418956277924
Black or African American	Not Hispanic or Latino	55-59 years	Male	2021	6425	1245183	515.988412948137
Black or African American	Not Hispanic or Latino	55-59 years	Male	2022	5959	1217698	489.36600043689
Black or African American	Not Hispanic or Latino	60-64 years	Female	2000	3458	596149	580.056328199829
Black or African American	Not Hispanic or Latino	60-64 years	Female	2001	3374	610941	552.262820796116
Black or African American	Not Hispanic or Latino	60-64 years	Female	2002	3308	629297	525.665941518869
Black or African American	Not Hispanic or Latino	60-64 years	Female	2003	3425	653908	523.773986554684
Black or African American	Not Hispanic or Latino	60-64 years	Female	2004	3177	678186	468.455556440269
Black or African American	Not Hispanic or Latino	60-64 years	Female	2005	3238	698748	463.40025302398
Black or African American	Not Hispanic or Latino	60-64 years	Female	2006	3105	720394	431.014139484782
Black or African American	Not Hispanic or Latino	60-64 years	Female	2007	3169	768767	412.218526549657
Black or African American	Not Hispanic or Latino	60-64 years	Female	2008	3311	815179	406.168461160064
Black or African American	Not Hispanic or Latino	60-64 years	Female	2009	3444	873483	394.283575066716
Black or African American	Not Hispanic or Latino	60-64 years	Female	2010	3418	927423	368.548116663054
Black or African American	Not Hispanic or Latino	60-64 years	Female	2011	3476	1006503	345.35416188526
Black or African American	Not Hispanic or Latino	60-64 years	Female	2012	3733	1040236	358.86087387862
Black or African American	Not Hispanic or Latino	60-64 years	Female	2013	3777	1075039	351.336091062743
Black or African American	Not Hispanic or Latino	60-64 years	Female	2014	4018	1114807	360.421131191318
Black or African American	Not Hispanic or Latino	60-64 years	Female	2015	4185	1153658	362.759153926034
Black or African American	Not Hispanic or Latino	60-64 years	Female	2016	4345	1190046	365.1119368495
Black or African American	Not Hispanic or Latino	60-64 years	Female	2017	4546	1239642	366.718778486047
Black or African American	Not Hispanic or Latino	60-64 years	Female	2018	4657	1272746	365.901758874119
Black or African American	Not Hispanic or Latino	60-64 years	Female	2019	4655	1301964	357.536767529671
Black or African American	Not Hispanic or Latino	60-64 years	Female	2020	5271	1329313	396.52060876558
Black or African American	Not Hispanic or Latino	60-64 years	Female	2021	5384	1343674	400.692429860219
Black or African American	Not Hispanic or Latino	60-64 years	Female	2022	5142	1339506	383.87286059189
Black or African American	Not Hispanic or Latino	60-64 years	Male	2000	4576	470342	972.909074673323
Black or African American	Not Hispanic or Latino	60-64 years	Male	2001	4575	483638	945.955446015408
Black or African American	Not Hispanic or Latino	60-64 years	Male	2002	4690	497980	941.804891762721
Black or African American	Not Hispanic or Latino	60-64 years	Male	2003	4751	518313	916.627597609938
Black or African American	Not Hispanic or Latino	60-64 years	Male	2004	4740	538700	879.896046036755
Black or African American	Not Hispanic or Latino	60-64 years	Male	2005	4790	556778	860.306980520064
Black or African American	Not Hispanic or Latino	60-64 years	Male	2006	4786	576788	829.767609589659
Black or African American	Not Hispanic or Latino	60-64 years	Male	2007	4893	620088	789.081549715524
Black or African American	Not Hispanic or Latino	60-64 years	Male	2008	4851	661596	733.226923983821
Black or African American	Not Hispanic or Latino	60-64 years	Male	2009	5209	710808	732.827992931987
Black or African American	Not Hispanic or Latino	60-64 years	Male	2010	5281	757918	696.777223921321
Black or African American	Not Hispanic or Latino	60-64 years	Male	2011	5626	820245	685.892629641144
Black or African American	Not Hispanic or Latino	60-64 years	Male	2012	5864	844889	694.055668851175
Black or African American	Not Hispanic or Latino	60-64 years	Male	2013	6034	872930	691.235265141535
Black or African American	Not Hispanic or Latino	60-64 years	Male	2014	6269	904640	692.982844004245
Black or African American	Not Hispanic or Latino	60-64 years	Male	2015	6604	938589	703.609354041013
Black or African American	Not Hispanic or Latino	60-64 years	Male	2016	6791	971972	698.682678101838
Black or African American	Not Hispanic or Latino	60-64 years	Male	2017	7318	1015295	720.775735131169
Black or African American	Not Hispanic or Latino	60-64 years	Male	2018	7519	1048087	717.402276719395
Black or African American	Not Hispanic or Latino	60-64 years	Male	2019	7667	1076824	712.001218397807
Black or African American	Not Hispanic or Latino	60-64 years	Male	2020	9033	1102596	819.248391976753
Black or African American	Not Hispanic or Latino	60-64 years	Male	2021	9026	1145296	788.093209091798
Black or African American	Not Hispanic or Latino	60-64 years	Male	2022	8428	1142395	737.748326979722
Black or African American	Not Hispanic or Latino	65-69 years	Female	2000	4523	508629	889.25326711611
Black or African American	Not Hispanic or Latino	65-69 years	Female	2001	4504	522334	862.283519740243
Black or African American	Not Hispanic or Latino	65-69 years	Female	2002	4231	530031	798.255196394173
Black or African American	Not Hispanic or Latino	65-69 years	Female	2003	4192	539527	776.976870480995
Black or African American	Not Hispanic or Latino	65-69 years	Female	2004	3928	548655	715.932598809817
Black or African American	Not Hispanic or Latino	65-69 years	Female	2005	3821	561769	680.17281124448
Black or African American	Not Hispanic or Latino	65-69 years	Female	2006	3662	574475	637.451586230907
Black or African American	Not Hispanic or Latino	65-69 years	Female	2007	3708	592733	625.576777402304
Black or African American	Not Hispanic or Latino	65-69 years	Female	2008	3539	617326	573.278948238046
Black or African American	Not Hispanic or Latino	65-69 years	Female	2009	3620	641482	564.318250551068
Black or African American	Not Hispanic or Latino	65-69 years	Female	2010	3614	657563	549.60513289221
Black or African American	Not Hispanic or Latino	65-69 years	Female	2011	3568	680703	524.163989287545
Black or African American	Not Hispanic or Latino	65-69 years	Female	2012	3729	729212	511.373921438484
Black or African American	Not Hispanic or Latino	65-69 years	Female	2013	4002	774692	516.592400592752
Black or African American	Not Hispanic or Latino	65-69 years	Female	2014	4152	828528	501.12971438503
Black or African American	Not Hispanic or Latino	65-69 years	Female	2015	4360	885437	492.412221309929
Black or African American	Not Hispanic or Latino	65-69 years	Female	2016	4989	946010	527.372860752
Black or African American	Not Hispanic or Latino	65-69 years	Female	2017	5067	978448	517.860938956388
Black or African American	Not Hispanic or Latino	65-69 years	Female	2018	5179	1007581	514.003340674348
Black or African American	Not Hispanic or Latino	65-69 years	Female	2019	5390	1042963	516.796856647839
Black or African American	Not Hispanic or Latino	65-69 years	Female	2020	6253	1077483	580.333982067466
Black or African American	Not Hispanic or Latino	65-69 years	Female	2021	6423	1106116	580.680507288566
Black or African American	Not Hispanic or Latino	65-69 years	Female	2022	6114	1131633	540.281168894863
Black or African American	Not Hispanic or Latino	65-69 years	Male	2000	5088	375235	1355.9502711634
Black or African American	Not Hispanic or Latino	65-69 years	Male	2001	5257	388334	1353.73158157668
Black or African American	Not Hispanic or Latino	65-69 years	Male	2002	5149	396851	1297.46428760416
Black or African American	Not Hispanic or Latino	65-69 years	Male	2003	5135	406305	1263.82889701087
Black or African American	Not Hispanic or Latino	65-69 years	Male	2004	4950	415865	1190.29011818739
Black or African American	Not Hispanic or Latino	65-69 years	Male	2005	4837	427014	1132.74974590997
Black or African American	Not Hispanic or Latino	65-69 years	Male	2006	4891	436847	1119.613960952
Black or African American	Not Hispanic or Latino	65-69 years	Male	2007	4863	450394	1079.72131067465
Black or African American	Not Hispanic or Latino	65-69 years	Male	2008	5038	470048	1071.80543263667
Black or African American	Not Hispanic or Latino	65-69 years	Male	2009	5084	489532	1038.54293488475
Black or African American	Not Hispanic or Latino	65-69 years	Male	2010	4958	503596	984.519336928808
Black or African American	Not Hispanic or Latino	65-69 years	Male	2011	4981	524064	950.4564328021
Black or African American	Not Hispanic or Latino	65-69 years	Male	2012	5239	564112	928.716283291261
Black or African American	Not Hispanic or Latino	65-69 years	Male	2013	5565	601865	924.625954325306
Black or African American	Not Hispanic or Latino	65-69 years	Male	2014	5902	642116	919.148565056781
Black or African American	Not Hispanic or Latino	65-69 years	Male	2015	6341	686820	923.240441454821
Black or African American	Not Hispanic or Latino	65-69 years	Male	2016	7018	732181	958.50616172777
Black or African American	Not Hispanic or Latino	65-69 years	Male	2017	7395	753775	981.061987993765
Black or African American	Not Hispanic or Latino	65-69 years	Male	2018	7723	774325	997.384819035934
Black or African American	Not Hispanic or Latino	65-69 years	Male	2019	7930	800482	990.653131488278
Black or African American	Not Hispanic or Latino	65-69 years	Male	2020	9321	827816	1125.97485431545
Black or African American	Not Hispanic or Latino	65-69 years	Male	2021	9561	874172	1093.72068654681
Black or African American	Not Hispanic or Latino	65-69 years	Male	2022	9469	897110	1055.50044030275
Black or African American	Not Hispanic or Latino	70-74 years	Female	2000	6048	440786	1372.09439501255
Black or African American	Not Hispanic or Latino	70-74 years	Female	2001	5592	440752	1268.74069771663
Black or African American	Not Hispanic or Latino	70-74 years	Female	2002	5520	442356	1247.86371158072
Black or African American	Not Hispanic or Latino	70-74 years	Female	2003	5447	446877	1218.90363567604
Black or African American	Not Hispanic or Latino	70-74 years	Female	2004	5168	450801	1146.40384559928
Black or African American	Not Hispanic or Latino	70-74 years	Female	2005	4831	456614	1058.00522980023
Black or African American	Not Hispanic or Latino	70-74 years	Female	2006	4652	466664	996.862839216224
Black or African American	Not Hispanic or Latino	70-74 years	Female	2007	4551	472797	962.56955945152
Black or African American	Not Hispanic or Latino	70-74 years	Female	2008	4384	480483	912.415215522714
Black or African American	Not Hispanic or Latino	70-74 years	Female	2009	4289	487912	879.051960189542
Black or African American	Not Hispanic or Latino	70-74 years	Female	2010	4205	496664	846.648841067603
Black or African American	Not Hispanic or Latino	70-74 years	Female	2011	4238	515854	821.550283607377
Black or African American	Not Hispanic or Latino	70-74 years	Female	2012	4230	531565	795.763453199515
Black or African American	Not Hispanic or Latino	70-74 years	Female	2013	4436	556554	797.047546150059
Black or African American	Not Hispanic or Latino	70-74 years	Female	2014	4570	581078	786.469286395286
Black or African American	Not Hispanic or Latino	70-74 years	Female	2015	4798	603471	795.067202897902
Black or African American	Not Hispanic or Latino	70-74 years	Female	2016	4995	621831	803.272914988156
Black or African American	Not Hispanic or Latino	70-74 years	Female	2017	5175	668247	774.414251017962
Black or African American	Not Hispanic or Latino	70-74 years	Female	2018	5515	708288	778.638068130478
Black or African American	Not Hispanic or Latino	70-74 years	Female	2019	5620	756006	743.380343542247
Black or African American	Not Hispanic or Latino	70-74 years	Female	2020	6755	806836	837.220947007818
Black or African American	Not Hispanic or Latino	70-74 years	Female	2021	6934	849704	816.048882905106
Black or African American	Not Hispanic or Latino	70-74 years	Female	2022	6993	869073	804.650472399902
Black or African American	Not Hispanic or Latino	70-74 years	Male	2000	6047	292654	2066.26254894859
Black or African American	Not Hispanic or Latino	70-74 years	Male	2001	5860	295838	1980.81382378193
Black or African American	Not Hispanic or Latino	70-74 years	Male	2002	5674	299173	1896.56152126027
Black or African American	Not Hispanic or Latino	70-74 years	Male	2003	5732	304832	1880.3800125971
Black or African American	Not Hispanic or Latino	70-74 years	Male	2004	5301	309884	1710.64011049296
Black or African American	Not Hispanic or Latino	70-74 years	Male	2005	5249	316960	1656.04492680464
Black or African American	Not Hispanic or Latino	70-74 years	Male	2006	5290	325778	1623.80516793645
Black or African American	Not Hispanic or Latino	70-74 years	Male	2007	5083	332403	1529.1679076302
Black or African American	Not Hispanic or Latino	70-74 years	Male	2008	4972	339526	1464.39447936241
Black or African American	Not Hispanic or Latino	70-74 years	Male	2009	4831	346696	1393.43978586427
Black or African American	Not Hispanic or Latino	70-74 years	Male	2010	4856	353284	1374.53153836573
Black or African American	Not Hispanic or Latino	70-74 years	Male	2011	4924	368663	1335.63715371491
Black or African American	Not Hispanic or Latino	70-74 years	Male	2012	4962	380768	1303.15572737205
Black or African American	Not Hispanic or Latino	70-74 years	Male	2013	5332	400090	1332.70014246794
Black or African American	Not Hispanic or Latino	70-74 years	Male	2014	5467	417580	1309.21021121701
Black or African American	Not Hispanic or Latino	70-74 years	Male	2015	5770	434557	1327.78898970676
Black or African American	Not Hispanic or Latino	70-74 years	Male	2016	5999	449661	1334.11614527388
Black or African American	Not Hispanic or Latino	70-74 years	Male	2017	6332	485493	1304.24125579566
Black or African American	Not Hispanic or Latino	70-74 years	Male	2018	6831	516472	1322.62736411654
Black or African American	Not Hispanic or Latino	70-74 years	Male	2019	7125	550140	1295.12487730396
Black or African American	Not Hispanic or Latino	70-74 years	Male	2020	8677	586258	1480.0650907962
Black or African American	Not Hispanic or Latino	70-74 years	Male	2021	8891	624975	1422.61690467619
Black or African American	Not Hispanic or Latino	70-74 years	Male	2022	9064	629514	1439.84089313343
Black or African American	Not Hispanic or Latino	75-79 years	Female	2000	7691	344364	2233.39257297511
Black or African American	Not Hispanic or Latino	75-79 years	Female	2001	7584	354673	2138.30768059593
Black or African American	Not Hispanic or Latino	75-79 years	Female	2002	7505	359611	2086.97731715659
Black or African American	Not Hispanic or Latino	75-79 years	Female	2003	7087	363417	1950.10139866875
Black or African American	Not Hispanic or Latino	75-79 years	Female	2004	6804	365192	1863.12953186269
Black or African American	Not Hispanic or Latino	75-79 years	Female	2005	6586	368751	1786.02905483646
Black or African American	Not Hispanic or Latino	75-79 years	Female	2006	5940	367499	1616.33092879164
Black or African American	Not Hispanic or Latino	75-79 years	Female	2007	5686	368272	1543.96750228092
Black or African American	Not Hispanic or Latino	75-79 years	Female	2008	5678	371717	1527.50614042403
Black or African American	Not Hispanic or Latino	75-79 years	Female	2009	5370	374583	1433.59415670225
Black or African American	Not Hispanic or Latino	75-79 years	Female	2010	5188	378077	1372.20724878795
Black or African American	Not Hispanic or Latino	75-79 years	Female	2011	5117	393168	1301.4792658609
Black or African American	Not Hispanic or Latino	75-79 years	Female	2012	5039	399504	1261.31402939645
Black or African American	Not Hispanic or Latino	75-79 years	Female	2013	5141	409261	1256.16660273029
Black or African American	Not Hispanic or Latino	75-79 years	Female	2014	5256	420226	1250.75554582534
Black or African American	Not Hispanic or Latino	75-79 years	Female	2015	5352	433526	1234.52803292075
Black or African American	Not Hispanic or Latino	75-79 years	Female	2016	5566	445948	1248.12758438204
Black or African American	Not Hispanic or Latino	75-79 years	Female	2017	5731	464257	1234.44557648027
Black or African American	Not Hispanic or Latino	75-79 years	Female	2018	5878	486475	1208.28408448533
Black or African American	Not Hispanic or Latino	75-79 years	Female	2019	6084	508214	1197.13349100969
Black or African American	Not Hispanic or Latino	75-79 years	Female	2020	6860	526453	1303.06029218183
Black or African American	Not Hispanic or Latino	75-79 years	Female	2021	6783	520718	1302.62445315891
Black or African American	Not Hispanic or Latino	75-79 years	Female	2022	6907	560885	1231.44673150468
Black or African American	Not Hispanic or Latino	75-79 years	Male	2000	6294	207597	3031.83572016937
Black or African American	Not Hispanic or Latino	75-79 years	Male	2001	6291	213265	2949.85112418822
Black or African American	Not Hispanic or Latino	75-79 years	Male	2002	6057	215637	2808.88715758427
Black or African American	Not Hispanic or Latino	75-79 years	Male	2003	6071	217510	2791.13603972231
Black or African American	Not Hispanic or Latino	75-79 years	Male	2004	5733	218650	2621.9986279442
Black or African American	Not Hispanic or Latino	75-79 years	Male	2005	5560	222432	2499.64033951949
Black or African American	Not Hispanic or Latino	75-79 years	Male	2006	5273	223131	2363.18575186774
Black or African American	Not Hispanic or Latino	75-79 years	Male	2007	5125	225410	2273.63471008385
Black or African American	Not Hispanic or Latino	75-79 years	Male	2008	5096	229456	2220.90509727355
Black or African American	Not Hispanic or Latino	75-79 years	Male	2009	4777	232999	2050.2233915167
Black or African American	Not Hispanic or Latino	75-79 years	Male	2010	4889	237296	2060.29600161823
Black or African American	Not Hispanic or Latino	75-79 years	Male	2011	4798	250497	1915.39220030579
Black or African American	Not Hispanic or Latino	75-79 years	Male	2012	5046	256353	1968.37953915109
Black or African American	Not Hispanic or Latino	75-79 years	Male	2013	5113	264953	1929.77622446245
Black or African American	Not Hispanic or Latino	75-79 years	Male	2014	5226	274892	1901.11025420893
Black or African American	Not Hispanic or Latino	75-79 years	Male	2015	5561	284937	1951.65948964157
Black or African American	Not Hispanic or Latino	75-79 years	Male	2016	5510	293691	1876.12150185058
Black or African American	Not Hispanic or Latino	75-79 years	Male	2017	5643	306720	1839.78873239437
Black or African American	Not Hispanic or Latino	75-79 years	Male	2018	6276	322123	1948.32408738277
Black or African American	Not Hispanic or Latino	75-79 years	Male	2019	6234	336433	1852.96923904611
Black or African American	Not Hispanic or Latino	75-79 years	Male	2020	7020	349269	2009.91213076454
Black or African American	Not Hispanic or Latino	75-79 years	Male	2021	6872	350902	1958.38154242495
Black or African American	Not Hispanic or Latino	75-79 years	Male	2022	7116	375396	1895.59824824985
Black or African American	Not Hispanic or Latino	80-84 years	Female	2000	7916	231454	3420.11803641328
Black or African American	Not Hispanic or Latino	80-84 years	Female	2001	7985	237908	3356.33942532407
Black or African American	Not Hispanic or Latino	80-84 years	Female	2002	8200	243879	3362.32311925176
Black or African American	Not Hispanic or Latino	80-84 years	Female	2003	7928	249644	3175.72222845332
Black or African American	Not Hispanic or Latino	80-84 years	Female	2004	7834	254780	3074.80963968914
Black or African American	Not Hispanic or Latino	80-84 years	Female	2005	7780	258762	3006.62384739645
Black or African American	Not Hispanic or Latino	80-84 years	Female	2006	7439	264538	2812.07236767497
Black or African American	Not Hispanic or Latino	80-84 years	Female	2007	6980	268871	2596.04048037907
Black or African American	Not Hispanic or Latino	80-84 years	Female	2008	6890	272279	2530.49261970258
Black or African American	Not Hispanic or Latino	80-84 years	Female	2009	6530	274423	2379.53815824475
Black or African American	Not Hispanic or Latino	80-84 years	Female	2010	6444	277702	2320.47302504123
Black or African American	Not Hispanic or Latino	80-84 years	Female	2011	6277	281890	2226.75511724431
Black or African American	Not Hispanic or Latino	80-84 years	Female	2012	6047	284580	2124.88579661255
Black or African American	Not Hispanic or Latino	80-84 years	Female	2013	6369	290087	2195.5482320821
Black or African American	Not Hispanic or Latino	80-84 years	Female	2014	6155	296006	2079.34974291062
Black or African American	Not Hispanic or Latino	80-84 years	Female	2015	6337	303164	2090.28776503807
Black or African American	Not Hispanic or Latino	80-84 years	Female	2016	6556	312789	2095.98163618286
Black or African American	Not Hispanic or Latino	80-84 years	Female	2017	6426	321524	1998.60663589654
Black or African American	Not Hispanic or Latino	80-84 years	Female	2018	6619	329857	2006.62711417372
Black or African American	Not Hispanic or Latino	80-84 years	Female	2019	6723	341870	1966.53698774388
Black or African American	Not Hispanic or Latino	80-84 years	Female	2020	7392	351927	2100.43560170149
Black or African American	Not Hispanic or Latino	80-84 years	Female	2021	7146	342321	2087.5143505657
Black or African American	Not Hispanic or Latino	80-84 years	Female	2022	7089	358127	1979.46538518459
Black or African American	Not Hispanic or Latino	80-84 years	Male	2000	5183	116516	4448.31611109204
Black or African American	Not Hispanic or Latino	80-84 years	Male	2001	5298	120694	4389.61340248894
Black or African American	Not Hispanic or Latino	80-84 years	Male	2002	5329	124874	4267.50164165479
Black or African American	Not Hispanic or Latino	80-84 years	Male	2003	5426	128770	4213.7143744661
Black or African American	Not Hispanic or Latino	80-84 years	Male	2004	5089	131758	3862.38406776059
Black or African American	Not Hispanic or Latino	80-84 years	Male	2005	5179	134288	3856.63648278327
Black or African American	Not Hispanic or Latino	80-84 years	Male	2006	5083	137456	3697.91060412059
Black or African American	Not Hispanic or Latino	80-84 years	Male	2007	4868	139898	3479.67805115155
Black or African American	Not Hispanic or Latino	80-84 years	Male	2008	4800	141976	3380.85310193272
Black or African American	Not Hispanic or Latino	80-84 years	Male	2009	4479	143759	3115.63102136214
Black or African American	Not Hispanic or Latino	80-84 years	Male	2010	4500	146421	3073.32964533776
Black or African American	Not Hispanic or Latino	80-84 years	Male	2011	4390	150537	2916.22657552628
Black or African American	Not Hispanic or Latino	80-84 years	Male	2012	4380	153654	2850.560349877
Black or African American	Not Hispanic or Latino	80-84 years	Male	2013	4598	159293	2886.50474283239
Black or African American	Not Hispanic or Latino	80-84 years	Male	2014	4759	165193	2880.87267620299
Black or African American	Not Hispanic or Latino	80-84 years	Male	2015	4874	171131	2848.11051183012
Black or African American	Not Hispanic or Latino	80-84 years	Male	2016	5046	178668	2824.23265498019
Black or African American	Not Hispanic or Latino	80-84 years	Male	2017	5201	185236	2807.76954803602
Black or African American	Not Hispanic or Latino	80-84 years	Male	2018	5250	191500	2741.51436031332
Black or African American	Not Hispanic or Latino	80-84 years	Male	2019	5437	201218	2702.04454869843
Black or African American	Not Hispanic or Latino	80-84 years	Male	2020	6080	207884	2924.70801023648
Black or African American	Not Hispanic or Latino	80-84 years	Male	2021	5735	204075	2810.24133284332
Black or African American	Not Hispanic or Latino	80-84 years	Male	2022	5765	208099	2770.31605149472
White	Not Hispanic or Latino	20-24 years	Female	2000	171	5833546	2.93132170381446
White	Not Hispanic or Latino	20-24 years	Female	2001	161	6061601	2.65606396725881
White	Not Hispanic or Latino	20-24 years	Female	2002	142	6182601	2.29676797839615
White	Not Hispanic or Latino	20-24 years	Female	2003	201	6266378	3.2075945626006
White	Not Hispanic or Latino	20-24 years	Female	2004	176	6300025	2.79363970777894
White	Not Hispanic or Latino	20-24 years	Female	2005	155	6294311	2.46254117408561
White	Not Hispanic or Latino	20-24 years	Female	2006	181	6266133	2.88854385950633
White	Not Hispanic or Latino	20-24 years	Female	2007	203	6245242	3.25047452124353
White	Not Hispanic or Latino	20-24 years	Female	2008	149	6233137	2.39044962432239
White	Not Hispanic or Latino	20-24 years	Female	2009	164	6245232	2.62600332541689
White	Not Hispanic or Latino	20-24 years	Female	2010	123	6250991	1.96768800339018
White	Not Hispanic or Latino	20-24 years	Female	2011	134	6339561	2.11371102825574
White	Not Hispanic or Latino	20-24 years	Female	2012	153	6381206	2.39766589575701
White	Not Hispanic or Latino	20-24 years	Female	2013	147	6361813	2.31066207070217
White	Not Hispanic or Latino	20-24 years	Female	2014	158	6307935	2.50478167577821
White	Not Hispanic or Latino	20-24 years	Female	2015	144	6190327	2.32620990781262
White	Not Hispanic or Latino	20-24 years	Female	2016	139	6053627	2.29614411327292
White	Not Hispanic or Latino	20-24 years	Female	2017	129	5937916	2.17247936818237
White	Not Hispanic or Latino	20-24 years	Female	2018	133	5862672	2.26859015820773
White	Not Hispanic or Latino	20-24 years	Female	2019	151	5794653	2.60585060054502
White	Not Hispanic or Latino	20-24 years	Female	2020	145	5765196	2.51509228827606
White	Not Hispanic or Latino	20-24 years	Female	2021	120	5730106	2.09420209678495
White	Not Hispanic or Latino	20-24 years	Female	2022	129	5967075	2.16186322444414
White	Not Hispanic or Latino	20-24 years	Male	2000	262	5974131	4.38557507359648
White	Not Hispanic or Latino	20-24 years	Male	2001	283	6182960	4.57709575995963
White	Not Hispanic or Latino	20-24 years	Male	2002	274	6297083	4.35122103361191
White	Not Hispanic or Latino	20-24 years	Male	2003	303	6369825	4.75680258091863
White	Not Hispanic or Latino	20-24 years	Male	2004	315	6446788	4.88615415924954
White	Not Hispanic or Latino	20-24 years	Male	2005	328	6482567	5.05972402599156
White	Not Hispanic or Latino	20-24 years	Male	2006	349	6490604	5.37700343450317
White	Not Hispanic or Latino	20-24 years	Male	2007	283	6466760	4.37622549777632
White	Not Hispanic or Latino	20-24 years	Male	2008	289	6441154	4.48677364335645
White	Not Hispanic or Latino	20-24 years	Male	2009	287	6436835	4.45871301656793
White	Not Hispanic or Latino	20-24 years	Male	2010	320	6434852	4.97291934608597
White	Not Hispanic or Latino	20-24 years	Male	2011	293	6535212	4.48340466996327
White	Not Hispanic or Latino	20-24 years	Male	2012	282	6614098	4.2636199221723
White	Not Hispanic or Latino	20-24 years	Male	2013	276	6637157	4.15840698057919
White	Not Hispanic or Latino	20-24 years	Male	2014	287	6608647	4.34279512886677
White	Not Hispanic or Latino	20-24 years	Male	2015	294	6523322	4.50690614383285
White	Not Hispanic or Latino	20-24 years	Male	2016	283	6404432	4.41881497063284
White	Not Hispanic or Latino	20-24 years	Male	2017	234	6279933	3.72615440323965
