Race	Hispanic Origin	Age_groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	50-54 years	Male	2004	570	1017168	56.0379406351753
Black or African American	Not Hispanic or Latino	50-54 years	Male	2005	631	1054056	59.8639920459634
Black or African American	Not Hispanic or Latino	50-54 years	Male	2006	655	1093251	59.9130483301639
Black or African American	Not Hispanic or Latino	50-54 years	Male	2007	595	1144327	51.9956271240651
Black or African American	Not Hispanic or Latino	50-54 years	Male	2008	641	1191230	53.8099275538729
Black or African American	Not Hispanic or Latino	50-54 years	Male	2009	564	1229480	45.873052021993
Black or African American	Not Hispanic or Latino	50-54 years	Male	2010	565	1260649	44.8181849190377
Black or African American	Not Hispanic or Latino	50-54 years	Male	2011	561	1280547	43.8094033252977
Black or African American	Not Hispanic or Latino	50-54 years	Male	2012	533	1286971	41.415074620951
Black or African American	Not Hispanic or Latino	50-54 years	Male	2013	508	1291678	39.3286871805512
Black or African American	Not Hispanic or Latino	50-54 years	Male	2014	502	1296563	38.7177483855393
Black or African American	Not Hispanic or Latino	50-54 years	Male	2015	496	1291152	38.4153066408912
Black or African American	Not Hispanic or Latino	50-54 years	Male	2016	486	1277354	38.0474011119862
Black or African American	Not Hispanic or Latino	50-54 years	Male	2017	508	1259223	40.3423380926174
Black or African American	Not Hispanic or Latino	50-54 years	Male	2018	467	1234617	37.8254956800368
Black or African American	Not Hispanic or Latino	50-54 years	Male	2019	463	1208849	38.3008961417017
Black or African American	Not Hispanic or Latino	50-54 years	Male	2020	527	1200964	43.881415263072
Black or African American	Not Hispanic or Latino	50-54 years	Male	2021	489	1241322	39.3934853325729
Black or African American	Not Hispanic or Latino	50-54 years	Male	2022	489	1242380	39.3599381831646
Black or African American	Not Hispanic or Latino	50-54 years	Male	2023	514	1231765	41.7287388422305
Black or African American	Not Hispanic or Latino	55-59 years	Female	2000	445	721707	61.6593714623802
Black or African American	Not Hispanic or Latino	55-59 years	Female	2001	438	749059	58.4733645814282
Black or African American	Not Hispanic or Latino	55-59 years	Female	2002	456	799225	57.0552722950358
Black or African American	Not Hispanic or Latino	55-59 years	Female	2003	493	846733	58.2237848294563
Black or African American	Not Hispanic or Latino	55-59 years	Female	2004	469	906422	51.7419038814151
Black or African American	Not Hispanic or Latino	55-59 years	Female	2005	497	976118	50.9159753226557
Black or African American	Not Hispanic or Latino	55-59 years	Female	2006	525	1046312	50.176238062834
Black or African American	Not Hispanic or Latino	55-59 years	Female	2007	523	1085461	48.1822930533663
Black or African American	Not Hispanic or Latino	55-59 years	Female	2008	576	1123799	51.2547172581574
Black or African American	Not Hispanic or Latino	55-59 years	Female	2009	515	1164471	44.2260906454519
Black or African American	Not Hispanic or Latino	55-59 years	Female	2010	552	1194067	46.2285617138737
Black or African American	Not Hispanic or Latino	55-59 years	Female	2011	517	1242711	41.602593040538
Black or African American	Not Hispanic or Latino	55-59 years	Female	2012	521	1292069	40.3229239305331
Black or African American	Not Hispanic or Latino	55-59 years	Female	2013	558	1330735	41.9317144284925
Black or African American	Not Hispanic or Latino	55-59 years	Female	2014	536	1364351	39.286078142648
Black or African American	Not Hispanic or Latino	55-59 years	Female	2015	546	1395987	39.1121120755422
Black or African American	Not Hispanic or Latino	55-59 years	Female	2016	557	1412482	39.4341308420214
Black or African American	Not Hispanic or Latino	55-59 years	Female	2017	609	1421202	42.8510514339271
Black or African American	Not Hispanic or Latino	55-59 years	Female	2018	568	1426347	39.8220068468612
Black or African American	Not Hispanic or Latino	55-59 years	Female	2019	556	1428980	38.9088720625901
Black or African American	Not Hispanic or Latino	55-59 years	Female	2020	583	1421662	41.0083409417991
Black or African American	Not Hispanic or Latino	55-59 years	Female	2021	590	1417403	41.6254233975799
Black or African American	Not Hispanic or Latino	55-59 years	Female	2022	599	1384021	43.2796901203089
Black or African American	Not Hispanic or Latino	55-59 years	Female	2023	540	1371843	39.3631049617194
Black or African American	Not Hispanic or Latino	55-59 years	Male	2000	587	590653	99.3815319654687
Black or African American	Not Hispanic or Latino	55-59 years	Male	2001	554	616383	89.8791822616782
Black or African American	Not Hispanic or Latino	55-59 years	Male	2002	592	662769	89.3222223731044
Black or African American	Not Hispanic or Latino	55-59 years	Male	2003	639	706655	90.426021184312
Black or African American	Not Hispanic or Latino	55-59 years	Male	2004	639	758635	84.230229293402
Black or African American	Not Hispanic or Latino	55-59 years	Male	2005	681	820971	82.9505548917075
Black or African American	Not Hispanic or Latino	55-59 years	Male	2006	768	881087	87.165058615097
Black or African American	Not Hispanic or Latino	55-59 years	Male	2007	771	912345	84.5075053844763
Black or African American	Not Hispanic or Latino	55-59 years	Male	2008	731	945305	77.3295391434511
Black or African American	Not Hispanic or Latino	55-59 years	Male	2009	740	981716	75.3782152883319
Black or African American	Not Hispanic or Latino	55-59 years	Male	2010	756	1009656	74.8769878057477
Black or African American	Not Hispanic or Latino	55-59 years	Male	2011	748	1054879	70.9086065795224
Black or African American	Not Hispanic or Latino	55-59 years	Male	2012	717	1100716	65.1394183422427
Black or African American	Not Hispanic or Latino	55-59 years	Male	2013	710	1139012	62.3347251828778
Black or African American	Not Hispanic or Latino	55-59 years	Male	2014	780	1171735	66.5679526514101
Black or African American	Not Hispanic or Latino	55-59 years	Male	2015	770	1200683	64.1301659139007
Black or African American	Not Hispanic or Latino	55-59 years	Male	2016	714	1216592	58.6885332140931
Black or African American	Not Hispanic or Latino	55-59 years	Male	2017	758	1224431	61.9063058677868
Black or African American	Not Hispanic or Latino	55-59 years	Male	2018	745	1227043	60.7150686650753
Black or African American	Not Hispanic or Latino	55-59 years	Male	2019	745	1228490	60.6435542820861
Black or African American	Not Hispanic or Latino	55-59 years	Male	2020	826	1221168	67.640160895143
Black or African American	Not Hispanic or Latino	55-59 years	Male	2021	863	1245183	69.3070817703101
Black or African American	Not Hispanic or Latino	55-59 years	Male	2022	836	1217698	68.6541326338715
Black or African American	Not Hispanic or Latino	55-59 years	Male	2023	702	1197968	58.5992280261242
Black or African American	Not Hispanic or Latino	60-64 years	Female	2000	580	596149	97.2911134632449
Black or African American	Not Hispanic or Latino	60-64 years	Female	2001	599	610941	98.0454741128849
Black or African American	Not Hispanic or Latino	60-64 years	Female	2002	559	629297	88.8292809277654
Black or African American	Not Hispanic or Latino	60-64 years	Female	2003	593	653908	90.6855398618766
Black or African American	Not Hispanic or Latino	60-64 years	Female	2004	570	678186	84.0477391158178
Black or African American	Not Hispanic or Latino	60-64 years	Female	2005	512	698748	73.2739127696967
Black or African American	Not Hispanic or Latino	60-64 years	Female	2006	556	720394	77.1799876178869
Black or African American	Not Hispanic or Latino	60-64 years	Female	2007	563	768767	73.2341528707658
Black or African American	Not Hispanic or Latino	60-64 years	Female	2008	566	815179	69.4326031460575
Black or African American	Not Hispanic or Latino	60-64 years	Female	2009	602	873483	68.9194866986535
Black or African American	Not Hispanic or Latino	60-64 years	Female	2010	566	927423	61.0293253456082
Black or African American	Not Hispanic or Latino	60-64 years	Female	2011	602	1006503	59.8110487499789
Black or African American	Not Hispanic or Latino	60-64 years	Female	2012	648	1040236	62.2935564621874
Black or African American	Not Hispanic or Latino	60-64 years	Female	2013	629	1075039	58.5095052365542
Black or African American	Not Hispanic or Latino	60-64 years	Female	2014	699	1114807	62.7014362127256
Black or African American	Not Hispanic or Latino	60-64 years	Female	2015	722	1153658	62.5835386223647
Black or African American	Not Hispanic or Latino	60-64 years	Female	2016	724	1190046	60.8379844140479
Black or African American	Not Hispanic or Latino	60-64 years	Female	2017	746	1239642	60.1786644853918
Black or African American	Not Hispanic or Latino	60-64 years	Female	2018	766	1272746	60.184828708949
Black or African American	Not Hispanic or Latino	60-64 years	Female	2019	784	1301964	60.2167187418393
Black or African American	Not Hispanic or Latino	60-64 years	Female	2020	877	1329313	65.9739278860584
Black or African American	Not Hispanic or Latino	60-64 years	Female	2021	911	1343674	67.7991834328863
Black or African American	Not Hispanic or Latino	60-64 years	Female	2022	855	1339506	63.8295013236223
Black or African American	Not Hispanic or Latino	60-64 years	Female	2023	855	1360597	62.8400621197901
Black or African American	Not Hispanic or Latino	60-64 years	Male	2000	653	470342	138.835145489878
Black or African American	Not Hispanic or Latino	60-64 years	Male	2001	698	483638	144.322819960384
Black or African American	Not Hispanic or Latino	60-64 years	Male	2002	696	497980	139.764649182698
Black or African American	Not Hispanic or Latino	60-64 years	Male	2003	724	518313	139.683936154409
Black or African American	Not Hispanic or Latino	60-64 years	Male	2004	742	538700	137.739001299425
Black or African American	Not Hispanic or Latino	60-64 years	Male	2005	730	556778	131.111502250448
Black or African American	Not Hispanic or Latino	60-64 years	Male	2006	743	576788	128.816826979757
Black or African American	Not Hispanic or Latino	60-64 years	Male	2007	715	620088	115.306214601798
Black or African American	Not Hispanic or Latino	60-64 years	Male	2008	669	661596	101.11911196561
Black or African American	Not Hispanic or Latino	60-64 years	Male	2009	722	710808	101.574546150297
Black or African American	Not Hispanic or Latino	60-64 years	Male	2010	763	757918	100.670521085394
Black or African American	Not Hispanic or Latino	60-64 years	Male	2011	823	820245	100.335875256783
Black or African American	Not Hispanic or Latino	60-64 years	Male	2012	804	844889	95.160429358176
Black or African American	Not Hispanic or Latino	60-64 years	Male	2013	908	872930	104.017504267238
Black or African American	Not Hispanic or Latino	60-64 years	Male	2014	919	904640	101.587371772197
Black or African American	Not Hispanic or Latino	60-64 years	Male	2015	960	938589	102.281190169499
Black or African American	Not Hispanic or Latino	60-64 years	Male	2016	961	971972	98.871160897639
Black or African American	Not Hispanic or Latino	60-64 years	Male	2017	1049	1015295	103.319724809046
Black or African American	Not Hispanic or Latino	60-64 years	Male	2018	1068	1048087	101.899937696012
Black or African American	Not Hispanic or Latino	60-64 years	Male	2019	1051	1076824	97.6018365118162
Black or African American	Not Hispanic or Latino	60-64 years	Male	2020	1244	1102596	112.824642933586
Black or African American	Not Hispanic or Latino	60-64 years	Male	2021	1236	1145296	107.919699361562
Black or African American	Not Hispanic or Latino	60-64 years	Male	2022	1189	1142395	104.079587183067
Black or African American	Not Hispanic or Latino	60-64 years	Male	2023	1172	1155759	101.405223753395
Black or African American	Not Hispanic or Latino	65-69 years	Female	2000	761	508629	149.61789437881
Black or African American	Not Hispanic or Latino	65-69 years	Female	2001	786	522334	150.47842951062
Black or African American	Not Hispanic or Latino	65-69 years	Female	2002	736	530031	138.859802539851
Black or African American	Not Hispanic or Latino	65-69 years	Female	2003	744	539527	137.898566707505
Black or African American	Not Hispanic or Latino	65-69 years	Female	2004	719	548655	131.047744028579
Black or African American	Not Hispanic or Latino	65-69 years	Female	2005	644	561769	114.637867166042
Black or African American	Not Hispanic or Latino	65-69 years	Female	2006	667	574475	116.106009835067
Black or African American	Not Hispanic or Latino	65-69 years	Female	2007	683	592733	115.228947941147
Black or African American	Not Hispanic or Latino	65-69 years	Female	2008	642	617326	103.9969157301
Black or African American	Not Hispanic or Latino	65-69 years	Female	2009	602	641482	93.8451897325256
Black or African American	Not Hispanic or Latino	65-69 years	Female	2010	653	657563	99.3060740948016
Black or African American	Not Hispanic or Latino	65-69 years	Female	2011	606	680703	89.0256102881874
Black or African American	Not Hispanic or Latino	65-69 years	Female	2012	650	729212	89.1373153486229
Black or African American	Not Hispanic or Latino	65-69 years	Female	2013	703	774692	90.7457415334094
Black or African American	Not Hispanic or Latino	65-69 years	Female	2014	752	828528	90.763377942568
Black or African American	Not Hispanic or Latino	65-69 years	Female	2015	777	885437	87.7532788894071
Black or African American	Not Hispanic or Latino	65-69 years	Female	2016	852	946010	90.0624729125485
Black or African American	Not Hispanic or Latino	65-69 years	Female	2017	941	978448	96.1727143394437
Black or African American	Not Hispanic or Latino	65-69 years	Female	2018	922	1007581	91.5062908093741
Black or African American	Not Hispanic or Latino	65-69 years	Female	2019	961	1042963	92.1413319552084
Black or African American	Not Hispanic or Latino	65-69 years	Female	2020	1067	1077483	99.0270844180372
Black or African American	Not Hispanic or Latino	65-69 years	Female	2021	1165	1106116	105.323492291948
Black or African American	Not Hispanic or Latino	65-69 years	Female	2022	1119	1131633	98.8836486740843
Black or African American	Not Hispanic or Latino	65-69 years	Female	2023	1159	1176281	98.5308782510302
Black or African American	Not Hispanic or Latino	65-69 years	Male	2000	812	375235	216.397724092902
Black or African American	Not Hispanic or Latino	65-69 years	Male	2001	854	388334	219.913785555733
Black or African American	Not Hispanic or Latino	65-69 years	Male	2002	848	396851	213.682213223603
Black or African American	Not Hispanic or Latino	65-69 years	Male	2003	739	406305	181.883068138467
Black or African American	Not Hispanic or Latino	65-69 years	Male	2004	770	415865	185.156240606928
Black or African American	Not Hispanic or Latino	65-69 years	Male	2005	768	427014	179.853587938569
Black or African American	Not Hispanic or Latino	65-69 years	Male	2006	756	436847	173.058301876859
Black or African American	Not Hispanic or Latino	65-69 years	Male	2007	807	450394	179.176454393265
Black or African American	Not Hispanic or Latino	65-69 years	Male	2008	797	470048	169.557151610048
Black or African American	Not Hispanic or Latino	65-69 years	Male	2009	782	489532	159.744408945687
Black or African American	Not Hispanic or Latino	65-69 years	Male	2010	806	503596	160.04892810904
Black or African American	Not Hispanic or Latino	65-69 years	Male	2011	756	524064	144.257189961531
Black or African American	Not Hispanic or Latino	65-69 years	Male	2012	745	564112	132.065972714638
Black or African American	Not Hispanic or Latino	65-69 years	Male	2013	802	601865	133.252473561347
Black or African American	Not Hispanic or Latino	65-69 years	Male	2014	908	642116	141.407471547197
Black or African American	Not Hispanic or Latino	65-69 years	Male	2015	981	686820	142.832183104744
Black or African American	Not Hispanic or Latino	65-69 years	Male	2016	1074	732181	146.685040993962
Black or African American	Not Hispanic or Latino	65-69 years	Male	2017	1102	753775	146.197472720639
Black or African American	Not Hispanic or Latino	65-69 years	Male	2018	1156	774325	149.291318244923
Black or African American	Not Hispanic or Latino	65-69 years	Male	2019	1215	800482	151.783550410877
Black or African American	Not Hispanic or Latino	65-69 years	Male	2020	1395	827816	168.515708804855
Black or African American	Not Hispanic or Latino	65-69 years	Male	2021	1517	874172	173.535642871197
Black or African American	Not Hispanic or Latino	65-69 years	Male	2022	1446	897110	161.184247193767
Black or African American	Not Hispanic or Latino	65-69 years	Male	2023	1440	939931	153.202735094385
Black or African American	Not Hispanic or Latino	70-74 years	Female	2000	1082	440786	245.470591171226
Black or African American	Not Hispanic or Latino	70-74 years	Female	2001	1054	440752	239.136748103242
Black or African American	Not Hispanic or Latino	70-74 years	Female	2002	1038	442356	234.652632721157
Black or African American	Not Hispanic or Latino	70-74 years	Female	2003	994	446877	222.432570931151
Black or African American	Not Hispanic or Latino	70-74 years	Female	2004	958	450801	212.510619985315
Black or African American	Not Hispanic or Latino	70-74 years	Female	2005	914	456614	200.169070593543
Black or African American	Not Hispanic or Latino	70-74 years	Female	2006	884	466664	189.429653883736
Black or African American	Not Hispanic or Latino	70-74 years	Female	2007	849	472797	179.569667320224
Black or African American	Not Hispanic or Latino	70-74 years	Female	2008	781	480483	162.544772655848
Black or African American	Not Hispanic or Latino	70-74 years	Female	2009	812	487912	166.423453409631
Black or African American	Not Hispanic or Latino	70-74 years	Female	2010	836	496664	168.323051398934
Black or African American	Not Hispanic or Latino	70-74 years	Female	2011	822	515854	159.347412252304
Black or African American	Not Hispanic or Latino	70-74 years	Female	2012	786	531565	147.865265771825
Black or African American	Not Hispanic or Latino	70-74 years	Female	2013	788	556554	141.585542463085
Black or African American	Not Hispanic or Latino	70-74 years	Female	2014	882	581078	151.786851334933
Black or African American	Not Hispanic or Latino	70-74 years	Female	2015	898	603471	148.80582496922
Black or African American	Not Hispanic or Latino	70-74 years	Female	2016	982	621831	157.920721224899
Black or African American	Not Hispanic or Latino	70-74 years	Female	2017	1033	668247	154.583559671798
Black or African American	Not Hispanic or Latino	70-74 years	Female	2018	1076	708288	151.915604951658
Black or African American	Not Hispanic or Latino	70-74 years	Female	2019	1137	756006	150.3956317807
Black or African American	Not Hispanic or Latino	70-74 years	Female	2020	1280	806836	158.644383740934
Black or African American	Not Hispanic or Latino	70-74 years	Female	2021	1473	849704	173.354485797407
Black or African American	Not Hispanic or Latino	70-74 years	Female	2022	1524	869073	175.359262110318
Black or African American	Not Hispanic or Latino	70-74 years	Female	2023	1381	902613	153.000233765745
Black or African American	Not Hispanic or Latino	70-74 years	Male	2000	1005	292654	343.408940250261
Black or African American	Not Hispanic or Latino	70-74 years	Male	2001	990	295838	334.642608454627
Black or African American	Not Hispanic or Latino	70-74 years	Male	2002	978	299173	326.901157524242
Black or African American	Not Hispanic or Latino	70-74 years	Male	2003	934	304832	306.398278395969
Black or African American	Not Hispanic or Latino	70-74 years	Male	2004	915	309884	295.271779117347
Black or African American	Not Hispanic or Latino	70-74 years	Male	2005	868	316960	273.851590106007
Black or African American	Not Hispanic or Latino	70-74 years	Male	2006	869	325778	266.746066339655
Black or African American	Not Hispanic or Latino	70-74 years	Male	2007	885	332403	266.243084448696
Black or African American	Not Hispanic or Latino	70-74 years	Male	2008	812	339526	239.156942325477
Black or African American	Not Hispanic or Latino	70-74 years	Male	2009	783	346696	225.846274546
Black or African American	Not Hispanic or Latino	70-74 years	Male	2010	801	353284	226.729769816918
Black or African American	Not Hispanic or Latino	70-74 years	Male	2011	820	368663	222.425358660891
Black or African American	Not Hispanic or Latino	70-74 years	Male	2012	853	380768	224.020926128246
Black or African American	Not Hispanic or Latino	70-74 years	Male	2013	895	400090	223.699667574796
Black or African American	Not Hispanic or Latino	70-74 years	Male	2014	934	417580	223.669715982566
Black or African American	Not Hispanic or Latino	70-74 years	Male	2015	976	434557	224.596543146239
Black or African American	Not Hispanic or Latino	70-74 years	Male	2016	983	449661	218.609129989036
Black or African American	Not Hispanic or Latino	70-74 years	Male	2017	1093	485493	225.131979245839
Black or African American	Not Hispanic or Latino	70-74 years	Male	2018	1165	516472	225.568859492867
Black or African American	Not Hispanic or Latino	70-74 years	Male	2019	1176	550140	213.76376922238
Black or African American	Not Hispanic or Latino	70-74 years	Male	2020	1461	586258	249.207686718134
Black or African American	Not Hispanic or Latino	70-74 years	Male	2021	1522	624975	243.529741189648
Black or African American	Not Hispanic or Latino	70-74 years	Male	2022	1528	629514	242.72692902779
Black or African American	Not Hispanic or Latino	70-74 years	Male	2023	1491	657759	226.678768363489
Black or African American	Not Hispanic or Latino	75-79 years	Female	2000	1506	344364	437.327943687493
Black or African American	Not Hispanic or Latino	75-79 years	Female	2001	1508	354673	425.180377418072
Black or African American	Not Hispanic or Latino	75-79 years	Female	2002	1492	359611	414.892759120272
Black or African American	Not Hispanic or Latino	75-79 years	Female	2003	1436	363417	395.138367220025
Black or African American	Not Hispanic or Latino	75-79 years	Female	2004	1426	365192	390.479528576749
Black or African American	Not Hispanic or Latino	75-79 years	Female	2005	1302	368751	353.083788247354
Black or African American	Not Hispanic or Latino	75-79 years	Female	2006	1184	367499	322.177747422442
Black or African American	Not Hispanic or Latino	75-79 years	Female	2007	1139	368272	309.282269626798
Black or African American	Not Hispanic or Latino	75-79 years	Female	2008	1210	371717	325.516454722275
Black or African American	Not Hispanic or Latino	75-79 years	Female	2009	1067	374583	284.850086629666
Black or African American	Not Hispanic or Latino	75-79 years	Female	2010	1035	378077	273.753759154881
Black or African American	Not Hispanic or Latino	75-79 years	Female	2011	1044	393168	265.535343669882
Black or African American	Not Hispanic or Latino	75-79 years	Female	2012	1019	399504	255.066282189916
Black or African American	Not Hispanic or Latino	75-79 years	Female	2013	1049	409261	256.315651870078
Black or African American	Not Hispanic or Latino	75-79 years	Female	2014	1064	420226	253.197089185343
Black or African American	Not Hispanic or Latino	75-79 years	Female	2015	1152	433526	265.72800708608
Black or African American	Not Hispanic or Latino	75-79 years	Female	2016	1180	445948	264.604841820123
Black or African American	Not Hispanic or Latino	75-79 years	Female	2017	1241	464257	267.308839715933
Black or African American	Not Hispanic or Latino	75-79 years	Female	2018	1277	486475	262.500642376278
Black or African American	Not Hispanic or Latino	75-79 years	Female	2019	1333	508214	262.291082103208
Black or African American	Not Hispanic or Latino	75-79 years	Female	2020	1422	526453	270.10958243186
Black or African American	Not Hispanic or Latino	75-79 years	Female	2021	1481	520718	284.41498085336
Black or African American	Not Hispanic or Latino	75-79 years	Female	2022	1558	560885	277.7753015324
Black or African American	Not Hispanic or Latino	75-79 years	Female	2023	1626	596810	272.448517953788
Black or African American	Not Hispanic or Latino	75-79 years	Male	2000	1138	207597	548.17747847994
Black or African American	Not Hispanic or Latino	75-79 years	Male	2001	1119	213265	524.699317750217
Black or African American	Not Hispanic or Latino	75-79 years	Male	2002	1084	215637	502.696661519127
Black or African American	Not Hispanic or Latino	75-79 years	Male	2003	1094	217510	502.965380902027
Black or African American	Not Hispanic or Latino	75-79 years	Male	2004	1026	218650	469.243082552024
Black or African American	Not Hispanic or Latino	75-79 years	Male	2005	899	222432	404.168464969069
Black or African American	Not Hispanic or Latino	75-79 years	Male	2006	884	223131	396.179822615414
Black or African American	Not Hispanic or Latino	75-79 years	Male	2007	916	225410	406.370613548645
Black or African American	Not Hispanic or Latino	75-79 years	Male	2008	840	229456	366.083257792344
Black or African American	Not Hispanic or Latino	75-79 years	Male	2009	822	232999	352.791213696196
Black or African American	Not Hispanic or Latino	75-79 years	Male	2010	804	237296	338.817342053806
Black or African American	Not Hispanic or Latino	75-79 years	Male	2011	844	250497	336.9301827966
Black or African American	Not Hispanic or Latino	75-79 years	Male	2012	865	256353	337.425347080003
Black or African American	Not Hispanic or Latino	75-79 years	Male	2013	885	264953	334.021505701011
Black or African American	Not Hispanic or Latino	75-79 years	Male	2014	929	274892	337.950904355165
Black or African American	Not Hispanic or Latino	75-79 years	Male	2015	1013	284937	355.517184500433
Black or African American	Not Hispanic or Latino	75-79 years	Male	2016	1014	293691	345.260835367785
Black or African American	Not Hispanic or Latino	75-79 years	Male	2017	1029	306720	335.485133020344
Black or African American	Not Hispanic or Latino	75-79 years	Male	2018	1147	322123	356.075163834933
Black or African American	Not Hispanic or Latino	75-79 years	Male	2019	1239	336433	368.275406990396
Black or African American	Not Hispanic or Latino	75-79 years	Male	2020	1272	349269	364.18920660007
Black or African American	Not Hispanic or Latino	75-79 years	Male	2021	1259	350902	358.789633572906
Black or African American	Not Hispanic or Latino	75-79 years	Male	2022	1301	375396	346.567358203071
Black or African American	Not Hispanic or Latino	75-79 years	Male	2023	1389	405183	342.808064504187
Black or African American	Not Hispanic or Latino	80-84 years	Female	2000	1683	231454	727.142326336983
Black or African American	Not Hispanic or Latino	80-84 years	Female	2001	1681	237908	706.575651092019
Black or African American	Not Hispanic or Latino	80-84 years	Female	2002	1754	243879	719.209115996047
Black or African American	Not Hispanic or Latino	80-84 years	Female	2003	1669	249644	668.552018073737
Black or African American	Not Hispanic or Latino	80-84 years	Female	2004	1659	254780	651.150011774865
Black or African American	Not Hispanic or Latino	80-84 years	Female	2005	1568	258762	605.962235567819
Black or African American	Not Hispanic or Latino	80-84 years	Female	2006	1490	264538	563.246112089756
Black or African American	Not Hispanic or Latino	80-84 years	Female	2007	1384	268871	514.744989232755
Black or African American	Not Hispanic or Latino	80-84 years	Female	2008	1416	272279	520.054796734232
Black or African American	Not Hispanic or Latino	80-84 years	Female	2009	1312	274423	478.094037307369
Black or African American	Not Hispanic or Latino	80-84 years	Female	2010	1296	277702	466.687312298795
Black or African American	Not Hispanic or Latino	80-84 years	Female	2011	1311	281890	465.075029266735
Black or African American	Not Hispanic or Latino	80-84 years	Female	2012	1229	284580	431.864502073231
Black or African American	Not Hispanic or Latino	80-84 years	Female	2013	1338	290087	461.240938063409
Black or African American	Not Hispanic or Latino	80-84 years	Female	2014	1292	296006	436.477638966778
Black or African American	Not Hispanic or Latino	80-84 years	Female	2015	1452	303164	478.948687838925
Black or African American	Not Hispanic or Latino	80-84 years	Female	2016	1370	312789	437.994942277382
Black or African American	Not Hispanic or Latino	80-84 years	Female	2017	1445	321524	449.422127119593
Black or African American	Not Hispanic or Latino	80-84 years	Female	2018	1462	329857	443.222366055594
Black or African American	Not Hispanic or Latino	80-84 years	Female	2019	1530	341870	447.538538040776
Black or African American	Not Hispanic or Latino	80-84 years	Female	2020	1646	351927	467.710633171084
Black or African American	Not Hispanic or Latino	80-84 years	Female	2021	1779	342321	519.687661580797
Black or African American	Not Hispanic or Latino	80-84 years	Female	2022	1629	358127	454.866569680588
Black or African American	Not Hispanic or Latino	80-84 years	Female	2023	1707	369351	462.162008495984
Black or African American	Not Hispanic or Latino	80-84 years	Male	2000	1017	116516	872.841498163342
Black or African American	Not Hispanic or Latino	80-84 years	Male	2001	949	120694	786.285979419026
Black or African American	Not Hispanic or Latino	80-84 years	Male	2002	947	124874	758.364431346798
Black or African American	Not Hispanic or Latino	80-84 years	Male	2003	977	128770	758.717092490487
Black or African American	Not Hispanic or Latino	80-84 years	Male	2004	933	131758	708.116395209399
Black or African American	Not Hispanic or Latino	80-84 years	Male	2005	922	134288	686.584058143691
Black or African American	Not Hispanic or Latino	80-84 years	Male	2006	840	137456	611.104644395297
Black or African American	Not Hispanic or Latino	80-84 years	Male	2007	907	139898	648.329497205107
Black or African American	Not Hispanic or Latino	80-84 years	Male	2008	836	141976	588.831915253282
Black or African American	Not Hispanic or Latino	80-84 years	Male	2009	764	143759	531.444987792069
Black or African American	Not Hispanic or Latino	80-84 years	Male	2010	757	146421	517.002342560152
Black or African American	Not Hispanic or Latino	80-84 years	Male	2011	740	150537	491.573500202608
Black or African American	Not Hispanic or Latino	80-84 years	Male	2012	755	153654	491.363713277884
Black or African American	Not Hispanic or Latino	80-84 years	Male	2013	801	159293	502.846954982328
Black or African American	Not Hispanic or Latino	80-84 years	Male	2014	839	165193	507.89077019002
Black or African American	Not Hispanic or Latino	80-84 years	Male	2015	902	171131	527.081592464253
Black or African American	Not Hispanic or Latino	80-84 years	Male	2016	936	178668	523.876687487407
Black or African American	Not Hispanic or Latino	80-84 years	Male	2017	995	185236	537.152605325099
Black or African American	Not Hispanic or Latino	80-84 years	Male	2018	982	191500	512.793733681462
Black or African American	Not Hispanic or Latino	80-84 years	Male	2019	1003	201218	498.464352095737
Black or African American	Not Hispanic or Latino	80-84 years	Male	2020	1164	207884	559.927651959747
Black or African American	Not Hispanic or Latino	80-84 years	Male	2021	1194	204075	585.07901506799
Black or African American	Not Hispanic or Latino	80-84 years	Male	2022	1122	208099	539.16645442794
Black or African American	Not Hispanic or Latino	80-84 years	Male	2023	1198	220465	543.39691107432
White	Not Hispanic or Latino	20-24 years	Female	2000	36	5833546	0.61712035869778
White	Not Hispanic or Latino	20-24 years	Female	2001	23	6061601	0.379437709608402
White	Not Hispanic or Latino	20-24 years	Female	2002	28	6182601	0.452883826726001
White	Not Hispanic or Latino	20-24 years	Female	2003	27	6266378	0.43087091139411
White	Not Hispanic or Latino	20-24 years	Female	2004	36	6300025	0.571426303863873
White	Not Hispanic or Latino	20-24 years	Female	2005	31	6294311	0.492508234817123
White	Not Hispanic or Latino	20-24 years	Female	2006	27	6266133	0.430887758047906
White	Not Hispanic or Latino	20-24 years	Female	2007	30	6245242	0.480365692794611
White	Not Hispanic or Latino	20-24 years	Female	2008	26	6233137	0.417125437801223
White	Not Hispanic or Latino	20-24 years	Female	2009	34	6245232	0.544415323562039
White	Not Hispanic or Latino	20-24 years	Female	2010	22	6250991	0.351944195728325
White	Not Hispanic or Latino	20-24 years	Female	2011	23	6339561	0.362801146640911
White	Not Hispanic or Latino	20-24 years	Female	2012	25	6381206	0.39177547316291
White	Not Hispanic or Latino	20-24 years	Female	2013	18	6361813	0.282938212739042
White	Not Hispanic or Latino	20-24 years	Female	2014	20	6307935	0.317060971617494
White	Not Hispanic or Latino	20-24 years	Female	2015	21	6190327	0.339238944889341
White	Not Hispanic or Latino	20-24 years	Female	2016	13	6053627	0.21474729116941
White	Not Hispanic or Latino	20-24 years	Female	2017	18	5937916	0.303136656025447
